시작 시간,start_sec,종료 시간,end_sec,화자,내용,live_id
00:06:16,376.99,00:06:19,379.99,UNKNOWN,국내에서 첫 휴가 받고 첫 방송으로 뇌바님을 보니 너무 기뻐요,
00:06:19,379.99,00:06:21,381.99,UNKNOWN,반갑습니다,
00:06:21,381.99,00:06:26,386.99,UNKNOWN,아무튼 어제는 레진 코믹스에서 주최하는 식사 모임에 갔다가 왔고,
00:06:26,386.99,00:06:28,388.99,UNKNOWN,방금 유튜브 영상보다 처음 라이브 왔는데 이상한 말 해보게라,
00:06:28,388.99,00:06:30,390.99,UNKNOWN,어제 좀 술을 좀 마셔서 방송을 못 켰습니다,
00:06:30,390.99,00:06:32,392.99,UNKNOWN,죄송하게 생각하고 있습니다,
00:06:32,392.99,00:06:34,394.99,UNKNOWN,"와, 존나 잘생겼네",
00:06:34,394.99,00:06:37,397.99,UNKNOWN,"아이고, 28개월 구독, 편집자님 고맙습니다",
00:06:37,397.99,00:06:41,401.99,UNKNOWN,"음, 메뉴 마음에 들었냐고?",
00:06:41,401.99,00:06:46,406.99,UNKNOWN,"응, 어, 출장 뷔페였는데 되게 괜찮았어요",
00:06:46,406.99,00:06:50,410.99,UNKNOWN,아무튼 이번에 바뀐 대표님도 하고도 인사하고,
00:06:50,410.99,00:06:55,415.99,UNKNOWN,"이번에, 이번에 만나는 게 한 일곱 번째 대표님인 거 같은데",
00:06:55,415.99,00:06:59,419.99,UNKNOWN,"음, 아, 28개월 구독 고맙습니다",
00:06:59,419.99,00:07:06,426.2,UNKNOWN,"음, 아무튼 조심히 잘 다녀왔습니다",
00:07:06,426.2,00:07:13,433.63,UNKNOWN,저번에 그리던 게 남아있네요,
00:07:13,433.63,00:07:15,435.63,UNKNOWN,오늘도 손 풀이로 그림 하나 그리다가,
00:07:16,436.63,00:07:18,438.63,UNKNOWN,신청을 받아서 한번 해보도록 하겠습니다,
00:07:18,438.63,00:07:23,443.42,UNKNOWN,인사 외함? 어차피 이사할 거 아닌,
00:07:23,443.42,00:07:25,445.42,UNKNOWN,28 요간입니다,
00:07:25,445.42,00:07:28,448.42,UNKNOWN,"메이드님 잘생겼어요, 레바 몬생김",
00:07:28,448.42,00:07:31,451.42,UNKNOWN,"고마워요, 옆에 있는 애는 걔가 아닙니다",
00:07:32,452.42,00:07:33,453.42,UNKNOWN,만 원 원 고맙습니다,
00:07:33,453.42,00:07:36,456.42,UNKNOWN,24년 9월에 해군 입대했는데 어제 전역했어요,
00:07:36,456.42,00:07:38,458.42,UNKNOWN,"우와, 축하해요",
00:07:38,458.42,00:07:41,461.42,UNKNOWN,난 뱀월미 있어서 뱀 못하는데 잘,
00:07:42,462.42,00:07:47,467.7,UNKNOWN,"안녕하세요, 레진 대표이사님 손 풀이로 나이다 어때요?",
00:07:47,467.7,00:07:49,469.7,UNKNOWN,나이다? 나이다 안 그래가지고,
00:07:49,469.7,00:07:54,474.78,UNKNOWN,"어, 그래 그래 너가 이번 대표니?",
00:07:54,474.78,00:07:57,477.78,UNKNOWN,형은 레진 코믹스의 장록 같은 거란다 열심히 해보렴,
00:07:57,477.78,00:08:06,486.83,UNKNOWN,손 풀이로 나이다 한번 그려보도록 하겠습니다,
00:08:06,486.83,00:08:16,496.14,UNKNOWN,해군이라고? 그럼 사왕인 루피하고 싸워봤음?,
00:08:16,496.14,00:08:25,505.44,UNKNOWN,레바 형 근데 형 고향 친구들한테도 와구리 내 안에 있냐고 말하나요?,
00:08:25,505.44,00:08:27,507.44,UNKNOWN,와구리가 누군지도 몰라,
00:08:27,507.44,00:08:33,513.23,UNKNOWN,3시간 전에 민영이 님 바니걸 옷 입고 사죄 방송하던데 넌 뭐 없냐?,
00:08:33,513.23,00:08:36,516.23,UNKNOWN,사죄할 게 있어?,
00:08:36,516.23,00:08:40,520.22,UNKNOWN,사죄할 게 있어?,
00:08:40,520.22,00:08:44,524.22,UNKNOWN,아무튼 그랬군요 저는 아쉽게도 바니걸 옷이 없습니다,
00:08:55,535.5,00:08:58,538.5,UNKNOWN,이렇게 하고 이렇게 하고,
00:08:59,539.5,00:09:03,543.5,UNKNOWN,레진 모임회 다녀왔구나 그래서 차기작은 어디서 하시나요?,
00:09:03,543.5,00:09:05,545.5,UNKNOWN,같은 말을 듣진 않았고,
00:09:06,546.5,00:09:13,553.12,UNKNOWN,그런 말은 많이 듣죠 매 순간 그 소리 듣는데,
00:09:13,553.12,00:09:22,562.31,UNKNOWN,사실 저는 쉰 김에 더 쉬고 싶어서 계속 말을 돌리긴 합니다,
00:09:22,562.31,00:09:26,566.31,UNKNOWN,만약에 브라그린 뽑히면 그릴 때 동안만 카테고리 블라로 해줄 수 있어?,
00:09:26,566.31,00:09:28,568.31,UNKNOWN,드롭스 쌀먹혀야함,
00:09:28,568.31,00:09:29,569.31,UNKNOWN,싫어,
00:09:33,573.31,00:09:36,576.31,UNKNOWN,그런 걸 일일이 부탁하지 말라고,
00:09:36,576.31,00:09:48,588.06,UNKNOWN,사죄 방송 대신에 레바가 새벽까지 방송 켜준다니까 용서해주자,
00:09:48,588.06,00:09:53,593.76,UNKNOWN,방금 고양이 소리 아니었나? 아닌가요?,
00:09:53,593.76,00:09:56,596.76,UNKNOWN,아무튼 나이다를 그려보도록 하겠어요,
00:09:56,596.76,00:10:05,605.89,UNKNOWN,마우스 딸깍거리는 소리가 크면 말씀해주세요,
00:10:05,605.89,00:10:07,607.89,UNKNOWN,소음 억제 켜면 되니까,
00:10:15,615.58,00:10:19,619.58,UNKNOWN,아무튼 어제는 가서 소맹 먹고,
00:10:19,619.58,00:10:23,623.58,UNKNOWN,생각보다 위스키나 고급진 술은 딱히 없었고,
00:10:23,623.58,00:10:26,626.58,UNKNOWN,출장뷔페로 그냥 식사 맛있게 하고 왔습니다,
00:10:27,627.58,00:10:33,633.33,UNKNOWN,타블렛이 왜 이렇게 뜨겁지?,
00:10:33,633.33,00:10:35,635.33,UNKNOWN,그렇게 오래 켜둔 것도 아닌데?,
00:10:36,636.33,00:10:39,639.33,UNKNOWN,형 오늘 그림 방송 끝나고 패드 해줄 수 있어?,
00:10:40,640.33,00:10:43,643.33,UNKNOWN,매일 보던 게 안 보이니 좀 그렇더라,
00:10:45,645.33,00:10:48,648.33,UNKNOWN,그래도 저도 멀리서 고향에서 친구가 올라왔는데,
00:10:48,648.33,00:10:50,650.33,UNKNOWN,이따 친구랑 시간을 보내야죠,
00:10:52,652.33,00:10:53,653.33,UNKNOWN,배그 방송은 없습니다,
00:10:54,654.33,00:10:58,658.25,UNKNOWN,새로운 대표님이라고요?,
00:10:58,658.25,00:11:01,661.25,UNKNOWN,저 자기작 준비 중인데 뭐 그렇다고요?,
00:11:01,661.25,00:11:03,663.25,UNKNOWN,크흥크흠 네,
00:11:03,663.25,00:11:06,666.25,UNKNOWN,출장뷔페요 맘에 드네요,
00:11:08,668.25,00:11:13,673.04,UNKNOWN,형 나중에 치지직에서 에반게리온 다치고기 한다는데 볼 계획 있음?,
00:11:15,675.04,00:11:17,677.04,UNKNOWN,에반게리온 같이 볼만한데요?,
00:11:18,678.04,00:11:21,681.04,UNKNOWN,에반게리온 은근히 모르는 세대이기도 하고 요새,
00:11:22,682.04,00:11:24,684.04,UNKNOWN,아 근데 이제,
00:11:24,684.04,00:11:28,688.04,UNKNOWN,레즈윈 모임과도 이제 아는 작가님이 생각보다 많이 없더라,
00:11:28,688.04,00:11:30,690.04,UNKNOWN,세대교체가 많이 돼가지고,
00:11:32,692.04,00:11:37,697.04,UNKNOWN,옆자리는 막 04년생 이제 막 대학 졸업하고 데뷔한 신인 작가 앉아있고,
00:11:40,700.04,00:11:43,703.04,UNKNOWN,애초에 좀 약간 개그 일상 위주로 테이블에 앉혀줬더라고?,
00:11:43,703.04,00:11:45,705.04,UNKNOWN,우리 테이블은?,
00:11:45,705.04,00:11:48,708.04,UNKNOWN,엉덩국 작가님이랑 있고 금효정님이랑,
00:11:48,708.04,00:11:52,712.04,UNKNOWN,출장뷔페 오면 락앤락을 가져가는게 아니라 그냥 요리사를 납치해옴,
00:11:52,712.04,00:12:04,724.68,UNKNOWN,아직 중년은 아니지만 레즈윈계의 할아버지 크크크크,
00:12:04,724.68,00:12:05,725.68,UNKNOWN,아이 고마워요,
00:12:08,728.15,00:12:11,731.15,UNKNOWN,레바야 수요일 때 임신리오 히마리 뽑을 생각 있어?,
00:12:11,731.15,00:12:15,735.69,UNKNOWN,글쎄요 아직 모르겠습니다,
00:12:22,742.52,00:12:25,745.52,UNKNOWN,이렇게 하고 옆에 머리를 해주고,
00:12:25,745.52,00:12:28,748.52,UNKNOWN,레바야 콜롬 모던 4 리부트 소식 들었냐?,
00:12:28,748.52,00:12:30,750.52,UNKNOWN,메카하는 것도 아니고 주 무대가 한국이랜다,
00:12:30,750.52,00:12:33,753.52,UNKNOWN,2차 한국전쟁을 베이스로 주적으로 북한이 나온대,
00:12:33,753.52,00:12:35,755.52,UNKNOWN,10월 발매라는데 할 거지?,
00:12:36,756.52,00:12:40,760.52,UNKNOWN,더빙이 어떻게 퀄리티 있게 나올까 그게 기대가 되긴 하대요,
00:12:40,760.52,00:12:42,762.52,UNKNOWN,소식은 들었어요 저도,
00:12:42,762.52,00:12:46,766.5,UNKNOWN,4444,
00:12:46,766.5,00:12:53,773.5,UNKNOWN,은근히 해외에서 우리 한국 배경의 게임 만들면 은근히 반영을 잘 못하던데,
00:12:53,773.5,00:12:55,775.5,UNKNOWN,리오 히마리 뒤지게 안 나오더라,
00:12:55,775.5,00:12:58,778.5,UNKNOWN,어제 리오 나오고 오늘 히마리 한 번 나온 말도 안됨,
00:12:58,778.5,00:12:59,779.5,UNKNOWN,음?,
00:12:59,779.5,00:13:05,785.83,UNKNOWN,그래도 결국에 뽑았다는 소리 아닐까요?,
00:13:05,785.83,00:13:06,786.83,UNKNOWN,축하합니다,
00:13:06,786.83,00:13:12,792.78,UNKNOWN,레바는 이제 레진 고문이사급 아닌가?,
00:13:12,792.78,00:13:16,796.78,UNKNOWN,대표보다 더 높고 말 한마디에 대표 바꿔버릴만한 권한도 있지 않아?,
00:13:16,796.78,00:13:18,798.78,UNKNOWN,레바 코믹스로는 언제 바꿈?,
00:13:18,798.78,00:13:21,801.78,UNKNOWN,그 내가 무슨 권한이 있는데,
00:13:21,801.78,00:13:26,806.78,UNKNOWN,일개의 만화가가,
00:13:27,807.78,00:13:33,813.78,UNKNOWN,아무튼 레진에서도 되게 내 작품을 기다려주는 의견이 많아서 되게,
00:13:33,813.78,00:13:53,833.07,UNKNOWN,늘상 고민이 되긴 하더라고,
00:13:53,833.07,00:13:55,835.07,UNKNOWN,레바야 나 20개월이야,
00:13:55,835.07,00:13:58,838.07,UNKNOWN,황해랑 용서받지 못한 자도 같이 보게 한다고 함,
00:13:58,838.07,00:14:04,844.3,UNKNOWN,아 그래?,
00:14:04,844.3,00:14:08,848.3,UNKNOWN,나는 리오 67법 벌마리 175법에 뽑힘 개손의 드득,
00:14:11,851.83,00:14:20,860.38,UNKNOWN,근데 아는 사람이 별로 없는데 대체 누가 어떻게 부르는 걸까 크크크크크,
00:14:20,860.38,00:14:24,864.38,UNKNOWN,나도 임신 리오 뽑아서 가슴 여는데 성공했어,
00:14:24,864.38,00:14:26,866.38,UNKNOWN,이제 히마리 엉덩이만 뽑으면 되는데,
00:14:26,866.38,00:14:29,869.38,UNKNOWN,핵마키랑 사츠키가 나오더라,
00:14:29,869.38,00:14:30,870.38,UNKNOWN,음...,
00:14:30,870.38,00:14:33,873.38,UNKNOWN,오늘따라 다들 블루아카 얘기를 많이들 하네,
00:14:33,873.38,00:14:37,877.38,UNKNOWN,근데 레진 초기 즈델번 할 때 레바가 레진 정상화 시켰잖아,
00:14:37,877.38,00:14:40,880.38,UNKNOWN,리오 레바도 파급력 세지,
00:14:41,881.38,00:14:47,887.38,UNKNOWN,글쎄요 그것도 사실 뭐 연재 안한지 꽤 오래돼서 이제 초기화 됐죠,
00:14:51,891.42,00:14:54,894.42,UNKNOWN,그야 지금 배경 가차가 무료됐어요,
00:15:05,905.16,00:15:07,907.16,UNKNOWN,제발 신작을 해다오?,
00:15:07,907.16,00:15:11,911.16,UNKNOWN,아 존나 올해는 그냥 쉬고 싶은데,
00:15:17,917.57,00:15:20,920.57,UNKNOWN,신작 레진에서 연재하는 거 확정임,
00:15:22,922.57,00:15:24,924.57,UNKNOWN,그래 언젠가 하겠지,
00:15:24,924.57,00:15:31,931.49,UNKNOWN,근데 여기서 이제 레바가 나 네이버 갈 건데 시전하면 레진에서 문전박대를 하려나?,
00:15:31,931.49,00:15:36,936.49,UNKNOWN,뭐 같은 웹툰 업계끼리 그렇게 딴 데 간다고 렙 다 문전박대를 하진 않습니다,
00:15:36,936.49,00:15:39,939.49,UNKNOWN,올해 연재 안 하면 결혼할 거라고 하지 않았었음,
00:15:39,939.49,00:15:43,943.86,UNKNOWN,둘 다 못 잃을 확률 굉장히 높은,
00:15:43,943.86,00:15:45,945.86,UNKNOWN,난 오래 쉬는 거 괜찮은 휴식 좀 하셈,
00:15:45,945.86,00:15:46,946.86,UNKNOWN,아이 고마워요,
00:15:46,946.86,00:15:54,954.62,UNKNOWN,루켈레 투식 박살날 때 신작 준비한다고 했으면서 크크크크,
00:15:55,955.62,00:15:57,957.62,UNKNOWN,됐던 것 같기도 하고,
00:15:58,958.62,00:16:04,964.62,UNKNOWN,무료 연차 8번만에 임마리랑 임미호 둘 다 뽑았는데 이거 좋은 건가요?,
00:16:09,969.98,00:16:12,972.98,UNKNOWN,버니스 전신 캡쳐하고 싶다고요? 여기 있습니다,
00:16:15,975.74,00:16:19,979.74,UNKNOWN,연재하면 방송 거의 못하잖아 천천히 해,
00:16:19,979.74,00:16:20,980.74,UNKNOWN,그러긴 해요,
00:16:20,980.74,00:16:27,987.47,UNKNOWN,레바야 다른 플랫폼 갈 거면 건강검진 쌀먹 한 번만 더 하고 가자,
00:16:28,988.47,00:16:31,991.47,UNKNOWN,건강검진 거의 2년에 한 번씩 이렇게 시켜줄 텐데,
00:16:31,991.47,00:16:37,997.47,UNKNOWN,나이 들수록 시간은 빨리 가는지라 잠깐 정줄 놓고 배그하고 턴 봐하고,
00:16:37,997.47,00:16:45,1005.47,UNKNOWN,헛줄 그리다 보면 올해 다 지나가서 올해 말쯤에 시간 왜 이리 빠름가면서 조금 더 쉬었다 할게요 하실듯,
00:16:46,1006.47,00:16:48,1008.47,UNKNOWN,지금도 사실 그 얘기 했어요,
00:16:49,1009.47,00:16:51,1011.47,UNKNOWN,아니 올해 뭐 했는데 벌써 6월 포함이 됐어?,
00:16:51,1011.47,00:16:52,1012.47,UNKNOWN,아니 올해 뭐 했는데 벌써 6월 포함이 됐어?,
00:16:52,1012.47,00:16:57,1017.47,UNKNOWN,로켓 멈춘이라느니 로스트미디어라느니 하길래 그때 빵 터졌음 근데 더 쉬는 게 좋을 것 같기는 해,
00:16:58,1018.47,00:17:07,1027.47,UNKNOWN,그때 이때 아니면 사실 진짜 좀 여태까지 쉬었다고 볼만한 연도가 없어가지고,
00:17:08,1028.47,00:17:11,1031.47,UNKNOWN,이번 기회 아니면 또 언제 쉬나 싶기도 해요,
00:17:12,1032.47,00:17:14,1034.47,UNKNOWN,결국에 연재는 하게 될 테고,
00:17:18,1038.51,00:17:23,1043.51,UNKNOWN,그러게 진짜 근데 시드가 얼마 정도길래 로켓 앱 먹은 걸로 월세도 내고 한우도 쏘고 그 정도임,
00:17:23,1043.51,00:17:24,1044.51,UNKNOWN,원래 5천 정도 차살통만 받은 건데,
00:17:24,1044.51,00:17:26,1046.51,UNKNOWN,그 정도 차살통만 받은 거 아니었어?,
00:17:27,1047.51,00:17:29,1049.51,UNKNOWN,그 정도 했으면 그 정도 쏠 만도 하죠,
00:17:38,1058.39,00:17:40,1060.39,UNKNOWN,애초에 또 방송 게을리 하잖아,
00:17:41,1061.39,00:17:45,1065.39,UNKNOWN,나 나름에서 나름 그래도 최선을 다해서 많이 하는 편이에요,
00:17:46,1066.39,00:18:02,1082.27,UNKNOWN,그렇게 느꼈다면 제가 죄송하지만 이게 너의 최선이냐고? 나름?,
00:18:09,1089.38,00:18:11,1091.38,UNKNOWN,괜찮아 난 그래서 구독 안 했어,
00:18:12,1092.38,00:18:13,1093.38,UNKNOWN,네 존중합니다,
00:18:14,1094.38,00:18:16,1096.38,UNKNOWN,그럼 당신에게 28개월 구독을 드리도록 하죠,
00:18:16,1096.38,00:18:17,1097.38,UNKNOWN,그건 또 선택이죠,
00:18:18,1098.38,00:18:31,1111.96,UNKNOWN,딜레바형 이번에 던바 4대 엠버서도 그만큼 챙겨준 게 던바 심정지운 거 찡파라서 살려냈으니깐 대우해준 게 아닐까?,
00:18:32,1112.96,00:18:39,1119.96,UNKNOWN,글쎄요 그걸로 게임이 살려졌다라고 얘기하긴 별개의 카테고리 아닐까요?,
00:18:40,1120.96,00:18:56,1136.14,UNKNOWN,스토리를 보는데 빵빵단으로 성장했더라 이번에 로또 3등 되어서 다른 분들과 북어 나눔 200개 하고 싶다 7개 세트는 너무 쪼잔했던 거 같아,
00:18:58,1138.14,00:19:05,1145.71,UNKNOWN,근데 벌써 6월이 코앞인데도 대체복무 이제 30% 찼더라 이런 개씨 바무튼 현 보고 일주일을 버틴다,
00:19:06,1146.71,00:19:07,1147.71,UNKNOWN,고마워요,
00:19:08,1148.71,00:19:12,1152.71,UNKNOWN,군생활 세고 있는 거 보니까 아주 살만한 거 보구나,
00:19:13,1153.71,00:19:14,1154.71,UNKNOWN,아주 보기 좋습니다,
00:19:23,1163.04,00:19:27,1167.04,UNKNOWN,한참 바쁠 시기면 진짜 정신 차리고 보면 막 2-3주 지나있고 그러던데 군생활 하다가,
00:19:29,1169.04,00:19:34,1174.41,UNKNOWN,레바야 27개월 기념 재입대 생각 없니?,
00:19:35,1175.41,00:19:36,1176.41,UNKNOWN,왜?,
00:19:36,1176.41,00:19:43,1183.04,UNKNOWN,그 질문 스스로에게도 물어봐요 왜? 그러고 싶은데,
00:19:50,1190.54,00:19:54,1194.54,UNKNOWN,그러게 지금 35이면 재입대도 못할 나이 아닌가요? 아닌가?,
00:19:55,1195.54,00:19:58,1198.54,UNKNOWN,나 현역일 때는 31살에 군대 온 사람 본 적 있긴 한데,
00:19:59,1199.54,00:20:14,1214.67,UNKNOWN,탐피할 때 조심해라 탐피 하나 잃어버리면 전 병력 원피스 찾기 시킨다,
00:20:16,1216.67,00:20:22,1222.5,UNKNOWN,난 부대에 대통령 온다고 3달 삭제되긴 하더라,
00:20:23,1223.5,00:20:25,1225.5,UNKNOWN,오 그 정도면 그럴만한데,
00:20:25,1225.5,00:20:29,1229.5,UNKNOWN,군인들 전부 고유가 피해지원금 한 푼도 못 받았다더라,
00:20:30,1230.5,00:20:33,1233.5,UNKNOWN,하위 70%가 아닌 상위 30%의 인물들인 거 처음 암,
00:20:34,1234.5,00:20:36,1236.5,UNKNOWN,오 그래요?,
00:20:37,1237.5,00:20:42,1242.5,UNKNOWN,근데 군인한테 고유가 물가 지원금이 아닌가? 필요한가?,
00:20:45,1245.96,00:20:46,1246.96,UNKNOWN,뭐 주면 좋죠,
00:20:54,1254.3,00:20:55,1255.3,UNKNOWN,휴가 났을 때도 써야지,
00:20:57,1257.3,00:21:01,1261.3,UNKNOWN,조심하세요 그 정도로 민감한 문제니까요 죄송해요,
00:21:01,1261.3,00:21:19,1279.43,UNKNOWN,이번에 학생 예비군으로 과학화 훈련장 갔는데,
00:21:19,1279.43,00:21:22,1282.43,UNKNOWN,합격 실내사격장이고 귀마개 달린 헬멧 주더라,
00:21:23,1283.43,00:21:26,1286.43,UNKNOWN,오 실내사격장도 있구나,
00:21:31,1291.92,00:21:33,1293.92,UNKNOWN,수요일까지만 소심만은 참자?,
00:21:34,1294.92,00:21:36,1296.92,UNKNOWN,아 지방선거 기간이라?,
00:21:38,1298.92,00:21:41,1301.92,UNKNOWN,아니 애초에 안 하면 되잖아요 참는 건 또 뭐야,
00:21:54,1314.54,00:21:57,1317.54,UNKNOWN,휴가 나갈 때 레바가 조언해준 방법대로,
00:21:57,1317.54,00:22:00,1320.54,UNKNOWN,머리 빡빡 밀고 이등병 약장 고치고 식당 가보라,
00:22:01,1321.54,00:22:03,1323.54,UNKNOWN,콩잡아 개꼬림,
00:22:05,1325.54,00:22:08,1328.78,UNKNOWN,뭐 투표를 안 한다고?,
00:22:08,1328.78,00:22:11,1331.67,UNKNOWN,뭔 소리야?,
00:22:15,1335.3,00:22:16,1336.3,UNKNOWN,아무튼 투표 얘기 금지입니다,
00:22:16,1336.3,00:22:20,1340.3,UNKNOWN,우리 방송에 정치 얘기가 나온 트럼프만 언급되긴 한데,
00:22:21,1341.3,00:22:30,1350.86,UNKNOWN,그림 투표는 안 되냐고? 아 그림 투표 얘기만 하십시오,
00:22:32,1352.86,00:22:34,1354.86,UNKNOWN,아니 그 투표는 되지,
00:22:34,1354.86,00:22:53,1373.24,UNKNOWN,네 극단은 없다,
00:22:53,1373.24,00:22:57,1377.24,UNKNOWN,이등병이라고 더 먹는다면서 백단 8천 원을 1만 3천 원 받던데?,
00:22:57,1377.24,00:22:59,1379.24,UNKNOWN,네 극단은 없다,
00:22:59,1379.24,00:23:03,1383.9,UNKNOWN,그림 투표하는데 1번 2번 기후 후보가 중요할 듯,
00:23:04,1384.9,00:23:06,1386.9,UNKNOWN,난 뭐 7번 8번까지 뽑으니까 뭐,
00:23:07,1387.9,00:23:13,1393.9,UNKNOWN,헉 그러면 이따 그림 투표할 때도 투표성에 중요성에 강조가 꽤나 진심으로 들리겠는걸?,
00:23:13,1393.9,00:23:16,1396.9,UNKNOWN,난 늘 진심으로 얘기해 투표 중요하다고,
00:23:17,1397.9,00:23:26,1406.9,UNKNOWN,유일하게 해도 되는 투표 얘기는 뽑을 놈 없다고 투표 안 한다는 쌉소리만 안 하시면 됩니다 무주표라도 던지고 오쇼,
00:23:27,1407.9,00:23:29,1409.9,UNKNOWN,그건 그림 투표도 마찬가지입니다 제발,
00:23:30,1410.9,00:23:32,1412.9,UNKNOWN,그림 투표 1번이다 2번이 뽑히면 재밌겠네,
00:23:32,1412.9,00:23:35,1415.9,UNKNOWN,뽑을 거 없네 막 이지랄하지 말라고요 여러분이 투표 건의해놓고,
00:23:37,1417.9,00:23:43,1423.9,UNKNOWN,이 방송에서 정치 얘기는 10년 후 레바의 순천시장 출마 전략 말고는 안 됨,
00:23:44,1424.9,00:23:50,1430.47,UNKNOWN,민감한 주제 말고 나이다는 무슨 향이 날지 토론해용,
00:23:51,1431.47,00:23:53,1433.47,UNKNOWN,피 냄새 나겠죠,
00:23:53,1433.47,00:23:56,1436.47,UNKNOWN,모처럼인데 버튜버 한정 투표 어떰?,
00:23:56,1436.47,00:23:58,1438.47,UNKNOWN,왜?,
00:23:58,1438.47,00:24:02,1442.85,UNKNOWN,이번에 투표권 판단은 틀림 못하겠네 크크크크,
00:24:04,1444.85,00:24:13,1453.15,UNKNOWN,선거 일기 하지마라 그럼 그림 투표 일기도 하면 안 되겠네 그것도 어떻게 보면 선거잖아,
00:24:14,1454.15,00:24:16,1456.15,UNKNOWN,그런가요?,
00:24:17,1457.15,00:24:20,1460.15,UNKNOWN,레바야 벌처를 타는 수녀마리가 나오면 그려줄 건가요?,
00:24:20,1460.15,00:24:26,1466.15,UNKNOWN,진짜 궁금함 오토바이를 탄 마리 스토리가 있는데 벌처를 타고 담배 피우는 마리를 보고 싶구나,
00:24:27,1467.15,00:24:33,1473.39,UNKNOWN,민감한 주제는 모르겠고 나이다 옆에 버니스는 어디가 민감함 급해,
00:24:33,1473.39,00:24:40,1480.75,UNKNOWN,내가 맡아봤는데 나이다는 비운 직후에 진흙 내은 플레움만 지켰어,
00:24:41,1481.75,00:24:42,1482.75,UNKNOWN,진동함,
00:24:42,1482.75,00:24:52,1492.72,UNKNOWN,근데 레빠식 그림 투표가 더 악질인 게 일루미나티 마냥 후보가 마음에 안 들면 선거 자체를 뭉개버림,
00:24:53,1493.72,00:25:00,1500.72,UNKNOWN,그러면 나름 어? 선거 올라오는 것도 어느 정도 엄선을 해서 올라와야지,
00:25:03,1503.1,00:25:06,1506.1,UNKNOWN,선거 일기 말고 앉은 거 얘기는 해도 됨 차하하,
00:25:07,1507.1,00:25:12,1512.37,UNKNOWN,선거 일기 하니까 나도 선거 같아,
00:25:12,1512.37,00:25:14,1514.37,UNKNOWN,조개인가 봐,
00:25:15,1515.37,00:25:18,1518.37,UNKNOWN,날레추보 드립 중 이게 선거에요,
00:25:18,1518.37,00:25:23,1523.37,UNKNOWN,했던 게 제일 좋았다 나이다짱 이게 내 최선이야,
00:25:26,1526.94,00:25:28,1528.94,UNKNOWN,그니까 엄선 좀 해다오,
00:25:28,1528.94,00:25:30,1530.94,UNKNOWN,엄선해서 하는 거야,
00:25:37,1537.0,00:25:47,1547.87,UNKNOWN,이제 발목까지 그리면,
00:25:47,1547.87,00:25:52,1552.87,UNKNOWN,레바가 싫어하는 것 블루 아카이브 가린 원신 신형 같은 까만 피부 캐릭터들,
00:25:52,1552.87,00:25:54,1554.87,UNKNOWN,아니 싫어하진 않는데?,
00:25:54,1554.87,00:25:56,1556.87,UNKNOWN,아까 뭐지?,
00:25:57,1557.87,00:26:04,1564.79,UNKNOWN,아니 시발 누가 선거 후보에 동물 집어넣냐 미친 거 아니냐,
00:26:04,1564.79,00:26:13,1573.3,UNKNOWN,어 이렇게 보니까 호요버스 캐릭터만 두 개네요,
00:26:13,1573.3,00:26:28,1588.75,UNKNOWN,자 이쯤에서 그림 선정을 받도록 하겠습니다,
