시작 시간,종료 시간,내용,live_id
00:08:03.46,00:08:22.33,건물에 숨기보다는 어디 고지대에 올라가 있는게 낫지 않을까?,
00:08:22.35,00:08:23.83,여기서 총소리가 졸라게 들렸는데?,
00:08:39.83,00:08:41.23,좀 높은 데 있는 집 없다?,
00:08:41.55,00:08:54.81,자기장 안쪽이면서?,
00:08:54.83,00:08:55.91,여기 2층집이다 뭘까?,
00:09:09.70,00:09:10.33,어?,
00:09:10.35,00:09:10.39,있어,
00:09:39.51,00:09:54.47,욕왔다 고마워요,
00:10:10.01,00:10:35.08,고마워요.,
00:10:35.10,00:10:35.23,글라이더다.,
00:10:35.93,00:10:36.17,존나 있을 것 같은데?,
00:10:43.76,00:10:46.16,4킬 이상하기 5만원?,
00:10:46.26,00:10:58.32,해볼만한데 저쪽 집으로 갈까?,
00:11:14.10,00:11:42.71,여긴 수류탄 들어오면 꽥하고 뒤지는 곳 아니야?,
00:11:42.73,00:11:42.89,쉿 차 지나간다,
00:11:45.11,00:11:59.74,근데 나도 이동해야 되네?,
00:11:59.76,00:12:00.50,그냥 차 타고 이동?,
00:12:01.22,00:12:03.72,지금 이동하기엔 애매하지 않나?,
00:12:03.74,00:12:11.91,안쪽으로 들어가는 차가 되게 많았어 지금 들어가기엔 좀 늦은 것 같아요 그냥 돌파를 할 수 있는 그것도 아니고,
00:12:25.26,00:12:51.16,왔구나 시발 내 야동 중간에 안 멈추려나?,
00:12:51.18,00:12:51.40,뒤집혔다 살리나?,
00:13:24.00,00:13:30.60,한 대는 맞췄어 그래도 한 대 맞추고 바로 SMG 바꿔서 쏠 걸 그랬나?,
00:14:01.58,00:14:23.98,1층에 있을걸 아 이건 이건 쩔쓰다 음,
00:14:36.68,00:14:41.29,그니까 안 그래도 그 집에 들어갈 때부터 수류탄 걱정하면서 들어갔는데 결국 수류탄에 죽네,
00:15:06.69,00:15:32.73,랩아 너도 발전이라는 걸 하는 걸 새삼 느꼈다 차가 2대나 지나갔는데 그걸 선빵을 안 치고 참은 게 들들 그렇게만 해라 우리 랩고반들은 너의 성장이 너무나도 깊어 그게 그 정도야?,
00:15:32.75,00:15:32.81,어이차,
00:15:35.51,00:16:02.43,이번엔 상남자 배타 한번 갈까?,
00:16:02.45,00:16:04.25,자자자자 이쪽에 꽤 많이 내릴 것 같죠?,
00:16:14.47,00:16:30.46,어?,
00:16:30.48,00:16:30.56,의외네?,
00:17:11.34,00:17:25.23,차 뭔데?,
00:17:25.47,00:17:29.52,여기 두 명 내렸었는데 한 새끼가 차 타고... 아니구나 아직 있구나,
00:18:27.33,00:18:28.50,바깥에서 안으로 보자,
00:19:45.85,00:19:50.31,어디 갔지 있었는데,
00:20:26.04,00:20:34.77,똑같다 오 배그 같이 하실?,
00:21:08.89,00:21:11.46,여기 있는 사람 다 잡았을까?,
00:21:11.48,00:21:30.81,난투현이?,
00:21:30.83,00:21:32.55,여기 있는 사람 그럼 다 잡은 걸까?,
00:21:59.85,00:22:01.04,일단 자기장 아니야,
00:22:29.59,00:22:30.11,으스스?,
00:22:53.34,00:22:55.24,아니야 스르륵이나 들자 아 구독권 선물 고마워요,
00:22:57.63,00:23:00.90,이 쪽지역에 이제 술 없는 거 같은데 아닌가?,
00:23:01.02,00:23:21.28,좀빠네 새끼 있으려나?,
00:23:21.30,00:23:21.50,나 수류탄이 없다.,
00:23:37.56,00:23:44.14,버러리 너무 탁 트였는데?,
00:24:09.28,00:24:34.31,여기 되게 먹을 게 많긴 하다 내릴 때 많아야 서너 명 내렸거든 일단 내가 볼 때 근데 생각보다 일단 이길 째에요 바로 뒤에 오토바이 있었으니까 여차하면 오토바이 타면 돼,
00:24:38.18,00:24:40.90,단순히 배그 좀 해 봤니?,
00:24:40.92,00:24:42.67,굉장히 굉장히 어렵단다.,
00:24:44.60,00:24:47.43,우리가 하던 시절의 그 배그가 아니야.,
00:25:12.45,00:25:33.48,그렇지 수류탄이나 한 2개 먹으면 좋겠는데 아니 어렵다고 내가 실시간으로 얘기하는 거야 꺼드럭거리는 게 아니고 스팀 그거,
00:25:43.41,00:25:43.73,박발 소리 들렸는데?,
00:26:01.36,00:26:01.44,아닌가?,
00:26:01.46,00:26:01.98,배그 알려줄 버튜버가 있었으면 좋겠다라는 거지?,
00:26:26.97,00:26:30.91,잠깐 여기 있던 오토바이가 사라졌다?,
00:26:31.35,00:26:31.55,있지 않았나?,
00:26:31.57,00:26:52.81,아닌가?,
00:26:52.83,00:26:52.95,저 앞인가?,
00:26:52.97,00:26:53.11,오토바이 있네,
00:27:14.57,00:27:28.68,일단 없는 것 같은데 라고 할 때가 제일 위험하던데 왜 이렇게 던질게 없냐,
00:27:49.89,00:28:14.44,수류탄이 아무것도 없어 하고 화염병 하나 빼고 지금 7탄 과하다고?,
00:28:14.46,00:28:14.72,그러네 수류탄 없습니까?,
00:28:14.74,00:28:14.80,반처다,
00:28:20.99,00:28:32.62,여기다 자기장 줄었는데 바로 앞이라서 한 블럭만 더 봐야겠어 아 불러왔구나 벌써 2킬이나 했단다,
00:28:48.21,00:29:15.70,아 방이구나 씨발 나 사람 발 뚫은줄 알았는데 아이 치킨새끼,
00:29:17.44,00:29:42.15,저거 뭔가인데 던질꺼 던질꺼 어 3가방이다,
00:29:49.25,00:29:58.74,자가제세동기 자기장이 나도 도심으로 갈까?,
00:29:59.10,00:30:11.23,아니면 저 바깥쪽으로 돌까?,
00:30:11.39,00:30:12.35,일단 오토바이가 있으니까,
00:30:25.63,00:30:30.44,뒤쪽에서 올 가능성 없나?,
00:30:30.46,00:30:30.70,일단 도핑하자.,
00:30:57.20,00:31:02.89,에임은 어쩔 수 없어 에임은 데이터로 쌓아야 돼,
00:31:55.47,00:32:08.69,거집 존나 수상한데?,
00:32:08.71,00:32:08.79,아닌가?,
00:32:28.75,00:32:32.60,오늘 치킨 먹었나요?,
00:33:16.90,00:33:19.18,오토바이 아직도 있나?,
00:33:19.34,00:33:42.39,다시 가는 소리가 안 들렸는데 타고 계속 가는 건가?,
00:33:42.41,00:33:42.53,글라이더야?,
00:35:10.75,00:35:10.89,아!,
00:35:11.39,00:35:25.11,씨발!,
00:35:39.09,00:35:39.13,아!,
00:35:39.15,00:35:39.19,아!,
00:35:39.21,00:35:39.25,아!,
00:35:39.27,00:35:39.31,씹!,
00:35:39.33,00:35:39.38,씹!,
00:35:39.40,00:35:39.69,아핳핳핳핳핳핳핳핳핳 아...,
00:35:48.80,00:36:12.70,아 내가 수리타 몇 개만 더 있었으면 단투 배그 할 거야?,
00:36:12.72,00:36:15.92,포대 어떻게 하냐 일단 디코어,
00:36:32.71,00:37:00.72,아 블루는 다음에 4인큐 같이 하면 돼 지금은 일단 듀오로 허접들끼리 일단 우리 블루랑 하면 블루한테 너무 짐덩이만 되니까 들려?,
00:37:00.74,00:37:00.96,어 배그 깔아야 돼?,
00:37:00.98,00:37:01.44,아니야 배그 배그 해 나 친구 코드 보낼게,
00:37:04.94,00:37:31.56,목소리가 중복으로 들리죠.,
00:37:31.58,00:37:31.76,잠깐만 기다려봐.,
00:37:31.78,00:37:31.98,내가 헤드셋 켤게.,
00:37:32.00,00:37:32.08,말해봐.,
00:37:32.10,00:37:32.16,아아.,
00:37:32.18,00:37:32.32,헤드셋 켜고.,
00:37:32.34,00:37:32.40,됐어.,
00:37:33.60,00:37:47.68,아 안녕하세요 안녕하세요 친추 했어 나?,
00:37:47.70,00:37:47.90,친구 코드 보냈어?,
00:37:47.92,00:37:49.16,어 친추 보냈어 보자.. 친구.. 친구 목록 보기 친구 요청 친구 요청 어떻게 보더라?,
00:37:49.18,00:37:52.52,대기 중인 초대 없는데?,
00:37:52.54,00:37:52.64,보냈는데?,
00:37:52.66,00:37:57.95,존나 실시간으로 보냈는데?,
00:37:57.97,00:38:01.33,잠시만.. 형도 보냈어 친구 요청 친구 요청 이미 대기 중이라는데?,
00:38:01.35,00:38:01.39,어?,
00:38:01.63,00:38:29.81,어쭈 대기 중인 초대 없습니다 나의 친구 스팀으로 신청했는데 일단 스팀으로 그니까 심하다 배그를 켜 먼저 배그를 키고 으 같이 하는 사람은 방송하는 사람이라 아니요 앱툰 작가입니다 안녕하세요 반갑습니다 아 안녕하세요 안녕하세요 방송이 펜션 하지 말라고,
00:38:32.34,00:38:43.10,뭐라 뭐라 해야되지 방송하면은 일단 아 일단 초대 이거 왜 안돼 형이 친구 코드를 보내봐 친구 코드?,
00:38:43.12,00:38:59.78,아니 인게임에서 말이야 지금 아 아니 애초에 스팀 친추가 돼야지 초대를 근데 거기 인게임에서 초대해도 되는데 인게임에서 아 스팀 초대는 당연히 돼있겠지 아니 그게 아니고 내가 아이디가 딴 거 명정 모아가지고 저거 중국인한테 해킹당해서,
00:39:00.10,00:39:24.01,아 그래 어 스팀 침출을 하면 아 중국이 비 아닙니다 팀 친구로 초대해야 된다고 담당 끼 많은 중국인 친구가 있었을 뿐이에요,
00:39:29.61,00:39:56.23,보냈어 어 왔다 왔다 왔다 어 아닌데 딴 앤데 얘는 친구 친구 요청 배그에도 안 왔네 친구,
00:39:57.09,00:40:06.90,우리가 친구가 너무 없으니까 신축 방법도 모르는 거가 레전드 돼 아니 보낸 초대에 단수단수 아닌데 이 사람 아닌데?,
00:40:06.92,00:40:07.74,이 프사는 형이 아닌데?,
00:40:07.96,00:40:15.00,트윈첼 캐릭터 형 아니잖아 나 맞아 진짜?,
00:40:15.02,00:40:26.50,오 애니 프사야 이거 형이라고?,
00:40:26.52,00:40:26.54,오,
00:40:26.75,00:40:37.66,이 나쁜 글자의 닉네임?,
00:40:37.68,00:40:39.54,오 오 진짜네?,
00:40:39.56,00:40:54.82,빨리 들어오긴 하세요 이 ㅅㅂ 이게 뭐임 나 들어왔어 오케이 오케이 아니 이 사람 형이었어?,
00:41:01.72,00:41:03.44,게임은 켜져 있긴 한 거니?,
00:41:11.75,00:41:18.28,게임 켜놨어.,
00:41:18.30,00:41:18.42,화공 해줘?,
00:41:18.44,00:41:18.66,아무것도 안 하는데.,
00:41:18.68,00:41:18.78,아무것도.,
00:41:18.80,00:41:19.06,나도 아무것도 안 왔어.,
00:41:19.08,00:41:19.20,대접해볼까?,
00:41:19.22,00:41:19.46,일단 신추는 받았거든?,
00:41:19.48,00:41:19.68,신추 받았다고?,
00:41:19.70,00:41:19.74,응.,
00:41:19.76,00:41:22.73,형 아이디가 뭔데?,
00:41:22.75,00:41:23.23,나 레바킹.,
00:41:24.21,00:41:28.62,스팀 인게임 아이디는?,
00:41:28.64,00:41:28.76,꺼다 켜봄.,
00:41:28.78,00:41:28.84,배그.,
00:41:31.16,00:41:59.40,신추는 받았고 배그도 업데이트 다 돼있고 오늘 낮에도 했고 나 근데 개못해 형 나도 못해 캐리 해줘야 돼 우리 사단장으로서 어디가 있냐,
00:42:07.07,00:42:15.88,아 그러게 형 막 이렇게 합방하고 하면은 막 디코도 하고 하지 않아?,
00:42:15.90,00:42:17.95,디코로 하는거랑 이건 다 지금 다르지?,
00:42:22.49,00:42:23.21,이런 프사로 아 다른 디코를 써?,
00:42:23.27,00:42:29.20,그건 스팀이고 디코 따로 있잖아 아 스팀이구나 그래그래그래 아 그러네,
00:42:39.83,00:43:01.09,경쟁전은 아예 참여가 안되네?,
00:43:01.11,00:43:01.29,나 다시 왔거든?,
00:43:01.31,00:43:01.35,어?,
00:43:01.37,00:43:01.61,이제 1 뜨는데 썼죠?,
00:43:01.63,00:43:01.71,한 명?,
00:43:01.73,00:43:01.91,접속 좀 뜨는데?,
00:43:01.93,00:43:01.97,어?,
00:43:01.99,00:43:02.07,찾았다!,
00:43:02.09,00:43:02.77,신인축 보냈어 이제야 되네 거멍거멍해 인텐셜 배틀로얄 해봤음?,
00:43:02.79,00:43:05.40,네가 호스트라는데?,
00:43:05.42,00:43:05.62,그러게 형이 초대해,
00:43:10.81,00:43:14.25,된 거 같은데?,
00:43:14.27,00:43:16.64,내가 파장 줄까?,
00:43:16.66,00:43:19.10,파장 어떻게 주지?,
00:43:19.12,00:43:21.36,이미 같은 팀에 있다는데?,
00:43:26.41,00:43:26.71,같은 팀인데 내가 파장이야.,
00:43:26.73,00:43:26.91,그럼 그냥 눌러.,
00:43:26.93,00:43:27.07,파장 못 줘?,
00:43:27.09,00:43:33.85,형 인텐스 배틀로얄 할래?,
00:43:33.87,00:43:33.99,일반 할래?,
00:43:35.90,00:43:36.68,그게 뭐야?,
00:43:36.70,00:43:37.06,인텐스 배틀로얄은 쇼츠형 배그임.,
00:43:37.08,00:43:37.30,최종전만 하는 거임.,
00:43:37.32,00:43:37.38,일반.,
00:43:37.40,00:43:37.48,오케이.,
00:43:46.89,00:43:59.16,어때 형?,
00:43:59.18,00:43:59.34,나 윈터 샀음.,
00:43:59.36,00:44:04.67,비싼 거야?,
00:44:05.77,00:44:05.95,아유 비싼 거야.,
00:44:05.97,00:44:06.45,내 옷도 이 돈 주고 산 적 엄청 오래됐어.,
00:44:06.47,00:44:06.85,난 아예 아무것도 없어.,
00:44:07.98,00:44:08.17,아니 나는 당했어.,
00:44:08.34,00:44:10.30,BM이 BM인 줄 모르고.,
00:44:10.32,00:44:14.06,이 상자 안에 상자를 까면 그 안에 확률로 나오는 건지 모르고 정까쳤어.,
00:44:17.52,00:44:32.50,겁나 듬직하게 보이네 나 여기 있어 뭐야 얘가 아니었어?,
00:44:32.52,00:44:32.58,얘네?,
00:44:32.60,00:44:33.48,섹시한데,
00:44:49.94,00:45:17.04,오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오,
00:45:21.24,00:45:25.32,여기 갈까?,
00:45:25.48,00:45:32.91,여기 이런데 가서 짤파밍 할까?,
00:45:33.43,00:45:33.65,몰라 몰라 아무데만.,
00:45:33.67,00:45:33.87,오케이 여기 찍어.,
00:45:33.89,00:45:34.71,"아이 그건 너무, 너무, 너무 쫌쌩이다.",
00:45:34.73,00:45:40.96,"아이 씨발 뛰었는데, 이미 뛰었는데?",
00:45:41.74,00:45:44.42,뛰어 뛰어 뛰어.,
00:45:45.15,00:45:45.93,차를 찾아야 돼 그럼.,
00:45:45.95,00:45:46.29,아이 저기 길목이라서 차 많아.,
00:45:46.31,00:45:46.55,왜 겁쟁이 파밍을 해.,
00:45:46.57,00:45:48.01,"죽으면 빨리 죽고, 이기면 빨리 이기고.",
00:45:48.03,00:45:49.81,이미 그렇게 해왔어.,
00:45:56.46,00:46:04.21,어느 집 갈 건데?,
00:46:04.79,00:46:05.75,나?,
00:46:09.34,00:46:09.76,여기 아랫집에서 털면서 위로 올라올게.,
00:46:09.78,00:46:09.90,"아, 그래?",
00:46:09.92,00:46:10.24,그러면 난 저쪽 좀 가야겠다.,
00:46:10.26,00:46:24.38,일단 이 주변에 아무도 없어.,
00:46:24.40,00:46:24.60,"그래, 차 찾았고.",
00:46:24.62,00:46:24.66,슛!,
00:46:32.75,00:47:01.53,AKM 요즘 좀 좋은 템이 에이스랑 뉴비가 쓰기 좋은 게 내가 할 때까지는 구탄 써 구탄 에이스랑 우리 같은 허적들한테는 구탄이 최고야 라고 하니까 구탄이 안 나오네 구탄만 나온다,
00:47:24.31,00:47:46.66,"어, 맛있다.",
00:47:46.68,00:47:46.80,난 맛없어.,
00:47:46.82,00:47:46.96,"오, C4다.",
00:47:46.98,00:47:47.24,C4는 내가 좀 써봤지.,
00:47:47.26,00:47:47.60,"오, 나 안 써본.. 대단한데?",
00:47:47.62,00:47:47.86,그런 고소템을 썼다고?,
00:47:47.88,00:47:48.10,나 덤.. 덤파에서.,
00:47:48.12,00:47:48.34,아아.. 스피파에요?,
00:47:48.36,00:47:52.06,어어.. 여.. C4 있으면 여차하면 내가 자폭할 테니까 너가 날 살려.,
00:47:52.08,00:47:53.83,일단 자기장 우리 쪽이야.,
00:47:53.85,00:47:54.25,약간 데이다라 스타일로?,
00:47:54.94,00:48:00.60,응.,
00:48:00.62,00:48:12.48,일단 나 노란 핑으로 갈게.,
00:48:12.50,00:48:20.73,일단 내려가면서 차도 좀 둘러보고.,
00:48:20.75,00:48:20.91,나 차 찾았어.,
00:48:20.93,00:48:21.07,저거 차인가?,
00:48:21.09,00:48:21.85,이 인트라 한 명은 단투가 후방 지원하고 너가 구판 러쉬 띄워도 됨.,
00:48:21.87,00:48:23.07,관측하고 쏘고 이융이융 혼자서는 힘든 거 역할 분담할 수 있는 게 파티의 장점이지 단투랑 의견 많이 나눠라.,
00:48:24.84,00:48:53.10,템 좀 먹고 있니?,
00:48:53.12,00:48:53.16,응.,
00:48:53.18,00:48:53.34,"헐, 박격포다.",
00:48:53.36,00:48:53.62,나 박격포 들까?,
00:48:53.64,00:48:53.82,스피드 파이어임?,
00:48:53.84,00:48:54.30,"아니, 한쪽 그게... 전혀 없어, 템이.",
00:48:56.29,00:49:02.05,지발 박격포들 알지?,
00:49:02.07,00:49:02.69,요즘에 헬멧을 트렁크에 놓고 다니는 게 메타라고 들었어.,
00:49:02.71,00:49:07.25,그런 대고수 짓을 우리가 할 수 있을 리가 없어.,
00:49:07.27,00:49:07.39,그렇긴 함.,
00:49:07.41,00:49:07.67,나도 그냥 쭉 들은 걸.,
00:49:26.60,00:49:44.27,좋아 좋아 그럴 것 같은데,
00:50:04.33,00:50:07.12,바뀌었고 은근히 무섭다.,
00:50:07.14,00:50:07.18,오!,
00:50:07.20,00:50:07.24,쉣!,
00:50:07.26,00:50:07.36,야!,
00:50:07.56,00:50:07.60,야!,
00:50:07.62,00:50:08.06,이 근처에 있어!,
00:50:09.76,00:50:09.82,나임.,
00:50:09.84,00:50:15.42,"아이, 존만한 새끼야.",
00:50:15.60,00:50:20.05,깜짝이야.,
00:50:44.78,00:50:45.46,나한테 쏜 거 아니야?,
00:50:45.48,00:50:52.61,나한테 쏜 거 아니지?,
00:50:52.65,00:50:55.59,나 잘 맞춘다.,
00:50:55.98,00:50:56.44,진짜 저기야.,
00:50:56.80,00:50:59.42,진짜 저기야.,
00:50:59.44,00:51:00.26,나야 나.,
00:51:00.28,00:51:00.46,너야?,
00:51:00.48,00:51:00.86,시발년아.,
00:51:02.40,00:51:04.54,잠깐 내 차 타졌겠는데?,
00:51:04.56,00:51:07.65,아니다.,
00:51:07.67,00:51:07.79,다행이다.,
00:51:08.01,00:51:10.83,나 안 그래도 먹을 거 없다고.,
00:51:11.09,00:51:11.21,살 좀 빼.,
00:51:20.93,00:51:31.84,배율 있니?,
00:51:47.66,00:51:47.82,배율 안 있어.,
00:51:47.84,00:51:48.00,여기 차 있다.,
00:51:48.02,00:51:48.26,차 두 대로 할 거야.,
00:51:48.28,00:51:48.62,하나 있는 것 보다 낫지 않나?,
00:51:48.64,00:51:48.74,차 맞나?,
00:51:48.76,00:51:48.86,차 맞아.,
00:51:54.04,00:52:00.27,어 파밍 더 해야되는데?,
00:52:00.29,00:52:22.18,야 꽃물에서 파밍 마저 하자 쭉 가는 쪽에 한 팀 내리긴 했거든 어?,
00:52:22.72,00:52:23.00,바별 보고 아 있지,
00:52:30.18,00:52:37.95,4배율 어디?,
00:52:37.97,00:52:38.15,내가 찍어놨잖아.,
00:52:38.61,00:52:52.77,오 이런 식으로 찍을 수도 있구나.,
00:52:52.79,00:52:52.91,총알 있다.,
00:52:52.93,00:52:53.17,총알 이미 들고 있어.,
00:52:58.69,00:53:21.40,유리창을 정말 화끈하게 깨고 다니는구나 나 여기 있어요 죽여주세요 팬이에요 일단 차도 여기 있어,
00:53:28.94,00:53:41.40,오 6배율이다 차 졸라 많네 너야?,
00:53:43.52,00:53:56.33,너냐고 나라고 아 언제 너라고 했어 말 안 했잖아 아 이 겁쟁아 모든 거에 예민하게 굴란 말이야 너가 솔로만 해본 사람의 마음을 모르는구나,
00:53:57.97,00:54:10.39,너 글라이더 운전할 줄 알아?,
00:54:13.51,00:54:13.57,아니?,
00:54:13.59,00:54:21.01,저거 존X 어려워 못 타고 나도 그렇겠다 GTA로 비행기 존X 보러 갔어,
00:54:34.23,00:55:03.98,한쪽은 QB인데 10대 서고 한쪽은 못 피하고 지력도 돌아왔는데 아직도 10대 안으로 끝에 총소리 좀 멀다 여기 털렸다 저기 저기 저기 저기,
00:55:04.47,00:55:15.29,집!,
00:55:15.31,00:55:15.41,도코!,
00:55:15.43,00:55:25.88,60 방향 집에.,
00:55:25.90,00:55:25.96,있어?,
00:55:25.98,00:55:26.02,어.,
00:55:26.04,00:55:26.56,지나가는 거 보고.,
00:55:26.58,00:55:27.34,1층에 있었어.,
00:55:27.36,00:55:27.42,아래.,
00:55:27.44,00:55:27.51,2층!,
00:55:27.53,00:55:27.59,봤어!,
00:55:27.61,00:55:27.71,지나갔다.,
00:55:27.73,00:55:27.93,너가 먹잇감이 돼.,
00:55:27.95,00:55:28.07,내가 쏠게.,
00:55:44.43,00:55:44.99,혼잔가?,
00:55:51.96,00:55:56.11,혼잘리가 없지 스피드 파이어 보여줄까?,
00:55:56.13,00:56:02.26,2층 2층이라고?,
00:56:02.28,00:56:09.92,계속 쪼고 있어 여기 두 명이다,
00:56:15.45,00:56:16.59,이 자식들아!,
00:56:29.25,00:56:29.33,빠졌다.,
00:56:29.35,00:56:29.49,너무 멀다.,
00:56:29.51,00:56:29.71,오르막이라서.,
00:56:31.84,00:56:32.04,아깝다.,
00:56:38.41,00:56:38.51,뭐하냐?,
00:56:40.59,00:56:41.33,시도는 좋았어.,
00:56:41.35,00:56:41.69,나이스 스트라이크.,
00:56:54.65,00:57:23.78,계속 쪼고 있어봐 빠졌을 것 같은데 이 정도로 안 붙어 주는 건가 안에 있다,
00:57:33.11,00:57:45.29,1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는 거 1층에 있는,
00:58:11.88,00:58:20.14,핫캠.,
00:58:20.16,00:58:30.52,"브리칭, 브리칭!",
00:58:30.90,00:58:30.98,문 중?,
00:58:31.00,00:58:31.06,없다.,
00:58:31.08,00:58:31.20,빠져나와서.,
00:58:31.22,00:58:31.38,뛰었나?,
00:58:31.40,00:58:31.48,밖으로?,
00:58:47.26,00:58:57.67,어디로 갔지?,
00:58:57.69,00:59:14.93,이쪽 건물로 간 거 아니야?,
00:59:14.95,00:59:16.45,일단 자기장 우리 아래로 가야 돼,
00:59:22.78,00:59:27.24,나 할 게 없는데?,
00:59:27.26,00:59:27.44,개 버스 타는데?,
00:59:27.46,00:59:50.15,한 새끼가 우리 적어도 사람 새끼라면 복수하려고 올 텐데?,
00:59:50.17,00:59:50.27,남남인가?,
00:59:50.29,00:59:50.41,그럴 수도.,
00:59:50.43,00:59:50.71,여기 차 한 대 지나간다.,
00:59:50.73,00:59:50.97,저기 한 명 지나간다.,
00:59:50.99,00:59:51.05,멀다.,
00:59:51.07,00:59:51.27,괜히 한 발 쏘기.,
00:59:51.29,00:59:51.67,그냥 괜히 한 발 쏴.,
00:59:55.53,01:00:19.55,난 안 보여.,
01:00:19.57,01:00:19.83,어디로 가야 되나 볼까?,
01:00:19.85,01:00:20.03,아래로 가야 돼.,
01:00:20.05,01:00:20.19,여기로 가자.,
01:00:20.21,01:00:20.25,응?,
01:00:20.27,01:00:20.39,고지 먹자.,
01:00:20.41,01:00:20.49,아닌가?,
01:00:20.51,01:00:20.65,여기로 가자.,
01:00:20.67,01:00:21.05,하닥하는 소리가 들리는 거 같은데.,
01:00:21.07,01:00:21.33,내가 핑 찍은 데 보여?,
01:00:21.35,01:00:21.53,"잘했다, 네바야.",
01:00:21.55,01:00:23.25,여기로 가자.,
01:00:23.28,01:00:23.38,운전해봐.,
01:00:23.40,01:00:23.84,"일단 터지면 무조건 쪼는 거야, 알겠지?",
01:00:23.86,01:00:23.94,사장님?,
01:00:23.96,01:00:24.10,여기 싸운다.,
01:00:24.12,01:00:24.18,어디?,
01:00:24.20,01:00:24.26,도구.,
01:00:36.42,01:00:36.94,동물에 있어?,
01:00:36.98,01:00:58.07,나는 쭉 싸우는 거 같던데 저 집 먹는 게 제일 좋거든 지금?,
01:00:58.09,01:00:58.85,내가 핑 찍어 놓은 데 우리도 가야 돼 어차피 그러니까 걸어갈 거야?,
