시작 시간,종료 시간,내용,live_id
00:25:45.93,00:25:52.14,광전사 메달?,
00:26:22.70,00:26:24.92,설마 방송 끄고 핵 써서 치킨 먹은 거임?,
00:26:25.22,00:26:29.01,그럼 정지 풀어준 블루는 뭐가 되냐?,
00:26:40.68,00:26:40.92,상상력이 풍부하시군요.,
00:26:40.94,00:26:44.22,난 아직도 화염병으로 자살한 거 생각나.,
00:26:44.24,00:26:44.30,나도.,
00:26:54.84,00:26:55.81,"뭐야, 여기 안 뚫려?",
00:27:20.30,00:27:22.92,"오, 수류탄.",
00:27:22.94,00:27:23.02,안 쳐?,
00:27:23.04,00:27:23.28,아니야.,
00:27:23.34,00:27:23.60,전파대 들었으니까 됐어.,
00:27:24.97,00:27:29.29,그래서 내가 다른 스트리머 방송에 화염병 사하는 영상 여기저기 뿌렸음.,
00:27:29.31,00:27:33.10,너 이제 내 덕에 좀 유명해졌을 거임.,
00:27:33.12,00:27:45.87,별로 그런 걸로 유명해지고 싶지 않아.,
00:27:45.89,00:27:48.65,레바야 이번에 꼭 1등해라.,
00:27:48.67,00:27:48.99,천 원밖에 못 줘서 미안하다.,
00:27:49.01,00:27:49.23,고마워요.,
00:27:49.70,00:27:49.90,미안해하지 말아요.,
00:27:57.52,00:28:05.81,자기장이 어디로 좁혀질까?,
00:28:05.89,00:28:13.04,"오, 날씨 좋다.",
00:28:13.06,00:28:21.11,자기장이 그래도... 저기 보급 떨어진다.,
00:28:27.66,00:28:47.41,"오케이, 저 건물을 먹자.",
00:28:47.43,00:28:47.80,"브리싱, 브리싱!",
00:28:56.42,00:28:56.52,어어...,
00:29:03.40,00:29:16.48,한 번 더 나 수류탄 먹고 싶은데 북 소리 났지 않았어?,
00:29:31.28,00:29:49.52,형 나 킥복싱하는데 5월달에 경기있어 응원해줘 어우 세상에 강한 강한 남자네요 축하합니다 당신이 이겼어요 악조건물이 더 존버하기 좋으려나?,
00:29:59.07,00:30:11.44,이제 더 먹을 템도 없다 자리가 없어 그게 그거라고?,
00:30:11.46,00:30:11.72,그런가?,
00:30:11.74,00:30:13.25,여기 2층보단 여기 2층이 나을까?,
00:30:29.76,00:30:52.23,옥케 옥케 와르쿠나이 저건 움직이는 틀어놓는다?,
00:31:06.72,00:31:31.82,그래 그래 주변에 일단 조용하네요 왠지 이런 곳으로 자기장 좁혀질 것 같아요 느낌이 그래 음,
00:31:42.06,00:31:46.06,한 새끼 허허벌판으로 안 뛰어오려나?,
00:31:46.08,00:32:03.32,나 같은 놈 하나 있으면 좋겠는데 오 자기장 여기 있을만해요,
00:32:25.21,00:32:48.46,8배율 있으면 좋겠다 저 집에도 한 사람쯤은 있겠지 지금 몇 배냐고 지금 4배율 쓰고 있어요,
00:32:57.61,00:33:06.46,집 뒤지면 배율 나오지 않을까?,
00:33:06.48,00:33:06.56,아닌가?,
00:33:06.58,00:33:06.62,어?,
00:33:06.64,00:33:22.47,"치카이 아, 가깝진 않은데?",
00:33:22.49,00:33:22.80,"쪼옵 멀리 배, 보급 떨어진다",
00:33:32.76,00:34:00.37,어?,
00:34:00.39,00:34:00.88,차 차 차 차 차 차 나이스 스트라이크 저치,
00:34:03.33,00:34:17.84,산 쪽에서 소리 들리는 거 같은데 일단 이쪽 방향이 좀 핫하네요 문 열린 소리 들렸다고?,
00:34:18.26,00:34:21.73,거짓말 아니야,
00:34:55.53,00:35:10.08,내 앞집에 세웠을 수도 있어 슬쩍 도핑 한번 하자고?,
00:35:10.10,00:35:11.67,벌써 하기엔 이르지 않나?,
00:36:00.60,00:36:09.55,시발 내 차!,
00:36:17.82,00:36:17.94,개자식아!,
00:36:17.98,00:36:21.85,아 나... 슬쩍하고 타만 가져가네,
00:36:38.94,00:37:07.66,괜찮아 자기장 뛰갈만해 오지대를 점령하자,
00:37:12.18,00:37:13.28,조금 가까운데?,
00:37:52.06,00:38:12.77,와루쿠나이 8배율이다 접대네?,
00:38:13.23,00:38:13.27,이거,
00:38:20.43,00:38:22.47,오 차도 좋은 거 쓰는데,
00:39:08.13,00:39:20.89,뚝배기 갈아야겠다고?,
00:39:20.91,00:39:21.37,근데 뚝배기가 없는걸?,
00:39:21.39,00:39:25.43,먼저 좀 뛰어들어야 될 것 같기도?,
00:39:25.45,00:39:32.18,아 근데 지금 진입하기엔 늦었다고 생각이 드네요 자기장 따라서 진입해야 될 듯?,
00:39:56.56,00:39:59.53,왜 이렇게 애견스럽게 플레이하냐고?,
00:39:59.55,00:40:02.10,프로도 이렇게 하던데?,
00:40:02.12,00:40:02.98,형 그거 알아?,
00:40:03.01,00:40:08.56,이거 롤처럼 자기 공격은 나한테 안 맞아 목폭이나 화염병 바로 앞에 던져봐봐 젖가,
00:40:34.99,00:40:45.28,크크크크 화염병 유입 얼마나 많은거냐 대체 와 시발!,
00:40:45.30,00:40:46.20,시발!,
00:40:46.22,00:40:49.41,시발!,
00:40:49.43,00:40:54.67,아 시발!,
00:40:54.69,00:40:55.27,포기하지 않는 마음,
00:41:38.22,00:41:39.16,입둑 쓰는 게 낫다고?,
00:42:03.36,00:42:03.42,그래?,
00:42:03.44,00:42:03.52,봤는데?,
00:42:19.26,00:42:41.72,흠 이쪽 방향에 누가 없으려나 일단 나도 가야 돼 산에서 끝장이 나겠는데요,
00:42:53.77,00:42:59.39,고지대 벗기엔 늦었고 자기장이랑 같이 들어가야 될 듯?,
00:43:31.97,00:43:41.51,사람이다 예상한다 차 타고 들어가서 차 뒤에 대기하다가 유탄 맞고 죽음,
00:44:11.34,00:44:12.17,오우 쉣!,
00:44:41.43,00:44:57.13,오 연막 깔렸다 도핑고,
00:45:26.00,00:45:29.19,가야돼 가야돼 오른쪽!,
00:45:29.81,00:45:38.52,오른쪽 시발!,
00:45:38.54,00:45:38.62,오케이!,
00:45:38.64,00:45:39.60,서로 죽였다,
00:46:12.13,00:46:16.80,아!,
00:46:17.04,00:46:17.48,X발!,
00:46:17.90,00:46:17.98,어딨어?,
00:46:19.32,00:46:19.50,뒤였나?,
00:46:22.82,00:46:38.88,바로 근처였네?,
00:46:39.46,00:46:39.56,"아, 까비",
00:46:44.23,00:46:46.45,그래도 날 죽인 애가 1등 하겠지?,
00:46:47.49,00:47:13.39,날 죽인 놈이니까 오 얘가 1등 하겠다 아무리 봐도 54레벨의 실력이 아닌데?,
00:47:13.51,00:47:13.61,부캐인가?,
00:47:21.47,00:47:45.71,아니 배그도 부캐 개념이 있다는 게 놀랍네 와 헬멧 수리도 할 줄 알아,
00:48:23.49,00:48:32.82,후라이팬이랑 카구팔 버려 버려야 할 정도인가?,
00:48:33.12,00:48:50.88,시X 연막을 몇 개나 들고 있는 거야 이 새X 아무래도 얘가 1등 할 것 같죠?,
00:48:51.12,00:48:52.30,하는 느낌이,
00:48:59.38,00:49:05.69,나 발소리 들리지도 않았는데 어떻게 알았냐?,
00:49:05.71,00:49:08.45,아무튼 5등 했습니다 나쁘지 않죠?,
00:49:09.31,00:49:18.17,으아...까비까비,
00:49:24.10,00:49:25.76,미션이 하나 더 있었나?,
00:49:26.09,00:49:40.56,아니 미션 10등 안에 들기 없어졌어 있었는데 없어짐 5킬 이상 하기 미션 한번 해볼까?,
00:49:41.16,00:49:42.65,그러면 사람이 많은 곳에 내려야겠지?,
00:49:42.67,00:49:51.82,ㅈㄴ 사려서 템이 1등한테 주고 5등 하기 근데 나 템이 뭐 좋은 게 있는 것도 아니었어 아!,
00:49:51.84,00:49:51.88,아!,
00:49:52.04,00:49:53.74,ㅅㅂ 큐 안 가리고 돌렸다,
00:49:58.76,00:50:24.42,근데 진짜 궁금해서 그런데 25분 동안 일킬하고 숨어만 다니다가 죽으면 재미있음 글쎄 나 과정도 중요하다고 생각하는 파라서 난 재미가 있었어요 그래도 그 옛날 배그하던 실력 슬슬 돌아오는 것 같네 염병으로 본신 자살할 때는 ㄹㅇ 사람 새낀가 싶었는데 조금만 더 노력하자 꿈에 그리던 합방이 코앞이다 목표가 합방이냐고,
00:50:31.06,00:50:31.48,그러게?,
00:50:31.84,00:50:34.33,오몽님이 또 배그하지 않나?,
00:50:34.35,00:50:39.90,생각해보니까 그러네?,
00:50:40.19,00:50:56.18,이번판 1킬당 만원고 아 천원권 고마워요 이거 봐 각도나 아이씨X 내가 얘기 안하면 니들이 지랄하잖아 아니 고마워요 캬 투명한 레바 니가 좋다 하하하,
00:51:02.42,00:51:10.44,5킬 위샷 내치고,
00:51:37.80,00:52:01.40,아 X됐다 매우 X댐 총 X발 놈아 총,
00:52:07.38,00:52:12.92,오 총 X발 오오오 총 X발,
00:52:50.06,00:53:03.69,레바 옷 모임 그동안 거적대기만 있더니 새로 사이 붕괴 스판덱스 레바 취향 확인 레바가 던파나 사이퍼즈 할 때는 조용하다가 왜 배그 할 때만 합방 얘기가 나오는 걸까?,
00:53:04.19,00:53:19.55,정말 궁금하네 멀어지는데?,
00:53:19.57,00:53:19.63,치카이,
00:53:57.01,00:53:59.40,이쪽 문으로 나올 가능성 농후,
00:55:14.21,00:55:14.89,어디지?,
00:56:49.82,00:57:19.49,시체다 브리싱 브리싱 상남자는 그냥 콜박하는거야 그러면?,
00:57:36.50,00:58:05.38,깜짝이야 이씨 아 나 이씨 아 나 아 내가 진짜 0.0 몇초만 더 반응했으면 샷건 한 발 쐈는데 까삐,
00:58:08.58,00:58:26.57,금방 앙탈 행동은 내 게이레이더의 반응 왔어 어?,
00:58:26.78,00:58:26.98,안돼!,
00:58:27.00,00:58:36.75,브릿징 브릿징 꼴값은 있는대로 다 떨면서 정작 해야 할 땐 안 하네 크크 아 그러게 시체 있는 거 보고 문 잠겨있는 거 보고 눈치챘어야 했는데,
00:58:57.11,00:59:09.57,아 이번엔 여기에 내린다 알겠어?,
00:59:09.99,00:59:16.26,아 만원으로 고맙습니다 갑자기 왜 배그 하시나요?,
00:59:16.76,00:59:20.72,아니 언제까지 해야지 갑자기가 안 힘든건데 이거 한지 꽤 됐다고 이제,
00:59:36.55,00:59:54.28,레바님 배그 적지 마세요 갑자기 간다 이쪽에 많이 내릴 것 같죠?,
00:59:54.48,00:59:55.08,난 저쪽 창고로 가야지,
01:00:08.04,01:00:15.72,아니 물어보신 분이 훈련소 갔거나 해외여행 갔다 왔을 수도 있잖아 오케이 한 새끼 두 새끼,
01:00:54.93,01:00:55.51,움푹,
01:01:25.53,01:01:39.20,버그?,
01:01:39.40,01:01:40.38,아 아니야 저쪽 큰 창고로 한 명 내리던데,
01:02:10.62,01:02:37.37,전타가 다운,
01:02:38.61,01:02:42.98,근데 자가제세동기랑 응급처치장비랑 뭔 차이야?,
01:03:18.84,01:03:41.75,문이 안 열리네 여기?,
01:03:41.77,01:03:41.81,어?,
01:03:49.01,01:04:14.98,저 커다란 집에서 싸우는 거 같은데?,
01:04:15.00,01:04:15.26,거기서 타다가 가는 거?,
01:04:20.13,01:04:32.07,어디서 싸우고 있냐 라는 뜻입니다.,
01:04:32.49,01:04:48.91,세세히 곳곳을 뛰어다닐법한데 자지발견,
01:05:09.07,01:05:26.79,죽이러 갈까?,
01:05:32.76,01:05:35.48,흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐흐흐흐 흐,
01:05:39.75,01:06:05.67,아 나 좀 더 뜨거운 혈투를 원하는데 또 안가리고 Q자인데 아 또 너무 Q가 빨리 잡히다 보니까 본능적으로 자꾸 누르게 되네,
