시작 시간,종료 시간,내용,live_id
00:20:59.29,00:21:18.51,라고 하니까 나오네 수류탄은 없고 자기장 가까워요,
00:21:34.42,00:22:02.85,근데 의상이 딱 달라붙어서 그런가 엉덩이가 존나야 하네 좀 섹시하죠 어?,
00:22:02.87,00:22:03.11,류탄 류탄 안 주워져?,
00:22:16.90,00:22:36.89,이 근처에 뭐... 아무도 안 내렸나?,
00:22:36.91,00:22:37.09,왜 이렇게 없지?,
00:22:37.11,00:22:37.91,자... 허벌로 뜁시다.,
00:23:11.77,00:23:31.15,아아아아 치즈추가 아리가또 꼭 해내 보이겠어요,
00:23:38.49,00:24:04.16,그런 의미로 야한 엉덩이 계속 볼 수 있는 스텔라 블레이드 캐릭터 뽑아보는 거 어때?,
00:24:04.18,00:24:06.04,옷길에 싸운다 허벌남 드립 좀 그만 쳐주시면 안 될까요?,
00:24:06.06,00:24:06.93,허벌남 방송이나 보는 새끼로 평가절하 당할 것만 같아요,
00:24:07.51,00:24:08.42,그런가?,
00:24:24.03,00:24:24.13,죄송해요.,
00:24:24.15,00:24:24.43,하지만... 어?,
00:24:24.45,00:24:25.34,저쪽에 사람 하나 있다.,
00:24:44.82,00:25:02.83,이것도 보시고 난 사람을 죽여야 돼 쟤는 누구랑 싸우고 있었을까,
00:25:10.74,00:25:18.44,여러분도 봇이랑 구분하게 해드릴게요 저 위에 뜨는 애들이 1번부터 12번까지가 사람이거든,
00:25:51.87,00:25:55.19,집을 왜 뱅글뱅글 도우냐고?,
00:25:55.21,00:26:13.18,주위에 있을까봐 저 집에 한두 명 있을 것 같은데?,
00:26:13.20,00:26:13.44,봇인데 왜 쫓냐고?,
00:26:13.90,00:26:15.46,"아니, 봇이 아닐 수도 있다니까요?",
00:26:45.97,00:26:48.15,여기서 연막을 저기 있다,
00:27:14.93,00:27:43.62,이 새끼 사람이다 아닌가?,
00:27:43.88,00:27:44.70,아 봇이네 깜짝이야 비가 아주 추적추적 내리네요,
00:27:53.69,00:28:12.14,확실한 건 이 새끼 사람 아님 워킹하고 가자,
00:28:23.73,00:28:40.22,어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어어�,
00:29:12.71,00:29:38.55,의심하는 팁 좀 알려주세요 저도 몰라요 죄송해요 이것도 보...,
00:29:47.53,00:30:08.99,뭐야?,
00:30:09.01,00:30:09.47,이 사람 뭐야?,
00:30:09.49,00:30:09.67,이건 사람이다.,
00:30:43.57,00:30:51.35,아 이거 차 못 움직이나?,
00:30:51.79,00:30:52.01,오케이 오케이 오케이,
00:31:13.29,00:31:38.67,아 삼각바로 바꿀 걸 그랬나?,
00:31:38.69,00:31:39.33,저기 차 있다,
00:31:46.11,00:32:00.00,돌아 돌아 저쪽에도 사람있어,
00:32:21.70,00:32:46.91,이거 사람이다 아닌가?,
00:32:47.75,00:32:47.89,이것도 보셨다,
00:33:07.18,00:33:36.81,러닝 크루 없는 거 같은데,
00:33:58.19,00:34:08.15,아직도 30명이나 남았어?,
00:34:08.17,00:34:11.00,이 해안 라인에 사람이 있을 것 같지 않아요?,
00:35:53.82,00:35:56.69,나 ㅈㄴ 못 쏘네 진짜 개 짜증나네,
00:36:30.44,00:36:31.72,나도 보시냐고?,
00:36:32.12,00:36:57.37,거의 그 정도 저 새끼 사람 같은데?,
00:36:57.39,00:36:57.55,피하는 무빙이?,
00:36:57.57,00:36:57.65,레바가?,
00:36:57.67,00:36:57.91,그래도 페이퍼 보시지?,
00:37:18.16,00:37:42.65,미리 넘어가야 겠다,
00:37:46.19,00:37:49.51,시청해주셔서 감사합니다.,
00:39:02.60,00:39:27.31,타로 치웠다.,
00:39:27.61,00:39:28.01,이거는 치킨과자 레바야.,
00:39:44.06,00:39:52.43,보험기 때문에 어딘지 모르겠네 3명,
00:41:20.30,00:41:38.78,아... 미엄마 깔걸... 아... 이런...,
00:41:48.38,00:41:58.51,아... 저... 까비... 차는 왜 버리냐?,
00:41:58.55,00:42:04.43,그러게 말이야.,
00:42:04.89,00:42:16.50,제발 헤드 쏴주세요 하면서 눕는 거임?,
00:42:16.52,00:42:16.82,"아, 안 보이는 줄 알았죠.",
00:42:16.84,00:42:17.23,엄폐폭으로 부숴버리는 게 개웃기네.,
00:42:17.25,00:42:17.38,크크크크크크.,
00:42:17.40,00:42:17.73,탁재인데 구워 있으니 쭈쭈쭈.,
00:42:17.98,00:42:36.54,캐주얼은 하루에 정해진 판수가 있어?,
00:42:36.56,00:42:36.64,신기하네,
00:42:45.77,00:42:49.48,바로 보이스챗으로 널 외반대했었지.,
00:42:49.78,00:42:53.03,방금 2등했으니까 여기서 1등하지 뭐.,
00:42:53.05,00:42:57.48,그래도 어제 하루 배그하는 거 못 봤는데 그 하루 사이에 많이 늘었다야.,
00:42:57.50,00:42:57.96,그런가요?,
00:42:58.26,00:43:01.03,같은 저도 SR이었으면 내가 이겼을지도 몰라.,
00:43:15.06,00:43:34.56,자 이번에 100% 사람전입니다 뭐 저격이야?,
00:43:34.58,00:43:44.31,야 이새끼야 내 눈에 띄지마 너도 신고한다 현장으로 수아바 초보자도 다 죽일 수 있어,
00:43:48.22,00:43:58.34,이제 저건 진짜 안전자산이라는 거지 옷은 왜 벗어?,
00:43:58.36,00:44:17.20,"어제 나와 비교하더니 어제보단 낫다, 형 고마워요 지금이니?",
00:44:47.71,00:44:51.27,오!,
00:44:51.29,00:45:00.76,ㅅㅂ 오!,
00:45:00.78,00:45:09.41,ㅅㅂ ㅅㅂ인거 같은데요?,
00:45:09.47,00:45:09.95,아!,
00:45:10.13,00:45:11.03,니게로다!,
00:45:13.66,00:45:14.14,니게로!,
00:45:14.16,00:45:17.60,ㅅㅂ 아니 너무 너무 많아 너무 많아 어?,
00:45:17.62,00:45:17.66,차다,
00:45:28.82,00:45:40.88,제발 제발 제발 저 차가 나의 차이기를 하하 잘 있어라,
00:46:03.48,00:46:27.02,근데 맵이 생각보다 많이 넓은 맵인 것 같다?,
00:46:27.04,00:46:27.10,어어!,
00:46:27.12,00:46:27.16,어!,
00:46:27.18,00:46:27.22,어!,
00:46:27.24,00:46:27.28,어!,
00:46:27.30,00:46:27.34,어!,
00:46:27.36,00:46:27.40,어!,
00:46:27.42,00:46:27.46,아!,
00:46:27.48,00:46:27.52,아!,
00:46:27.54,00:46:27.60,안돼!,
00:46:27.62,00:46:27.68,굴러!,
00:46:27.70,00:46:27.76,굴러!,
00:46:27.78,00:46:27.88,아아아아!,
00:46:36.28,00:46:38.48,"어, 완전 시골 깡촌으로 왔다",
00:47:06.25,00:47:07.53,야 이 미친 새끼야!,
00:47:07.99,00:47:15.94,내 차야!,
00:47:15.96,00:47:16.08,뭐지?,
00:47:16.14,00:47:17.26,저격은 아닌 것 같은데?,
00:47:17.52,00:47:34.12,저격이 이렇게 빠르게 발라붙었을 리가 없잖아.,
00:47:34.14,00:47:34.32,"아, 백터 들걸.",
00:47:37.98,00:48:03.12,벡터 집었으면 잡았을 텐데 크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크,
00:48:07.68,00:48:09.40,찾은 것도 튀네?,
00:48:09.92,00:48:22.84,아 날씨 이번만이다 또 왔어?,
00:48:23.18,00:48:23.44,너 꺼져 좀!,
00:48:23.46,00:48:32.03,1등하면 민원,
00:48:41.56,00:48:41.94,"뭐야, 뭐야?",
00:48:42.16,00:48:58.04,여기 다리가 끊겼어.,
00:48:58.06,00:49:07.45,갈 수 있는 거야?,
00:49:07.47,00:49:09.13,오... 알려줘서 고맙다.,
00:49:09.15,00:49:10.55,하지만 다시는 눈에 띄지 마라.,
00:49:33.81,00:50:01.09,이 사람 왜 혼자 스쿼드 하나요?,
00:50:01.11,00:50:01.21,그게 없어,
00:50:04.21,00:50:20.06,"어, 조준기 내 차야?",
00:50:53.66,00:50:56.96,왜 이렇게 파츠가 안 나오지?,
00:50:56.98,00:51:14.81,나왔는데 내가 안 준 건가요?,
00:51:15.05,00:51:15.75,나 6배율 있었네?,
00:51:22.82,00:51:52.21,뭐야 일부러 노파치 운동하는 거 아니었어?,
00:51:52.23,00:51:52.49,차 존나 좋아 보이는데?,
00:51:52.64,00:52:10.18,누가 주차한 거 아니에요?,
00:52:10.20,00:52:10.30,스폰이야?,
00:52:10.32,00:52:10.65,차 좋아보이는데 배깔 좋은데?,
00:52:23.25,00:52:25.16,어떤 씨발럽이 박벽보소냐,
00:52:57.74,00:53:23.46,저 이렇게 돼 있는 곳은 뭐야?,
00:53:23.94,00:53:24.63,다음 위치 보고 움직입시다,
00:53:40.96,00:54:06.02,진통제 좀 마시라고 미리 미리 하이엔 탄 새끼 도망가는 거 같은데 버스다,
00:54:16.23,00:54:32.37,이 집 먹으려고 하면 미친듯이 싸움 나겠지?,
00:54:32.47,00:54:41.10,일단 좁혀지는 거 보고 하자 아니야 해안으로 미리 가 있을까?,
00:54:41.12,00:54:41.74,오 차 좋은데,
00:54:54.63,00:55:22.99,"아, 나 시X 새 찬데 개자식아 내꺼야!",
00:55:32.92,00:55:59.63,"어, 깨지네?",
00:55:59.81,00:56:00.03,안 깨지는 줄.,
00:56:22.89,00:56:38.42,ㅅㅂ 뭐야 아니 자기장 아니잖아,
00:56:53.77,00:57:15.98,아이 개월탱이 없이 죽었네 오케이 일단 정보가 하나 늘었어요 뱃 밖으로 나가면 죽는다 나 아직 처음 보는데?,
00:57:16.00,00:57:18.23,이런 정보가 있었으면 안 죽었겠죠,
00:57:26.34,00:57:56.33,한옥이다 아니 맵이 노란색 찍은 곳이 아직 맵 안에 있길래 가능한 그 자기장 안에 있길래 되는 줄 알았지 게임에서 맵 밖으로 나가면 안 된다는 걸 모르는 세기가 있구나라고 하면 안 되겠죠?,
00:57:56.83,00:57:59.66,아니 아니 자기장 안이었다니까?,
00:57:59.68,00:58:21.51,나 그래서 되는 줄 알았어 눈 앞에 크게 돌아가라고 적어주는데 못 읽는 거 보면 평소에 돈에도 무시하는 게 아니라 안 보이는 게 맞는 듯 지뢰 밟으면 죽는다를 누가 모름 넌 꼭 밟아봐야 아 지뢰 밟으면 죽는구나,
00:58:21.72,00:58:23.99,아니 아니 몇 바퀴인지 몰랐다니까?,
00:58:24.83,00:58:47.01,자기장 아니길래 유소범인 줄 알았지?,
00:58:49.25,00:58:53.35,"어, 큰일 났다.",
00:58:53.37,00:58:53.83,레바 산옥에서 새꾸분 억회한 돈.,
00:58:53.85,00:58:54.86,"지나가지 마, 돈.",
00:58:55.01,00:58:55.07,시발.,
00:59:14.52,00:59:15.28,"아니, 멍청사 해놓고 뭘 자랑이라고 계속 난 몰라서 몰랐다고.",
00:59:15.30,00:59:15.66,동네방네에 소문내.,
00:59:16.07,00:59:16.38,모른 걸 어떡해!,
00:59:31.35,00:59:57.48,색깔 구분 희미하게 못하는 걸 생맹인 똥개로 만드네 크크크크크크 오 판처다 판처판처 모르면 죽어 이러니 질환을 안 할 수가 없어요 젠부 오마에 잘못이다 크아,
01:00:01.15,01:00:07.67,판척키라면 만원 오케이 판척 들고 있을게요 에이스 써볼까?,
01:00:28.47,01:00:33.42,자 혹시 판토 자살도 1킬로 쳐주나요?,
01:00:33.44,01:00:34.57,그냥 궁금해서 물어보,
01:01:03.47,01:01:06.47,에이스 써볼까?,
01:01:06.49,01:01:14.31,이거 이스터에그인가요?,
01:01:14.33,01:01:14.37,어?,
01:01:14.39,01:01:14.57,여기 털렸는데요?,
01:01:14.59,01:01:14.89,아닌가?,
01:01:14.91,01:01:29.75,된다고 하면 치킨 시키고 미션 성공 누를 놈임 아니 같이 내린 곳은 좀 더 앞쪽이었는데?,
01:01:38.89,01:02:01.47,아직 털고 있을까?,
01:02:01.49,01:02:04.39,상처 매번 꺼낼 때마다 장전해야 돼서 그게 너무 불편해,
01:02:21.42,01:02:22.54,제동기가 좋을까요?,
01:02:22.86,01:02:48.27,소음기가 좋을까요?,
01:02:48.31,01:02:49.42,한 척 하나 더 있네 한 척 두 개 넣자고?,
01:02:53.46,01:03:12.77,축하해 쏴줘?,
01:03:14.05,01:03:26.91,랩아형 뚱뚱한 소가 자기가 뚱뚱한 걸 깨닫는 걸 네 글자로 하면?,
01:03:26.93,01:03:32.56,정답은 소 아 비만 어크크크크 중고 뉴비인데 솔코드 치킨 먹고 왔다 너도 할 수 있다 솔코드?,
01:03:49.11,01:03:56.81,아 X발 아 이거 저격이잖아,
01:04:17.52,01:04:19.72,저격 기준이 뭐냐고?,
01:04:19.74,01:04:42.78,날 봤는데도 안쐈어 흑흑흑 레바용 불상에 녹색 바위를 보고 살색이라 생각해서 날린거 난 형을 이해해 형 괜찮아 힘내,
01:05:18.45,01:05:28.08,씨발 어디서 쏜거야?,
01:05:28.10,01:05:28.26,타라고?,
01:05:45.30,01:05:45.44,아 씨 죽었어,
01:05:49.03,01:06:02.97,나도 죽었어 여기 존나 많아,
01:06:36.25,01:06:45.02,이 새끼 무빙 현란한데?,
01:06:45.04,01:06:45.92,혹시 저격이세요?,
01:06:46.30,01:07:03.88,저격이면 자결해주세요.,
01:07:03.90,01:07:04.00,아닌가봐.,
01:07:04.02,01:07:04.46,아... 저격이면 엎어져서 바닥 깔고고,
01:07:07.31,01:07:17.71,아 너무 아 판 쳐 너무 낭비했다 내가 왜,
01:07:37.43,01:08:03.21,그래 저격을 하지 말아요 나한테 뭐라 할게 아니잖아 생각해보니까 ㅈㄴ 어이없네 일단 그 포르쉐 탄 새끼 그 새끼 또 보이면 무조건 신고한다 다시 보기 눌러가지고,
01:08:17.72,01:08:18.48,릴렌보냐고?,
01:08:18.84,01:08:34.04,저 새끼가 저격인가봐 존나 수직으로 올라가네,
01:08:50.76,01:08:53.05,좀 멀리 가서 안전 파밍 하고 싶은데,
01:09:25.23,01:09:30.48,어?,
01:09:30.50,01:09:41.88,ㅅㅂ?,
01:09:41.90,01:09:48.25,오케이 죽이면 돼 레바형근데 반대로 개개급 2등병처럼 탑시게임한 사람들 다저벽이라고 신고하면 뭐 길까?,
01:10:37.69,01:10:39.82,이 새키 샷건이었어 존나 위험했다,
01:11:15.59,01:11:43.00,아 화염병 으악 머리가 나 화염병을 잘 써본 기억이 없어 당해본 기억밖에 없어 뭉크,
01:11:58.86,01:12:18.10,차량 위장박?,
01:12:18.14,01:12:19.18,7탄이 왜 이렇게 안 나오냐,
01:12:53.57,01:13:18.78,7탄이 안나와 한 17발 뭔데,
01:13:24.82,01:13:52.70,우와 자기장 뭐야 씹 일단 허벌로 뛰자,
01:13:54.74,01:14:17.26,내가 형 대박 사건 진짜 중요한 정보인데 뭐냐면 섹스 7탄 제발 7탄 5탄 쓰게 생겼네,
01:14:40.57,01:14:42.50,총알이 이렇게나 안 나올 수 있나?,
01:14:59.57,01:15:02.28,일단 미니라도 쓴 각각으로 해야겠다,
01:15:11.30,01:15:37.84,어.. 차가.. 차가 어딘가 있을 것 같은데 버기라도 있을 것 같은데 오 차다 차차차차차차차차차차 좋아요 저 차를 누군가 또 노리고 있는 건 아니겠지?,
01:15:52.56,01:16:15.31,오 차가 여러 대 많네 제발 무사히 다리 건너게 해주세요,
01:16:26.82,01:16:39.63,개자식아 검문피하기 무빙,
01:16:59.52,01:17:27.51,오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오 오,
01:17:36.38,01:17:59.84,제발 7탄 씨발 없네 구상이 6개 총알은 이정도면 충분한거 같은데,
01:18:25.59,01:18:50.53,자기장이... 어우 X나 반대편이네?,
01:19:02.15,01:19:26.85,저기 차 터져 있는데 원래 터져 있는 집일까?,
01:19:26.87,01:19:26.95,어 뭐?,
01:19:46.05,01:19:57.63,그래서 또 자기장 좁혀지는거 보고 움직이자 아니다 먼저 들어가는게 나으려나?,
01:20:22.46,01:20:41.06,아이고 고마워요 여기 사람 있을 것 같아요 씨발 아닌가?,
01:20:53.01,01:20:53.21,아!,
01:20:54.19,01:20:54.75,아!,
01:20:54.77,01:20:55.05,저거 다 잡았는데!,
01:20:55.97,01:20:56.03,씨발!,
01:20:58.01,01:20:58.05,아!,
01:20:58.07,01:20:58.11,아!,
01:20:58.43,01:20:58.47,아!,
01:20:58.49,01:20:58.77,개까미!,
01:21:02.53,01:21:03.32,씨발!,
01:21:04.04,01:21:22.11,"아... 안돼... 아니, 씨발 7탄으로 이렇게 싸는데도 안 뒤져?",
01:21:22.14,01:21:22.35,에임 진짜 환상적이다,
01:21:22.99,01:21:51.30,아... 3인칭으로 그냥 쏠 걸 그랬나... 아... 아... 아... 어허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허,
01:21:51.95,01:21:59.46,미쳤다 웃는랑이야 화장실 빠르게 다녀올게요,
01:23:20.00,01:23:20.89,어디까지 갔나?,
01:23:37.88,01:23:44.97,저 방금 왔는데 이분 스텔라이브랑 합방하려고 개그하시는 건가요?,
01:23:44.99,01:23:46.01,오케이 그렇다고 칩시다 16만원어치 치즈가 호르무주 해협에 봉쇄당했어요 빨리 뚫어주세요 유유,
01:23:56.52,01:23:58.40,블루님 방송에는 그렇게 소문이 났다고?,
01:23:58.84,01:24:24.31,뭔 소리야 그건 또 오케이 나밖에 없나?,
01:24:24.33,01:24:24.37,오?,
01:24:24.39,01:24:24.59,디졌다 존마나 새끼,
01:24:25.80,01:24:43.02,아 너무 많아 잠깐만 내가 소문낸 고맙다는 말은 됐다 곧 합방제에 올 거임 지랄하네 이래서 평소 행실이 중요한 겁니다 내가 뭐 했다고,
01:25:02.39,01:25:29.47,아... 진짜... 아...,
01:25:37.76,01:25:55.22,아 아 아 아 아 아 아 아 아 오케이 이제 제대로 함,
01:26:12.57,01:26:24.69,이새끼 너 저격인가?,
01:26:24.71,01:26:32.38,아닌가?,
01:26:32.94,01:26:34.84,이새끼 왜 이렇게 다 저격처럼 느껴지지?,
01:26:34.86,01:26:36.26,씨발 이거 피해방상이야?,
01:26:54.25,01:26:59.62,너 그 정도 아니야!,
01:26:59.64,01:27:21.95,"아니, 아니, 저격하려면 X나 고수방위로 저격하라고 나 같은 허접 잡아서 뭐 할 건데?",
01:27:21.97,01:27:22.01,어?,
01:27:44.30,01:27:44.83,한 놈?,
01:29:55.06,01:30:02.29,이 자식이 어디 있을까?,
01:30:02.53,01:30:02.57,어?,
01:30:02.59,01:30:03.46,앞집으로 도망쳐,
01:31:10.63,01:31:11.83,이쪽으로 오지 않을까?,
01:31:42.52,01:31:56.12,아 가야되는데?,
01:31:56.30,01:31:56.50,이 새끼 뭐야,
01:32:14.03,01:32:42.62,저쪽으로 나갔나?,
01:32:42.64,01:32:43.38,차 타고 우리도 움직이자 저거 움직이는 차인가?,
01:32:45.25,01:33:09.00,도로에서 뭔가 차를 본 것 같은데 벌써 40명 남았어 저 파란차 움직이는 차인가요?,
01:33:09.02,01:33:09.84,아니구나 수영해야겠는데?,
01:33:19.32,01:33:25.44,좋나?,
01:33:26.35,01:33:29.04,수위 좋나?,
01:33:29.62,01:33:29.72,어중간하네,
01:33:53.31,01:33:53.79,도핑할까?,
01:33:54.47,01:33:58.17,지금 자기장은 마지막이잖아.,
01:33:58.25,01:34:11.29,"아, 제발 도핑할게 하나도 없네요?",
01:34:11.31,01:34:21.24,힐쌀 가면서 타밍하기... 음료수는 안 나왔다.,
01:34:37.30,01:34:38.92,내 뒤로 오는 새끼는 없을까?,
01:35:10.32,01:35:15.70,또 산을 관통해야 되는 거야?,
01:35:15.72,01:35:20.39,여긴 자기랑 가깝다 어?,
01:35:20.41,01:35:20.45,차!,
01:36:02.42,01:36:18.30,차를 버리고 갈 리가 없어 다시 분명 돌아온다 일단 여긴 없어,
01:36:36.20,01:36:57.84,아 ㅅㅂ 렛츠고,
01:37:54.59,01:38:20.78,아... 송광탄 던질걸 아... 잘하는 사람을 더 많이 만났다 라고 생각합시다 예,
01:38:39.03,01:39:08.50,이 판 마지막 판 합시다 결국 저 16만 1등 치킨은 공중분해 되겠군요 이 새끼 죽어놓고 계속 아 이럴걸 저럴걸 하는걸 찐다가 집가서 아 이렇게 말할걸 하고 망상하는 것 같아요,
01:39:08.92,01:39:35.43,그거랑 비슷하지 않나?,
01:39:35.46,01:39:35.64,이야 광나는 빵비,
01:39:37.88,01:39:55.18,어디보자 이번에는 중2병 오타쿠 같은데요?,
01:40:08.72,01:40:36.50,하지만 응원해줘서 고마워요 당신 덕분이야 주위에?,
01:40:36.52,01:40:36.58,없고?,
01:40:36.60,01:40:37.38,자동차 있고?,
01:40:38.44,01:40:54.36,아주 좋아 앞에 한 명 내리고 스크스,
01:41:12.68,01:41:37.21,어?,
01:41:37.65,01:41:37.91,자전거다 차 타고 좀 더,
01:41:52.00,01:41:58.60,이번 판에서 치킨 먹으면 되는 거잖아 왜 벌써 포기해 형 할 수 있어 오케이!,
01:41:58.63,01:41:58.68,해줄지,
01:42:26.26,01:42:45.29,여기선 자유롭게 파밍할 수 있겠지?,
01:42:45.31,01:42:46.68,블루존 수류탄이 뭐 이렇게 많아,
01:43:02.52,01:43:03.02,판처?,
01:43:05.06,01:43:06.97,안돼.. 아 판처?,
01:43:09.43,01:43:20.54,아.. 판처?,
01:43:20.56,01:43:20.72,으음.. 판처?,
01:43:20.74,01:43:21.14,판처 어?,
01:43:21.16,01:43:21.62,8배율?,
