시작 시간,종료 시간,내용
00:13:50.50,00:13:50.80,그래서 선상파티 할 거냐고?
00:13:50.82,00:13:52.66,아무튼 워나버나 달러 들고 있는 게 일단 나을 거니까 우리 북어 사줘?
00:13:52.68,00:13:52.76,사줬잖아
00:13:52.99,00:14:17.28,왜 못 얻.. 왜 못.. 못 얻어 먹은 사람인가봐.
00:14:17.30,00:14:17.48,피자 사 다음에.
00:14:17.50,00:14:17.72,다음에 피자를 뿌려?
00:14:17.74,00:14:17.92,피자 5개 정도?
00:14:17.94,00:14:18.54,피자.
00:14:18.56,00:14:18.96,피자 마루.
00:14:18.98,00:14:19.22,나 13개월 구독이야.
00:14:19.24,00:14:19.42,와 사민 작가님.
00:14:19.44,00:14:19.60,아 안녕하세요.
00:14:19.62,00:14:19.90,13개월 구독 고맙습니다.
00:14:19.92,00:14:20.02,반가워요.
00:14:20.04,00:14:20.54,하여튼 드신 분은 뭐 맛있게 드셨길 바랍니다.
00:14:20.56,00:14:21.02,정말 저도 한 4개월 물려있었는데 음..
00:14:22.68,00:14:51.59,레바야 너가 한 달 전부터 로켓랩 가지고 주식 얘기할 때 뭔지도 몰랐는데 너 보고 사서 많이 먹었다 고맙다 저런 사람이 잘 먹어요 아무것도 몰라야 돼 사실 맞아요 잘했어요 옛날에 유명한 이야기 있잖아 코인에서 나는 시발 그 뭐야 유망한 거 다 찾아보고 정보해서 했는데 자기 친구는 뭐야 무슨 코인 엘프 마망 이런 거 사갖고 이득국으로 빠져나갔다고
00:14:53.39,00:15:02.48,우리가 옛날에 했던 코인 이름이 뭐였죠?
00:15:02.50,00:15:02.86,우리 다 같이 투자했던 코인이야.
00:15:02.88,00:15:02.98,아 맞다.
00:15:03.00,00:15:03.64,인텔도 로켓랩처럼 기다리지 그랬냐고요?
00:15:03.66,00:15:16.48,인텔 샀을 때 내가 사람들이 왜 인텔 사냐고 망한 회사 왜 사냐고 막 그지랄했는데.
00:15:16.50,00:15:16.68,곧버스가 뭐예요?
00:15:16.70,00:15:16.78,곧버스?
00:15:16.80,00:15:17.02,내린다에 거는 거야.
00:15:17.04,00:15:17.22,내린다에 건다고?
00:15:17.24,00:15:17.66,"주식이 내린다에, 망한다에 거는 거야."
00:15:17.68,00:15:17.78,선물이야?
00:15:17.80,00:15:17.86,뭐야?
00:15:17.84,00:15:26.07,어?
00:15:26.09,00:15:28.40,선물거래 왜 그런거야?
00:15:28.42,00:15:45.24,아니 곱버스면 곱하기 2인버스라고 해가지고 내린다에 2배를 거는거지 이게 뭔소리인지 모르겠어요 저는 응애인가봐요 얘는 그나마 주식을 그나마 조금이나마 하고있고 얘는 아예 투자쪽으론 아예 문외한이라서 이 대성공한 작가님들이랑 다른 데서 살고 있기 때문에 주식을 할 수가 없어 형 주식 무슨 앱으로 해?
00:15:45.26,00:15:45.50,전 포스증권으로 합니다
00:15:46.17,00:15:48.86,5개월 구독했음을 알려요.
00:15:48.88,00:15:51.12,5개월 구독 고맙습니다.
00:15:51.14,00:15:56.89,이 친구는 기아차 주식 오너예요.
00:15:56.91,00:16:01.08,왜?
00:16:01.10,00:16:03.80,금을 제일 좋아해요.
00:16:04.38,00:16:05.21,금에 투자하는 걸 좋아한대요.
00:16:05.23,00:16:09.49,요즘 재미있는 일본 러브코 추천해줄 수 있나요?
00:16:09.51,00:16:09.73,요즘 러브코가 있나?
00:16:10.09,00:16:26.70,요즘 대세인 러버가... 나 하나 있어요.
00:16:26.72,00:16:35.91,"저 그... 이제 아예 빼버렸어, 아니요?"
00:16:35.93,00:16:36.22,이제 또 다른 거 다 써?
00:16:36.24,00:16:36.32,뭐였지?
00:16:36.34,00:16:36.60,이거 제목이 존나 긴데?
00:16:36.62,00:16:36.75,제목이 길어?
00:16:36.77,00:16:37.04,"풍기위원 뭐였지, 그거?"
00:16:37.06,00:16:37.40,저 이북으로 다 사서 보거든요.
00:16:37.42,00:16:37.96,되게 최근에 나 소식도 못 들었는데 애니화됐더라?
00:16:37.98,00:16:38.10,"아, 그래?"
00:16:38.12,00:16:38.56,아무튼 풍기위원 어쩌고저쩌고라고 하네요.
00:16:38.58,00:16:38.76,"아니, 그 뭐지?"
00:16:38.78,00:16:38.92,"아, 잠깐만."
00:16:38.94,00:16:39.08,리디에 있어.
00:16:39.10,00:16:39.20,기다려봐.
00:16:39.89,00:17:01.45,아 배부르다.
00:17:01.47,00:17:01.75,요즘 리디복스 때문에 왜?
00:17:01.77,00:17:01.94,책을 안 사요.
00:17:01.96,00:17:02.08,다 이북임.
00:17:02.10,00:17:02.22,나도 그래.
00:17:02.24,00:17:02.32,맞아요.
00:17:02.34,00:17:02.56,본주는 들고 있어요.
00:17:02.58,00:17:02.86,본주는 저 180%입니다.
00:17:02.88,00:17:03.20,이거 내년까지 들고 갈 거야.
00:17:03.22,00:17:03.30,오케이.
00:17:03.32,00:17:03.56,어디까지 가나 보자고.
00:17:03.58,00:17:03.72,축하드립니다.
00:17:06.77,00:17:16.47,감귤님 감귤님 혹시 감귤님은 결혼 소식은 없나요?
00:17:16.71,00:17:17.85,레바가 절대적 패배감에 좌절하는 거 보고 싶어요.
00:17:17.87,00:17:18.57,내가 결혼한다고 얘가 나한테 패배감 느끼는 레바가 전혀 없는데.
00:17:18.59,00:17:18.81,저 오히려 잘 됐지.
00:17:18.83,00:17:19.17,맞아.
00:17:19.19,00:17:22.30,잘 된 소식에 잘 된 거지.
00:17:22.28,00:17:38.16,나 이제 애들 다 결혼해서 아 이제 정장 안 입어도 된다 편하다 이 생각밖에 안 하고 있었어 그냥 결혼이랑 관계가 없어 나는
00:17:38.14,00:17:54.07,나 결혼식 입장 가는 거 좋아해 정장 입는 거 좋아해서 아 나는 뭐 어디 가려고 하면은 차도 없고 정장도 없고 이게 정장 입을 때마다 아직 맞겠지 하면서 입어야 돼서 좀 예비군 갈 때 군복 입는 느낌이에요
00:17:54.47,00:17:55.92,뷔페가 좋은 거잖아.
00:17:56.18,00:18:13.76,요즘 결혼식에 뷔페 잘 안 나와요.
00:18:13.78,00:18:14.22,다 코스 요리로 그냥 깔짝깔짝 줘가지고.
00:18:14.25,00:18:14.54,우리 그래서 뷔페로 했어요.
00:18:14.56,00:18:17.87,어 맞아.
00:18:17.89,00:18:18.21,얘네 뷔페였는데 개 맛있었어.
00:18:18.23,00:18:18.71,박진애는 뷔페였는데 아주 맛있게 잘 나왔어.
00:18:18.73,00:18:19.19,그래도 감튠에서 했던 스테이크도 맛있었어?
00:18:19.21,00:18:19.27,맞아.
00:18:19.29,00:18:20.11,감귤 결혼하면 엉엉 울면서 치즈 말고 계좌이체로 미션 성공비 보낼 거예요.
00:18:20.13,00:18:20.27,미션 성공비.
00:18:20.29,00:18:20.41,미션이었어?
00:18:22.69,00:18:40.11,레바님은 주변 지인들 결혼이야 오 치읍 치읍 치읍 치읍 정도 하시고 말 것 같은데 자주 본 당신은 레꼬단이 결혼한다고 하면 네가 왜 이러실 것 같음 그건 아닌데?
00:18:40.13,00:18:44.26,결혼하면 뭐 당연히 결혼할 만하니까 결혼했겠죠 요즘 다 컸으면 레바 내 지퍼락은 콤함이 슬고 있겠네 아니 그거 안 그래도 제가 이제 결혼식 할 때
00:18:44.24,00:19:06.16,그 식장에다가 딱 지난주에 공부했어요 부탁을 드렸어요 이승권이라는 사람이 라겔락을 들고 오면 그 사람은 싸갈 수 있게 해달라고 요청을 드렸는데 결국 안 가져온 거야 라겔락을 내가 말을 했잖아 싸가도 된다고 나 개인 결혼식에서는 싸간 적 없어 약간 공적인 파티에서는 싸가는데
00:19:06.56,00:19:10.83,개인 결혼식은 뭐야?
00:19:10.85,00:19:11.05,공공결혼식도 있어.
00:19:11.07,00:19:18.73,아니 그 약간 모임이나 그런 파티장에서 있는 뷔페 음식을 가져가는데 결혼식에서 가져간 적 없어.
00:19:18.75,00:19:21.86,내가 그거 빗돌까지 드렸었는데 그래서 양도 넉넉하게 만들어달라고 막.
00:19:24.64,00:19:42.75,아무튼 그렇습니다.
00:19:42.77,00:19:43.15,그러게 이제 5월 얼마 안 남았네.
00:19:43.17,00:19:43.35,1주일 남았겠네.
00:19:43.37,00:19:43.49,결혼기념일.
00:19:43.51,00:19:43.63,축하합니다.
00:19:43.65,00:19:43.99,저도 생일 얼마 안 남았습니다.
00:19:44.01,00:19:45.88,저도 생일 그 다음 달이에요.
00:19:45.90,00:19:46.04,축하드립니다.
00:19:46.06,00:19:46.22,전 7월입니다.
00:19:46.24,00:19:46.44,인생 참 빠르다고?
00:19:46.46,00:19:46.62,그것도 그렇지.
00:19:46.64,00:19:46.80,전 1월이에요.
00:19:48.60,00:19:54.39,결혼식장 옆에 유명 빵집이 있던 것 같던데 혹시 베이커리도 주문하셨던가요?
00:19:54.41,00:19:54.69,어떻게 알았어요?
00:19:54.71,00:19:58.35,"결혼식 끝나고 거기 가서 빵 먹었어요, 다 같이."
00:19:58.37,00:19:58.57,언제?
00:19:58.59,00:20:01.64,너네 결혼식장 옆에.
00:20:01.66,00:20:02.94,얘는 안 왔지.
00:20:08.02,00:20:08.24,"난 안 갔어, 몰라."
00:20:08.26,00:20:08.42,얘는 안 왔지.
00:20:08.44,00:20:09.00,얘는 이제 뒷정리하고 이렇게 해야 되니까 못 갔고.
00:20:09.02,00:20:11.99,"거기 그 뭐야, 경기도 성심랑 같은 데가 있던 것 같다고."
00:20:12.01,00:20:12.25,잠시만요.
00:20:12.27,00:20:17.40,근데 얘 결혼식장을 당신이 어떻게 아세요?
00:20:17.42,00:20:17.59,레알 관계자인가?
00:20:17.61,00:20:17.70,음...
00:20:18.86,00:20:37.52,아무튼 그렇습니다 카메라에 보정 들어갔나요?
00:20:37.54,00:20:37.86,나 얼굴 왜 이렇게 깨끗하지?
00:20:37.88,00:20:38.22,조명이 하얘서 그런 거 아니야?
00:20:38.24,00:20:39.06,"귀여워 굉장해요 거기 내 고양이야, 형 아, 그래?"
00:20:39.08,00:20:43.39,주변에 생각보다 뭐가 없던데?
00:20:43.41,00:20:43.77,레바는 칙칙하게 나온다고?
00:20:44.29,00:20:48.58,"여기 바로 앞에, 제 앞에 엄청 큰 엘들링 조명 있어요 어, 맞아"
00:20:49.32,00:20:53.82,저거 보고 있으면 눈부셔.
00:20:53.84,00:20:53.94,고향피야.
00:20:53.96,00:20:54.12,목피부.
00:20:54.14,00:20:55.78,아 어제 술 마셔서 그래.
00:20:55.80,00:20:58.71,어제 술 존나 마셨거든요.
00:21:01.49,00:21:14.20,어제 단투나 이렇게 다 같이 모여가지고 1차로 고깃집에서 술 먹고 2차로 맥주집 가서 술 먹고 보정이 있어서 손으로 얼굴 가리면 막 길그러지더라.
00:21:15.08,00:21:15.26,손동작 하지 마.
00:21:15.28,00:21:15.86,아니 나 안경 올린 것 같아.
00:21:15.88,00:21:17.91,안경 쓱 올렸더니 올라간 거라고.
00:21:23.20,00:21:25.64,정지.
00:21:25.66,00:21:45.69,얘 나를 주인으로 생각하나 본데요?
00:21:45.71,00:21:45.91,어떻게 하는 거야?
