시작 시간,종료 시간,내용,live_id
00:07:00.54,00:07:00.84,불꽃놀이는 중대사항이었거든.,
00:07:00.86,00:07:01.06,"우와, 다 끝났어.",
00:07:02.66,00:07:29.02,에산티아곤도 레미소네도 나도 결국은 모두 다 빼앗기고 방치돼서 쓸쓸하게 사라지고 말 거야 당신과 할 이야기는 한 마리도 없거든?,
00:07:29.04,00:07:29.40,어차피 우리를 조롱하러 온 거지?,
00:07:29.42,00:07:29.56,다 알고 있어,
00:07:30.99,00:07:57.17,당신이 생활안전국의 경찰 학생들을 지휘한 그 어른인가요?,
00:07:57.19,00:07:59.01,그렇군요 당신이 모든 학생이 믿고 따르는 어른이자 초법적 수사권을 갖고 학생들의 고민을 해결해준다는 그 샬레일 선생님 선생님 저희는 당신 같은 어른이 제일 싫습니다,
00:08:00.32,00:08:16.76,저러던 애들이 나중엔 없어서 못사는 애들이 된다 이거지,
00:08:24.32,00:08:44.22,야야 그거 해봐 그거 크크우 당신같은 어른이 제일 싫어요 훌쩍훌쩍 유유 크크크크크크크크크 이건 뭐야?,
00:08:50.85,00:09:11.00,오오오 오오오 오오오 오오오,
00:09:12.87,00:09:26.93,뭔 노래야 이건 진짜?,
00:09:27.23,00:09:32.39,뭐가 원본이 있는 건가?,
00:09:35.97,00:09:59.38,유혹의 보컬로이드필인데?,
00:10:01.05,00:10:23.39,생방 처음인데 항상 재미있게 보고 있습니다.,
00:10:23.41,00:10:23.59,골드 천왕이냐고?,
00:10:23.61,00:10:24.07,솔직히 골드 구간은 좀 되게 빡세 보여요.,
00:10:24.09,00:10:24.89,솔직히 나는 레바가 레바툰 안 그린다 했을 때 이해가 안 가리긴 하더라.,
00:10:24.91,00:10:25.99,일상품 그리는 사람에게 있어서 박쥐 같은 인물을 방금 알렸는 거인데 안 쓴다는 게 이해 안 갔음.,
00:10:26.01,00:10:26.35,박쥐 써는 또 봐도 재미있더라.,
00:10:26.37,00:10:26.47,고마워요.,
00:10:26.49,00:10:26.73,한 번 질 수도 있죠.,
00:10:27.20,00:10:42.42,왜 저 리모델링 전 시절 말투는 되게 착한 것 같지 뭔가?,
00:10:42.44,00:10:50.95,말투에 상냥함이 가득해.,
00:10:50.97,00:10:52.15,나만 그렇게 생각하나?,
00:10:53.48,00:11:21.49,고마워요 저 때는 그나마 젊어서 그런 거잖아,
00:11:23.50,00:11:53.28,와 이승권짱 아리가또 이제 웬만한 걸로 마음 안 상하잖아 흐흐흐흐흐,
00:12:00.84,00:12:10.85,배경 그리기 너무 싫어,
00:12:41.16,00:13:04.90,대충 등장인물들 정신과 시간에 방해 있다고 하죠?,
00:13:05.16,00:13:06.84,일단 1화는 어떻게든 내가 완성을 시켜봐야겠어,
00:13:11.99,00:13:36.26,으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으 으,
00:13:38.67,00:13:44.05,나도 내 만화 본 지 너무 오래돼서 뇌가 리셋이 됐었단 말이야?,
00:13:44.08,00:14:03.51,생각보다 이 새끼 좀 잘 쳐 그래서 한참 내 만화 보다가 어제 잤네 왜 그거보다 잘 치 자신 있냐고요?,
00:14:03.53,00:14:05.99,지금은 지금대로 스타일대로 치겠지,
00:14:07.83,00:14:33.26,그때 감성이라서 가능한 걸 수도 있고 이거는 유독 애가 어리게 그려졌네,
00:14:33.70,00:14:53.19,아직 작파 통일화도 안 돼서 확실하게 오히려 작업을 좀 빨리 들어가서 다행이라는 생각도 드네요 요새 아 근데 존나 운동된다 씨발 이거 안 하고 있었으면 또 그냥 누워있었을 거 아니야,
00:15:04.48,00:15:30.48,스케치업도 찾아보니까 비싸대 그게 연재 후반 가면 그림체 변하지 않냐고요?,
00:15:30.50,00:15:30.58,당연하죠,
00:15:31.58,00:15:37.06,원래 작가들은 과거의 자신과 매번 싸운다고 결국에 레바툰 할 것 같긴 하다고?,
00:15:41.93,00:15:41.99,그래?,
00:15:42.01,00:15:42.09,모르죠?,
00:15:42.29,00:15:57.78,나도 내 미래를 모르겠어서 지금 굉장히 심란해요 옛날처럼 두 개 다 하자?,
00:15:57.80,00:16:01.57,그럼 죽어요 그럼 진짜 방송 접어야 함 냉정하게,
00:16:09.27,00:16:14.60,잠을 좀 줄이면 되지 않냐고?,
00:16:14.62,00:16:33.15,아니 잠을 좀 적게 잔다고 해서 막 그림 그리는 속도가 빨라지진 않아 물리적으로 안 된다니까?,
00:16:33.17,00:16:34.85,아 어렵다 몇 시간 그리냐고?,
00:16:37.00,00:16:37.70,만화는 보통 자고 일어나서,
00:16:39.06,00:16:59.92,잘 때까지 그리지 그림 그린다는 게 힘들다는 거냐고?,
00:16:59.94,00:17:05.81,그림 그리는 게 당연히 힘들지,
00:17:07.98,00:17:37.48,히히 히히 히히 히히 히히 히히,
00:17:41.11,00:18:08.94,저 PD님도 지금 레진에 안 계시답니다 이제,
00:18:12.26,00:18:32.07,아이 귀여워라 씨발 지금 보니까 존나 귀엽네 아이고 씨발 너,
00:18:32.97,00:18:58.80,에바에 딴 건 몰라도 하루에 8시간은 자라 숙면의 중요성을 과학으로 증명했는데 유독 수면만큼은 과학과 기싸움하는 사람들이 많더라고 페이커조차 숙면의 중요성을 강조했다 애초에 마케팅 포인트를 저 잘못 잡았어 액션신 말고 개그신을 영상으로 만들어주지 초반 부분이라서,
00:19:07.27,00:19:29.71,이런 거 왜 만들어달라 했냐고 내가 만들어달라고 한 거 아니야 미친놈아 레질에서 그냥 만든 거라고 왜 이렇게 영상이 길어?,
00:19:31.42,00:19:31.58,이렇게 길었나?,
00:19:52.25,00:20:10.84,아 그래 스팀팩 되네 만화 봤는데 작가가 건방졌다고?,
00:20:10.86,00:20:20.19,저 때 한참 그래도 존나 랩아트 말고 다른 만화를 그린다는 그 기분 자체가 되게 좋아서 되게 못 그려도 즐겁게 그렸어,
00:20:22.25,00:20:47.13,더 노선 리메이크 하고 싶네 씨발 갑자기,
00:20:49.57,00:21:11.93,덕수선 리메이크 그리고 있으면 또 시발 아 리메이크할 시간에 신작 그릴걸 하면서 또 후회하겠지?,
00:21:18.17,00:21:43.73,뭐야!,
00:21:43.75,00:21:43.93,심장마비 뭐냐고!,
00:21:43.95,00:21:44.23,누가 또 데스로프 잡았어!,
00:21:44.25,00:21:44.31,뭐야!,
00:21:44.33,00:21:44.39,뭐야!,
00:21:44.41,00:21:44.61,뭐지 아까 된 게!,
00:21:44.63,00:21:44.73,나 진짜!,
00:21:44.75,00:21:44.99,오늘 두 번이나 당해!,
00:21:45.01,00:21:45.27,이거 자수 있는 법이야?,
00:21:45.29,00:21:45.45,그건 아니잖아!,
00:21:45.47,00:21:45.95,다른 사람도 즉사 한 번씩 터져야지 재밌어!,
00:21:45.97,00:21:46.17,왜 나만 터지냐고!,
00:21:48.36,00:21:50.99,정혁 피하고 몰랭해서 플래 간 거 추하다고?,
00:21:51.91,00:21:54.13,아니 시X야 그게 더 정정당당하게 올라간 거 아니야?,
00:22:08.38,00:22:11.39,"그거는... 저희가 흔히 아는 플랫폼에 올라와 있는 작품 중에 하나였죠 네 네 맞습니다 네이버, 가흠 이런 기아 안팔에서 유명한 분들을 많이 뵙다 보니까 아 네 네 그런 분들 막 수입이 장난이 아니다 이런 얘기가 있던데 아 네 혹시 수입이 어느 정도 된다고 보면 돼요?",
00:22:11.41,00:22:11.58,5년 차 작가신데,
00:22:11.56,00:22:34.80,잘 벌었을 때는 연애 1억 5천 아 진짜요?,
00:22:34.82,00:22:34.94,순수입으로?,
00:22:34.96,00:22:35.00,네.,
00:22:35.02,00:22:35.40,세금 세고 동의로 다 하고 나서요.,
00:22:35.42,00:22:35.90,대다수 작가는 언급도 못할 제대로 찾아왔네.,
00:22:35.92,00:22:36.54,그럼 괜찮지만 어쩐지 표정이 다들 안 좋아 보이시는데요.,
00:22:37.89,00:23:04.83,"그건 배가 고파서... 아니, 일이 곧에서 그런 걸 거야, 하하하하!",
00:23:04.85,00:23:05.45,"그리고, 혹시 유통기한이 지난 우유나 음료수도 없을까?",
00:23:05.47,00:23:05.57,"아, 네!",
00:23:05.59,00:23:05.81,잠시만 기다려주세요!,
00:23:05.83,00:23:06.25,폐기 예정인 음식물은 모두 가져올게요!,
00:23:06.27,00:23:06.49,"뭐하는 거야, 뭐해?",
00:23:06.51,00:23:06.75,폐기 도시락을 받다니!,
00:23:08.18,00:23:35.15,우리가 거지야?,
00:23:35.17,00:23:35.81,저 때는 안 먹었구나 아직 충분히 먹을 수 있는 상태인데?,
00:23:35.83,00:23:36.25,지금 그래서 무슨 만화 원고 중인가요?,
00:23:36.27,00:23:36.94,채팅동에 다 무시하셔서 꼬실 때까지 손해해 봅니다 유유 왜?,
00:23:36.96,00:23:37.10,왜 그랬어요?,
00:23:37.12,00:23:37.62,이건 시트콤 물입니다 학원 시트콤이에요 잠깐!,
00:23:37.64,00:23:37.92,안 먹는다고는 안 했거든?,
00:23:40.41,00:23:53.59,진짜 작업 중이었구나.,
00:23:53.61,00:23:55.36,베이퍼웨어가 아니었네.,
00:23:55.38,00:23:59.58,베이퍼웨어가 뭐야?,
00:24:01.47,00:24:09.46,스캠같은건 ㅅㅂ 스캠인지랄 내가 뭐 ㅅㅂ 신작하겠다고 펀딩을 열여서 뭘 했어?,
00:24:27.97,00:24:28.03,아앗!,
00:24:28.05,00:24:28.83,이러고 있으니 유인원님께서 체안에 채워주신 씨앗이 흘러내리는 것 같아요,
00:24:30.33,00:24:54.38,어디에 나오는 대사야 저게 수상하다 수상해,
00:25:00.16,00:25:25.32,어마어마한 신작 준비한다고 호빗이 존나 잡았잖아 이게 팁이 아니면 뭐임?,
00:25:25.34,00:25:29.24,크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크,
00:25:31.65,00:26:01.57,배경 문제부터 빨리 해결해야 되는데 진짜 교실 나 못 그리겠어 미쳐버릴 것 같아,
00:26:04.41,00:26:29.23,6년 전이면 아직 던속사 연재 중이잖아.,
00:26:31.57,00:26:47.10,형 이번에도 주간연대야?,
00:26:47.12,00:26:50.50,진짜 신기해 힘든데 대단하다 형 하지만 반은 팩트죠 이지랄 야 이 자식아 야 뭐 씨발 만화 안그리고 팽팽 놀면서 그 소리만 했어?,
00:26:58.99,00:27:00.53,그런 것들을 많이 캐치하고 싶어서 상업적으로 다양한 모습을 보려고 하는 것 같아요 아침에도 그리고 밥 먹고 나서도 시간이 조금 나면 그리고,
00:27:00.87,00:27:24.34,그림 그리는 게 너무 행복한가 보다.,
00:27:24.36,00:27:24.76,적어도 8시간 이상인 것 같기는 해.,
00:27:24.78,00:27:25.02,만장은 되지 않을까요?,
00:27:25.04,00:27:25.10,왜요?,
00:27:25.12,00:27:25.34,"국골이야, 근데 다.",
00:27:25.36,00:27:26.20,"잠시만요, 저 지금 되게 중요한 질문인데 그래서 혹시 지금 돈이 많으신가요?",
00:27:26.22,00:27:26.54,"아니, 없으니까 이러고 있죠.",
00:27:26.56,00:27:26.82,근데 그게 왜 중요하죠?,
00:27:26.84,00:27:27.26,제가 이제 슬슬 정책할 때가 돼서...,
00:27:28.75,00:27:52.83,오래 살긴 했어 어 제가 중요하거든요 지금?,
00:27:52.85,00:27:55.94,말을 왜 이렇게 저러요 죄송한데 중요한 분기점 들어왔어요 지금 나랑 비슷한 고민하고 있네 직계 사장이 별명이시면 어느 정도 이렇게 모아두신 게 있을 거 아니에요 아니 제 자산에 대해서 상당히 궁금증이 많으시네 오케이 제가 그럼 갱기 보낼게요 어떤데 이런 여자 어떤데 사랑합니다,
00:27:57.71,00:28:21.43,어머님 내가 알기로는 럭키 언니를 엄청나게 사랑하는 걸로 알고 있는데 아 저는 똑부러지는 재력가를 좋아합니다.,
00:28:21.45,00:28:21.73,그냥 돈이 좋다는 거잖아!,
00:28:21.75,00:28:22.09,아무튼 재미랑 얘기하고 있었어.,
00:28:22.11,00:28:22.19,너너너너,
00:28:25.13,00:28:27.61,서울 집 산거 의도가 다분하긴 하다고?,
00:28:28.05,00:28:46.26,이제 씨발 집을 산거라도 지랄하네 진짜 지랄도 정말 종류가 다양하다,
00:28:49.80,00:29:11.06,CG 클립 아직도 소리 안 나오냐고?,
00:29:11.08,00:29:13.98,클립을 안 받아봐서 모르겠네요 나오지 않을까요 이제?,
00:29:16.26,00:29:42.80,이 장면을 제가 해볼게요 이미지의 캐릭터들의 원본에 랩툰 2도 명암을 그려주고 하이라이트도 넣어서 그려주고 업스케일링 해줘 이제 돌려볼게요 좀 시간은 걸리긴 하는데,
00:29:44.71,00:30:02.37,만화의 생동감을 불어넣는 채색.,
00:30:02.39,00:30:02.97,과거엔 따로 채색작가를 뒀을 만큼 중요한 공정입니다.,
00:30:03.32,00:30:10.85,네.,
00:30:10.87,00:30:11.15,하이라이트까지 넣었는데요.,
00:30:11.39,00:30:22.26,AI 같은 경우는 이제 뭔가 시대를 거스를 수 없다는 생각도 드는데 지금도 못 쓰는 사람들이었지.,
00:30:22.28,00:30:22.71,손해보는 것도 있을 거다 생각하거든요.,
00:30:22.73,00:30:23.95,외통작가 분들 이제 그냥 관리직만 이제 채색을 전반적으로 해주는 파트 담당들은 많이 줄어들거나 없어질 거예요.,
00:30:31.18,00:30:59.20,다만 저 턴 마다 이렇게 할텐데 저게 조화롭게 나오냐 안 나오냐.,
00:30:59.99,00:31:04.82,때때로 빨간색은 검은색이야!,
00:31:04.84,00:31:05.56,"약간 색상뻔한 것 같고, 아무것도 부끄러워하지 않는 것 같아",
00:31:28.86,00:31:57.44,클립인가?,
00:31:57.46,00:31:57.54,잠깐만.,
00:31:57.56,00:31:57.66,상호작용.,
00:31:57.70,00:31:57.76,뮤트.,
00:31:57.78,00:31:57.84,됐다.,
00:31:57.86,00:31:57.94,고쳤다.,
00:32:00.42,00:32:27.14,잘 들리나요?,
00:32:27.16,00:32:27.30,말 그대로죠.,
00:32:27.32,00:32:27.62,게임 마인드께서 속삭이셨어.,
00:32:27.64,00:32:27.84,비키니까진 된다고.,
00:32:27.86,00:32:28.32,이건 레바 많이 봤다는 걸 믿어줘야 하나?,
00:32:28.34,00:32:28.54,안 믿어줘야 하나?,
00:32:28.56,00:32:28.68,이게 뭐야?,
00:32:28.70,00:32:30.12,혹시 지금 강진님 방송하고.. 아니 레바님 유튜브 영상 보면 맨날 레바라고 안 하고 전부 다 채팅창에 다 이승권 이승권 하던데.,
00:32:32.33,00:32:57.11,그런 것 같기도 하고 요새 필명보단 이 이름으로 많이 불린 것 같다 어째?,
00:32:57.13,00:32:57.55,굳이 따지면 콘티 작가라고 하더라고요.,
00:32:57.57,00:32:59.05,좋든 싫든 결국 AI에 큰 영향을 받을 거고 가장 먼저 사라지는 쪽이 스토리 작가냐 그림 작가냐 이런 주제로 다들 이야기해보셨잖아요.,
00:32:59.07,00:33:00.91,한편 끝까지 버티려면 어떤 능력이 가장 중요할까 이야기 나눠보면 대부분 작가님들이 콘티 연출 능력이 뛰어난 사람이 가장 오래 살아남을 것 같다고 말씀들 하시더라고요.,
00:33:00.93,00:33:01.59,스토리와 그림이 평준화되어 있다면 작품의 노립도를 결정짓는,
00:33:01.57,00:33:04.66,그러게 그림의 AI 보통 뭐 쓰지?,
00:33:04.68,00:33:23.64,그냥 재미있으나?,
00:33:23.66,00:33:24.24,음... 나노바나나?,
00:33:36.52,00:33:58.01,어디 보자 나도 한번 써보자 씨발 지금 예를 들어서 이걸 나로 저장한 다음에,
00:34:03.66,00:34:07.42,너는 여기서 살아나지 않을거야!,
00:34:07.44,00:34:07.52,알겠어?,
00:34:42.13,00:35:01.90,로컬 파일로 넣어야 되나?,
00:35:01.92,00:35:03.45,도래 도래 파일을 여기 넣었으니까,
00:35:09.18,00:35:19.09,이 컷 안에 인물들 뒤로 흑백 스타일 만화의 교무실 배경을 그렸죠.,
00:35:19.15,00:35:20.27,이렇게 적으면 되려나?,
00:35:48.79,00:36:09.85,생성 중이겠지 지금 4 봐야 3개월이야 항상 좋은 그림 그려져서 고맙고 건강해라 아이고 고마워요 내가 걸려서 그럼 젠장 으,
00:36:19.85,00:36:48.07,당연히 바로는 안 나오지 한번 기다려보자 나도 궁금하다 음,
00:36:53.05,00:36:55.81,어시 구하면 안기라도 안기다려도 된다고?,
00:36:55.83,00:36:55.99,왜?,
00:36:56.41,00:37:09.30,어시도 딸깍하고 나오는게 아니야 대체로 한 몇분이상 걸리나보네,
00:37:34.58,00:37:57.36,이게 나노바나 나요 아닌가 다른 건가 파란색 원 커졌다 작아졌다 하는게 기업이 을 손에 올리고 만지는 것 같지 않음,
00:38:01.61,00:38:27.99,잘 안나오네 재민이로 해볼까?,
00:38:32.36,00:38:40.63,어?,
00:38:40.65,00:38:40.71,됐나?,
00:38:40.73,00:38:40.87,뭐지?,
00:38:40.89,00:38:50.75,갑자기 표식이 사라졌어 ㅅㅂ 뭐야,
00:39:07.61,00:39:17.53,개자식아 니 예시를 보여줘야... 어?,
00:39:17.55,00:39:18.60,헐 기대돼 과연?,
00:39:40.89,00:40:06.08,아이 존만한 새끼 누가 AI 딸깍이래 딸깍이구만 아 병이 뭐냐 ㅅㅂ GI ㅅㅂ 앵글이 ㅈㄴ 안 맞잖아,
00:40:13.76,00:40:20.93,존나 1차원적으로 만들어놨네?,
00:40:20.95,00:40:39.27,인물은 그대로 두고 원건을 깊게 잡아서 실제 마당 한 코처럼 다듬어줘?,
00:40:39.29,00:40:40.59,오.. 좋은 말이네 원하시면 진행할게요,
00:40:44.86,00:40:50.45,지금 방향대로... 뭔 선택지가 이렇게 자꾸 나와?,
00:41:22.10,00:41:36.99,근데 원하는 그 느낌 절대 안 나올 것 같은데... 잘생긴 레바야 나노바나나 구글에 쳐서 위에 있는 거 들어가지 말고 구글 재미나이 들어가서 만들어 달라 그러면 얘가 알아서 나노바나나 불러서 만들어줘,
00:42:02.94,00:42:07.97,뭐가 달라진 거야?,
00:42:07.99,00:42:08.82,"똑같잖아, 개자식아.",
00:42:49.09,00:42:49.85,재미나 있어?,
00:42:50.05,00:43:12.17,재미나이는 파일 추가하려면 뭐 12개월 구독하라고 뜨는데?,
00:43:12.19,00:43:13.73,아니 시작도 전에 자꾸...,
00:43:22.22,00:43:31.00,아 개열받네 아직 이 정도밖에 안 돼?,
00:43:52.71,00:43:57.72,이 컷을 한번 해볼까?,
00:43:59.18,00:44:12.88,이 컷을 한번 컬러 칠해 달라고 요청을 하면 음,
00:44:26.34,00:44:52.00,이걸 따로 꺼내서 저장을 한 다음에 웹툰 스타일로 이도명함을 포함한 채색을 넣어줘,
00:44:58.52,00:45:18.90,아 이 개자식 이 새끼들 돈 더 골랐는데 아 나 이 씨발 야 이 개자식 X같이 만들어놓고 뭐 다 했다고?,
00:45:18.92,00:45:19.00,아...,
00:45:23.35,00:45:46.62,재미나이가 더 좋아 형 명령어는 따로 작성하게 한 후에 이미지 생성 모델의 작성 AI 쓰는 것도 테크닉이다 내가 볼 때 나 그 시간에 그릴난다 잘 나옴 이미지 생성 모델은 뇌가 없다고 보면 편함,
00:45:48.53,00:46:13.38,레버 게이 안에 kfc 전 메뉴 1 플러스 원하는데 매일 찍힌 도대체 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아,
00:46:16.30,00:46:43.09,자주 그리진 않은데 AI 일단 본능적으로 거부감이 좀 심함 아 만화는 선맛이 살아야지,
00:46:44.40,00:47:04.79,사장님 오늘 횟수 다 썼다 아웃아웃 이미지 더 받아보고 싶으면 돈내라 기미 기미 머니 오케이 아 재민이로 그냥 요청 파일 만들어 달라고 하면 되나,
00:47:09.36,00:47:38.44,아 만원으로 고마워요 엽기 떡볶이 흑백 만화 스타 일로 한 장 그려줘 브럼프트 분석 중 퀄리티 최적화 중,
00:47:52.76,00:48:19.69,아이씨... 바람 빼고 떡볶이만 그려줘 박대종?,
00:48:20.81,00:48:20.93,이걸로...,
00:48:26.17,00:48:36.60,근데 이거랑... 어허허허 일단 사람 사라짐 씨X 배달용기에 담겨있는걸로 그려줘,
00:49:15.33,00:49:20.54,아니 저 X같은 배경은 자꾸 왜 있는거야?,
00:49:20.98,00:49:33.42,배경 지우고 일본 흑백 만화 스타일로 다듬어줘 어?,
00:49:33.90,00:49:41.71,야 이 개자식아!,
00:49:42.07,00:49:42.75,이 새끼들 너무 짜냐?,
00:49:42.77,00:49:42.97,아 나 X만화 새끼,
00:49:47.14,00:49:59.76,카페에 올렸다고?,
00:49:59.78,00:50:14.28,웹툰 스타일로 이동용함 포함 채색 넣어줘 음...,
00:50:16.82,00:50:45.93,와 존나 뭔가 뭔가네 일단 손가락 찐빠 좀 낫네요 안되겠다 내가 하자 컴퓨터 새끼들 못 믿겠다,
00:50:54.03,00:51:21.75,그래도 잘쓰는 새끼는 존나 잘쓰고 있을거란 생각이 드네요 아 적어도 배경정돈은 씨발 깔끔하게 넣어줘야 되는거 아님?,
00:51:21.79,00:51:23.89,난 유용하게 쓰고 있다고?,
00:51:23.91,00:51:23.97,그래?,
00:51:27.15,00:51:52.48,캡틴 김수호님이 타령해서 찾아오는 것도 돌발 상황일까요?,
00:51:52.50,00:51:52.74,엄청난 돌발 상황이죠.,
00:51:52.76,00:51:53.52,군대에 계신 분이 갑자기 튀어나오시면 그건 돌발 중에서도 돌발입니다.,
00:51:53.54,00:51:54.32,군 생활을 장교로서 한 사람으로서 그런 돌발 상황이 생기면 끔찍합니다.,
00:51:54.34,00:51:54.56,김수호님 건강하시죠?,
00:51:54.58,00:51:55.16,요즘에 군대에서는 핸드폰도 쓸 수 있다고 들었습니다.,
00:51:55.18,00:51:55.52,랜선 투어 재밌게 즐겨주시고요.,
00:51:55.54,00:51:56.18,원격 접속 모드 잘 쓰고 계시는 거 즐겁게 보고 있습니다.,
00:51:56.43,00:52:18.25,렉이 좀 걸리죠.,
00:52:18.27,00:52:18.69,저희도 개선하려고 노력하고 있으니까요.,
00:52:18.71,00:52:18.92,항상 건강하시고요.,
00:52:18.94,00:52:19.16,저녁식사 하셨겠네요.,
00:52:19.18,00:52:19.52,점호 준비 잘 하시기 바랍니다.,
00:52:19.54,00:52:19.80,왜 노래하면서 춤 안춤?,
00:52:19.82,00:52:19.98,뭐야 이 채널?,
00:52:20.50,00:52:37.18,하다 보니까 돈이 됐는데 만약에 이제 이게 돈이 별로 안 됐다 해도 그냥 계속 했을 것 같아요.,
00:52:37.20,00:52:37.34,옛날 집이네.,
00:52:37.36,00:52:37.78,언제 또 돈 수입이 끊길 수도 있어요.,
00:52:37.80,00:52:38.52,그런 거에 대해서 좀 막연한 받아들임을 가지고 있는 상황인 거죠.,
00:52:38.54,00:52:39.76,엄청난 압박감 같은 거는 웬만하면 안 가지려고 마인드 컨트롤을 해요.,
00:52:39.78,00:52:41.32,왜 이런 영상 있는 걸 나 처음 알았지?,
00:52:43.50,00:53:01.86,예전 집이네.,
00:53:08.63,00:53:08.92,네이버 웹툰에서 플레이어와,
00:53:08.90,00:53:17.67,게임 최강 트롤러 학생 이렇게 하고 있는 박종석이라고 합니다 만화 그리신지는 얼마나 되신 거예요?,
00:53:17.69,00:53:17.91,한 7년 됐어요 7년,
00:53:18.43,00:53:42.03,근데 그게 진짜 브이로그처럼 찍었다.,
