# live_id: 18800457
start_ts,start_sec,end_ts,end_sec,speaker,text
00:10:04,604.74,00:10:06,606.78,UNKNOWN,인정할 건 인정하는 사나이
00:10:06,606.78,00:10:18,618.7,UNKNOWN,레바님 나이에 되게 동안이시네요
00:10:18,618.7,00:10:19,619.94,UNKNOWN,34살 같아요
00:10:19,619.94,00:10:21,621.94,UNKNOWN,고마워요
00:10:21,621.94,00:10:23,623.34,UNKNOWN,생일 안 지났으니까
00:10:23,623.34,00:10:25,625.08,UNKNOWN,34살 맞긴 합니다
00:10:25,625.08,00:10:52,652.56,UNKNOWN,그럴까?
00:10:52,652.56,00:10:54,654.46,UNKNOWN,단투니?
00:10:54,654.46,00:10:55,655.76,UNKNOWN,레바야 허츄님
00:10:55,655.76,00:10:56,656.86,UNKNOWN,스타이 밀기하던데
00:10:56,656.86,00:11:05,665.49,UNKNOWN,언제고 스타이로 껄떡 될 예정 없니?
00:11:05,665.49,00:11:06,666.47,UNKNOWN,어디서
00:11:06,666.47,00:11:08,668.23,UNKNOWN,밖에서 맛있는 냄새 난다
00:11:08,668.23,00:11:10,670.13,UNKNOWN,아저씨 집에서 맛있는 거 하나?
00:11:10,670.13,00:11:17,677.45,UNKNOWN,된장찌개 냄새인데
00:11:17,677.45,00:11:20,680.79,UNKNOWN,고기도 놓은 거 같아
00:11:20,680.79,00:11:35,695.02,UNKNOWN,저 밥 먹을 거니까 죽지 말고 잘 버티세요
00:11:35,695.02,00:11:38,698.47,UNKNOWN,아래집?
00:11:38,698.47,00:11:42,702.0,UNKNOWN,파닌 고고고
00:11:42,702.0,00:11:50,710.63,UNKNOWN,루탄
00:11:50,710.63,00:11:52,712.19,UNKNOWN,와 윈체스터다
00:11:52,712.19,00:11:54,714.83,UNKNOWN,시발
00:11:54,714.83,00:12:15,735.35,UNKNOWN,베릴 한번 써볼까? 이 판
00:12:15,735.35,00:12:17,737.65,UNKNOWN,이 배율 왜 이렇게 많이 나와?
00:12:17,737.65,00:12:39,759.02,UNKNOWN,박격폰가?
00:12:39,759.02,00:12:43,763.1,UNKNOWN,생각보다 주변이 조용한데
00:12:43,763.1,00:12:44,764.16,UNKNOWN,아 엠빠가 먼저 났구나?
00:12:44,764.16,00:12:55,775.96,UNKNOWN,아! 된장찌개 냄새가 오지는데?
00:12:55,775.96,00:13:28,808.79,UNKNOWN,아! 미쳐버릴거같아
00:13:28,808.79,00:13:29,809.79,UNKNOWN,스카?
00:13:29,809.79,00:13:48,828.7,UNKNOWN,래바야 그거 된장 냄새 아니야?
00:13:48,828.7,00:14:05,845.14,UNKNOWN,에이스들까?
00:14:05,845.14,00:14:08,848.14,UNKNOWN,진짜조합 없다
00:14:08,848.14,00:14:09,849.14,UNKNOWN,M4들까?
00:14:09,849.14,00:14:13,853.93,UNKNOWN,뭐야 자기장 뭐야?
00:14:13,853.93,00:14:36,876.89,UNKNOWN,벌써?
00:14:36,876.89,00:14:37,877.89,UNKNOWN,앰퍼들어야지
00:14:37,877.89,00:14:39,879.89,UNKNOWN,채포킹택시저격혀바닥헬리콥터
00:14:39,879.89,00:14:40,880.89,UNKNOWN,크크크메이앤
00:14:48,888.98,00:14:49,889.98,UNKNOWN,2번에 두고
00:14:50,890.46,00:15:00,900.61,UNKNOWN,시간이 없으니 빨리 이동합시다
00:15:07,907.22,00:15:10,910.08,UNKNOWN,엠퍼랑 손잡이 바꾸라고
00:15:10,910.08,00:15:11,911.08,UNKNOWN,오케이
00:15:13,913.17,00:15:15,915.03,UNKNOWN,말도 잘 들어요 이승권
00:15:33,933.68,00:15:35,935.9,UNKNOWN,우리집 포니보다 말 잘 듣는다고?
00:15:36,936.44,00:15:38,938.08,UNKNOWN,집에 말 키우세요?
00:15:49,949.19,00:15:50,950.99,UNKNOWN,맨투맨 탈의 5만원이라고?
00:15:50,950.99,00:15:52,952.59,UNKNOWN,씨발 버텨가겠는데?
00:15:52,952.79,00:16:00,960.21,UNKNOWN,말 잘 들으면 뭐해
00:16:00,960.21,00:16:02,962.01,UNKNOWN,치킨 집에 안 맞다고
00:16:02,962.01,00:16:04,964.81,UNKNOWN,박스째로 배달기사한테 던지는데
00:16:04,964.81,00:16:10,970.63,UNKNOWN,틀 영화 천만 관객 넘기면
00:16:10,970.63,00:16:13,973.11,UNKNOWN,신창섭이 라이브로 캐치캐치 쳐준다던데
00:16:13,973.11,00:16:15,975.31,UNKNOWN,레바도 솔로 치킨 먹음 웃통까줌?
00:16:19,979.03,00:16:21,981.23,UNKNOWN,메뉴의 미션 저거 뭐냐
00:16:27,987.38,00:16:29,989.22,UNKNOWN,소리 끄고 치킨 먹을 시 10억?
00:16:29,989.22,00:16:30,990.56,UNKNOWN,야 이 개새끼야
00:16:30,990.78,00:16:32,992.92,UNKNOWN,조롱하는 것도 정도가 있지
00:16:50,1010.0,00:16:51,1011.6,UNKNOWN,하야쿠 하야쿠
00:17:03,1023.45,00:17:04,1024.99,UNKNOWN,위에 집에 사람이 있었던 것 같은데
00:17:04,1024.99,00:17:06,1026.23,UNKNOWN,나도 지나가는 거 봤어요
00:17:06,1026.23,00:17:07,1027.69,UNKNOWN,근데 아래 들어갔을듯?
00:17:16,1036.41,00:17:17,1037.67,UNKNOWN,오케이
00:17:30,1050.08,00:17:31,1051.74,UNKNOWN,아니야 맞췄어
00:17:44,1064.09,00:17:45,1065.81,UNKNOWN,지금 레바가 고쳐야 될 거
00:17:45,1065.81,00:17:48,1068.21,UNKNOWN,3순위 상황에 맞는 판수량 관리 2위 들고 있는
00:17:48,1068.21,00:17:50,1070.15,UNKNOWN,총에 따라 하츠 끼고 버리기 1순위
00:17:50,1070.15,00:17:52,1072.59,UNKNOWN,특초반 특후반 에프파민 이거 중요함
00:17:52,1072.59,00:17:59,1079.69,UNKNOWN,저건 우리 할머니도 잡겠다 레바야
00:18:01,1081.41,00:18:03,1083.85,UNKNOWN,아 근데 못 잡은 거 나도 얼탱이였긴 하네
00:18:03,1083.85,00:18:06,1086.39,UNKNOWN,1.5부 단툰에 집차 들어가서 한 끼 구걸하기
00:18:09,1089.2,00:18:11,1091.7,UNKNOWN,헐 미션 7만원 맨투에 벗기
00:18:14,1094.23,00:18:15,1095.07,UNKNOWN,성공
00:18:15,1095.93,00:18:17,1097.29,UNKNOWN,성공 눌러주세요
00:18:17,1097.29,00:18:18,1098.69,UNKNOWN,정말 고맙습니다
00:18:18,1098.69,00:18:29,1109.6,UNKNOWN,아리가또
00:18:29,1109.6,00:18:46,1126.82,UNKNOWN,왜?
00:18:46,1126.82,00:18:49,1129.22,UNKNOWN,이 자식 일부러 벗기 미션 나올 거 예상하고
00:18:49,1129.22,00:18:50,1130.62,UNKNOWN,아내 반팔 입고 왔다
00:18:51,1131.82,00:18:52,1132.8,UNKNOWN,감사합니다
00:19:10,1150.1,00:19:12,1152.1,UNKNOWN,레바야 그런 거 받아주면
00:19:12,1152.1,00:19:14,1154.78,UNKNOWN,바지 입고 또 밴디하기 이런 미션 나온다
00:19:16,1156.4,00:19:18,1158.08,UNKNOWN,미친 새끼 아니야
00:19:20,1160.08,00:19:22,1162.14,UNKNOWN,시발 20만원 티셔츠 벗기 다음 미션
00:19:22,1162.14,00:19:25,1165.28,UNKNOWN,50만원 나시 벗기 100만원 젖꼭지 테일샌드 벗기냐
00:19:25,1165.28,00:19:26,1166.42,UNKNOWN,응 시발
00:19:32,1172.63,00:19:33,1173.63,UNKNOWN,슛
00:19:33,1173.63,00:19:40,1180.34,UNKNOWN,레바야의 지능에 패배하다니
00:19:40,1180.86,00:19:42,1182.06,UNKNOWN,후야시
00:19:42,1182.06,00:19:44,1184.06,UNKNOWN,포레데 가타토 오모야오
00:20:18,1218.47,00:20:19,1219.71,UNKNOWN,이 판 백 터들어야지
00:20:30,1230.79,00:20:35,1235.79,UNKNOWN,옵션으로 옷 벗길거 미리 예상하고 안에 옷뚜겹 입어두는 프로오빠 선수 같다고 하면 안되겠죠?
00:20:35,1235.79,00:20:43,1243.05,UNKNOWN,오 삼가방이다 무서워
00:20:43,1243.05,00:20:46,1246.05,UNKNOWN,엉덩이가 섹시한 벡터걸은 좀 좋네요
00:20:46,1246.05,00:21:06,1266.05,UNKNOWN,아 엠바 계속 나오니까 들어줘야 될 것 같네
00:21:06,1266.05,00:21:12,1272.83,UNKNOWN,저 첫번째 건물 나 죽이러 달려오느라 파밍 안했단 말이죠?
00:21:12,1272.83,00:21:13,1273.83,UNKNOWN,루탄!
00:21:13,1273.83,00:21:32,1292.15,UNKNOWN,혹시 모르겠는데
00:21:32,1292.15,00:21:38,1298.25,UNKNOWN,DMR을 위해서
00:21:38,1298.25,00:21:39,1299.25,UNKNOWN,화염병
00:21:39,1299.25,00:21:40,1300.25,UNKNOWN,윈체스터
00:21:40,1300.25,00:22:02,1322.41,UNKNOWN,윈체스터 쓰는 사람 존재하나요?
00:22:02,1322.41,00:22:04,1324.41,UNKNOWN,아 M4 왜 이렇게 많이 나와
00:22:05,1325.41,00:22:09,1329.74,UNKNOWN,Mk10이 안 나오나요?
00:22:09,1329.74,00:22:14,1334.59,UNKNOWN,왜 봐요 요즘 스텔에서
00:22:14,1334.59,00:22:16,1336.59,UNKNOWN,테트리스 많이 하던데
00:22:16,1336.59,00:22:18,1338.59,UNKNOWN,형 나이면 테트리스 좀 치지않아
00:22:33,1353.45,00:22:34,1354.45,UNKNOWN,ㅈㄴ 위험했다
00:22:34,1354.45,00:23:19,1399.03,UNKNOWN,루탄!
00:23:27,1407.3,00:23:29,1409.3,UNKNOWN,어 M16을 DMR로 써야겠어 이렇게 된 이상
00:23:29,1409.3,00:23:36,1416.52,UNKNOWN,야 마지막 한발로 저걸 헤드 맞췄는데
00:23:36,1416.52,00:23:38,1418.52,UNKNOWN,어제 치킨 직전 5발로는 왜 못 죽였냐
00:23:38,1418.52,00:23:39,1419.52,UNKNOWN,야 이 개자식
00:23:40,1420.52,00:23:43,1423.52,UNKNOWN,어? 그럴때도 있고 저럴때도 있는거야
00:23:44,1424.52,00:23:47,1427.52,UNKNOWN,그 순간이 아니었으면 지금 이 순간도 안났을걸?
00:23:47,1427.52,00:23:55,1435.79,UNKNOWN,낙하산 펴지겠지?
00:23:55,1435.79,00:24:20,1460.1,UNKNOWN,아주 잘 모아놨구나
00:24:20,1460.1,00:24:43,1483.46,UNKNOWN,도망가
00:24:43,1483.46,00:24:58,1498.5,UNKNOWN,왼쪽에서 미친놈이 나오진 않겠지?
00:24:58,1498.5,00:25:03,1503.05,UNKNOWN,에이스
00:25:03,1503.05,00:25:13,1513.56,UNKNOWN,가방 산거냐고?
00:25:13,1513.56,00:25:14,1514.56,UNKNOWN,아니요?
00:25:21,1521.56,00:25:25,1525.48,UNKNOWN,그건 배신이 맞아
00:25:25,1525.48,00:25:49,1549.06,UNKNOWN,이건 이미 파밍을 했네
00:25:49,1549.06,00:25:50,1550.06,UNKNOWN,오케이
00:25:50,1550.06,00:25:51,1551.06,UNKNOWN,ㅈㄴ 안락해
00:25:51,1551.06,00:25:52,1552.06,UNKNOWN,오! ㅅㅂ
00:25:52,1552.06,00:25:53,1553.06,UNKNOWN,판처 판처
00:25:56,1556.06,00:25:57,1557.06,UNKNOWN,ㅈㄴ 못쓰..
00:25:57,1557.06,00:25:58,1558.06,UNKNOWN,아니야
00:25:58,1558.06,00:25:59,1559.06,UNKNOWN,아니야
00:25:59,1559.06,00:26:02,1562.74,UNKNOWN,참아
00:26:02,1562.74,00:26:22,1582.32,UNKNOWN,바로 눈앞에 뛰는 놈 있으면 쏜다 근데
00:26:22,1582.32,00:26:25,1585.32,UNKNOWN,그냥 참지 말고 쏘고 폭풍으로 죽으면 되잖아
00:26:25,1585.32,00:26:33,1593.94,UNKNOWN,아.. 나처럼 저 삽..
00:26:33,1593.94,00:26:36,1596.94,UNKNOWN,그 허허벌판을 뛰어다니는 놈 없으려나?
00:26:36,1596.94,00:26:56,1616.56,UNKNOWN,그냥 쏘고 어제처럼 헤헷 한 번 해주라
00:26:57,1617.56,00:27:15,1635.19,UNKNOWN,근데 저 총소리나는 방향으로 한 번 쏴보고 싶긴 하거든?
00:27:15,1635.19,00:27:21,1641.1,UNKNOWN,21개월째 구독이라 전하시오
00:27:21,1641.1,00:27:44,1664.35,UNKNOWN,구독 고마워요
00:27:44,1664.35,00:27:46,1666.35,UNKNOWN,이 집에서 안.. 이 검..
00:27:46,1666.35,00:27:54,1674.98,UNKNOWN,나와야 될텐데
00:27:54,1674.98,00:27:57,1677.98,UNKNOWN,이 넓은 곳에 한명도 안보인다는게 말이 돼?
00:27:57,1677.98,00:28:15,1695.72,UNKNOWN,에라이 ㅅㅂ
00:28:15,1695.72,00:28:34,1714.01,UNKNOWN,어차피 나도 가야돼
00:28:34,1714.01,00:28:37,1717.98,UNKNOWN,잠깐
00:28:37,1717.98,00:29:07,1747.18,UNKNOWN,5탄이 왜 이렇게 없어
00:29:07,1747.18,00:29:10,1750.18,UNKNOWN,여기서 드링크를 풀도핑을 한 다음에
00:29:10,1750.18,00:29:19,1759.06,UNKNOWN,뛰어이
00:29:27,1767.61,00:29:28,1768.61,UNKNOWN,넌 날 못맞춰!
00:29:28,1768.61,00:29:29,1769.61,UNKNOWN,왜냐
00:29:30,1770.61,00:29:31,1771.61,UNKNOWN,오케이
00:29:38,1778.08,00:30:06,1806.12,UNKNOWN,갔다
00:30:11,1811.55,00:30:30,1830.03,UNKNOWN,낭만적이네요
00:30:30,1830.03,00:30:31,1831.03,UNKNOWN,바로 앞이다
00:30:31,1831.03,00:30:44,1844.07,UNKNOWN,그래 둘이 싸워라
00:30:44,1844.07,00:30:45,1845.07,UNKNOWN,난 간다
00:30:45,1845.07,00:31:07,1867.49,UNKNOWN,위험한데?
00:31:07,1867.49,00:31:08,1868.49,UNKNOWN,너무 트였는데
00:31:08,1868.49,00:31:28,1888.66,UNKNOWN,그래서 내려올거란 말이죠?
00:31:28,1888.66,00:32:35,1955.24,UNKNOWN,오케이
00:32:35,1955.24,00:32:54,1974.14,UNKNOWN,쟤 죽은거 같은데?
00:32:54,1974.14,00:34:17,2057.61,UNKNOWN,나 쏘는 새끼 죽은거 같애
00:34:17,2057.61,00:34:25,2065.07,UNKNOWN,저기 뛴다
00:34:25,2065.07,00:34:26,2066.07,UNKNOWN,저거 사람인가?
00:34:26,2066.07,00:34:27,2067.07,UNKNOWN,아니네
00:34:27,2067.07,00:35:00,2100.55,UNKNOWN,아 ㅅㅂ
00:35:16,2116.14,00:35:17,2117.14,UNKNOWN,엣따비야
00:35:17,2117.14,00:35:44,2144.22,UNKNOWN,엣따비야
00:35:44,2144.22,00:35:45,2145.22,UNKNOWN,아우야
00:35:45,2145.22,00:35:46,2146.22,UNKNOWN,아 이걸 뒤에서 오네?
00:35:46,2146.22,00:36:04,2164.67,UNKNOWN,언제 뒤로 왔지?
00:36:04,2164.67,00:36:23,2183.09,UNKNOWN,아 까비
00:36:23,2183.09,00:36:33,2193.95,UNKNOWN,좀 천천히 움직일 걸 그랬나
00:36:33,2193.95,00:36:35,2195.95,UNKNOWN,나 뒤에 아무도 없을 줄 알고
00:36:35,2195.95,00:36:36,2196.95,UNKNOWN,아 아 맞다
00:36:36,2196.95,00:36:37,2197.95,UNKNOWN,같이 하기로 했지?
00:36:37,2197.95,00:36:42,2202.63,UNKNOWN,밥은 다..
00:36:42,2202.63,00:36:43,2203.63,UNKNOWN,정말 아까웠다
00:36:43,2203.63,00:36:45,2205.63,UNKNOWN,방금판엔 나 바지 내렸다가 다시 올림
00:36:46,2206.63,00:36:47,2207.63,UNKNOWN,밥은 먹었니?
00:36:47,2207.63,00:37:03,2223.42,UNKNOWN,헬로우
00:37:03,2223.42,00:37:07,2227.42,UNKNOWN,전술 개머리판에 레이저 사이트 다른 놈이네
00:37:07,2227.42,00:37:09,2229.42,UNKNOWN,들리니?
00:37:09,2229.42,00:37:11,2231.42,UNKNOWN,들리시나요?
00:37:11,2231.42,00:37:13,2233.42,UNKNOWN,잘 들립니다
00:37:13,2233.42,00:37:15,2235.42,UNKNOWN,아 반갑습니다
00:37:15,2235.42,00:37:22,2242.29,UNKNOWN,어서 들어오시지요
00:37:24,2244.29,00:37:25,2245.29,UNKNOWN,밥 못 먹었어 형은
00:37:25,2245.29,00:37:27,2247.29,UNKNOWN,나?
00:37:27,2247.29,00:37:30,2250.66,UNKNOWN,아침에 햄버거
00:37:30,2250.66,00:37:31,2251.66,UNKNOWN,어디꺼 먹었어?
00:37:31,2251.66,00:37:32,2252.66,UNKNOWN,맥도날드
00:37:32,2252.66,00:37:36,2256.42,UNKNOWN,응? 우리 동네 맥도날드 맛없는데
00:37:36,2256.42,00:37:41,2261.42,UNKNOWN,뭔소리야 명지대점 저기 ㅅㅂ 존나 개빠르고 감티도 짭조름해
00:37:42,2262.42,00:37:45,2265.42,UNKNOWN,헐 내가 시켰을때는 맥플럴이 곤죽되서
00:37:45,2265.42,00:37:48,2268.42,UNKNOWN,두 번 연속으로 와서 이제 안 시키는데
00:37:49,2269.42,00:37:53,2273.42,UNKNOWN,고기 배달 존나 빠름 그냥 그냥 순식간에 나가면
00:37:53,2273.42,00:37:55,2275.42,UNKNOWN,난 롯데리아에서만 먹는데
00:37:55,2275.42,00:37:59,2279.5,UNKNOWN,로그인하고 있니?
00:37:59,2279.5,00:38:00,2280.5,UNKNOWN,아
00:38:00,2280.5,00:38:05,2285.1,UNKNOWN,나나나나나나나나나
00:38:05,2285.1,00:38:08,2288.63,UNKNOWN,으아
00:38:08,2288.63,00:38:12,2292.63,UNKNOWN,한판 견착 2킬 하길? 나 2킬 하지 않았어요 견착으로?
00:38:12,2292.63,00:38:13,2293.63,UNKNOWN,아닌가?
00:38:13,2293.63,00:38:18,2298.02,UNKNOWN,한걸로 치죠?
00:38:20,2300.02,00:38:24,2304.04,UNKNOWN,수님 너무 놀라지 마세요
00:38:24,2304.04,00:38:26,2306.04,UNKNOWN,저번에 같이 하던 이승권이 아니에요
00:38:26,2306.04,00:38:31,2311.04,UNKNOWN,지금 승권이는 슈퍼섹시 테토 혓바닥 헬리콥터 저격수 승권이예요
00:38:31,2311.04,00:38:40,2320.4,UNKNOWN,오늘 우리집 비어
00:38:40,2320.4,00:38:42,2322.4,UNKNOWN,어디갔는데?
00:38:42,2322.4,00:38:44,2324.4,UNKNOWN,박지랑
00:38:44,2324.4,00:38:45,2325.4,UNKNOWN,놀러갔어?
00:38:45,2325.4,00:38:48,2328.4,UNKNOWN,다른 작가 친구랑 3명이서 놀러갔어
00:38:48,2328.4,00:38:55,2335.84,UNKNOWN,걸스토크 하러 갔구먼
00:38:55,2335.84,00:38:58,2338.84,UNKNOWN,무슨 그냥 놓겨버려 승권이
00:38:58,2338.84,00:39:05,2345.12,UNKNOWN,응
00:39:05,2345.12,00:39:13,2353.2,UNKNOWN,오케이
00:39:13,2353.2,00:39:23,2363.42,UNKNOWN,Q 잘 잡히네
00:39:23,2363.42,00:39:26,2366.42,UNKNOWN,이맵이야? 이맵에서 듀오 빡셀거 같은데
00:39:26,2366.42,00:39:27,2367.42,UNKNOWN,ㅎ
00:39:28,2368.42,00:39:31,2371.42,UNKNOWN,Q 기어운대로 레케병태의 싸이프로 까요
00:39:31,2371.42,00:39:37,2377.89,UNKNOWN,아싸리 이런 센터 내릴까?
00:39:37,2377.89,00:39:39,2379.89,UNKNOWN,뭐 하부 다 내려
00:39:39,2379.89,00:39:40,2380.89,UNKNOWN,그래
00:39:40,2380.89,00:40:24,2424.39,UNKNOWN,나 금세 화장실가뇨
00:40:24,2424.39,00:40:27,2427.39,UNKNOWN,Q 센터님 보시면서 어떤거같나요 랩하실력
00:40:27,2427.39,00:40:29,2429.39,UNKNOWN,안봤어요
00:40:29,2429.39,00:40:37,2437.38,UNKNOWN,저보다 잘하는 듯
00:40:41,2441.51,00:40:42,2442.51,UNKNOWN,내려
00:40:42,2442.51,00:40:55,2455.55,UNKNOWN,난 따라가기 좋아
00:40:55,2455.55,00:40:56,2456.55,UNKNOWN,오케이
00:40:56,2456.55,00:40:57,2457.55,UNKNOWN,우리가 가는 곳에
00:40:57,2457.55,00:41:00,2460.55,UNKNOWN,목을 받은 양이나오나?
00:41:00,2460.55,00:41:01,2461.55,UNKNOWN,한팀 온다
00:41:01,2461.55,00:41:03,2463.55,UNKNOWN,여기 조.. 조격 아니야?
00:41:03,2463.55,00:41:05,2465.55,UNKNOWN,ㅅㅂ놈 죽여버려
00:41:05,2465.55,00:41:07,2467.55,UNKNOWN,이 ㅅㅂ
00:41:07,2467.55,00:41:17,2477.33,UNKNOWN,아 ㅅㅂ
00:41:17,2477.33,00:41:19,2479.33,UNKNOWN,어디 들어갔어 어디 들어갔어
00:41:19,2479.33,00:41:23,2483.25,UNKNOWN,앞 방이겠지
00:41:23,2483.25,00:41:29,2489.63,UNKNOWN,안 돼 나 개삐야
00:41:29,2489.63,00:41:31,2491.63,UNKNOWN,잡았어?
00:41:31,2491.63,00:41:33,2493.63,UNKNOWN,어 잡.. 으아아아아아
00:41:33,2493.63,00:41:35,2495.63,UNKNOWN,ㅅㅂ
00:41:35,2495.63,00:41:37,2497.63,UNKNOWN,아 잡았는데 잡았는데
00:41:37,2497.63,00:41:39,2499.63,UNKNOWN,아 ㅅㅂ 나 ㅈㄴ 멋있..
00:41:39,2499.63,00:41:41,2501.63,UNKNOWN,나 블랙존 뭐임?
00:41:41,2501.63,00:41:43,2503.63,UNKNOWN,나 멋있게 잡았는데
00:41:43,2503.63,00:41:45,2505.63,UNKNOWN,너희 블랙존이 뭐야?
