시작 시간,종료 시간,내용
00:16:50.69,00:17:11.07,그런걸로 뭐라 안해요
00:17:15.56,00:17:35.49,몸에 티셔츠선 그리기 전까지 알몸떡볶이는 대체 뭐지인데 크크크크
00:17:43.15,00:17:47.38,모니터에 대고 그리는 것 같다고?
00:17:47.40,00:17:48.47,모니터에 대고 그리는 건 맞는데?
00:18:28.32,00:18:51.85,구독을 엑스같이 무시 당해보아요 다시 그려야겠네 구독 고마워요
00:18:54.82,00:19:20.22,깜짝 놀랍다
00:19:32.45,00:19:59.26,여학생 세자호는 시트콤이며 여고 배경인거임 여고 고증어퀴안이요?
00:19:59.28,00:19:59.44,남녀공학입니다.
00:20:04.23,00:20:30.53,요즘 남녀공학은 날만 남녀공학이고 남자반 여자반 따로라던데?
00:20:30.55,00:20:30.83,그건 내 할 바 아니고.
00:20:30.85,00:20:31.01,구독 고마워요.
00:20:40.52,00:21:05.08,고맙습니다.
00:21:08.81,00:21:21.86,음.
00:21:21.88,00:21:21.92,음.
00:21:38.41,00:22:08.14,나도 꼭 성북에서 오만 치즈 싸서 랩바님 기계만 들고 말 거야 아 고마워요 랩아야 요즘 인생의 선택지의 눈속이냐 어떻게 해야 되냐 뭔가 학과에 맞지도 않고 학교를 가고 싶은 마음도 없어 그냥 때려칠까 아니면 끝까지 다닐까 때려치고 하고 싶은 게 있으면 때려쳐 근데 그냥 때려치고 싶은 거면 때려치지 마 근데 시절 배경은 현재로 할 거인가 아니면 랩바 고등시절 현재로 하면 요즘 애들 뭐 쓰는지 다 조사해야 하잖아
00:22:09.05,00:22:15.17,글쎄요 그런거 까지 신경 쓸 필요 없겠더라구요 알빤가?
00:22:15.19,00:22:18.52,애초에 제가 모르면 여러분도 요즘 애들 뭐 쓰는지 모를 거 아니야
00:22:26.09,00:22:56.05,당연하지
00:23:01.13,00:23:30.71,하고 싶은 게 있는데 주변에서는 졸업이라도 해라 대학 안 나오니 사람 새끼 아니다라고 해서 물론 내 인생이기도 하지만 너무 고민된다 그러니까 그만두고 뭐 확고하게 하고자 있는 게 있으면 결단이 붙겠지만 그냥 다니기 싫어서 때려치는 거면 그냥 다니는 게 낫지 않을까요?
00:23:32.43,00:23:36.09,캠이 어두운 거냐?
00:23:36.11,00:23:36.31,피부가 늙은 거냐?
00:23:36.33,00:23:39.22,정확히는 집을 좀 어둡게 해놨습니다.
00:23:39.24,00:23:57.26,캠을 좀 밝게 해드릴까요?
00:23:57.28,00:23:57.90,일본 애니 중에 일상처럼 고양이도 막말하고 그러는 거임?
00:24:01.93,00:24:21.10,신사참배 안해요 철저하게 한국형이라고 왜그래?
00:24:23.31,00:24:45.48,제키 뚝배가 좀 긴거 같은데?
00:24:45.50,00:24:45.70,그런 만화 아닙니다
00:24:46.76,00:25:02.83,일본으로 수학여행 갔을 때가 묘사의 절정일 듯 크크크 난 그냥 데뷔를 해서 그만둔 건데요?
00:25:02.85,00:25:10.63,만화 데뷔를 한 거죠 와 그럼 명절에 가족들 모여서 극딜 당하는 사촌 구경하는 에피소드도 있나요?
00:25:14.32,00:25:43.23,왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜 왜
00:25:44.71,00:25:59.77,손 좀 줄여보라고?
00:25:59.79,00:26:06.08,손이 커 보이나요?
00:26:17.30,00:26:19.86,그렇게 큰 건 아닌데?
00:26:19.88,00:26:45.69,대가리 크기 생각하면 아니 남자 여자 안 가리고 딱 봤을 때 얼굴 정도 가리는 정도 크기가 될 거니까
00:27:10.88,00:27:15.96,그래서 연재 플랫폼 어디?
00:27:15.98,00:27:16.12,그건 모르죠.
00:27:16.14,00:27:35.30,만화가 완성돼야지 그 다음에 연재철을 선택하거나 고르거나 뭐든 하지.
00:27:36.08,00:27:37.26,아영이 낙서로 그릴 때 보다 뭔가 살짝 나이 먹은 것 같네?
00:27:37.28,00:27:37.34,아니?
00:27:37.36,00:27:37.76,이 새끼가 거의 제일 유아틱한데?
00:27:40.48,00:28:04.68,난 에반대로 문 두들기면 연대 프리패스잖아
00:28:08.66,00:28:29.09,시트콤이면 연재하다 피곤한 주가는 이상하게 이미 그림체가 다수 등장하겠네 난 그게 좋더라 가벼워서 그래서 얘네 문화대는 번제한 크크
00:28:33.73,00:29:01.24,나도 스케치업 좀 배워야겠다 아이 고마워요 그런거 몰라요
00:29:03.03,00:29:31.59,작품부터 만들어져야지 정하는 거지 그거는 스케치업 그냥 3D 프로그램입니다 우와 다들 입 큰 거 봐라 얘들도 점심시간에 옥상 가서 도시락 까먹음?
00:29:31.61,00:29:31.69,아니요?
00:29:31.71,00:29:32.01,애들 취업 박람회도 가겠지?
00:29:32.03,00:29:32.85,난고장 때 취업 박람회 갔을 때 둘이 학교하고 다른 학교하고 개싸움 했는데
00:29:33.71,00:30:01.42,그정도냐고
00:30:03.73,00:30:28.01,사실 작년에 무수한 질문에 요청해 방송에서 잠시 안그리기도 했지 크크크 얘들도 점심시간땡하면 지옥에 데스 급식 레이스 하는거임 요즘은 급식... 요즘도 급식 먹으러 뛰어가나요 애들?
00:30:28.03,00:30:28.13,왜에에에에
00:30:29.51,00:30:49.32,안녕하세요 강동원이 뭐야 강동원 어디갔어 없잖아 속았어 안녕히 계세요 왜 원고 방송인데 영도 안 켜주시나요?
00:30:49.34,00:30:52.80,분산될 것 같아서 아직 프로로그 단계니까 조금은 집중해서 그리는 게 낫지 않을까
00:30:55.97,00:31:06.47,노래는 되냐고?
00:31:07.19,00:31:19.44,노래는 되지 얘네 몇살이냐고?
00:31:20.60,00:31:20.76,고1이여
00:31:22.35,00:31:47.39,래바야 회사에서 같은 인간들이 점심시간에 앉으려 갈 것 같음 어 근데 홍소연도 눈물점이 있었나 백치미만 있던 걸로 기억하는데 아 백치미한테 눈물점을 빼서 홍소연한테 받았어요
00:31:54.27,00:32:16.19,눈물점이 이동함 레이어 관리?
00:32:16.21,00:32:18.93,그냥 인물 인물 인물 보통 인물이면 앞뒤로 이렇게 놔두는 것도 없고
00:32:22.90,00:32:49.43,형 나 재입대하려고 신체검사 받았는데 단순치 안좋다고 재검받으래 오늘 검사했는데 불합격 받을까봐 덜덜덜려
00:32:59.80,00:33:07.72,얼마 안 됐네.
00:33:32.22,00:33:57.01,아 반가워요
00:33:58.81,00:34:19.37,편해봐 팔 피부가 매끈한거 봐라 진저밖에 안나간 팔이다 고마워요
00:34:46.18,00:35:14.35,아 저 요새 다이어트 모드에요 살 너무 쪄가지고
00:35:15.31,00:35:42.77,이리 의식함
00:35:43.74,00:36:09.28,지금 이렇게 그리고 있지만 이 만화를 어디서 언제 볼 수 있을지는 미지수입니다 그대도 날려버릴 수도 있어
00:36:11.05,00:36:35.48,1일 1식하면 기초대사량 떨어지고 오히려 살찌게 쉬운 체질이 된다는 건 안 비밀?
00:36:35.50,00:36:37.34,그래도 안 나가는데 새끼 다쳐온 생각보단 조절이 어느 정도 될 것 같아요 유튜브와 달리 실제로 보니 다들 채팅도 신가적이고 부드러운 분위기네요 나갈이 되면 레바트님?
00:36:41.51,00:37:09.20,"글쎄요, 궁권을 하고 싶은 대로 할 수 있을 것 같은데 모르겠네요 지금 뭐..."
00:37:10.43,00:37:31.44,못 믿을 그건 미래는 아닐 것 같은데
00:37:42.69,00:38:09.11,랩아 정도면 한국마막의 주놀이 장면.
00:38:09.13,00:38:09.53,한인몰이는 몸미들만 가질 이유입니다.
00:38:09.55,00:38:09.85,랩아님도 저렇게 웃어주세요.
00:38:09.87,00:38:09.97,고마워요.
00:38:14.23,00:38:38.28,고마워!
00:38:56.45,00:38:57.05,감사합니다.
00:39:19.62,00:39:41.77,내가 알던게 블로그 만화에 그 무엇이냐 라툰 될 만화였나 탑에 뭔 공주 구한다고 오르다가 떨어져서 눈실명되어가지고 아수라 된거 그때부터 알게 되었는데 벌써 알게 되었는데?
00:39:42.24,00:40:07.58,형 나 어제 넌 피곤해서 10시에 자버렸다가 지금 일어나버렸는데 더 자려고 졸아라는 거보단 나도 일어나서 과제나 할까?
00:40:07.60,00:40:07.88,과제는 만화 폰티야 어때?
00:40:07.90,00:40:08.24,오늘은 오후 수업이니 괜찮겠지?
00:40:08.26,00:40:08.28,응
00:40:11.19,00:40:33.84,무슨 연관이지?
00:40:36.47,00:41:06.17,흑백인데 캠으로 보니까 약간 붉은기가 도네요 그림 자체가 짝눈이야?
00:41:07.79,00:41:37.37,이렇게 짱무는 아닌데?
00:41:37.39,00:41:37.73,26개월이야 이 26개월이라고?
00:41:40.55,00:42:00.22,근데 다리 자주 꼬고 있으면 허리 안 좋아진다는데 괜찮으신가요?
00:42:00.24,00:42:00.42,그때그때 바꿔요.
00:42:00.44,00:42:00.78,다리 안 꼬는 게 베스트긴 해.
00:42:09.67,00:42:23.55,뇌가 많아 그려 임마
00:42:30.40,00:42:58.68,나중에 연재하면 댓글에 다른 학생들은 음에 지은 이윤에 쓰면서 취학생들은 뾰루룩 뾰루룩 하는 학생들 드린다고 댓글 달릴 때
00:43:01.26,00:43:13.24,음.
00:43:47.63,00:44:12.97,5.0?
00:44:15.93,00:44:16.03,아니요?
00:44:16.23,00:44:17.34,소식조차 처음 듣는데?
00:44:22.44,00:44:48.53,한번 이따 찾아봐야겠네요 겁나 편하다고?
00:44:48.55,00:44:48.81,얼마나 뭐가 좋아졌길래?
00:44:50.90,00:45:15.67,채워지는 속도가 빨라졌다고?
00:45:15.69,00:45:15.75,그래?
00:45:15.77,00:45:16.67,좀 최적화 같은게 있나?
00:45:19.26,00:45:36.65,다음 영상에서 만나요.
00:45:38.42,00:46:04.63,이제 정원이나 타원섬 같은 거 삐둘개 그려도 자동으로 교정해주는 스마트 쉐이프 기능 튕겨서 도형이나 배경 그리는 작업 편해짐.
00:46:05.26,00:46:09.17,그에도 이거저거 있겠네요?
00:46:43.07,00:47:09.04,레바녕 원고 방송 옆에 겨루고 만화 그리는 게 너무 좋다.
00:47:09.98,00:47:26.40,고마워요 작업 방송으로는 나쁘지 않죠
00:48:11.46,00:48:40.96,으 으 으
00:48:43.91,00:49:06.67,으 으 으 으
00:49:16.54,00:49:44.44,이 노래 너무 좋아요
00:49:46.90,00:49:58.63,몰라요?
00:49:59.11,00:50:00.17,그건 내일 내가 또 정하지 않을까?
00:50:07.83,00:50:29.70,중간에 고야성사 때 딸치고 리뷰한 놈들 팬해야 한다고 생각함.
00:50:52.28,00:50:55.86,제주도 이벤트로
00:51:19.12,00:51:34.53,이번주 보외송사는 안할거 같은데 이번주 중으로 네이버폼이나 구글폼으로 사연을 받고 천천히 진행을 하는게
00:51:56.84,00:52:01.70,다음 영상에서 만나요
00:52:33.93,00:52:59.06,그거야 뭐 어떤 거든 그렇죠.
00:53:15.38,00:53:35.48,거기 잘생기신 분 지금 그리고 계신 건 차기작 프로로그인가요?
00:53:35.50,00:53:35.66,일단은 그래요.
00:53:35.68,00:53:36.64,"고해성사는 딱 봐도 매절 주작인 글과 제발 주작인 글, 바라게 되는 글로 나뉘더라고요."
00:54:17.71,00:54:43.11,레바의 이전 마지막 원고 방송했던 날짜는 24년 3월 9일이며 760일만의 원고 작업뱅송이다.
00:54:43.13,00:54:43.19,레알?
00:54:43.21,00:54:43.41,18240시간이다.
00:54:43.43,00:54:44.47,참고로 던파만화는 안 받고 앞으로도 안 볼 것 같아 제외해.
00:54:44.49,00:54:44.93,던파만화 제외하면 안 되지 개자식아.
00:54:44.95,00:54:45.15,그것도 연제작인데.
00:54:46.70,00:55:13.71,한국 웹툰기가 엄청 어렵다는 느낌이네 레바가 만화 그려주겠다 하면 레드컴팩자라도 모자를 판에 투고해야 한다니 소위 무라카가 정투에 연재하겠다는데 먼저 투고하라는 꼴이네?
00:55:13.73,00:55:13.86,뭐 소리야?
00:55:13.88,00:55:13.98,시발...
00:55:14.24,00:55:40.51,"레바형, 혹시 멸치 아싸 그릴 예정이면 나한테 연락 줘 내가 경험한 내용일부터 해까지 세세하게 묘사해줄 수 있어 고맙다는 말은 됐소, 처하하 24년 3월이면 박할 원곡 그릴 때 아냐?"
00:55:40.53,00:55:41.41,저 자식 던파를 까는 척하면서 누구보다도 던파를 사랑하고 있잖아 츤데레 같은 놈
00:55:50.20,00:55:57.01,행님 그럼 자기장은 학원물로 확정된겁니까?
00:55:57.03,00:56:07.99,모르죠 짜보고 일단 지금 쉬는 기간동안 해볼거 신작도 짜보고 레바툰도 콘티 짜보고 해서 두개 저울질해서 하고싶은거 할거임
00:56:23.92,00:56:24.48,그렇죠.
00:56:24.62,00:56:34.11,지금 쉬는 시간이니까 이렇게 느긋하게 그릴 수 있는 거지.
00:56:34.13,00:56:38.34,그래서 저거 내용이 뭐임?
00:56:38.36,00:56:38.60,주인공의 목적이 뭔데?
00:56:38.62,00:56:38.82,로그 라인은 뭔데?
00:56:45.06,00:57:08.80,솔직히 작년 던파는 초반에 레바가 거의 반 이상 이끌었다.
00:57:08.82,00:57:09.38,그 정도 푸시였는데 많아먹은 건 집중민자이고 맞음.
00:57:09.40,00:57:10.10,레바2는 3분의 1 이상이 버튜버 토크일 것 같으면 기억 치읓.
00:57:10.12,00:57:10.82,레바2는 3분의 1 이상이 버튜버 토크일 것 같으면 기억 치읓.
00:57:12.62,00:57:33.51,맨날 집안이면 카페 동선이신데 레바툰 가능하신가요?
00:57:33.53,00:57:37.50,뭐 짤려면 못 짤 것도 없지 코로나 때도 레바툰 연재했는데 내가 지금 못 할까봐?
00:57:46.54,00:58:09.88,그건 제 판단이죠.
00:58:12.71,00:58:42.23,내 봐야 만화 매출은 걱정하지 마라 우리 고단이 책임질 테니깐 만화만 연재해줘라
00:58:43.36,00:58:44.78,만화가 일단 재밌어야지.
00:58:44.80,00:59:08.54,그럼 만약에 신작이랑 레바툰 둘 다 평 좋아서 2배럭 돌리게 되면 둘 다 연재하는 거임?
00:59:08.56,00:59:09.12,아니면 벽주 연재로 보는 건가?
00:59:09.14,00:59:09.36,뭔 소리야.
00:59:09.40,00:59:10.22,하나만 해야지.
00:59:10.64,00:59:12.38,둘 다 한다는 선택지도 없어요.
00:59:14.22,00:59:38.15,다음 영상에서 만나요
00:59:39.72,01:00:06.30,어?
01:00:06.32,01:00:08.26,팔도 두 개고 뇌도 두 개인데 양팔로 그리면 회잖아 너 레바잖아 여기 레바툰 건속사 전편 소장 안 한 새끼들 기어 비카 고시니 아나타 노 카오 칸사츠 시타 소레 나케 데 나세
01:00:18.08,01:00:42.63,어씨 배경 어씨도 있으면 좋겠고 그림자 어씨도 있으면 좋겠고
01:00:46.76,01:01:00.74,응.
01:01:01.26,01:01:18.86,근데 레바가 독자층 생각해서 캐릭터 디자인을 진짜 잘했네 현실에 있었으면 오사코들한테 고백받고 눈물 터져서 주변 친구들한테 위로받을 관상님 뭐 그렇게 하냐고 나도 알고 싶지 않았어 고마워요
01:01:24.26,01:01:38.12,다음 영상에서 만나요.
01:02:04.25,01:02:18.99,화면 톤 붉은기 없는 톤인데 원래 붉은기가 도는 것도 나쁘지 않네
01:02:37.72,01:02:47.14,왜 하필 관악산이냐고?
01:02:49.78,01:03:16.10,세상에 서울대는 2개가 없잖아 나중에 서울대 가냐고요?
01:03:16.12,01:03:16.38,글쎄요 못 갈 수도 있지
01:03:29.73,01:03:38.78,배경어 씨는 알겠는데 그림자어 씨는 왜 필요함?
01:03:55.31,01:03:55.47,그림자 중요해?
01:03:55.49,01:03:55.75,그림 안 그려서 모르니?
01:03:55.77,01:03:55.87,중요하죠.
01:03:55.89,01:03:56.38,그림자가 거의 입체감의 대부분을 차지하는데.
01:03:59.83,01:04:23.83,다음 영상에서 만나요.
01:04:30.83,01:04:43.10,이은키의 여지 두는 거 보니 외전으로 재수하는 거 후속편으로 대학생활 후속 외전으로 졸업하고 직장 생활하는 것까지 해준다는 거지?
01:04:43.12,01:04:43.42,한 15년은 더 바라보겠다.
01:04:43.44,01:04:43.78,차 환갑 때까지 볼 수 있겠다.
01:05:06.20,01:05:17.15,음~~
01:05:36.29,01:05:43.34,중심스토리가 있냐고요?
01:05:43.36,01:05:56.88,그냥 중심스토리라고 있지 여자애 3명이서 목표대학 갈 때까지 연애를 안 하기로 하는 약속을 합니다
01:06:17.95,01:06:47.28,그게 어떻게 될지 모르니까 만화가 연재되는 거죠 이중에 배신자가 있냐 없냐 그것도 관전 포인트죠
01:06:52.94,01:07:15.53,이 중에 배신자가 있다.
01:07:15.55,01:07:15.75,그게 내 결론이다.
01:07:24.90,01:07:54.90,뭐 이씨 개자식아
01:07:57.89,01:08:16.77,저중에 이미 배신자있음 나랑 연애중임
01:08:25.86,01:08:46.68,여기서는 마치 흑박 등장 같은 느낌으로 나 혼자 다 즐겼던 내가 서울대 갈 때까지 연애 안 하기로 한 모임의 배신자니까
01:09:07.93,01:09:13.88,주연 끈 남캐도 계획 있냐고요?
01:09:13.90,01:09:32.91,남주야 당연히 있죠.
01:09:32.93,01:09:34.73,딱 봐도 연애 안 하려고 발버둥치는 화정에서 미성에 대한 설렘 몇 번 느끼다가 못 참고 남자랑 관계 가지고 타락한 연 한 명 나오는 2차 장작물 나오겠네.
01:09:34.75,01:09:35.29,나중에 대회 꼭 열어라.
01:09:35.51,01:09:35.73,본잘남 보기 싫다고?
01:09:36.50,01:10:00.95,그러면 저를 왜 보고 계신지요?
01:10:00.97,01:10:04.54,아리가또 전 잘까진 아니라고?
01:10:04.56,01:10:06.46,고마워요 건전한 피드백 고맙습니다
01:10:08.52,01:10:34.55,잘생긴 얼굴로 그런말하니까 좀 열받네요?
01:10:34.57,01:10:34.85,지발 너가 2D 캐릭이냐!
01:10:34.87,01:10:35.49,형 이거도 나오면 나중에 폰 케이스 만들어서 써도 되지?
01:10:35.51,01:10:35.89,내년에 폰 바꿀 때 껴야겠다 흐흐!
01:10:50.48,01:11:12.46,이들이 자꾸 레바보고 강동원 강동원 하니까 강동원 텐타페에서도 맨날 놀리니고 레바도 적당 소리나 하는 거잖아 적당히 해달라고
01:11:13.91,01:11:28.12,바르겠어요.
01:11:37.82,01:12:04.70,다음 영상에서 만나요.
01:12:09.48,01:12:37.71,야식 추천?
01:12:37.73,01:12:37.91,닭볶음탕 어때요?
01:12:43.82,01:13:12.95,참 답답하네 그러니까 내가 널 좋아한다고 느낌이 나는 장면이네요 근데 레바 형님을 이용 너무한 게 석포 때는 자기가 그렇게 잘생겼다고 생각 안 한다 해놓고 정작 잘생겼다는 채팅이랑 손에만 귀신같이 읽고 인스타에 강동원 닮았다는데만 좋아요 누르고 간다는 거임
01:13:13.55,01:13:35.19,이럴 수 있잖나?
01:13:36.59,01:13:47.68,얘네도 같이 목욕탕 가서 헤이 나이스 바디나 더 커진 거 아니야?
01:13:47.70,01:13:47.90,같은 대사 치나요?
01:13:47.92,01:14:06.20,아니요 마음 같아서는 하고 싶은데 별로 하면 안 될 것 같아 그런 내용이 나오네 애니를 보는 얘들을 그릴 수 있겠죠
01:14:12.60,01:14:37.74,3일 후...
01:14:39.60,01:14:48.38,그럴 땐 작가의 말로 이런 장면을 그리고 싶었습니다.
01:14:48.40,01:14:49.02,하고 끄적이면 사람들이 알아서 항의 메일 보내지 않을까?
01:14:49.04,01:14:52.31,그 짓거리 옛날에 내가 던팜 하나 그릴 때 썼는데?
01:15:50.99,01:16:13.17,만약 네이버에서 하면 댓글에 꼬박꼬박 하트 눌러줄 거야?
01:16:13.19,01:16:14.57,그러면 나 댓글 진짜 잘 안 쓰는데 감동하면서 꼬박꼬박 쓸듯 김칫국부터 마시지 마시다 이 만화가 연대될지도 안될지도 모르는데
01:16:20.12,01:16:42.58,애들 거리 지나다가 전광판에서 유명 월툰 작가 국감 소환 이 그림은 해제뭔가 이런 헤드라인에 뉴스 나오는거 보고 있을때
01:16:49.67,01:16:53.55,톤을 빼는 게 좀 더 그림이 이쁘긴 하네
01:17:06.17,01:17:23.78,네바 네이버 오면 이 누추한 곳에 귀하신 분이 나는 댓글 꼭 달아줄게
01:17:42.03,01:18:10.86,열심히 일하시는 모습 멋있어요.
01:18:10.88,01:18:11.00,응원합니다.
01:18:11.02,01:18:11.12,고마워요.
01:18:11.14,01:18:11.48,이준아 작가님이 길은 닦아놨다.
01:18:11.85,01:18:22.68,라고 해주셨나요?
01:18:35.58,01:18:38.90,고맙다는 말을 안 해줬어 이 귀한 곳이 누추하신 분이 너 덱을 바꾸기로 함 아이 고마워요 이 쪽 세계관에선 레바툰이 디즈니급 슈퍼명작이라던걸로 기억하는데 나중에 레바툰 작가 슈퍼앤턴 하면서 호들갑 떠는 매튜 있는거 아니지?
01:18:39.00,01:18:39.34,그것도 하나의 아이디어긴 하네요
01:19:00.64,01:19:26.61,얘가 네이버 강림하면 그게 시부야 사변 아니냐?
01:19:26.64,01:19:27.44,은지의 왕이 네이버에 강림하시니 커리어 제자로 얼마나 시익창이 나버릴지.
01:19:28.73,01:19:48.36,그건 연재처에서 아마 권유를 하지 않을까 싶네요 바꾸네 안 바꾸네 그건
01:19:49.34,01:20:17.37,김규삼 작가님 예전 만화처럼 자기가 나와서 주변인물이 수근수근 저 사람 강엑스원 아니야?
01:20:17.39,01:20:17.69,하는 장면 나왔으면 좋겠다.
01:20:19.27,01:20:41.90,이승권 말고 저승권 작가로 필명 변경하면 이율리응감다살 입니다
01:20:44.15,01:20:59.61,만약에 네이버 가면 소갈비 레시피 다운탑 만들어 볼게.
01:20:59.63,01:21:11.60,저도 어디서 연재하게 될지 궁금하네요.
01:21:14.72,01:21:40.19,내가 레진에서 연재할 때랑 네이버에서 연재할 때랑 두 가지 루트를 갈라놨어 네이버에서 할 수 없는 수위의 루트가 있고
01:21:41.64,01:22:10.35,그쵸 나름의 세계선이 갈리는 순간이랄까
01:22:11.39,01:22:18.20,알았다.
01:22:36.76,01:22:37.31,내가 힘 좀 써서 꼭 네이버에서 연재하게 해줄게.
01:22:37.32,01:22:37.47,나만 믿어라.
01:22:37.48,01:22:37.59,너 못해?
01:22:37.60,01:22:38.33,네이버의 레바 연재 확정 뜨면 네이버 주가 100 상승하는 거임?
01:22:42.96,01:23:00.58,그러게 네이버 앱 2는 나스닥이 있지 네이버 19세는 남성향 19세는 안됨 여성향 19세만 돼요
01:23:13.88,01:23:21.93,"잘했다, 레바."
01:23:21.95,01:23:22.27,만화는 너가 가진 본능이란다.
01:23:22.29,01:23:35.61,"오호, 나쁜 말 쓰지 마세요."
01:23:35.63,01:23:38.17,"지가 유도하고 있지랄하네, 씨발."
01:23:38.19,01:23:40.30,"야, 이 개자식아."
