시작 시간,종료 시간,내용
00:12:10.76,00:12:22.46,5킬 3등한 거 보실?
00:12:22.48,00:12:23.54,방송에서 증명하라고?
00:12:35.44,00:12:38.32,오케이 0킬 2등한 건 대체 어떻겠냐고?
00:12:38.74,00:12:41.89,그냥 누워만 있으니까 되던데?
00:12:41.91,00:12:56.62,누워서 유튜브 봄 아 축하해요 K2 1킬?
00:12:57.40,00:13:05.61,"오케이 5,000원 씨발 없잖아 1억 당신"
00:13:14.75,00:13:16.08,사퍼 없어진다던데?
00:13:16.14,00:13:18.92,아 진짜에요?
00:13:19.08,00:13:32.89,없어지진 않을 것 같은데?
00:13:33.27,00:13:39.46,아니 어둠의 전설 일렌시아 그딴게 아직도 있는데 사이퍼즈 정도면 뭐 돌아가고 있는 게임이지
00:13:44.93,00:14:07.80,고마워요 헤드셋이랑 이어폰 차이가 크냐고?
00:14:07.89,00:14:09.99,어 차이가 좀 큰 것 같아요 어
00:14:13.80,00:14:32.93,오 내 주변 깨끗해 차 위치 저거 탈 수 있는 차인가?
00:14:33.23,00:14:40.56,차 위치도 한 번 봐주고 저것도 탈 수 있는 버스인가?
00:14:40.58,00:14:42.66,레펠 차랑 탈 수 있는 거랑 구분이 안 가네
00:14:43.90,00:14:52.27,조금만 더 연습하면 합방때 한판정도 캐리할 수 있을듯 어떻게 보면 합방하고싶어서 배그 시작했다고 인정하면 15만원?
00:14:52.47,00:15:02.36,좀..좀..큰데?
00:15:02.38,00:15:02.80,형 디지몬이 가치보기 들어오면 볼꺼야?
00:15:03.28,00:15:06.63,ㅎㅎㅎ 존나 큰데?
00:15:06.65,00:15:10.57,아니 근데 배그 진짜 그냥 재밌어서 시작한거긴하옴
00:15:21.49,00:15:36.73,조심히 갔다 오세요 가서 아무것도 모르는 척 하세요 누가 뭘 시켜도 에?
00:15:36.75,00:15:37.07,와타시가?
00:15:37.51,00:15:43.64,라고 하면 다신 안 시킬 듯 아니다 와타시가 말고 코노오레가?
00:15:43.98,00:15:44.76,라고 하세요
00:15:53.02,00:16:02.57,형 파워 디지몬 같이 보기 언제 할 거임?
00:16:02.59,00:16:02.67,아디다.
00:16:02.85,00:16:05.53,올해가 말고 어?
00:16:05.55,00:16:05.84,와시가?
00:16:06.02,00:16:18.47,라고 하세요.
00:16:18.49,00:16:18.99,자존심 버리고 인정하면 15만 원이다 레바야.
00:16:19.01,00:16:22.87,일단 일단 게임 좀 일단 하면서 생각하자.
00:16:22.89,00:16:22.93,어.
00:16:26.34,00:16:48.03,오... 후기... 후기 알려주세요.
00:16:48.17,00:16:52.92,무슨 헬싱의 아카드가 주인님 보채듯이 어?
00:16:54.47,00:17:17.95,그래 말해라 말해 하면서 일단 15만원은 좀 크긴 하네요 뭐 때문에 이렇게 무게가 많이 나가는 거지?
00:17:17.97,00:17:19.33,내가 진짜 고단순에 지금 인정하면 그냥 15만원인데 저거 한시간만 냅셔도 사람들이 미션금 추가할테니 키워서 먹겠다는 거잖아
00:17:23.71,00:17:49.16,어허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허허�
00:18:01.24,00:18:24.35,아 뭐 사배율이 달려있어 아 저거 금액 계속 늘어나서 상장 폐지하면 안되는데 적당한 선에서 선언해야 되는데
00:18:43.04,00:19:02.07,이새끼 돈녀미새 정말 다됐네 진짜 버튜버랑 합방하고 싶은 마음에 배그한거면 아 이런거 안줘도 합방 잡을겁니다 미션 취소해주세요 이랬을텐데 뭔 시X 자 타밍은 이정도면 된거 같죠?
00:19:02.61,00:19:12.74,이제 탈것을 찾아보자 합방 선언하는 순간 클립다이어서 치지직 온갖 버튜버방에 나 콩발노이 예정
00:19:17.18,00:19:28.74,아니야 실력은 둘째치고 과정이나 그게 중요한거지
00:19:47.39,00:20:15.72,갑자기 갠 광고 방송하다가 여기 가오탄 사람에게 가든 개냐는 나쁜 말은
00:20:17.17,00:20:43.19,아니... 그... 별개잖아!
00:20:46.51,00:20:48.22,"57,000원 추가!"
00:21:09.90,00:21:10.42,어!
00:21:10.44,00:21:10.48,어!
00:21:13.09,00:21:13.13,아!
00:21:13.15,00:21:13.19,아!
00:21:13.93,00:21:14.09,아아아아아아악!
00:21:14.63,00:21:14.69,굴러!
00:21:15.57,00:21:15.63,굴러!
00:21:25.70,00:21:25.80,씨발놈아!
00:21:25.82,00:21:25.86,아.
00:21:25.88,00:21:25.92,아.
00:21:25.94,00:21:39.10,"아, 버스 느린데?"
00:21:39.12,00:21:39.18,빵빵!
00:21:39.20,00:21:39.24,오!
00:21:39.66,00:21:39.70,오!
00:21:39.72,00:21:39.76,오!
00:21:39.78,00:21:39.86,다시야.
00:21:48.68,00:22:11.79,이쪽이야!
00:22:20.27,00:22:29.35,미션?
00:22:29.37,00:22:31.23,25만원 미션 시사업에 5천원?
00:22:32.17,00:22:34.72,야이 개자식아!
00:22:34.74,00:22:43.21,비대칭 전략 뭔데?
00:22:49.30,00:23:08.19,안나 이새끼 봐라 어이 어이 미친거냐?
00:23:08.33,00:23:09.55,너 때문에 또 차가 뒤집혔잖아
00:23:22.56,00:23:44.02,거기서 살 거야?
00:23:44.04,00:23:47.03,아 이러고 있을 시간 없는데?
00:23:47.05,00:23:48.13,이새끼 무슨 작정이지?
00:23:55.09,00:23:55.49,"아, 씨발."
00:24:22.14,00:24:23.56,인정의 시간이 왔다고?
00:24:24.35,00:24:52.89,25만 7천 9백 74원 누구 뭘 빌려 26만원 존버해 존버해 5만 7천 추가 이럴수가
00:24:56.42,00:25:24.06,얘는 방파고 레코단들 뛰어다니는 거 죽이면서 죽이는 것 자체를 연습해야 할 것 같은데 버스피 계속 올라간다 버스피 31만 돌파 많지 유슈바 제발 지금 상태
00:25:26.71,00:25:45.18,아 더 오를 것 같은데 이럴 때 미션 실패한 바다야 다음엔 제깍제깍 대답할 텐데 노 제잎!
00:25:45.20,00:25:47.08,흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐흐�
00:25:48.92,00:26:11.96,형 이렇게 소신족도 없었어?
00:26:11.98,00:26:13.26,어디 한번 선언해봐 내가 지지직 밟아 풀어서 아니 지지직을 콩발로 만들어줄게 와 그냥 사실을 말하면 30을 준다고?
00:26:13.28,00:26:14.28,이 새끼 버튜버를 좋아하는 게 아니라 버튜버를 통한 돈이 걸리는 게 좋은 거에서만 실망이야
00:26:18.41,00:26:24.68,아... 더 오를 것 같은데... 어?
00:26:24.72,00:26:33.07,한 새끼 간다!
00:26:33.09,00:26:47.73,ㅅㅂ 한 새끼가 아니래?
00:26:47.75,00:26:47.91,온나 많은데요?
00:26:55.27,00:27:18.46,K2는 여기 맵에서 안 나올 텐데.
00:27:18.48,00:27:18.68,제가 매수했습니다.
00:27:27.41,00:27:35.67,개자식 여기까지 날아오느라 고생했다
00:28:03.61,00:28:04.51,시발 또 있는데요?
00:28:51.05,00:29:03.18,뭐야?
00:29:03.56,00:29:19.02,피가 이거밖에 안따랐어?
00:29:19.26,00:29:20.89,아 좀 더 파밍하고 들어갈걸
00:29:30.65,00:29:41.55,버티버 슬슬 선언해볼까?
00:29:41.57,00:29:57.01,알겠어요 자존심도 없냐고요?
00:29:57.03,00:29:58.52,그러기엔 금액이 큰데?
00:30:01.65,00:30:08.72,아 블루도 버티버 아니냐?
00:30:08.78,00:30:09.76,어떻게 보면?
00:30:09.78,00:30:26.82,아닌가?
00:30:26.84,00:30:27.56,익명의 후원자 32만 천일 그대를 위해 판제 자존심 갑입니다 어?
00:30:27.58,00:30:28.08,여꾼 소녀 여생을 함께하고 집속 라인 위레이트
00:30:32.45,00:30:54.75,"레바, 얘 실력으로 거튜버 오피라는 거 아니다."
00:30:54.77,00:30:55.11,못하는 실력으로 응애 가르쳐줘.
00:30:55.13,00:30:55.45,거튜버 짱 이걸 노리는 거다.
00:30:55.47,00:30:55.59,환장하겠네.
00:30:55.61,00:30:56.33,이거 성공 누르면 레바의 신념은 돈으로 살 수 있다는 게 증명돼.
00:30:57.95,00:31:16.33,미추 멤버들하고 배그해도 괜찮을 것 같은데?
00:31:16.35,00:31:16.87,고마워요.
00:31:17.37,00:31:26.12,통발이라고 하지 말라고!
00:31:26.14,00:31:26.74,혼자 피규어 세워두고 술 먹으면서 방송 보고 있습니다.
00:31:28.68,00:31:29.32,고마워요.
00:31:29.98,00:31:38.27,동료가 있군요.
00:31:39.05,00:31:49.27,개인선언하면 막 500만원 이런거 아니야?
00:31:50.37,00:31:50.63,쇼다 웃기네.
00:31:58.29,00:32:04.12,너 뭐되냐?
00:32:04.82,00:32:24.21,뭔데 자연스럽게 미츄 멤버들이랑 배그하면 재미있겠는데 이러냐?
00:32:24.23,00:32:25.50,이러다가 한 50만원에 난 게이다 외치기 미션 걸리면 하겠다찌 방송중인 미츄분들 찾아가서 물어보고 울게 기억지그?
00:32:25.51,00:32:25.94,500만원은 인간의 존엄성 버리기는 좀
00:32:30.69,00:32:50.46,나 개이다 라고 말해 미션에 한 천만원 쌓이는 거 아니냐 슈우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우
00:33:11.73,00:33:12.11,베릴?
00:33:14.16,00:33:22.11,나 베릴 못써 헐 브스스 쓰자 아 카모팔 쓸까?
00:33:22.63,00:33:34.24,브스스 쓸까?
00:33:37.95,00:33:40.37,아니 레바야 그래서 우몽님 만날 생각 있냐 유튜브 댓글 다신지 벌써 몇 달이나 지났다 아이 걱정 마세요 벌써 그게 몇 달이나 지났어?
00:33:42.75,00:34:09.31,제가 오몽님한테 한번 연락해 볼게요 그러면 아 그럼 내가 그림 가르쳐 드리고 오몽님이 배그 가르쳐 주시면 되겠네 존나 묘한인데 말이 안 나오네 이씨랄 아니 왜 말이 안 나와
00:34:15.81,00:34:31.61,차가 없어?
00:34:31.63,00:34:37.78,그냥 마음대로 해도 치킨은 못먹는데
00:34:50.05,00:34:54.97,밤이 얼추 끝난 것 같은데?
00:34:54.99,00:35:10.65,통소리라는 방향으로 가볼까요?
00:35:10.89,00:35:12.59,뭐했다고 지랄 연병이세요?
00:35:13.01,00:35:42.48,예에 자 아야
00:35:44.15,00:36:11.29,처리하러 가볼까?
00:36:11.31,00:36:11.97,미션 또 왔다고?
00:36:12.53,00:36:14.03,보급상자 먹기 6974?
00:36:20.75,00:36:38.95,분명 총소리가 여기서 들렸나?
00:36:38.97,00:36:40.21,일단 차를 구하는게 낫겠는데?
00:36:40.65,00:36:42.00,아님 좀 버티고 있던가?
00:36:48.66,00:37:04.76,약간 아침 드라마 같은 첫 만남인데 그러면?
00:37:04.78,00:37:05.88,그럼 다음에 맞았을 때 어?
00:37:05.90,00:37:07.15,그때 그 저격?
00:37:07.17,00:37:08.71,이러면 그러면 어?
00:37:08.73,00:37:09.79,그때 그 싸가지?
00:37:09.91,00:37:13.55,이러면서 첫 만남이 이루어지는 거예요.
00:37:24.84,00:37:38.73,엠빠드라지 차가 한 대 있으면 참 좋겠는데
00:37:56.87,00:38:16.71,비밀 열쇠는 먹어본 적 있냐고?
00:38:16.73,00:38:16.84,있죠?
00:38:17.42,00:38:17.48,죽었어
00:38:37.65,00:38:37.98,뭐야!
00:38:38.40,00:38:41.40,이 새X 아무것도 없어!
00:38:41.70,00:38:57.71,너 뭐하는 새X야 저격이지!
00:38:57.73,00:38:57.91,아 바퀴 터졌네?
00:38:57.93,00:38:58.57,졸라 일본 쿠네쿠네요비마냥 팔짤팔짝 뛰는 거 개웃기네 크크
00:39:08.35,00:39:32.42,아이 ㅅㅂ 저격하지 말라고 오토바이 선물이니 ㅈㄹ 수류탄이 무려 5개다
00:39:37.58,00:40:00.57,아 근데 최근에 저격 의심되는걸 신고하니까 다 정지 먹었다고 알람 오던데 이런거 피드백이 되게 빠르더라고 저 앞집에 주차한거 같은데?
00:40:06.52,00:40:09.97,이미 저격해도 된다 하지 않았냐고?
00:40:10.01,00:40:26.64,야 이 개자식아 같이 겜돌리는 건 되는데 씨발 티를 내지 말라고 음산이 날까?
00:40:49.01,00:41:02.10,근데 문득 생각이 드는 게 이 형 잘생기지 않았더라면 일하는 세계관에서는 어떤 생활을 하고 있었을까?
00:41:02.12,00:41:02.20,갑자기?
00:41:02.22,00:41:14.16,전화 너무하네요 갑자기 안개가 거쳤어 저 집에서 파밍을 하고 있는 걸까?
00:41:17.46,00:41:17.86,아뇨?
00:41:18.08,00:41:38.60,잠겨있던데요?
00:41:39.74,00:41:39.96,오케이 자기자 좁혔어
00:42:00.19,00:42:19.95,니겨르다!
00:42:19.97,00:42:20.23,아!
00:42:20.51,00:42:20.59,개자식!
00:42:23.51,00:42:23.77,아!
00:42:24.37,00:42:25.21,존나 개핀데!
00:42:26.11,00:42:26.72,아!
00:42:26.90,00:42:26.96,진짜!
00:42:33.96,00:42:49.33,아 그러게 두 알 장전하지 말고 그냥 쏠걸 아
00:43:02.07,00:43:06.01,레바는 도대체 잘하는 게임이 뭘까?
00:43:06.03,00:43:28.88,오히려 너무 잘하면 사람들이 노잼이라고 하지 않을까요?
00:43:28.90,00:43:29.24,형 우리 영화 한 편 찍어볼래?
00:43:29.26,00:43:30.24,우리가 합방하시는 분 주변에 한 명씩 다가가는 거임 캐릭터 주변에 총으로 눕기 딸 테니까
00:43:30.64,00:43:58.73,형이 하나하나 해치우자 야항 오빠 멋져 대사 쌉가능 뭐라는 거야 미친 새끼가 너 방금 합방할 때 떠라양 미리 연습한 거냐?
00:43:58.75,00:43:59.85,진짜 좀 그렇다야 이야 방금 구덩이 엎드려서 차 피하고 땄으면 버튜버 한 명 꼬셨는데 다행이다 크크
00:44:00.26,00:44:25.54,아 근데 잡는건데 진짜 고마워요 감도가 문제라고?
00:44:36.86,00:44:37.42,구독 고마워요.
00:44:38.00,00:44:38.04,어?
00:44:48.30,00:44:49.08,이 새끼 내 먹잇감.
00:44:49.10,00:44:53.34,어?
00:44:53.36,00:44:53.68,아.. 아니네?
00:45:05.21,00:45:06.55,기본 감도를 줄이라고?
00:45:06.93,00:45:10.58,줄일거면 지금 줄이는건 아니지 않나?
00:45:10.60,00:45:14.17,아 저까지 못갈거 같은데 와 헤르세 끼니까 고딩간데?
00:45:18.16,00:45:19.62,아이 고마워요 대체 몇살을 깎는거야
00:45:35.01,00:45:57.65,슛!
00:45:57.67,00:45:58.67,뭐 쓸만한게 안보이냐?
00:46:05.70,00:46:15.06,뭐?
00:46:15.08,00:46:19.18,레바가 헤드새끼니까 고등학생이라고 이 어린놈의 새끼가 공부나 해야지 게임하면서 버튜버한테 작업이나 걸고 말이야 너 구장실로 와라 뭐라는 거야 이 미친새끼가 어 에이스 들까?
00:46:23.85,00:46:26.28,7탄 총이 되게 많이 나오네?
00:46:26.30,00:46:27.68,아 라고 하니까 움프가?
00:46:36.90,00:46:47.54,EMR 미니를 들까요?
00:46:47.78,00:47:06.24,근데 왜 헤드셋 유선으로 되냐고 아 이거 유선 무선 둘 다 돼요 전 유선이 좀 그냥 충전 안 해도 돼서 편해가지고 딱히 선이 거슬리지도 않고 에이스 들면 에이스랑 같은 결말에 다다른다는 말이 있다 나니 말이죠
00:47:07.80,00:47:10.07,차 없나?
00:47:10.27,00:47:21.80,보통 주변에 차 쟨 되던데 안될때는 진짜 하나도 안되더라 헤드셋 그냥 10만원대로 쿠팡에서 샀어요
00:47:43.38,00:48:03.58,배고프지 않은데 나 일어난 지 얼마 안 돼서 오늘 좀 방송 오래 할 것 같아요 밤낮 지금 레전드 돼가지고 나 아침에 자서 지금 일어났어 아니 점심에 자서 지금 일어났어
00:48:19.88,00:48:28.10,고마워요 어젠 왜 방송 안 켰냐고?
00:48:28.46,00:48:49.46,어제밤낮이 더 레전드라 눈 뜨니까 10시더라고 그건 아니긴 한데 배그 몇 판 하다가 질리면 던파로 피로도 빼고 또 배그 몇 판 하다가 던파 그 다음 캐릭터 피로도 빼고 하니까 하루가 녹아버리더라고
00:48:49.61,00:49:17.41,그래서 뭔가 나 오늘 편의점 알바 살살 녹일 것 업무 기대된다 이거 창가?
00:49:17.75,00:49:18.07,막 볼이네 저거 플레어건이야?
00:49:18.09,00:49:18.15,해야?
00:49:19.65,00:49:33.33,아 플레어네?
00:49:33.38,00:49:35.50,형 그림 실력 4년 전으로 돌아간 거 아니냐고?
00:49:35.86,00:49:39.73,갑자기?
00:49:39.75,00:49:39.79,어?
00:49:39.81,00:49:39.87,총소리
00:49:53.72,00:50:17.88,보이진 않아요 화염병 모탄이 너무 많은거 아니야?
00:50:17.90,00:50:23.43,싸운다 아 싸움이라면 내가 빠질 수 없지 어?
00:50:23.45,00:50:23.51,닭차다
00:50:30.83,00:50:54.86,여기 기다리고 있으면 차를 타러 누군가 나오지 않을까?
00:50:54.88,00:50:57.04,근데 이러고 있을 시간에 차 빨리 빼는 게 나을 듯?
00:51:08.14,00:51:25.66,실례하겠습니다.
00:51:25.68,00:51:28.05,글쎄?
00:51:28.07,00:51:30.33,나 배그 뭘 뽑을 생각은 안 들던데?
00:51:51.35,00:52:08.11,그러니까 뽑고 싶을 만큼 그런 게 나오지 않는 이상 뽑진 않을 것 같아요.
00:52:23.13,00:52:25.12,간다 간다 간다
00:53:01.54,00:53:28.85,하고 다른 차 소리 들리는 것 같은데?
00:53:28.87,00:53:29.79,존마나 새끼가
00:54:04.45,00:54:24.32,나수상한테?
00:54:24.34,00:54:24.42,어?
00:54:24.44,00:54:24.50,가까이
00:54:33.61,00:54:47.05,자리를 어디서 먹을까?
00:54:47.33,00:54:52.80,여기 옥상 가는 길 있지 않나?
00:54:52.82,00:54:52.90,어딨지?
00:55:19.05,00:55:37.90,차 왔다 지금 난리 났구만
00:55:47.67,00:55:47.89,어?
00:55:48.45,00:56:12.17,여기 오산 가는 길이 있었는데 분명 왜 없지?
00:56:12.19,00:56:12.29,미쳐났다?
00:56:12.31,00:56:12.35,어?
00:56:16.85,00:56:23.23,머리 위에 물 담긴 컵 올려드려 미친 새끼 아니야?
00:56:25.17,00:56:26.77,죽기 싫다고 말을 해
00:56:56.05,00:57:21.57,여기 자리 나쁘지 않은데?
00:57:21.59,00:57:22.31,그냥 화나서 크라이팬 던졌는데 지나가던 애 헤드 맞고 키라면 천원
00:57:24.84,00:57:32.52,던져야 되는 거 아니야?
00:57:32.54,00:57:40.52,맞아 이런 거 밖에 던져야 된댔어 아니 어떻게 던짐?
00:57:40.78,00:57:40.94,일단 들고 있자
00:58:08.41,00:58:36.90,앞 건물에 세웠죠?
00:58:36.92,00:58:37.61,와스피 출신 아니랄까봐 투척물 종류별로 다 모은거 봐 크크크크
00:58:48.37,00:58:59.44,생각보다 조용하네 오
00:59:33.83,00:59:56.11,아 딱 헤드 맞추고 죽였어야 되는데 일단 이 오토바이 있다가 탈 생각하자
01:00:38.83,01:01:00.64,오케이 오케이 오케이 이야 박터지게 싸우네
01:01:11.77,01:01:29.04,호핑 렛츠고 배를 타고 와?
01:02:26.23,01:02:32.43,오 배 여기 내렸어!
01:02:32.45,01:02:42.55,반대편으로 가볼까?
01:02:42.57,01:02:51.04,사람 있다!
01:02:51.06,01:02:51.24,어허 위험한데
01:03:15.05,01:03:26.49,저쪽에서 좀 몰려나?
01:03:26.77,01:03:32.14,차 버릴까?
01:03:32.16,01:03:32.92,오케이 러닝크루 렛츠고
01:03:51.36,01:04:01.32,뒤에는 아무래도 없는 것 같죠 혹시 몰라 균퇴새끼 있을지도
01:04:39.59,01:05:04.04,어디서 쏜 거지?
01:05:12.92,01:05:14.94,이 새끼 대가리 존나 흔드는데?
01:07:59.64,01:08:01.00,"아, 언제 돌았어!"
01:08:08.07,01:08:27.47,"아, 씨... 아... 아, 자리 존나 좋은데... 아, 나도 성광 던질 걸... 리션 왜 이렇게 많아, 씨X... 헤르세 반으로 갈라서..."
01:08:28.80,01:08:53.43,옷에 넣고 가슴 뽑는 척하게 야 이 개자식아 미션 같은 걸 걸어 헤드셋 값도 안 나오는구만 그러게 이거 그대로 해도 되나?
01:08:53.45,01:08:53.55,안 되네?
01:08:53.57,01:08:53.59,응
01:08:59.73,01:09:21.65,약간 브레이지어처럼 될까 했는데 안되네요 저 개이러지 얼마나 내가 잘못했다고 그래요 성공했어요 미션 성공?
01:09:22.33,01:09:24.39,당사자가 눌러주겠지 마음에 들었으면
01:09:32.84,01:09:51.05,형 우리 파워디지몬 볼 예정 있음 요리 캐릭은 헤드셋으로 한쪽 가리개는 가능함
01:10:10.44,01:10:38.84,방장 없어서 하는 말인데 실력 진짜 많이 물올랐네.
01:10:38.85,01:10:39.14,뒷게임을 얼마나 한 거야.
01:10:39.15,01:10:39.30,여팔 화나네.
01:10:39.31,01:10:39.58,순간 뒷게임하고 들었다.
01:10:39.60,01:10:39.86,방장 없어서 하는 말인데
01:10:40.36,01:10:55.14,뭐야 난다 이 맵은
01:11:14.67,01:11:21.54,뭐야 나밖에 없어?
01:11:21.56,01:11:37.23,아니 이미 내렸나?
01:11:37.29,01:11:38.75,맵이 어떻게 되어있는거야 이거
01:11:51.84,01:12:11.79,근데 인정하기 미션 실패 언제 하나요?
01:12:11.81,01:12:12.75,레바가 아 지금 할라 그랬다고 양손 턱 밑에 모으고 발 동동 부르는 거 보고 싶은데.
01:12:12.77,01:12:12.87,뭔 X발.
01:12:12.89,01:12:13.43,레바야 파워 디지몬 같이 보기 할 거지 할 거지?
01:12:13.45,01:12:13.79,같이 보기로 우리랑 약속했잖아.
01:12:13.81,01:12:13.99,아 그럴까요?
01:12:14.03,01:12:14.81,주말에 볼까?
01:12:25.35,01:12:27.76,왜 나보고 아무도 안 내렸나?
01:12:27.78,01:12:38.80,느낌 싸한데 존나?
01:12:38.82,01:12:39.55,더빙판이 아니야?
01:12:40.27,01:12:40.51,아 그래?
01:12:40.93,01:12:42.03,그것도 존나 귀하네.
01:13:15.86,01:13:33.80,SR 나오면 SR 들고 싶은데
01:13:53.39,01:14:10.47,이키야 서정욱 너 언제 정신 차릴래?
01:14:10.49,01:14:11.33,판처 판처 일단 4배율 어 치카이 죽여간다
01:14:22.79,01:14:30.22,아니야 어차피 안에 들어가면 애들 다 몰려올텐데 안쪽으로 먼저 가있을까?
01:14:30.24,01:14:31.00,움프 지금 2배율이다?
01:14:31.40,01:14:45.74,나 2배율 좋던데?
01:14:45.76,01:14:48.64,약간 그 애매한 경계를 채워주는 그런게 있어
01:14:59.21,01:15:23.15,아 SR 들고 싶은데 드라구노프라도 들고 싶은데 방금 거기 더 좀 더 뒤졌으면 나갔을려나?
01:15:23.31,01:15:25.62,여기 존나 한 새끼 있을 것 같이 생겼는데?
01:15:56.66,01:16:13.29,SR 없나요?
01:16:13.55,01:16:16.28,공포 존나 많네.
01:16:16.30,01:16:16.66,레바 도시전투 훈련 안 배웠냐고?
01:16:16.68,01:16:16.80,그게 뭐야?
01:16:28.24,01:16:49.45,일단 안 털린 거 같은데 아 수류탄이 하나도 없어
01:16:56.60,01:17:21.71,죽이고 나서 탱고다운 탱고다운 같은 거 하면 존나 전문성 있어 보인 보고 오타쿠 같은데요?
01:17:21.72,01:17:22.75,오타쿠 맞긴 하지만 레바는 해구 동아 병원에서 오래오래 뜯고 있었음 사격 훈련 그런 거 모름
01:17:35.08,01:17:55.54,수류탄 좀 달라고 충성 당직사관님 혹시 흡연 하나 하고 와도 괜찮겠습니까?
01:17:55.56,01:17:55.92,성광탄도 없고 뭐야 또 가야 돼?
01:18:04.64,01:18:21.13,제발 던질 거 하나 여기 일단 다 털렸네 여기는 일부만 털었어
01:18:32.39,01:18:59.39,저 집에도 한 새끼 있을 것 같이 생겼는데 원샷 스나이퍼 니깝하네
01:19:31.84,01:19:33.41,직종에서도 올 거란 말이죠?
01:20:21.74,01:20:43.71,아 난 안보이는 줄 알았지
01:20:49.19,01:21:08.21,까비 그래도 나이스 트라이 뭐야 언제 40만원 됐어 슬슬 선언할까?
01:21:10.83,01:21:13.60,후참 잘해 후참 잘 클래식하게
01:21:18.69,01:21:34.78,혼스럽게 나온다는 건 에어브레쉬를 쓴다는 뜻 아닐까?
01:21:34.80,01:21:35.94,후창절 퍽퍽해서 별로라고?
01:21:36.43,01:21:39.23,후창절 내 기억엔 퍽퍽한 적이 없는데?
