시작 시간,종료 시간,내용
00:55:17.50,00:55:19.53,시작은 그렇긴 한데 남자 주인공 꼬시겠다고 나름 화려한 거 입어 남주가 저러 너른스러운 여자가 좋다 하니깐 여주 바로 몸매 부각되는 옷 입음 물론 그 말 한 거 자체가 오해였음
00:55:22.36,00:55:45.30,으 이야기만 들어도 미식이 있네요 예 얘는 머리가 짧아서 형의 여자 커트라인 에서 탈락 인가요 글쎄요 뭐 쇼코 또 잘 어울리는 사람 많잖아 단순히 쇼컷 이라서 막 실컷 아 그런건 없어요
00:55:51.42,00:56:11.28,일단 앞머리가 있음 레바야 저번부터 궁금했는데 뒷머리 까칫집은 언제 허물 거냐?
00:56:11.30,00:56:11.42,뭔 소리야?
00:56:11.44,00:56:11.72,피부는 하얀네요 1차 합격
00:56:16.80,00:56:37.82,여주가 들이대는데 남자가 모른 척하다가 다른 남자랑 사귄 후에 머리 기른 모습 나오는 엔딩이 생각나는구나 근데 진짜 이런 캐릭터가 다양한 레시피로 조리 가능해서 미식이 많이 만들어지긴 하는 듯 음... 나름 인기... 보증 수표죠?
00:56:46.23,00:56:46.57,호나우두처럼 앞머리만 있는 건?
00:56:52.93,00:57:20.66,쾌고를 좀 더 땡겨야겠다.
00:57:20.68,00:57:21.38,본인이 여성적으로 매력이 없다고 생각하고 무방비하게 돌아다니다.
00:57:21.40,00:57:22.65,금태양한테 먹힌 다음 그에게 건네받은 슬링 뒤틴이 있고 돌아다녔더니 느껴지는 시선을 흥분할 관상이라는 나쁜 말을
00:57:24.45,00:57:28.13,그냥 시발 동인지를 써라!
00:57:45.67,00:57:50.57,제가 그린 톰보이는 좀 더 이런 관상이었는데 제가 그리지 않았나요?
00:57:54.08,00:57:55.84,이런 느낌?
00:57:55.86,00:58:01.57,근데 난 너무 여성스럽게 그린 듯?
00:58:01.83,00:58:22.00,음... 나 이정도의 약간 얼굴만 보면 약간 이거 이치카와 되기 직전임 음... 따라라라
00:58:24.88,00:58:37.07,헐이 싫다면서 제일 잘 그리고 3D 싫다면서 더 튜버 그리고 크긴 싫다면서 눈치 살피고 안 그림.
00:58:37.09,00:58:47.11,얼굴만 보면 보충인데.
00:58:47.13,00:58:47.42,이치카와 TS가 맛있긴 해.
00:58:47.44,00:58:48.41,그런 거 보시나요?
00:58:58.76,00:59:22.33,레바야 그림 그리고 나서 가슴에 실 핏줄 좀 그려줄 수 있냐?
00:59:22.35,00:59:25.18,엎드려서 싹싹 필게 꼭 보고 싶어 그런 게 어울리는 게 있고 안 어울리는 게 있긴 한데 슈컷 안경이 이 둘의 공통점은 이쁜 캐릭터들만 어울린다는 것 잭 안 어울리면 바로 조연 행인이 슈컷 안경이 이 둘은 외모 보증 수표라는 거다 고로 안경과 슈커스 놀타
00:59:26.74,00:59:51.15,쇼컷의 입부장하고 가슴 나왔다고 방심하지 마라 재앙은 언제나 네가 방심할 때 찾아온다 그냥 묻고 싶은 건데 쇼컷 좋아하는 사람들은 보츠도 좋아함?
00:59:52.59,00:59:55.08,다르죠 왜 같은 선상에 놓으려고 함?
00:59:55.76,01:00:15.65,너 보충 빠는 새끼지 보충은 모두의 취향이기에 만인이 좋아함
01:00:18.25,01:00:34.40,또 또 자기만의 세상 만든다 채색을 간단하게 해봅시다
01:00:50.88,01:01:04.77,레바는 쇼컷 머리에 한 조각 머리가 한눈을 가리고 통짜 골반에 태양의 살이 조금 탄 옆 캐릭은 그리자마자 지저발겨버릴 듯.
01:01:05.37,01:01:07.88,덩어리재로 채색을 해준 다음에 그다음에 지우개로 지워줍시다.
01:01:17.39,01:01:43.13,이 새끼가 보추 몇 번 예외로 그리니까 새로운 시장 개척하러 보추 카르텔들이 스멀스멀 국경 넘어오네 빨리 트럼프처럼 벽 세워야 할 듯 보추 관세 추가 그러게 내가 저번처럼 거절할 수 없는 돈을 받고 보추만 그리기 시작하면 여러분은 어떻게 생각할 것 같아요?
01:02:02.97,01:02:28.73,견적 붙지 말고 그리겠다는 의미가 아니야 이렇게 하고
01:02:31.07,01:02:40.52,그냥 별생각 없지 않나?
01:02:40.54,01:02:41.37,너가 너 한 거지 뭐.
01:02:41.39,01:02:42.45,털짐승 그리는 것도 발작하는데 보추 그린다고 별다를 것 같진 않은데 하고 싶으면 해라 응원할게.
01:02:42.47,01:02:49.00,아니야 보추는 좀 신중하게 생각할 필요가 있어.
01:02:49.02,01:02:49.60,갑자기 생각나는데 벌써 몇 번 물밑 접촉이 있었을 때
01:02:53.76,01:03:07.72,버튜버 안 그림 얼마 후 그림?
01:03:07.74,01:03:17.68,보츄 안 그림 얼마 후 그림?
01:03:17.70,01:03:18.42,게이 아니라고 함 얼마 후 XXX 다음 XXXX에 들어갈 문구는?
01:03:18.44,01:03:19.62,지랄하네 너네 보츄의 짤 한번 보면 쨍그랑 눈이랑 혀 튀어나오고 빨아줄 거잖아 보츄 좋아하면 벌금 내야 함
01:03:21.27,01:03:43.61,형은 돈을 얻으니 보충 그릴까 하는 생각을 가질 순 있어.
01:03:44.63,01:03:44.91,"오케이, 그것까진 이해해."
01:03:44.93,01:03:45.67,근데 그 꼴을 습득 쳐보고 있는 우린 무슨 죄고 무슨 이익이 있음?
01:03:45.69,01:03:45.84,절대 안 됨.
01:03:45.86,01:03:46.24,존나 가장 설득력 있는 말이었어요.
01:03:46.26,01:03:47.32,너 서울 자가랑 주식 망해서 돈이 아무리 급하다고 하더라도 보충을 돈 주면 그리겠다고 선언하냐?
01:03:47.34,01:03:47.62,"선언 안 했어, 개자식아."
01:03:49.72,01:04:04.96,그냥 돈이 문제잖아 이 자식아 그냥 돈이면 해결된다고 말하라고 아니 그냥 물어본 거야 야 뭐 고추 그리고 싶은데 욕 먹을까봐 두려워서 여러분의 견적을 막 미리 물어보는 줄 알아?
01:04:08.88,01:04:26.81,렛바색이 이사가고 나니 확실히 돈을 벌어야겠다라고 생각하는 거냐?
01:04:26.83,01:04:27.61,평소엔 언급만 해도 역정을 내던 애가 얼마 정도면 가능할 것 같으세요?
