시작 시간,종료 시간,내용,live_id
00:26:37.46,00:27:03.69,리을리은 콘코드도 그냥 개빠왔는데 파즈는 빠음이 도를 넘어서 혼자 대육 개마운킨 진입해서 인기게 절잖아,
00:27:06.34,00:27:18.31,그런가?,
00:27:18.33,00:27:21.75,아니... 살짝 코즈미코로 보는 느낌인가 그럼 이해는 가는데?,
00:27:21.77,00:27:29.22,그쵸 그쵸 약간 미지의... 원래 이지의 영역보다 미지의 영역이 더 무서운 법이거든요?,
00:27:29.24,00:27:34.28,레바야 니가 계속 마코코님 자기 방송이랑 비슷하다고 영업 뛰어서 한 번 봤다 니가 졌다,
00:27:34.79,00:28:01.32,그래서 막 귀신 나오는 영화 보면 귀신의 형태가 보이면 갑자기 짜쳐져요 귀신이 언뜻 있나 없나 약간 계속 안 보여줘야 되는데 뭐가 있는지 모르는 그 상태가 진짜 무서운 거거든 음,
00:28:05.00,00:28:29.12,펀저링 원이 중간까지 그걸 되게 잘했다고 생각해요 나도 공포영화 나름 재밌게 보는 편인데 공포영화 뭔 재미냐고요?,
00:28:29.14,00:28:29.18,그냥,
00:28:33.34,00:28:38.31,"그러고보니 맨, 맨인더다크는 공포영화라기보다는 스릴러에 가깝나?",
00:28:38.43,00:28:46.69,"스릴러지, 그거는.",
00:28:46.71,00:28:51.23,"에이, 공포라는 게 무조건 그런 쪽이 아니라니까.",
00:28:51.25,00:28:52.64,랑종은 공포영화지.,
00:28:53.14,00:28:53.76,맨인더다크?,
00:28:54.12,00:28:57.56,맨인더다크는 발상이 존나...,
00:28:58.74,00:28:59.28,신박해서 무서웠지.,
00:29:00.40,00:29:07.95,할배가 갑자기 씨발 냉장고에서 자기 정액 얼린 걸 꺼내는데 얼마나 무서워.,
00:29:07.97,00:29:10.23,"아니, 씨발.",
00:29:11.03,00:29:17.88,말 나온 김에 귀신 엿잘 좀 그려줘.,
00:29:17.90,00:29:21.72,"너 그런 거 뭐냐가 아니라 아니, 그 전개를 보면 납득이 돼요.",
00:29:21.74,00:29:28.53,Man in the Dark 안 보신 분한테는 죄송하지만.,
00:29:34.48,00:29:35.93,살려줘서 감사합니다.,
00:29:36.23,00:29:37.65,토비는 자유예요.,
00:29:38.01,00:29:38.19,감사합니다.,
00:29:38.59,00:29:39.97,이걸 풀어주시네요.,
00:29:39.99,00:29:43.97,앞으로 육체적으로는 여자를 좋아하도록 노력해볼게요.,
00:29:44.21,00:29:44.46,아멘.,
00:29:53.83,00:29:54.51,할렐루야.,
00:29:54.93,00:29:57.85,고마워요.,
00:29:57.87,00:30:01.98,저 말 들으니까 밴 해야 될 것 같기도 하고 살려주면 살려두면 훗날에 큰 화가 이를 것 같은 그런 느낌이에요.,
00:30:10.22,00:30:24.68,나는 여기서 이상한 소리 하는 사람들이 현실에서 멀쩡하게 살아간다는 게 제일 무섭던데 그래?,
00:30:24.70,00:30:28.71,저희 방송은 팬미팅 할 때마다 느끼지만 공직자 비율이 굉장히 높답니다,
00:30:29.50,00:30:49.50,내가 볼 때 그 공직에서 얻는 스트레스를 여기서 해소하는 것 같아요 매번 느끼지만 내 친구가 저기 상접관에 있거든요 근데 경찰 쪽에 저희 방송 팬들이 되게 많대,
00:31:01.74,00:31:03.67,현실에서 제일 무서운 것.,
00:31:03.69,00:31:05.67,인적 없는 산골짜기 다 무너져가는.,
00:31:06.17,00:31:09.52,흉가 탐험 갔는데 지하실에서 갑자기 사람 나타나서.,
00:31:10.10,00:31:14.95,레바님 팬이에요.,
00:31:14.97,00:31:26.06,레바방의 고호원들은 모두 정지당한 사람들의 부계이거나 하지 않을까.,
00:31:26.08,00:31:26.17,음...,
00:31:42.63,00:31:57.63,레바님 팬이에요 아이고 고마워요 나중에 불식 업무 당할 거 대비해서 갤러리에 레바 그림 좀 넣어놔야겠다 넥타이 왜 저러냐고?,
00:31:57.89,00:32:10.46,이런 모양이던데 음음,
00:32:11.94,00:32:15.73,야짜든 아닌데 아직도 간 보는 중이냐고요?,
00:32:15.75,00:32:33.94,당사자가 야짜를 그려달라고 하긴 했는데 저도 그 클립을 봤거든요 원래 당사자가 바라면 바로는 안 들어주는 편이라 제가 이런 성격이라 죄송합니다,
00:32:42.37,00:32:57.41,이젠 통발이 아니라 어장극 치네.,
00:32:57.43,00:32:59.61,버트보 그려달라는 건 잘 그려주는구나.,
00:32:59.63,00:33:05.44,누구는 자기 미래 그려달라는 도네에 그냥 도색지에 검은색으로 물들이더만.,
00:33:05.46,00:33:07.34,그건 그랬던 것 같아.,
00:33:07.36,00:33:07.48,나 기억나.,
00:33:07.90,00:33:32.60,라코코님 레알못이네 그런 걸 원했으면 렛바님이 제 앗짤은 안 그리셨으면 좋겠다 이런 식으로 말했어야지 그럼 뭐 만약에 라코코님과 합방하면 막내때처럼 벗기는 거임 공중화장실 플러스 감정쓰레기통 환장해 합방 가는 거야 양 방송 다 터지겠네 드드 그러면 수위가 너무 세질 수도?,
00:33:32.62,00:33:37.29,아 어련히 그릴라고 했는데 왜 그리라고 해 안 해?,
00:33:37.31,00:33:37.41,안 그려?,
00:33:37.43,00:33:37.47,흥!,
00:33:38.99,00:33:56.55,약간 그런 마인드는 아니야 개자식아 음...,
00:34:11.96,00:34:32.15,세삼 형 이미지 진짜 개박탈났다 느껴지네 이미지 타령하고 있다!,
00:34:33.79,00:34:41.66,세삼스럽네 씨발 응?,
00:34:42.59,00:35:02.87,야짤은 못 그린 거 알고 있었으니까 수영복 정도야 뭐 야짤 아니지 애초에,
00:35:14.30,00:35:17.76,자 이제 슬슬 그림 추천을 받아볼까요?,
00:35:17.78,00:35:38.82,렐바 옛날에는 그래도 참신하고 재밌는 변태 느낌이었는데 요즘은 그냥 음멈하고 웅룡한 아저씨 같음 여시나 보고 나보고 어쩌라는 건데 내일 출근 지은 이은 초탱이 같네 습박,
00:35:41.14,00:36:10.02,자 158명이 지원해주셨구요 채팅을 아무거나 치시면 그림신청에 지원을 할 수 있습니다 아,
00:36:17.91,00:36:33.27,"자, 235명, 250명까지 받도록 하겠습니다.",
00:36:33.29,00:36:33.35,추첨!,
00:36:33.37,00:36:44.12,"아, 예, 01님.",
00:36:44.18,00:36:45.02,어떤 걸 원하시나요?,
00:36:57.37,00:37:07.80,대답이 없으시네 딴 데 가셨나?,
00:37:07.82,00:37:24.59,다음 아 편집자님 오메데이터 아 12개월 구독 고맙습니다 어떤 걸 원하시나요?,
00:37:27.35,00:37:55.00,바니걸 내로 오네기야시마쓰,
00:37:55.32,00:38:20.56,아 뒷블루 오른쪽 양자 두뇌님,
00:38:26.32,00:38:48.95,그래도 채팅 신청을 많이 받으니까 좀 처음 보는 분들이 많네 좋네요 축하해요 유우카,
00:38:56.62,00:39:03.83,무파일님!,
00:39:18.86,00:39:23.20,그라쇼오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오,
00:39:35.76,00:39:55.01,"아, 나우 병신미니...",
00:40:07.09,00:40:36.91,카스가노 소라 카스가노 소라 안돼 이러면 너무 짤이 독보적이라서,
00:40:46.43,00:40:55.88,아이 뭐야 씨발 오늘 왜 이렇게 나이 들어 보이냐고?,
00:40:56.12,00:40:59.64,그래?,
00:40:59.66,00:41:06.33,아 베란 유도제니 안경 때문에 여기 눈 밑에 그림자가 져서 유독 그럴걸?,
00:41:06.35,00:41:09.82,안경 벗어도 좀 부담나요?,
00:41:09.84,00:41:15.64,메리지톡신 키노사키 메이 메리지톡신,
00:41:16.63,00:41:20.28,키노사키 메이.,
00:41:20.30,00:41:21.38,넌 그냥 중령이야.,
00:41:24.15,00:41:32.24,껴 멋있어.,
00:41:32.26,00:41:32.56,잘생겼어요.,
00:41:32.58,00:41:36.53,아리가또.,
00:41:36.55,00:41:39.97,구독자 추첨.,
00:41:39.99,00:41:42.07,남자라고?,
00:41:42.09,00:41:43.32,맥돌 보너 레이너님.,
00:41:51.11,00:42:12.08,그럼 이따 하나 더 뽑지 뭐. W H G E K 뭔데?,
00:42:12.10,00:42:12.40,물음표.,
00:42:12.48,00:42:15.65,내봐야 행글 안땜.,
00:42:15.67,00:42:15.81,그래서.,
00:42:15.91,00:42:16.85,시발 패스.,
00:42:18.95,00:42:27.63,"이 새끼 영, 영문 TTS 잘 쓰는데.",
00:42:27.65,00:42:29.29,댄츠나스 칼레스톰님.,
00:42:30.37,00:42:36.18,영어 좀 친네.,
00:42:36.20,00:42:39.23,오오오오 나다.,
00:42:39.25,00:42:44.67,어떤 걸 원하시나요?,
00:42:44.69,00:42:46.50,클로저스 불꽃의 딸.,
00:42:47.54,00:43:11.30,클로저스 불꽃의 딸 유키노차님 일단 남자새끼 지워,
00:43:17.73,00:43:30.97,어 혹시 원래 3D였는데 콜라보로 넘어오면서 2D로 변한 애들도 괜찮아?,
00:43:41.13,00:43:41.21,뭔데요?,
00:43:41.23,00:43:42.61,쿠킹덤 조이 쿠키,
00:43:49.08,00:44:05.54,오이 쿠키가 되게 여러 가지 나오는데 어떤 거지?,
00:44:05.96,00:44:06.74,그 당구머리였나?,
00:44:15.93,00:44:45.92,자 마지막 2인의 남자 할머니 사랑꾼 님 키키키키키키키키 5 29일 신작 이완스키야 이완스키야,
00:44:49.33,00:45:16.04,아휴 ㅅㅂ 그래 이런 쿠키도 있는데 이런 것도 하나 있어야지 키키키키키키키키키키키 3 4 5 불고체 딸 저거 빵 버전으로 일러 좀 바꿔주세요,
00:45:21.02,00:45:29.03,신자켓 처음은 펄이다.,
00:45:44.74,00:45:44.86,극단적이네.,
00:45:45.50,00:45:48.48,"자, 150초.",
00:45:48.50,00:45:49.63,오늘 밥상 마일드하네요.,
00:45:52.02,00:46:15.22,자 2번이 앞서가고 있는 가운데 당신의 한 표 한 표가 미래를 바꿨습니다 자 5번이 추격하고 있는 가운데 어 2번이 앞서가고 있구요 어 7 어 8번 말 아 6번 말 6번 말 달려가고 있습니다 2번도 달려가고 있구요 어 으으으으으,
00:46:34.68,00:47:00.35,여러분 바네루가 걸린다면 저도 내일 반창고를 더 보기 솔직히 보라 하나만 올렸으면 땡간에선 그거 찍어줬는데 두 개 올린 게 괘씸해서 도저히 못 참겠음 이응이응 버튜버에 물 좀 섞는다,
00:47:09.41,00:47:35.65,아 시발 한글 개업가 현관은 단연컨대 가장 완벽한 침대입니다,
00:47:44.49,00:48:11.53,짠 짜잔 짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠짠,
00:48:12.69,00:48:15.61,2번 리콘이 위법이었습니다.,
00:48:35.83,00:48:36.34,오메다이터.,
00:48:36.53,00:48:41.58,이 버튜버 그릴려고 방금 화장실 가서 파괴적 매크로 돌렸다는 거 진짜임?,
00:48:42.91,00:49:07.55,그런 거 없어요 어떤 느낌으로 그래볼까나,
00:49:19.01,00:49:36.11,아니 채팅창 분위기 보면 분명 6번이나 8번인데 너 방금 화장실 가서 부계정 돌리고 왔지?,
00:49:36.45,00:49:36.51,아니요,
00:49:38.46,00:50:01.05,2계정 몇 개로 조작을 해야지 이게 되는 거야 그러면 유즈하리코 드로잉 타임라인 24년 12월 20일 25년 7월 23일 11월 8일 12월 21일 총 4회 사전투표라는 명목으로 투표수 보여준 시점에서 우린 이미 레바에게 놀아나고 있다는 거임 레바 별생각 없는 척보단스임,
00:50:04.74,00:50:10.67,바니걸들이 육백스오로 옆방에서 무릎 꿇고 태블릿으로 리코님 골랐습니다.,
00:50:10.69,00:50:16.67,제가 봤습니다.,
00:50:16.69,00:50:25.51,레바 버튜버 글이니까 기분 좋은지 갑자기 스위트해지네 술 먹고 가정폭력하던 아빠가 어느 날 술 안 먹고 치킨 사오는 그런 느낌.,
00:50:25.79,00:50:28.97,전혀 공감도 안 되고 뭔 소리인지 모르겠는데?,
00:50:36.70,00:50:48.95,노노노 노노노노노노,
00:51:00.44,00:51:15.18,내가 원하던 건 구글에 치면 첫 번째 이미지였는데 파란색 단검 든 애가 조이 쿠키였는데 그래도 꿈젤리 맛 쿠키도 좋으니까 좋았어 고마워요 쿠키는 제가 잘 몰라요,
00:51:29.10,00:51:39.02,오늘도 와이프랑 보러 왔어요 마감하면서 보는데 네빠님 그림 잘 그린다고 좋아해요 파이팅 아 고마워요 그럼 좀 배워라,
00:52:00.45,00:52:11.35,괜찮아요 여러분 버트볼은 신청하면 올려주지만 최애캐를 신청해도 아무도 모르는 비금내로 폄하하니까 실패해도 다음엔 성공할거에요,
00:52:34.00,00:52:57.44,버튜브 관심 없었는데,
00:52:57.72,00:53:21.76,유튜브의 팬카페에 수위 높은 자기 팬아트 보고 꺄악 하면서 비명 지르는 클립들 보면 귀엽기는 하더라.,
00:53:21.78,00:53:21.88,고마워요.,
00:53:32.92,00:53:40.91,슬슬 그리는 거 보니까 투표 시작도 전부터 어떻게 그릴지 미리 상상하고 있었을 듯 늘 이렇게 그리는데?,
00:53:57.85,00:54:12.77,진짜 이쁜 캐릭터 그리는 그림쟁이는 수도 없이 많이 있지만 이네를 그려주는 그림쟁이는 귀한데.,
00:54:12.79,00:54:15.05,쿠키 안 걸린 건 좀 아쉽긴 하다.,
00:54:15.07,00:54:23.59,퍼스트 그레인 맛 생토 노래 맛 쿠키 얘네 보면 LD로 그렸을 때 외모 기깔나게 생겼긴 했는데 레바가 사람처럼 그리면 개쩔 것 같긴 해.,
00:54:28.92,00:54:38.21,형형 도색하고 3D 출력하는 레꼬단인데 형 그림 AA로 3D화해서 출력하고 피규어 만들어봐도 되나요?,
00:54:38.23,00:54:47.85,음 뭐 상업적으로 사용할 거 아니면 뭐 상관없습니다 음?,
00:55:03.63,00:55:26.13,no no no no no no,
00:55:35.89,00:55:41.48,형기왕 주작기 돌리는 거 나 뽑히게 해줘.,
00:55:50.19,00:55:50.75,주작기 없다니까.,
00:55:50.77,00:56:02.53,기습 송배 대승권!,
00:56:02.55,00:56:02.63,레바야!,
00:56:02.65,00:56:05.47,오늘치 뽀뽀 배송 받아라!,
00:56:05.49,00:56:05.61,추우우우우!,
00:56:06.77,00:56:10.22,신발 고맙다 해야 되나?,
