# live_id: 18809418
start_ts,start_sec,end_ts,end_sec,speaker,text
00:05:20,320.88,00:05:23,323.83,UNKNOWN,글쎄요.
00:05:23,323.83,00:05:24,324.53,UNKNOWN,집 앞에..
00:05:24,324.53,00:05:25,325.63,UNKNOWN,저 많이 왔다.
00:05:25,325.63,00:05:27,327.13,UNKNOWN,내 밥 한 잔.
00:05:27,327.83,00:05:29,329.33,UNKNOWN,유튜버들이 없다는 점?
00:05:29,329.33,00:05:31,331.83,UNKNOWN,6개월째 구독 답변 못 받았는데
00:05:31,331.83,00:05:33,333.43,UNKNOWN,오늘은 해주려나?
00:05:33,333.43,00:05:40,340.9,UNKNOWN,늦게 오고 싶어서 늦게 왔나?
00:05:40,340.9,00:05:43,343.8,UNKNOWN,건방진 놈들 벌로 버튜버를 그려주지 크크크.
00:05:43,343.8,00:05:49,349.1,UNKNOWN,왔으니까 됐어.
00:05:49,349.1,00:05:51,351.6,UNKNOWN,마이 페이보리트 게임 이지방로 게임 그것은
00:05:51,351.6,00:05:52,352.6,UNKNOWN,렛바 게임.
00:05:52,352.6,00:05:57,357.52,UNKNOWN,지금부터 하는 거니까
00:05:57,357.52,00:06:00,360.02,UNKNOWN,어제 배그 방송처럼 심야까지 가는 게인가요?
00:06:01,361.52,00:06:03,363.02,UNKNOWN,뭐 심야까지 그럴 수 있죠.
00:06:03,363.02,00:06:06,366.02,UNKNOWN,이제 뭐 잠깐이라도 자고 일어났으니까.
00:06:07,367.02,00:06:09,369.52,UNKNOWN,저저저 봐라 구독해주는 구독자를
00:06:09,369.52,00:06:11,371.52,UNKNOWN,그냥 개쳐 무시하는 거 봐.
00:06:12,372.02,00:06:13,373.52,UNKNOWN,아 왜 또 왜?
00:06:13,373.52,00:06:15,375.52,UNKNOWN,왜 왜 또 왜?
00:06:15,375.52,00:06:16,376.02,UNKNOWN,왜?
00:06:16,376.02,00:06:17,377.02,UNKNOWN,왜?
00:06:17,377.02,00:06:18,378.02,UNKNOWN,왜?
00:06:18,378.02,00:06:19,379.02,UNKNOWN,염병이야?
00:06:19,379.02,00:06:20,380.02,UNKNOWN,어?
00:06:20,380.02,00:06:21,381.52,UNKNOWN,나 아무것도 안 했어.
00:06:29,389.08,00:06:32,392.08,UNKNOWN,왜 아니 왜 오자마자 지랄이야.
00:06:34,394.78,00:06:35,395.78,UNKNOWN,아무것도 안 해서 문제잖아.
00:06:35,395.78,00:06:37,397.28,UNKNOWN,네네라 터지게 만드네.
00:06:40,400.2,00:06:42,402.2,UNKNOWN,공근야 사과도 개자.
00:06:42,402.2,00:06:43,403.7,UNKNOWN,미션 쳐내던가 받아줘.
00:06:48,408.09,00:06:51,411.09,UNKNOWN,뭐 새 집엔 집 앞에 유튜버가 없어서 좋아.
00:06:51,411.09,00:06:55,415.09,UNKNOWN,버튜버는 좋아하는데 유튜버는 싫어하는구나.
00:06:55,415.09,00:06:56,416.09,UNKNOWN,오케이 오케이.
00:06:56,416.09,00:06:59,419.59,UNKNOWN,아니 여러분도 집 앞에 카페 나가는 길에
00:06:59,419.59,00:07:01,421.59,UNKNOWN,핸드폰 켜고
00:07:01,421.59,00:07:02,422.59,UNKNOWN,뭐 유통 가고 춤추고 있는 거.
00:07:03,423.59,00:07:06,426.09,UNKNOWN,뭔가를 눈으로 눈으로 봐봐야 돼.
00:07:19,439.26,00:07:21,441.76,UNKNOWN,요즘 우리 형한테 애정을 못 준 거 같았기 때문에
00:07:21,441.76,00:07:24,444.76,UNKNOWN,배그 총소리 약간 그거에서 오디오만 살짝 들어서
00:07:24,444.76,00:07:26,446.26,UNKNOWN,유유 도네도 거의 안 한 듯.
00:07:26,446.26,00:07:27,447.76,UNKNOWN,아무튼 사랑이 와줘서 고마워.
00:07:27,447.76,00:07:29,449.76,UNKNOWN,아 반가워요.
00:07:37,457.48,00:07:40,460.48,UNKNOWN,버튜버였으면 홀레벌떡 뛰어가서
00:07:40,460.48,00:07:41,461.48,UNKNOWN,안녕하세요.
00:07:41,461.48,00:07:42,462.48,UNKNOWN,철레반데요.
00:07:42,462.48,00:07:44,464.98,UNKNOWN,방송 하빵해도 괜찮을까요?
00:07:44,464.98,00:07:46,466.98,UNKNOWN,하고 뻘떡댔을 듯.
00:07:46,466.98,00:07:52,472.31,UNKNOWN,리을이응 키윽키윽.
00:07:52,472.31,00:07:54,474.81,UNKNOWN,출신 세탁하려고 호시탐탐 노리는 거 같은데.
00:07:54,474.81,00:07:56,476.81,UNKNOWN,너도 부천 유튜버인 탈출 못함.
00:07:56,476.81,00:07:58,478.31,UNKNOWN,수고 크크크.
00:07:58,478.31,00:08:26,506.42,UNKNOWN,남 남 남 남 남 남 남 남 남 남.
00:08:26,506.42,00:08:32,512.17,UNKNOWN,형 근데 이 님 그 초록색.
00:08:32,512.17,00:08:33,513.17,UNKNOWN,외계인.
00:08:33,513.17,00:08:35,515.17,UNKNOWN,선글라스 그려줄 수 있음?
00:08:35,515.17,00:08:53,533.29,UNKNOWN,레바 형.
00:08:53,533.29,00:08:55,535.29,UNKNOWN,형은 달에 버튜버 돈으로 얼마나 씀?
00:08:55,535.29,00:08:57,537.29,UNKNOWN,대충 100만 원에서 200만 원 정도 씀?
00:08:57,537.29,00:08:59,539.29,UNKNOWN,리을이응 돈 아깝네.
00:08:59,539.29,00:09:05,545.58,UNKNOWN,레바가 좋아하는 이호몽 님 방송을 나도 다녀와 봤거든.
00:09:05,545.58,00:09:08,548.08,UNKNOWN,혹시 후기 들어보실 뎀당 했다 그런 거 아님.
00:09:08,548.08,00:09:09,549.08,UNKNOWN,하하.
00:09:09,549.08,00:09:10,550.08,UNKNOWN,왜 내가 당신의 버튜버.
00:09:10,550.08,00:09:13,553.08,UNKNOWN,내가 당신의 보트머시청 후기를 들어야 되는데
00:09:14,554.78,00:09:15,555.58,UNKNOWN,야 나래!
00:09:15,555.58,00:09:16,556.58,UNKNOWN,으인화!
00:09:16,556.58,00:09:24,564.3,UNKNOWN,랩파님 저번 스텔콘 후기 방송 때 뮤비 스포한 거 거의 장면 똑같던데
00:09:24,564.3,00:09:26,566.8,UNKNOWN,스텔 라이브 법무팀에서 연락 온 적 없으신가요?
00:09:27,567.8,00:09:28,568.8,UNKNOWN,아 나 왔어?
00:09:38,578.22,00:09:40,580.72,UNKNOWN,요즘 배그 열심히 하는데 같이 듀오 할래?
00:09:40,580.72,00:09:42,582.72,UNKNOWN,나 여자 목소리 잘 내
00:09:42,582.72,00:09:44,584.72,UNKNOWN,넌 뭐야 이새끼야
00:09:52,592.9,00:09:54,594.4,UNKNOWN,넌 좀 들을 자격 있지 않아?
00:09:54,594.4,00:09:57,597.9,UNKNOWN,너는 맨날 우리 누구누구나 그리면서 토크나 좀 할까요?
00:09:57,597.9,00:09:58,598.9,UNKNOWN,자주 말하잖아
00:10:00,600.4,00:10:01,601.4,UNKNOWN,그런가?
00:10:02,602.9,00:10:05,605.4,UNKNOWN,아까 여자 목소리 잘 내신다는 분 저랑 하실래요?
00:10:06,606.4,00:10:08,608.4,UNKNOWN,둘이요 오래가셈
00:10:09,609.9,00:10:25,625.25,UNKNOWN,랩아 형 나 오늘 생일인데
00:10:25,625.25,00:10:28,628.25,UNKNOWN,혹시 가능하다면 생일 기념으로 욕해줄 수 있을까?
00:10:28,628.25,00:10:31,631.75,UNKNOWN,아 왜 태어났니
00:10:35,635.25,00:10:36,636.25,UNKNOWN,고마워요
00:10:36,636.75,00:10:43,643.06,UNKNOWN,그거 알아 형?
00:10:43,643.06,00:10:46,646.06,UNKNOWN,백곰파님이 블루님에게서 랩파님 배그 합방 소식 듣고
00:10:46,646.06,00:10:49,649.06,UNKNOWN,형 방송에 들어와서 처음으로 본 게 지금 그리고 있네요
00:10:49,649.06,00:10:51,651.06,UNKNOWN,아우쿠모링 그리고 있는 장면이었어
00:10:51,651.06,00:10:52,652.56,UNKNOWN,즉 처음부터 이미지 조짐
00:10:54,654.06,00:10:56,656.56,UNKNOWN,뭐 이 정도면 양반이지 않나?
00:10:56,656.56,00:11:01,661.06,UNKNOWN,랩아가 건강하고 주말 그린 방송만 켜주는 것만으로 만족이야
00:11:07,667.32,00:11:10,670.82,UNKNOWN,저번 개그 합방 멤버 그려준다는 약속 있었던 것 같은데
00:11:10,670.82,00:11:12,672.32,UNKNOWN,공약 이행 의향 있으신가요?
00:11:13,673.32,00:11:15,675.32,UNKNOWN,아 본파님 그릴까요?
00:11:18,678.16,00:11:20,680.16,UNKNOWN,손풀이 낯설어도 나쁘지 않을 듯?
00:11:25,685.55,00:11:29,689.05,UNKNOWN,형 나 생일은 아니이난데 6달 정도 남았긴 한데
00:11:29,689.05,00:11:30,690.05,UNKNOWN,그래도 축하해주겠어?
00:11:30,690.05,00:11:31,691.05,UNKNOWN,아 금이님도 그리기로 했었나?
00:11:36,696.72,00:11:38,698.22,UNKNOWN,ㅇㅇ님 그리고는 있는 건?
00:11:38,698.22,00:11:41,701.72,UNKNOWN,별말 안함 미션에 셔츠 벗기 있는 거 보고 뜨악했음 크크크
00:11:45,705.62,00:11:48,708.12,UNKNOWN,지금 그리는 그림이 버튜버랑 배그 합방하려고
00:11:48,708.12,00:11:50,710.62,UNKNOWN,그리다 말고 내버려 뒀던 그 그림인가요?
00:11:51,711.62,00:11:52,712.62,UNKNOWN,뭐라는 거야
00:11:54,714.62,00:11:57,717.62,UNKNOWN,최연지님 초상화 그려준다고 했지 않음
00:12:01,721.48,00:12:04,724.98,UNKNOWN,다들 물음표를 치지만 저는 공파님 너무 보고 싶습니다
00:12:04,724.98,00:12:05,725.98,UNKNOWN,감사합니다
00:12:08,728.36,00:12:12,732.86,UNKNOWN,20개월 동안 그림 방송에 그림 신청 추첨 당첨 한 번도 못 됐어
00:12:12,732.86,00:12:13,733.86,UNKNOWN,이게 말이 되나요?
00:12:15,735.36,00:12:16,736.86,UNKNOWN,그럴 수도 있죠
00:12:16,736.86,00:12:19,739.86,UNKNOWN,앞으로 당첨될 일만 남았단 거네?
00:12:19,739.86,00:12:22,742.86,UNKNOWN,형 나 생일 한참 지났는데 개 죄죠?
00:12:26,746.9,00:12:36,756.3,UNKNOWN,나 계속 이러면 레곰코인 풀매수 해버려요
00:12:36,756.3,00:12:38,758.3,UNKNOWN,피드백 방송은 언제 하냐고?
00:12:38,758.3,00:12:40,760.3,UNKNOWN,아 스트레스 쌓이는 거 오늘 할까?
00:12:51,771.62,00:12:58,778.08,UNKNOWN,저번에 내가 올리라고 해서 올린 분들이 좀 있나요?
00:12:58,778.08,00:12:59,779.08,UNKNOWN,잠깐만
00:12:59,779.08,00:13:08,788.67,UNKNOWN,나나나나나나나나나
00:13:08,788.67,00:13:17,797.59,UNKNOWN,숨기지도 않냈지 진짜 잔인하다 살인 스택은 흠
00:13:17,797.59,00:13:18,798.09,UNKNOWN,흠
00:13:18,798.09,00:13:21,801.57,UNKNOWN,흠
00:13:21,801.57,00:13:24,804.07,UNKNOWN,그림 방송을 해서 그림 안 그리냐고?
00:13:24,804.07,00:13:30,810.79,UNKNOWN,그릴 거야 거참 진짜
00:13:30,810.79,00:13:50,830.3,UNKNOWN,손뿌리로 공파님이나 그릴까요?
00:13:50,830.3,00:13:53,833.91,UNKNOWN,허락은 받으셨나요?
00:13:53,833.91,00:13:55,835.41,UNKNOWN,허락 받지 않았나?
00:13:55,835.41,00:14:08,848.28,UNKNOWN,영도로 보낼 클립 달 준비완
00:14:08,848.28,00:14:10,850.28,UNKNOWN,나나나나나나나
00:14:12,852.85,00:14:15,855.85,UNKNOWN,영경지수 이새끼만큼 투명한 애가 없음
00:14:15,855.85,00:14:21,861.8,UNKNOWN,크크척 그림은 언제나 사심픽이구만
00:14:21,861.8,00:14:24,864.8,UNKNOWN,장포 공파님은 94년생이다
00:14:24,864.8,00:14:27,867.8,UNKNOWN,레바랑 삐동갑 잘 난다고 하면 안 돼요
00:14:29,869.87,00:14:31,871.37,UNKNOWN,디동갑이야 숫자 못 세?
00:14:31,871.37,00:14:33,873.87,UNKNOWN,승권아 영도 잠깐만 열어주면 안 되냐?
00:14:33,873.87,00:14:36,876.37,UNKNOWN,공파님 클립 하나 뽁뽁 보내주고 싶은데
00:14:38,878.37,00:14:44,884.86,UNKNOWN,공파님하고의 공통점이 1. 둘 다 던파로 뜸 2. 둘 다 던파에 꽤 진심임
00:14:44,884.86,00:14:46,886.86,UNKNOWN,셋 나이 차이 두 살임 이거 중요
00:14:46,886.86,00:14:51,891.86,UNKNOWN,넷 공파님 말할 때마다 이닝하는 말버릇이 든 허추님 자리 위협 봤나?
00:14:51,891.86,00:14:58,898.23,UNKNOWN,캬
00:14:58,898.23,00:15:02,902.23,UNKNOWN,반발감이 심하니 던파 앰버서더로써 백공파님 마도를 그리죠
00:15:02,902.23,00:15:12,912.66,UNKNOWN,뭐야 공파님 통발 설치하러 가면 되는 거야
00:15:12,912.66,00:15:22,922.06,UNKNOWN,레바는 허락 없이도 팬아트 개념으로 그리면 상관없지만 수위 허용 범위가 궁금해서 묻는 거라 했다
00:15:22,922.06,00:15:27,927.06,UNKNOWN,그렇다 사실 레바는 그냥 껄덕들 건덕지가 필요해서 허락 비밀로 찔러보는 거다
00:15:27,927.06,00:15:46,946.61,UNKNOWN,뭐라는 거야 수위 조절이 필요할 그걸 그림이니까 물어보게 되는 거지
00:15:46,946.61,00:15:51,951.61,UNKNOWN,난 진짜 개탄스러운 게 링편 취급에서 프제가 합방 중개인이 되신 허추님이 흑
00:15:51,951.61,00:15:56,956.94,UNKNOWN,유유 우리 레바가 죄송합니다 흑
00:15:56,956.94,00:15:59,959.94,UNKNOWN,명목 없지만 조심스럽게 부탁드리는데
00:15:59,959.94,00:16:02,962.94,UNKNOWN,명도 잠깐 열어주시면 안 될까요 시발놈아
00:16:02,962.94,00:16:17,977.62,UNKNOWN,왜 오자마자 다들 이렇게 저를 질타하시는지 모르겠어요 슬퍼요
00:16:17,977.62,00:16:25,985.75,UNKNOWN,그래서 공파님은 던파본케는 어떤 캐릭터 키우시나요
00:16:25,985.75,00:16:29,989.75,UNKNOWN,마도 키우시지 않나요 내 기억엔 그런데
00:16:29,989.75,00:16:33,993.75,UNKNOWN,프제가는 엊거진데 막내님이 중년사고 쳐서
00:16:33,993.75,00:16:58,1018.95,UNKNOWN,형 난 와준 거에 고맙다고 뽀뽀 쪽이라 했어 질타 안 함 내가 하고 싶은 질타는 다른 거인데 하하
00:16:58,1018.95,00:17:05,1025.95,UNKNOWN,레바야 이렇게 된 거 차라리 너가 남주인 버츄버 할앤만화나 펜팅으로 그려서 어필해봐
00:17:05,1025.95,00:17:10,1030.95,UNKNOWN,오히려 유쾌해서 버츄버들이 좋아할 때 고맙단 말은 됐어
00:17:10,1030.95,00:17:14,1034.65,UNKNOWN,고맙습니다
00:17:14,1034.65,00:17:18,1038.65,UNKNOWN,레바는 여러 광고를 동원해 여성 스트리머에게 벗겨도 되냐고 집요하게 물었고
00:17:18,1038.65,00:17:23,1043.65,UNKNOWN,허락을 받자 벗겨내면서 왜 벗겨도 죄책감이 안 들지 라는 발언을 했다
00:17:23,1043.65,00:17:33,1053.55,UNKNOWN,근데 만화 같기는 할 거 같다 버츄버의 개거품 물던 승권이 형이 뒤늦게 버츄버의 좋은 점을 알아가고 청산하듯 구현했다.
00:17:34,1054.55,00:17:38,1058.55,UNKNOWN,그 끝에 버츄버와 맺어지는 것 캬 이게 순해지 크크
00:17:38,1058.55,00:17:42,1062.55,UNKNOWN,엥 그거 완전 바이올렛 에버가든 액극장 탄 전기 아니냐
00:17:42,1062.55,00:17:45,1065.55,UNKNOWN,왔다 헤드 치킨 먹듯 약속 지키는 남자
00:17:45,1065.55,00:17:57,1077.46,UNKNOWN,레바 던파 엠버서더 한 이유가 백곰파님이랑 합방하려고였던 거임?
00:17:57,1077.46,00:18:03,1083.46,UNKNOWN,질타 라는 단어 너무 폭력적인 거 같아요 자세한 이야기은 안 함 이은이은
00:18:03,1083.46,00:18:15,1095.44,UNKNOWN,뭐지?
00:18:15,1095.44,00:18:19,1099.44,UNKNOWN,블루님 시점 레바가 헤드를 함께 하려는 이유 스텔라이브 곰파님이 블루님이랑 헤드 하려는 이유 레바!
00:18:19,1099.44,00:18:20,1100.44,UNKNOWN,헤드 하려는 이유 레바!
00:18:20,1100.44,00:18:21,1101.44,UNKNOWN,헤드 하려는 이유 레바!
00:18:21,1101.44,00:18:22,1102.44,UNKNOWN,헤드 하려는 이유 레바!
00:18:22,1102.44,00:18:33,1113.31,UNKNOWN,흘리 먹는 오두기
00:18:35,1115.31,00:18:37,1117.31,UNKNOWN,실력이 비슷하거나 몰라
00:18:37,1117.31,00:18:44,1124.25,UNKNOWN,보통 할앤물에서는 이성을 깃디하고나 사람 자체를 깃디하는 태인 깃빗증 언저리 캐릭터가 끝 먹해
00:18:44,1124.25,00:18:52,1132.94,UNKNOWN,나가는 스토리 인데 이걸 버주얼로 대비하니까 뭔가 쪼큼
00:18:52,1132.94,00:18:54,1134.2,UNKNOWN,평정�idi tank ┻
00:18:54,1134.2,00:19:00,1140.18,UNKNOWN,벽 곰파님 탐담에 혓바닥 헬리콥터 롯티베깅 한 후에 캡틴 잭 한 때 털리고 부질부질하게 하� gimmair
00:19:00,1140.18,00:19:02,1142.18,UNKNOWN,한 판만 더 하자고 한 거 기억나?
00:19:02,1142.18,00:19:04,1144.18,UNKNOWN,그때 곰파님 찾겠는데
00:19:04,1144.18,00:19:05,1145.48,UNKNOWN,지금은 어때요?
00:19:05,1145.48,00:19:08,1148.81,UNKNOWN,버튜버 싫어하다
00:19:08,1148.81,00:19:10,1150.31,UNKNOWN,버튜버랑 결혼하면
00:19:10,1150.31,00:19:12,1152.01,UNKNOWN,지금 싫어하는 보추랑은
00:19:12,1152.01,00:19:17,1157.14,UNKNOWN,나중에 바람 피냐고
00:19:17,1157.14,00:19:18,1158.54,UNKNOWN,낮잠 잤는데
00:19:18,1158.54,00:19:20,1160.64,UNKNOWN,꿈에서 형이 자기장 밀어졌고
00:19:20,1160.64,00:19:24,1164.14,UNKNOWN,버튜버 만화랑 던파만화 연재하기로 했다고 통보하셨는데
00:19:24,1164.14,00:19:25,1165.94,UNKNOWN,해명점요
00:19:25,1165.94,00:19:27,1167.04,UNKNOWN,잠깐만
00:19:29,1169.36,00:19:31,1171.86,UNKNOWN,오늘 니 안 올 줄 알고 편안히 술 빨고 있었는데
00:19:31,1171.86,00:19:32,1172.76,UNKNOWN,갑자기 와서
00:19:32,1172.76,00:19:34,1174.86,UNKNOWN,사실 약간의 술포장이 섞여 있음
00:19:34,1174.86,00:19:35,1175.76,UNKNOWN,미리 사과드림
00:19:35,1175.76,00:19:37,1177.16,UNKNOWN,한 펌 더 사과 드림 그럼
00:19:37,1177.16,00:19:43,1183.56,UNKNOWN,이제 마음껏 고장 부릴게 고마워
00:19:43,1183.56,00:19:45,1185.36,UNKNOWN,으잉 포로를 왜
00:20:16,1216.57,00:20:18,1218.57,UNKNOWN,바보터는 무슨 캐릭터냐고요?
00:20:20,1220.57,00:20:48,1248.78,UNKNOWN,백군판입니다
00:20:48,1248.98,00:20:49,1249.98,UNKNOWN,시발 레바야
00:20:49,1249.98,00:20:51,1251.18,UNKNOWN,나 너무 우울해
00:20:51,1251.18,00:20:52,1252.58,UNKNOWN,삶이 재미가 없어
00:20:52,1252.58,00:20:53,1253.48,UNKNOWN,어떻게 하지
00:20:53,1253.48,00:20:55,1255.48,UNKNOWN,뭘로 도파민을 채우지
00:20:56,1256.08,00:20:58,1258.08,UNKNOWN,삼성전자 하이닉스 4
00:20:59,1259.68,00:21:12,1272.56,UNKNOWN,더 언급해서
00:21:12,1272.56,00:21:14,1274.66,UNKNOWN,우선 먼저 선 사과드리고
00:21:14,1274.66,00:21:15,1275.66,UNKNOWN,시작합니다요
00:21:15,1275.66,00:21:17,1277.16,UNKNOWN,지난번에 중년사면
00:21:17,1277.16,00:21:18,1278.36,UNKNOWN,이후로 나이대는
00:21:18,1278.36,00:21:20,1280.16,UNKNOWN,참말맞는 분이긴 해요
00:21:24,1284.24,00:21:26,1286.44,UNKNOWN,근데 진짜 궁금해서 그런데요
00:21:26,1286.44,00:21:28,1288.34,UNKNOWN,숨 쉬듯이 버튜버 이야기 꺼내고
00:21:28,1288.34,00:21:31,1291.34,UNKNOWN,손풀이도 맨날 버튜버만 그리는 분이 뭐가 억울하다고
00:21:31,1291.34,00:21:34,1294.44,UNKNOWN,시청자가 버튜버로 억과한다고 하소연하고 그러는 거예요?
00:21:34,1294.94,00:21:36,1296.94,UNKNOWN,억과하면 하소연할 만하지 않아?
00:21:36,1296.94,00:21:37,1297.64,UNKNOWN,시발
00:21:37,1297.64,00:21:38,1298.84,UNKNOWN,내가 그림
00:21:38,1298.84,00:21:41,1301.44,UNKNOWN,내가 뭐 그리는 거랑 뭔 연관임?
00:21:42,1302.94,00:21:43,1303.74,UNKNOWN,존나
00:21:43,1303.74,00:21:49,1309.16,UNKNOWN,황당하게 만드다네
00:21:49,1309.16,00:21:51,1311.16,UNKNOWN,아니 좀 그림이 얻었대
00:21:51,1311.16,00:21:51,1311.66,UNKNOWN,어?
00:21:51,1311.66,00:22:00,1320.6,UNKNOWN,삼성전자 하이닉스는 노재밍 고퍼스에 전재산 꼬라박아야 ㅈㄴ 스릴 입지
00:22:00,1320.6,00:22:03,1323.6,UNKNOWN,그건 그냥 돈을 버리는 행위잖아
00:22:03,1323.6,00:22:09,1329.44,UNKNOWN,그니까 왜 억울한 척 했냐고?
00:22:09,1329.44,00:22:13,1333.44,UNKNOWN,내가 웬일로 띠동각 버튜버 안그리고 또래 버튜버 그림?
00:22:17,1337.44,00:22:19,1339.44,UNKNOWN,뭐 어쩌라는 거임?
00:22:19,1339.44,00:22:32,1352.01,UNKNOWN,때문에 버육수 다 됐다 책임져라
00:22:37,1357.22,00:22:39,1359.22,UNKNOWN,황당하시는 거는 이융지유신데
00:22:39,1359.22,00:22:43,1363.72,UNKNOWN,가끔 중간에 팩트농도가 에스프레소급인 팩폭이 섞여있어서
00:22:43,1363.72,00:22:47,1367.72,UNKNOWN,마냥 환장하시는 것도 애매해지셨다는 게 정설
00:22:51,1371.71,00:22:54,1374.21,UNKNOWN,레바가 야아하는 거도 재밌는데
00:22:54,1374.21,00:22:56,1376.71,UNKNOWN,곰파가 야아하는 거도 톤이 좀 비슷해서
00:22:56,1376.71,00:22:58,1378.21,UNKNOWN,웃김 나중에 찾아봐봐
00:22:58,1378.21,00:23:00,1380.71,UNKNOWN,엽을라고 하는 말은 아님 그냥 그렇다고
00:23:00,1380.71,00:23:02,1382.21,UNKNOWN,레바도 연하 사겨봐야지
00:23:07,1387.45,00:23:09,1389.95,UNKNOWN,좀 떨어지니까 나이 취미 게임 등등 고려해서
00:23:09,1389.95,00:23:12,1392.45,UNKNOWN,정교한 타겟팅 곰덫을 놓는 모습이다
00:23:13,1393.45,00:23:14,1394.95,UNKNOWN,진짜 미치겠다
00:23:16,1396.45,00:23:17,1397.45,UNKNOWN,고백합니다
00:23:17,1397.45,00:23:20,1400.45,UNKNOWN,사실 배그 잘 몰라서 이제껏 배그뱅은 틀어놓고
00:23:20,1400.45,00:23:23,1403.45,UNKNOWN,구할은 딴짓하는데 저번 합방은 웃겨서 재밌었습니다
00:23:23,1403.45,00:23:24,1404.45,UNKNOWN,감사합니다
00:23:24,1404.95,00:23:35,1415.95,UNKNOWN,고마워요
00:23:35,1415.95,00:23:37,1417.95,UNKNOWN,기습 시위하지 말라고 자꾸
00:23:37,1417.95,00:23:41,1421.45,UNKNOWN,손꼬리로 지행 그리고 역병관전 아니 여론관전 하자
00:23:41,1421.45,00:23:48,1428.78,UNKNOWN,그래서 허니츄러스님 편임 백곰파 사모님임
00:23:48,1428.78,00:23:50,1430.78,UNKNOWN,한 명만 골라라 한 명만
00:23:50,1430.78,00:23:57,1437.63,UNKNOWN,굳이 한 명만 골라서 볼 이유가 있을까?
00:23:57,1437.63,00:24:13,1453.72,UNKNOWN,할 말 있어?
00:24:13,1453.72,00:24:14,1454.72,UNKNOWN,음...
00:24:14,1454.72,00:24:16,1456.22,UNKNOWN,근데 요즘 던파 심각함
00:24:16,1456.22,00:24:19,1459.72,UNKNOWN,네이버 던파 웹툰 이번 주 무료분에도 시위가 배대시던데
00:24:19,1459.72,00:24:20,1460.72,UNKNOWN,어이
00:24:21,1461.22,00:24:27,1467.9,UNKNOWN,통달거리는 것도 뇌절이라고 형이 느낄 듯 어쩌다 우연히 엮인 건데 흑
00:24:27,1467.9,00:24:29,1469.4,UNKNOWN,스트레스 받는 거 아니지?
00:24:29,1469.4,00:24:33,1473.4,UNKNOWN,유 아무튼 형 힘내라고 하려 했는데 굳이 한 명 걍 욕먹자 크
00:24:33,1473.4,00:24:39,1479.86,UNKNOWN,일부 다 처제 국가로 떠나 결혼하겠다 선언
00:24:44,1484.01,00:24:46,1486.01,UNKNOWN,레바야 솔직히
00:24:46,1486.01,00:24:52,1492.01,UNKNOWN,이 사람 저 사람 경과하고 줄 세우고 재면서 사람 가려 만나는 거 솔직히
00:24:52,1492.01,00:24:54,1494.01,UNKNOWN,좀 많이 불쾌해
00:24:55,1495.01,00:24:57,1497.01,UNKNOWN,뭐가 불쾌하고 뭐가
00:24:57,1497.01,00:25:00,1500.01,UNKNOWN,언제 그런 짓을 했다는 건지 씨발
00:25:00,1500.01,00:25:07,1507.01,UNKNOWN,레바가 호슈머린이라고 했잖아 좀 생각해라 레바가 호슈머린 목걸덕 될 거 같냐
