시작 시간,start_sec,종료 시간,end_sec,speaker,내용,live_id
00:05:50,350.64,00:05:52,352.34,UNKNOWN,뭐가 있지?,
00:05:52,352.34,00:05:53,353.64,UNKNOWN,어 씨발,
00:05:53,353.64,00:05:55,355.04,UNKNOWN,뭐야,
00:05:55,355.04,00:05:57,357.64,UNKNOWN,이뚝,
00:05:57,357.64,00:06:07,367.66,UNKNOWN,아직도 SMG 하향 안 당했나요?,
00:06:07,367.66,00:06:08,368.26,UNKNOWN,이뚝,
00:06:08,368.26,00:06:22,382.96,UNKNOWN,말 말해 바로 블루님 유튜브 게시물에 유튜브 계정 30개로 멤버 추천 댓글 달아줄게,
00:06:23,383.66,00:06:27,387.32,UNKNOWN,참나,
00:06:27,387.32,00:06:30,390.42,UNKNOWN,한 달 전에 레바였으면 먹잇감 발견 주지 발견했는데,
00:06:30,390.42,00:06:32,392.22,UNKNOWN,이젠 왜 같이 내린 놈 없지?,
00:06:32,392.22,00:06:33,393.92,UNKNOWN,하는 거냐 나 실망이야,
00:06:33,393.92,00:06:37,397.22,UNKNOWN,상남자 메타 좋아해?,
00:06:37,397.22,00:06:41,401.32,UNKNOWN,야 솔직히 2증권 정도면 배그 키면 삼성 회장도 일하다가,
00:06:41,401.32,00:06:47,407.88,UNKNOWN,노트북 다 부수고 집에 와서 방송 보겠다,
00:06:47,407.88,00:06:51,411.58,UNKNOWN,같이 합방하고 싶고 더 튜벅트 게임을 치면 만 원,
00:06:52,412.98,00:06:59,419.86,UNKNOWN,몰라 그런 거,
00:06:59,419.86,00:07:06,426.26,UNKNOWN,자 M4를 들어봅시다,
00:07:06,426.26,00:07:07,427.76,UNKNOWN,쉬고 왔다 왜 이렇게 실력이 줄었냐고?,
00:07:08,428.06,00:07:13,433.5,UNKNOWN,아무것도 안 했는데요?,
00:07:13,433.5,00:07:21,441.39,UNKNOWN,으아 자기장 밀배다,
00:07:21,441.39,00:07:38,458.23,UNKNOWN,시작부터 이런 시련이,
00:07:38,458.23,00:07:41,461.93,UNKNOWN,이렇게 이렇게 하고 이렇게 하고 이렇게 하고,
00:07:41,461.93,00:07:44,464.03,UNKNOWN,근데 진짜 가능성이 있어서 하는 말인데,
00:07:44,464.03,00:07:48,468.13,UNKNOWN,적이랑 대치할 때 오픈 마이크로 나 레반데 하면 다 죽일 수 있는 거 아닌가요?,
00:07:48,468.13,00:07:52,472.1,UNKNOWN,헤이 Do you know 레바? 하면서,
00:07:52,472.1,00:07:55,475.1,UNKNOWN,레바도 편하고 블루님도 부르기 편한 버츠버면,
00:07:55,475.1,00:07:57,477.9,UNKNOWN,역시 스텔라이브 멤버 분들밖에 없지 않나?,
00:07:57,477.9,00:07:59,479.1,UNKNOWN,한번 웃어봐라,
00:07:59,479.1,00:08:02,482.4,UNKNOWN,우리가 가서 익명으로 최대한 아닌 척 어필해 볼게,
00:08:02,482.4,00:08:04,484.2,UNKNOWN,곰파님이랑 하지 않을까?,
00:08:04,484.4,00:08:16,496.62,UNKNOWN,곰파님이 블루랑 배그 많이 하던데,
00:08:16,496.62,00:08:23,503.58,UNKNOWN,여기서 떨어져도 데미지가 다네,
00:08:23,503.58,00:08:25,505.58,UNKNOWN,글라이더 타고 들어가는 게 낫지 않을까요?,
00:08:25,505.58,00:08:27,507.58,UNKNOWN,연료통 위치 파악해놨어,
00:08:27,507.58,00:08:29,509.58,UNKNOWN,박격호다,
00:08:29,509.58,00:08:30,510.58,UNKNOWN,M24다,
00:08:30,510.58,00:08:31,511.58,UNKNOWN,아 X발,
00:08:31,511.58,00:08:32,512.58,UNKNOWN,근데 배율이 없네,
00:08:32,512.58,00:08:57,537.24,UNKNOWN,이재용이랑 배그하기,
00:08:57,537.24,00:09:00,540.24,UNKNOWN,VS 페이크랑 배그하기 선택,
00:09:00,540.24,00:09:02,542.24,UNKNOWN,고민되는데,
00:09:02,542.24,00:09:04,544.24,UNKNOWN,이재용이랑 해보고 싶어요,
00:09:04,544.24,00:09:16,556.94,UNKNOWN,나 뭐 들었다고 벌써 템이 꽉 찼냐?,
00:09:19,559.94,00:09:21,561.94,UNKNOWN,사모님이야?,
00:09:21,561.94,00:09:24,564.94,UNKNOWN,레바 내일 젠스랑 만나서 삼겹살 먹어?,
00:09:24,564.94,00:09:35,575.6,UNKNOWN,그럼 유튜브 커뮤니티 가서 지금까지 합방한 버츠버 멤버 보여주고,
00:09:35,575.6,00:09:37,577.6,UNKNOWN,이 사람들만 피해주세요라고 글 쓸까요?,
00:09:37,577.6,00:09:40,580.6,UNKNOWN,도감작하는데 겹치면 서운하잖아,
00:09:40,580.6,00:09:42,582.6,UNKNOWN,서운한 건 또 뭐야 X발,
00:09:43,583.6,00:09:45,585.6,UNKNOWN,삼배율,
00:09:45,585.6,00:09:58,598.32,UNKNOWN,진통제,
00:09:58,598.32,00:10:00,600.32,UNKNOWN,배율이 삼배율까지밖에 안 나오냐?,
00:10:00,600.32,00:10:06,606.64,UNKNOWN,프라이팬 말고 연료통 들자,
00:10:06,606.64,00:10:25,625.31,UNKNOWN,슬슬 줄어드는데?,
00:10:25,625.31,00:10:26,626.31,UNKNOWN,글라이더 이 부근에 있잖아?,
00:10:26,626.31,00:10:28,628.31,UNKNOWN,글라이더 이 부근에 있지 않나요?,
00:10:28,628.31,00:10:38,638.83,UNKNOWN,직접 연락하라고 전화라고 했다,
00:10:38,638.83,00:10:58,658.24,UNKNOWN,그런 말 한 적 없어 개자식아,
00:10:58,658.24,00:11:01,661.24,UNKNOWN,요즘 랜덤큐 돌려도 여자랑 잡힌다고?,
00:11:01,661.24,00:11:04,664.24,UNKNOWN,오 그런 거 좋아하시나봐요,
00:11:04,664.24,00:11:06,666.24,UNKNOWN,그런 정보를 공유하시는 거 보니,
00:11:06,666.24,00:11:21,681.95,UNKNOWN,우리가 이런 건 센스랑 눈치 좋아서 너랑 합방 안 해봤거나,
00:11:21,681.95,00:11:24,684.95,UNKNOWN,너가 자주 합방 어필했던 분들로 적어놨다,
00:11:24,684.95,00:11:26,686.95,UNKNOWN,레바야 너 인생 펴 써봐,
00:11:28,688.95,00:11:31,691.95,UNKNOWN,레바야 20개월 기념으로 허궁에 총 5번만 쏴벼,
00:11:32,692.95,00:11:42,702.82,UNKNOWN,축하해요,
00:11:42,702.82,00:11:49,709.96,UNKNOWN,차다,
00:11:49,709.96,00:12:01,721.18,UNKNOWN,이걸로 글라이더를 찾아봅시다,
00:12:01,721.18,00:12:33,753.68,UNKNOWN,글라이더 이런 근처에 있던데?,
00:12:33,753.68,00:12:46,766.12,UNKNOWN,고마워요,
00:12:46,766.12,00:12:49,769.12,UNKNOWN,이런데 글라이더 안 보이면 존나 나가린데?,
00:12:49,769.12,00:13:04,784.92,UNKNOWN,라고 하니까 보이네요,
00:13:11,791.92,00:13:20,800.36,UNKNOWN,천천히 천천히,
00:13:20,800.36,00:13:57,837.27,UNKNOWN,고마워요,
00:13:57,837.27,00:13:59,839.27,UNKNOWN,오더를 좀 더 높이자,
00:14:14,854.8,00:14:29,869.19,UNKNOWN,생각보다 데미지가 세게 들어오는 것 같다,
00:14:29,869.19,00:14:30,870.19,UNKNOWN,기분 탓인가?,
00:14:30,870.19,00:15:01,901.48,UNKNOWN,글라이더가 원래 속도가 이렇게 느렸나?,
00:15:01,901.48,00:15:37,937.41,UNKNOWN,오케이 생각보다 안전하게 들어올 수 있을 것 같아요,
00:15:37,937.41,00:15:50,950.36,UNKNOWN,그러기에 늦었어,
00:15:50,950.36,00:15:59,959.02,UNKNOWN,저 위에 철탑 쪽 갈까?,
00:15:59,959.02,00:16:32,992.16,UNKNOWN,해보고 싶었음,
00:16:34,994.16,00:16:49,1009.82,UNKNOWN,누구 그 유튜버 보냐고?,
00:16:49,1009.82,00:16:51,1011.82,UNKNOWN,우리 블루랑 쥬키님 꺼,
00:16:51,1011.82,00:17:16,1036.03,UNKNOWN,오 글라이더 있다 저기,
00:17:16,1036.03,00:17:20,1040.94,UNKNOWN,누구 있나?,
00:17:20,1040.94,00:17:31,1051.29,UNKNOWN,저기 자동차?,
00:17:31,1051.29,00:17:53,1073.04,UNKNOWN,자동차가 공중에 서있는데요?,
00:17:53,1073.04,00:17:54,1074.04,UNKNOWN,잠깐 잠깐 잠깐 잠깐,
00:17:54,1074.04,00:17:58,1078.89,UNKNOWN,메이데이 메이데이,
00:17:58,1078.89,00:18:09,1089.56,UNKNOWN,오케이,
00:18:09,1089.56,00:18:11,1091.56,UNKNOWN,일단 위에서 상황을 좀 봅시다,
00:18:11,1091.56,00:18:47,1127.25,UNKNOWN,저기 누구 내린다,
00:18:47,1127.25,00:18:55,1135.43,UNKNOWN,아직이야,
00:18:57,1137.43,00:18:59,1139.43,UNKNOWN,건방지게 누가 이렇게 쏴야되는 거야,
00:18:59,1139.43,00:19:21,1161.43,UNKNOWN,오케이 여기로 정했다,
00:19:30,1170.94,00:19:59,1199.37,UNKNOWN,저쪽에 있었고,
00:20:45,1245.36,00:20:47,1247.36,UNKNOWN,좀 기다렸다 쏠걸,
00:20:47,1247.36,00:21:04,1264.08,UNKNOWN,저기 보급 떨어졌다,
00:21:04,1264.08,00:21:15,1275.84,UNKNOWN,위에 입구인데?,
00:21:15,1275.84,00:22:41,1361.45,UNKNOWN,있어 이 근처에,
00:22:41,1361.45,00:22:52,1372.48,UNKNOWN,근데 굳이 지금 움직일 이유가 없으니까,
00:22:52,1372.48,00:23:11,1391.17,UNKNOWN,죽이네 판빙하러 가면 바로 대가리에 꽂히죠,
00:23:11,1391.17,00:23:24,1404.15,UNKNOWN,그게 보고 싶은 거라고?,
00:23:24,1404.15,00:23:26,1406.15,UNKNOWN,절 응원해줘야죠,
00:23:26,1406.15,00:24:19,1459.39,UNKNOWN,갔을까? 안 갔을 텐데?,
00:24:19,1459.39,00:24:46,1486.47,UNKNOWN,차단,
00:24:46,1486.47,00:24:47,1487.47,UNKNOWN,걸어서 이동했나 본데?,
00:24:47,1487.47,00:24:49,1489.47,UNKNOWN,내 옆에 있던 애?,
00:24:49,1489.47,00:25:26,1526.52,UNKNOWN,전파로 치면 이벤트 아끼고 돌아다니는 유빈,
00:25:26,1526.52,00:25:27,1527.52,UNKNOWN,맞잖아,
00:25:27,1527.52,00:26:20,1580.94,UNKNOWN,위에 하나 있고,
00:26:20,1580.94,00:26:21,1581.94,UNKNOWN,아 씨발,
00:26:21,1581.94,00:26:35,1595.81,UNKNOWN,오케이 그냥 갈걸,
00:26:35,1595.81,00:26:37,1597.81,UNKNOWN,하하하하하,
00:26:37,1597.81,00:26:45,1605.64,UNKNOWN,아,
00:26:45,1605.64,00:26:56,1616.53,UNKNOWN,까비,
00:26:56,1616.53,00:26:57,1617.53,UNKNOWN,왜 라이딩 샷했냐고?,
00:26:57,1617.53,00:27:00,1620.53,UNKNOWN,그냥 좀 잘 맞을 것 같았어,
00:27:00,1620.53,00:27:12,1632.56,UNKNOWN,아 차라리 MK-12로 쏠 걸 그랬나?,
00:27:12,1632.56,00:27:29,1649.34,UNKNOWN,변명하는 거 좋지 않다고?,
00:27:29,1649.34,00:27:31,1651.34,UNKNOWN,변명이라기보다는,
00:27:31,1651.34,00:27:34,1654.34,UNKNOWN,피드백을 생각하는 거지,
00:27:34,1654.34,00:27:39,1659.12,UNKNOWN,오케이 이번엔,
00:27:39,1659.12,00:27:41,1661.12,UNKNOWN,내리자마자 싸우겠어,
00:27:41,1661.12,00:27:50,1670.42,UNKNOWN,배그만 붙잡고 있을 거니?,
00:27:50,1670.42,00:27:53,1673.42,UNKNOWN,아이 씨발 블루가 배그하자서 배그하고 있는데,
00:27:53,1673.42,00:27:56,1676.42,UNKNOWN,뭔 갑자기 오버워치 이 지랄한 거 있어,
00:27:56,1676.42,00:28:05,1685.91,UNKNOWN,그래 얼텡이없네,
00:28:05,1685.91,00:28:20,1700.24,UNKNOWN,왜 화내냐고? 그럼 당신은 왜 지랄인데,
00:28:20,1700.24,00:28:30,1710.47,UNKNOWN,여기에 사람 꽤 많이 내릴 것 같죠?,
00:28:30,1710.47,00:28:41,1721.74,UNKNOWN,셋,
00:28:41,1721.74,00:28:57,1737.79,UNKNOWN,참고받아 하나씩,
00:28:57,1737.79,00:29:10,1750.13,UNKNOWN,블루님이 방금 유튜브 커뮤니티에 형이,
00:29:10,1750.13,00:29:13,1753.13,UNKNOWN,원할 것 같은 버츠버 적어달라고 하던데,
00:29:13,1753.13,00:29:15,1755.13,UNKNOWN,형이 직접 댓글 달자,
00:29:15,1755.13,00:29:16,1756.13,UNKNOWN,지금이 원하는,
00:29:16,1756.13,00:29:17,1757.13,UNKNOWN,오망탈출 수 있는,
00:29:17,1757.13,00:29:19,1759.13,UNKNOWN,기회야 이응이응,
00:29:19,1759.13,00:29:23,1763.3,UNKNOWN,야 너 그 글은 봤는데,
00:29:23,1763.3,00:29:24,1764.3,UNKNOWN,귀여워서 물어보는 건데,
00:29:24,1764.3,00:29:26,1766.3,UNKNOWN,브리핑도 연습 중인 거임?,
00:29:26,1766.3,00:29:30,1770.83,UNKNOWN,어 군용 조끼다,
00:29:30,1770.83,00:30:00,1800.83,UNKNOWN,가방이 안 나오냐?,
00:30:00,1800.83,00:30:05,1805.55,UNKNOWN,라고 하니까 나오네요,
00:30:05,1805.55,00:30:08,1808.55,UNKNOWN,근데 이제 갓구팔이랑 M24는 취향 차이임,
00:30:08,1808.55,00:30:43,1843.71,UNKNOWN,판 쳤으면 안 죽을 거리 같은데,
00:30:43,1843.71,00:30:44,1844.71,UNKNOWN,저 철,
00:30:44,1844.71,00:31:10,1870.45,UNKNOWN,철조망 때문에?,
00:31:10,1870.45,00:31:11,1871.45,UNKNOWN,시체 먹으러 갔다,
00:31:11,1871.45,00:32:12,1932.04,UNKNOWN,창 이미 여기 들어갔나?,
00:32:12,1932.04,00:32:20,1940.6,UNKNOWN,아니 밖으로 나왔어 다시,
00:32:20,1940.6,00:32:21,1941.6,UNKNOWN,알렉 씨발 뭐야,
00:32:21,1941.6,00:33:30,2010.07,UNKNOWN,앞 건물인데,
00:33:30,2010.07,00:33:33,2013.07,UNKNOWN,저 1층에 구상을 먹으려고 내려오지 않을까?,
00:33:33,2013.07,00:34:01,2041.63,UNKNOWN,이러고 있는 건 내 취향이 아니야,
00:34:01,2041.63,00:34:45,2085.03,UNKNOWN,2층인가?,
00:34:45,2085.03,00:34:54,2094.32,UNKNOWN,아닌가?,
00:34:54,2094.32,00:34:55,2095.32,UNKNOWN,이 건물이 아닌가?,
00:34:55,2095.32,00:34:58,2098.32,UNKNOWN,그럼 파밍을 너무 안 했는데?,
00:34:58,2098.32,00:35:00,2100.32,UNKNOWN,존버인가?,
00:35:00,2100.32,00:35:45,2145.0,UNKNOWN,문이 열려 있었나 여기?,
00:35:45,2145.0,00:36:52,2212.68,UNKNOWN,이미 털린 집 치고는 너무 깨끗한데?,
00:36:52,2212.68,00:36:54,2214.68,UNKNOWN,이새끼 존버 같아,
00:36:54,2214.68,00:36:58,2218.68,UNKNOWN,어디 구석지에서 짜져 있을 거 같은데?,
00:36:58,2218.68,00:36:59,2219.68,UNKNOWN,응?,
00:36:59,2219.68,00:37:01,2221.68,UNKNOWN,방금 기어다니는 소리 들린 거 같은데?,
00:37:01,2221.68,00:37:04,2224.76,UNKNOWN,씨발 기분 탓인가?,
00:37:04,2224.76,00:37:07,2227.76,UNKNOWN,보통 기분 탓일 때 맞던데?,
00:37:07,2227.76,00:37:14,2234.59,UNKNOWN,도핑을 왜 해 지금,
00:37:14,2234.59,00:37:16,2236.59,UNKNOWN,아 군대 20개는 좀 많은데,
00:37:16,2236.59,00:37:46,2266.37,UNKNOWN,거기서 뽀시락 뽀시락 거리는 거 같은데?,
00:37:46,2266.37,00:37:47,2267.37,UNKNOWN,스카나 들까?,
00:37:47,2267.37,00:37:50,2270.37,UNKNOWN,M249 반동 잡을 자신 없는데,
00:37:50,2270.37,00:38:09,2289.6,UNKNOWN,애초에 내가 반동 잡을 수 있는 총이 없긴 해,
00:38:09,2289.6,00:38:18,2298.99,UNKNOWN,어차피 가야 돼,
00:38:18,2298.99,00:38:23,2303.94,UNKNOWN,간다,
00:38:23,2303.94,00:38:27,2307.35,UNKNOWN,왜 반대로 가지?,
00:38:27,2307.35,00:38:42,2322.44,UNKNOWN,자기장은 저쪽 방향이 아닌데?,
00:38:42,2322.44,00:38:44,2324.44,UNKNOWN,스카 들자 스카,
00:38:44,2324.44,00:39:30,2370.89,UNKNOWN,스카 어딨었지?,
00:39:30,2370.89,00:39:32,2372.89,UNKNOWN,CC무빙이 그냥,
00:39:32,2372.89,00:39:54,2394.39,UNKNOWN,앉기 버튼만 누르는 게 CC가 아니야?,
00:39:55,2395.39,00:39:56,2396.39,UNKNOWN,뭐 말할?,
00:39:56,2396.39,00:39:58,2398.39,UNKNOWN,뭔 말인지는 알 것 같기도 하고,
00:39:58,2398.39,00:40:14,2414.8,UNKNOWN,그쵸 헤드샷 피하는 무빙 아니야?,
00:40:14,2414.8,00:40:55,2455.9,UNKNOWN,SR 하나 없으려나?,
00:40:55,2455.9,00:41:14,2474.0,UNKNOWN,SR을 뜨고 싶은데?,
00:41:14,2474.0,00:41:15,2475.0,UNKNOWN,어? AUG다,
00:41:15,2475.0,00:41:52,2512.56,UNKNOWN,MK12 들어야겠다 이렇게 되면,
00:41:52,2512.56,00:42:09,2529.03,UNKNOWN,요란스럽구만,
00:42:09,2529.03,00:42:13,2533.68,UNKNOWN,점핑,
00:42:13,2533.68,00:42:20,2540.65,UNKNOWN,시가전 엔딩 될 거 같은데?,
00:42:20,2540.65,00:42:22,2542.65,UNKNOWN,혹시 모르니까 일단 밖에 있자,
00:42:22,2542.65,00:42:47,2567.63,UNKNOWN,아무도 없나요?,
00:42:47,2567.63,00:43:42,2622.44,UNKNOWN,잠깐 저 오토바이 새 거 아니야?,
00:43:43,2623.44,00:43:46,2626.44,UNKNOWN,일단 이 집에 한 명,
00:43:46,2626.44,00:44:01,2641.36,UNKNOWN,나카사 뭐야?,
00:44:01,2641.36,00:44:02,2642.36,UNKNOWN,나카사 소리 뭐야?,
00:44:02,2642.36,00:44:20,2660.75,UNKNOWN,코아이,
00:44:20,2660.75,00:44:41,2681.24,UNKNOWN,어디에 내린 거지?,
00:44:41,2681.24,00:44:45,2685.71,UNKNOWN,개노잼사 씨발,
00:44:45,2685.71,00:44:47,2687.71,UNKNOWN,아 나,
00:44:47,2687.71,00:44:51,2691.08,UNKNOWN,집에 처박혀 있을걸,
00:44:51,2691.08,00:45:01,2701.01,UNKNOWN,야 강동원,
00:45:01,2701.01,00:45:03,2703.01,UNKNOWN,돈을 살짝 올려주면 안되냐고요?,
00:45:03,2703.01,00:45:10,2710.12,UNKNOWN,오케이,
00:45:10,2710.12,00:45:16,2716.07,UNKNOWN,좋아 이번엔 바로 내려가지고,
00:45:16,2716.07,00:45:40,2740.28,UNKNOWN,호잇 호잇 호잇 호잇,
00:45:40,2740.28,00:45:49,2749.96,UNKNOWN,오늘 1킬이 끝이냐고요? 일단 지금은,
00:45:49,2749.96,00:45:51,2751.96,UNKNOWN,테토메타 가자고? 오케이?,
00:45:51,2751.96,00:46:03,2763.37,UNKNOWN,미션 왜 다 사라졌냐고?,
00:46:03,2763.37,00:46:05,2765.37,UNKNOWN,어? 미션이 안 오지 않았나요?,
00:46:05,2765.37,00:46:06,2766.37,UNKNOWN,어? 그러게?,
00:46:06,2766.37,00:46:31,2791.6,UNKNOWN,창이 안 떠있었네?,
00:46:31,2791.6,00:46:45,2805.41,UNKNOWN,잠깐 미션 창 좀 고치자,
00:46:45,2805.41,00:46:47,2807.41,UNKNOWN,아 안 받아서 거절된 데에 있다고?,
00:46:47,2807.41,00:46:52,2812.71,UNKNOWN,그럼 창이 떠있는 건 맞나본데?,
00:46:52,2812.71,00:46:58,2818.58,UNKNOWN,어? 씨발 밀배까지 와버렸어,
00:46:58,2818.58,00:47:28,2848.04,UNKNOWN,꼭 이러면 밀배 엔딩이던데?,
00:47:28,2848.04,00:47:31,2851.71,UNKNOWN,밀배 2명,
00:47:31,2851.71,00:48:07,2887.7,UNKNOWN,일단 이 건물은 내가 다 털어도 된다는 소리지?,
00:48:07,2887.7,00:48:27,2907.01,UNKNOWN,5탄 총 5탄 총,
00:48:27,2907.01,00:48:35,2915.0,UNKNOWN,호잇 호잇 호잇,
00:48:35,2915.0,00:48:36,2916.0,UNKNOWN,5탄 총이 왜 이렇게 안 나와?,
00:48:36,2916.0,00:48:40,2920.87,UNKNOWN,M4,
00:48:51,2931.34,00:48:52,2932.34,UNKNOWN,뮤턴트,
00:48:52,2932.34,00:48:58,2938.85,UNKNOWN,어이씨 깜짝이야 이 씨발,
00:48:58,2938.85,00:48:59,2939.85,UNKNOWN,언제 내렸어?,
00:48:59,2939.85,00:49:09,2949.95,UNKNOWN,개 깜짝 놀랐네,
00:49:09,2949.95,00:49:22,2962.23,UNKNOWN,아니야 봇은 존나 뿔뿔뿔 잘 돌아다녀,
00:49:22,2962.23,00:49:39,2979.65,UNKNOWN,존버 안 해,
00:49:39,2979.65,00:50:10,3010.33,UNKNOWN,중량형 개머리판이 더 좋은가?,
00:50:10,3010.33,00:50:13,3013.33,UNKNOWN,M24? M24 쓰고 싶기도 한데,
00:50:13,3013.33,00:50:16,3016.33,UNKNOWN,아니야 내 주제에 아니야 쓰고 싶어,
00:50:16,3016.33,00:50:17,3017.33,UNKNOWN,오케이,
