시작 시간,종료 시간,내용
00:12:18.93,00:12:32.72,전부 다 약하다고 어 이 타임에 화장실 다녀야지 아 나 진짜
00:13:50.11,00:13:52.55,이번엔 어디 내리지?
00:13:52.57,00:14:02.45,저기로 간다 그래도 베르니 중에서는 상위권이라고요?
00:14:03.15,00:14:13.90,고마워요 당신의 응원 덕분에 이번 판 이겨볼게요 많이도 내리네
00:14:47.30,00:15:00.02,어 뭐야 뚝배기 없나요?
00:15:46.41,00:16:11.62,슬쩍 슬쩍?
00:16:11.80,00:16:11.86,석궁?
00:16:11.88,00:16:12.20,아니야 일단 자기장 안쪽이에요
00:16:38.84,00:17:04.90,여기 좀 있을까 연막 챙기고 제동기 제동기는 M4에 가까운데 일단 자기장 안쪽이니까
00:17:17.50,00:17:44.29,나도 가볼까?
00:17:44.31,00:17:44.57,대기 대기 문 열려 있다
00:17:51.50,00:18:03.56,벌써 30명 남았어?
00:18:03.58,00:18:03.86,그 와중에 먹을 거 없나?
00:18:20.99,00:18:47.23,저쪽으로 뛰는 소리 들렸어 이번에도 자기장 안쪽이야
00:18:52.02,00:19:21.26,생각보다 다 숨죽이고 있나본데 건물 안에서 나는 것 같은데 먼저 좀 좋은 자리를 선점해둘까
00:19:50.34,00:20:16.01,먹을 것도 좀 챙기면 좋고 지포팔 한다 일반에서도 한번은 먹어 봤어
00:20:25.19,00:20:31.95,어디가 있을까?
00:20:31.97,00:20:32.39,폭사해라!
00:20:33.19,00:20:35.40,그걸 폭사했어!
00:20:57.77,00:21:07.64,여기에 나 밖에 없다는 게 말이 안 되지 않나?
00:21:07.66,00:21:15.72,이 마을에?
00:21:15.74,00:21:17.62,아 반가워요 옆 건물 가서 타밍이나마 짤까?
00:21:30.54,00:21:49.03,나 정도는 배그 열심히는 하는 편은 아닌 것 같은데?
00:21:49.05,00:21:49.63,왜 이렇게 뭐 마실 거나 던질 게 하나도 안 나오냐?
00:22:12.98,00:22:35.97,있을 것 같은데 일단 좀 이동할까 왜 그래야 되는데
00:22:43.39,00:23:06.06,오 여기 자리 괜찮다 나오는 새끼 쏴 죽이면 될 듯 아닌가?
00:23:06.08,00:23:06.70,언덕에서 나 보면 바로 대가리 뚫을 수 있을 것 같은데?
00:23:06.72,00:23:06.88,각이 너무 많다
00:23:10.24,00:23:33.58,좀 더 고지도로 이동하죠 저 벙커 안으로 들어가면 되겠다 저 벙커가 마음에 들어 다른 누군가도 그런 생각을 했을까?
00:23:43.53,00:23:59.83,꼭대기에서 싸우는 것 같은데 시체가 있어 오!
00:23:59.85,00:23:59.89,오!
00:23:59.91,00:24:08.58,시발 여기서 무슨 일이 있었던 거야 무서워 일단 챙겨 시체가 세 개나 있는데요?
00:24:18.08,00:24:39.61,아 산비율 없나 없네 저쪽 집에서 나오는 애들이 있나 봐야겠어 없다
00:24:49.36,00:25:17.28,나도 슬금슬금 고지대로 가볼까 일단 도핑해 있다
00:25:24.85,00:25:52.88,일단 여기에 한 놈 두 놈 만원 후원 받습니다 아이고 조심히 갔다 오세요
00:26:12.35,00:26:41.43,저 위에 있는 새끼 존나 와리가리하네 생각보다 다들 신중하게 총질하는데 쟤도 안 쏴
00:26:45.06,00:27:01.38,전화 개미새끼 왔다갔다 하는거 같네 자기장은?
00:27:01.68,00:27:11.32,제발 제발 내 쪽으로 튀어라 레바야 너의 허벌정신은 어디 갔느냐 알아 하고 개도라면 이긴다
00:27:14.12,00:27:42.96,쟤 걸친다 내가 가까워 뒤에 있었어?
00:27:43.04,00:27:43.08,씨발
00:27:45.86,00:28:11.82,좀만 이따 갈걸 아... 이따가 그린다니까?
00:28:11.84,00:28:11.92,음...
00:28:16.54,00:28:43.51,한 대도 못 맞췄냐고요?
00:28:43.53,00:28:43.81,어디서 쏘는지도 몰랐는데?
00:28:43.83,00:28:44.05,시청자 언급 밴입니다
00:28:45.95,00:28:59.95,아니였나?
00:29:07.94,00:29:08.40,했잖아 아니 블루랑 한방 했잖아요
00:29:16.66,00:29:17.45,그게 한 거냐고?
00:29:17.67,00:29:23.23,한 거지 그럼 씨발 뭘 더 바라는 것이지?
00:29:42.74,00:30:02.11,번지마라 밥빵 하겠다고 해도 날리고 안하.. 그걸로 끝이라고 해도 날리고 염병을 한다 안감 슈우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우
00:30:09.62,00:30:33.25,전혀 모르겠는데요?
00:30:33.73,00:30:33.95,실제 상이겠죠.
00:30:38.19,00:31:03.82,뭐야 나밖에 없어 여기?
00:31:03.84,00:31:06.00,여러분 이거 그냥 나중에 합방퇴회 들어왔을 때 저는 안 하려고 했는데 어쩔 수 없었어요 라고 하려는 빌드업이잖아요 어차피 뭐라 해도 꿈에 당할 거 진짜 해버리고 욕망이라도 채우면 되는 거 아님?
00:31:14.38,00:31:37.94,어허허허 돈의 소리 엄청 작다고 게임 소리를 좀 줄여놔서 그래요 총 소리가 크다고 해가지고 살짝 더 늘려드릴까요?
00:31:38.00,00:31:38.06,굳이?
00:31:52.39,00:31:55.89,어?
00:31:55.91,00:31:56.21,어?
00:32:11.74,00:32:11.77,어?
00:32:11.79,00:32:18.54,나가다 허접은 엠... 움프를 쓰라고 했어 지금 움프랑 우지 들고 있어 DMR이 하나 나오면 좋을텐데 말이죠 라고 하니까 부스스가
00:32:31.80,00:32:31.97,오!
00:32:32.27,00:32:51.55,죽음의 삼가방이다 무서워 M4 아 난 부탄총 쓰는게 맞겠지?
00:32:57.89,00:33:21.41,뒤에서 소리 난 거 같은데 기분 탓인가?
00:33:21.65,00:33:22.01,나 헤드셋을 거꾸로 꼈나?
00:33:22.03,00:33:22.17,아닌데?
00:33:22.19,00:33:22.27,맞는데?
00:33:22.59,00:33:22.79,반차다 다음 층까지
00:33:24.15,00:33:45.47,3배율이 잘 나오네 하지만 난 4배율 부스스라고 어?
00:33:45.49,00:33:45.55,엠파다
00:34:08.90,00:34:15.51,배를 써본 적 없는데요?
00:34:15.53,00:34:34.19,걔 자식아?
00:34:34.21,00:34:36.53,야 너 좀 적을 찾으러 모험을 떠나볼까?
00:34:39.23,00:35:06.45,저 정도면 발전한 거다 초창기 레바는 12게이지 120발 죽고 그랬다 그런 적은 없어 이제 파밍할 만한 건 웬만한 건 다 한 것 같은데?
00:35:06.47,00:35:06.77,던질 게 좀 많으면 좋겠다만
00:35:11.32,00:35:15.90,오케이 이동한다 베릴로 3킬하기?
00:35:46.37,00:35:51.31,허공에 총질해대고 잡지도 못하는 탈것 잡겠다고?
00:35:51.33,00:35:51.71,나 여기있어 광고하던때에 비하면 뭐
00:36:21.54,00:36:22.93,저쪽에서도 얘 쏜다
00:36:46.92,00:36:49.78,이 보급 누가 먹었을까요?
00:36:49.80,00:36:51.95,저다 탐욕스럽게 있네
00:37:38.26,00:37:41.70,아깝다 간다
00:38:10.79,00:38:29.96,아아아아 까비 아씨 아 졸라 개삔데 좀 더 잘 썼으면 됐는데
00:38:49.50,00:38:59.23,근데 배그 지구수들은 어떻게든 피해를 남기고 맨날 살더라.
00:38:59.25,00:38:59.69,어떻게든 대가리를 존나게 갈겼어야 했나?
00:38:59.71,00:38:59.88,못 맞추더라도?
00:38:59.90,00:39:00.92,이번엔 오줌들 안 가네?
00:39:13.93,00:39:14.03,갈 거야.
00:39:14.05,00:39:14.25,거실이 너무 밝다.
00:39:14.27,00:39:14.51,이러니까 좀 적절하죠?
00:39:37.49,00:39:39.49,"발산, 서규모, 킥, 드로우, 드딩"
00:40:02.47,00:40:24.90,자 그럼 이번 판부터 베린로 도전해 보겠습니다
00:40:41.11,00:40:52.59,아 눈물 나 갑자기 왜지?
00:40:52.69,00:40:53.37,전생의 기억?
00:41:57.47,00:41:58.00,으음
00:42:32.74,00:42:56.28,우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우
00:43:03.13,00:43:05.06,샤빠를 리울리 응 인정임
00:43:50.33,00:44:18.35,불신 나 이 앞 건물 덜 털었는데
00:44:43.84,00:45:08.56,여기 있으려고 하는데 베릴이 안 나오네.
00:45:08.58,00:45:08.74,언덕 올라가자.
00:45:08.76,00:45:08.84,아닌가?
00:45:08.86,00:45:09.16,여기 있는 사람들 다 털까?
00:45:09.18,00:45:09.26,아니야.
00:45:09.28,00:45:09.46,언덕에 올라가자.
00:45:50.72,00:46:00.66,어?
00:46:00.68,00:46:00.82,총알이 크다.
00:46:00.84,00:46:01.08,레바소 총격하고 샷건!
00:46:25.53,00:46:52.23,완전 중앙이네 나 그냥 여기서 버티면 안되냐고?
00:46:54.08,00:47:09.07,버티다가 죽은 경험이 한두번이 아니야 옆집이라도 털까?
00:47:09.09,00:47:11.92,아 샷건 대신 판 쳐들기 어떰?
00:47:11.94,00:47:12.06,좀 그런가?
00:47:24.56,00:47:46.97,한 번 쏘고 말자 박격포도 있어
00:48:14.11,00:48:40.86,저쪽에서 엄청 싸웠는데 M24 소리 어디서 쏜 걸까?
00:48:40.88,00:48:41.06,저쪽 방향이었는데
00:48:59.45,00:49:04.44,일단 자기장 좋아요 고지대로 가있을까?
00:49:04.46,00:49:22.96,라고 생각하는 애가 나말고 한둘이 아니겠지?
00:49:22.98,00:49:23.18,너 엠바 점사라고?
00:49:23.20,00:49:23.36,그러네 X될 뻔
00:49:42.77,00:49:49.55,아 안돼 호기심 천국은 죽음을 부른다
00:50:35.25,00:51:04.26,어디에서 쏜 걸까 저 벙커 쪽 넘어와서 들리는 거 같은데 매우 가까운
00:51:04.37,00:51:18.11,생각보다.
00:51:18.13,00:51:23.02,"아, 씨발."
00:51:23.04,00:51:23.98,"아, 나."
00:51:25.30,00:51:27.37,"아, 호기심 천국 씨발."
00:51:27.39,00:51:27.51,"아, 제발."
00:51:27.53,00:51:27.87,궁금한 거 좀 참아야 되는데.
00:51:40.00,00:52:05.71,이것도 가짜 게임이지 아 좀 더 가슴이 뜨거운 한 판을 해보고 싶은데 방송 100여서 커리어 하이 몇이냐고?
00:52:05.73,00:52:05.78,글쎄요
00:52:07.35,00:52:36.94,일단 통계는 이렇구요 1.1킬 1.1이면 좀 한다고?
00:52:38.84,00:52:57.04,내가 너무 사람 많은데 내려서 1킬 잡고 바로 뒤져서 그런가 계속?
00:52:57.26,00:53:06.03,근데 그거 맞아요 나 약간 1등 할 자신이 없어져 2등 하면 1대1 남으면 아 이거 질 거 같은데?
00:53:06.05,00:53:08.83,그래도 재밌었다 라는 생각으로 바로 싸워
00:53:12.27,00:53:36.30,좀 주눅이 들어있어 간다
00:53:37.33,00:54:05.24,얘는 참 불쌍한게 그 초반 주먹다짐도 지고 이기더라도 바로 미사일 맞고 쑈우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우우
00:54:09.75,00:54:29.31,옥상에 있는 것 같은데?
00:55:04.89,00:55:06.80,AKM 존나 많이 나오네
00:55:35.67,00:55:36.01,뭐야?
00:55:41.18,00:55:42.02,탄초 소리인가?
00:56:25.32,00:56:26.91,근처에서 발소리 들렸는데
00:57:24.94,00:57:36.92,가까운데 내 발소리 듣고 있을게 어디서 존버하고 있는 거 같은데 캐릭 코트 입으니까 빵댕이 ㅈㄴ 커 보이네
00:58:03.18,00:58:05.59,아 전혀 안 움직이는데?
00:58:31.22,00:58:51.72,"어, 복수한다 이 새끼들, 복수한다 죽어!"
00:58:51.74,00:58:52.34,공수경보 공수경보 공수경보 죽었어!
00:58:53.10,00:58:56.17,"두 명 죽었어, 씨X 파밍하러 가야지"
00:59:05.01,00:59:11.36,와아 어?
00:59:11.38,00:59:29.72,베릴이다 베릴 쓰기로 했죠?
00:59:30.36,00:59:34.35,이 건물에만 두 명 죽은 거야?
00:59:34.37,00:59:34.85,폭.. 폭발한 건물이 이거밖에 안 보이는데?
00:59:34.87,00:59:34.95,아닌가?
00:59:35.59,00:59:53.54,스플래시 데미지로 죽은건가?
00:59:53.56,00:59:54.84,오 오 여깄다 이새낌 잠깐 시체 파밍이 안돼
01:00:27.24,01:00:40.09,그러게 레바쿤 배그 좀 치냐고?
01:00:40.86,01:00:43.12,전혀 죄송해요 기대에 부응 못할 것 같아요
01:00:56.28,01:01:00.57,왜 이렇게 자신감이 없냐고?
01:01:00.59,01:01:17.45,그러게 쟤기랄 아니 베이글 돌리다보면 자존감 존나 떨어진다니까 어쩔 수 없어 애들 너무 잘해
01:01:28.46,01:01:49.93,배율 없나?
01:01:49.95,01:01:50.77,2배율이라도?
01:01:50.79,01:01:50.99,구탄 왜 버리냐고?
01:01:51.01,01:01:51.21,스크스로 바꿨거든.
01:02:01.37,01:02:17.47,미친 거 아니야?
01:02:17.49,01:02:20.05,일단 뒤는 다 닦였으니까 좀 올라가도 되겠죠?
01:02:26.92,01:02:49.00,너 조금만 과감할 때 과감하면 잘해 그리고 쓸데없이 판처같은 게이지보단 샷건 쓰면 허잘할 것 같음 배율 안 나오네 여기 좀 있자 벌써 14명 나갔어 아 근데 던질게 하나도 없네?
01:02:49.14,01:02:55.20,X됐다 저 벙커 파밍 좀 할까요?
01:02:56.75,01:02:57.63,어?
01:02:57.65,01:03:15.14,보급 나한테 떨어질 각인데?
01:03:15.16,01:03:15.28,안 떨구네?
01:03:50.15,01:03:55.98,어?
01:04:03.34,01:04:03.56,찌꺼기 먹으러 갈까?
01:04:03.58,01:04:03.76,있는 거 아니야?
01:04:03.78,01:04:03.84,씨발?
01:04:03.86,01:04:04.32,무서워요 없네 뭐 필요한 거면 딱딱딱 있어
01:04:29.14,01:04:45.60,괜찮아 괜찮아 괜찮아
01:04:59.52,01:05:16.48,"오케이, 자기장 내 쪽이야."
01:05:16.50,01:05:16.64,"어, 버로우."
01:05:16.66,01:05:16.80,"아, 아늑해."
01:05:43.19,01:05:50.76,그대로 붙으면 높은 확률로 죽는다고?
01:05:50.78,01:05:52.91,파쿠르다 하다가 대가리 맞아서 죽겠지?
01:06:12.59,01:06:32.59,점점 쪼여들어오네요
01:06:45.12,01:06:58.37,경박사 1명 6명 어?
01:06:58.39,01:06:58.61,에미사 소리인가?
01:06:59.55,01:07:01.85,아 그거 내가 쏜 애가 에미사 들고 있는 것 같은데?
01:07:01.87,01:07:06.36,에딱 소리야?
01:07:06.38,01:07:06.60,저걸 맞으면 죽어요?
01:07:06.98,01:07:07.06,죽겠지?
01:07:37.69,01:08:05.85,자기장이랑 같이 들어가면 될 것 같은데요.
01:08:05.87,01:08:06.17,앞에 벙커로 뛰기에 늦었어.
01:08:06.19,01:08:06.53,모두가 그 생각하고 있을 거야.
01:08:07.78,01:08:37.53,시발 봤어 봤어 던질게 하나도 없어가지고 연막 없어요 던질거 아무것도 없어
01:09:08.29,01:09:26.98,아 존나 위험한데?
01:09:27.00,01:09:27.84,보통 위험한게 아닌데 여기?
01:09:28.36,01:09:30.60,싸우.. 싸우는 소리 들릴때 움직여야겠다 아 씨발
01:10:57.02,01:11:18.40,씨발 화염병이라도 있었으면 좋았을텐데
01:11:22.60,01:11:48.50,진짜 진지하게 두뇌풀 가동해서 한 개 화끈하게 하다가 왜?
01:11:48.52,01:11:48.72,아니 ㅅㅂ 아 참나
01:11:53.31,01:12:07.60,0킬 3등 어쩐 데 아니 그 초반에 파밍을 너무 못해서 물건이 아무것도 없네 연막이라도 깔았으면 좋았을려나?
01:12:07.62,01:12:07.64,아
01:12:39.99,01:12:57.03,그 순간의 바닥달은 상상도 못했다 얼마나 왕성한 거냐 대체
01:13:15.54,01:13:33.50,그래도 판단 많이 좋아졌다고?
01:13:40.13,01:13:40.19,그래?
01:13:40.21,01:13:40.61,그래서 저녁에 스티치 몇시쯤 할거임?
01:13:40.63,01:13:40.91,너 오는거에 맞춰서 계시오
01:13:42.81,01:13:45.08,ㅅㅂ 사전이야?
01:13:45.30,01:13:52.85,한 6시쯤에 하지 않을까 싶네요 맵에 있는 거 다 쓸어도 50개 안 되겠다 야
01:14:23.41,01:14:51.92,아 홀로그램이 없어
01:15:20.75,01:15:22.41,ㅅㅂ 조준기가 없어
01:15:47.40,01:15:51.39,해봐 혼자 배그하면 겁 많아서 늦어지고 스쿼드하면
01:16:25.22,01:16:42.12,자기장 버리고 가자 이 새끼들 이 사람 근데 왜 이렇게 키라킨 좋아함?
01:16:42.14,01:16:42.32,금방 죽어서?
01:16:43.78,01:16:54.06,금... 틀린 말은 아니에요 죽어도 빨리 죽어 으악
01:17:27.15,01:17:40.63,던질게 하나도 없네 뒤로 빠졌구나
01:18:10.74,01:18:31.12,먹을 거 먹을 거 더 온다?
01:20:00.31,01:20:22.13,가야되는데 이러고 있을 시간이 없어요 요 벙커로 올라가다가 총 맞아 뒤질 것 같은데 기분 탓일까요?
01:20:22.29,01:20:22.35,도전!
01:21:01.07,01:21:10.14,뒤를 잘 봐.
01:21:10.17,01:21:10.39,정박사 하면 천 원.
01:21:10.51,01:21:27.21,천 원 고마워요.
01:21:27.23,01:21:27.43,미리 주신 건가요?
01:21:27.45,01:21:27.99,근데 뒤에서 싸우고 있었던 새끼는 어떻게 됐을까?
01:21:35.11,01:21:43.48,고마워요
01:22:37.14,01:22:59.85,변착할 걸 아 까비 왜 이번에 다른 맵 해볼까요?
01:22:59.87,01:22:59.99,아 랜덤 맵
01:23:10.57,01:23:11.07,론도?
01:23:11.50,01:23:15.37,론도가 어떤 맵이었더라?
01:23:16.12,01:23:16.30,아이씨!
01:23:16.32,01:23:17.02,가라킹 안 골라도!
01:23:18.67,01:23:18.81,가라킹이잖아!
01:23:54.82,01:23:58.57,근접전으로 T90이랑 하마스랑 붙으면 뭐가 더 유리함?
01:24:31.22,01:24:35.99,오우 내가 좀 늦었네?
01:24:36.01,01:24:46.15,여기 간다!
01:24:46.35,01:24:46.58,이 새끼?
01:25:01.95,01:25:29.03,2층 올라갔어 소드 오프였네
01:25:41.81,01:26:06.70,에이스 들다가 베릴 나오면 베릴 듭시다 어?
01:26:06.72,01:26:07.04,드라그노프다 오 자기장 가까워
01:26:15.93,01:26:27.66,이거 왜 문이 막혔어?
01:26:27.70,01:26:27.74,어!
01:26:27.76,01:26:27.86,공수경보!
01:26:27.88,01:26:27.98,공수경보!
01:26:45.93,01:26:47.15,어디가 터진거지?
01:27:33.45,01:27:55.08,베릴이 안 나오네요 베릴 좋아하냐고?
01:27:55.40,01:27:57.14,아니요 안 써봐서
01:28:08.68,01:28:11.40,반가워요 판처 1킬하기?
01:28:12.35,01:28:14.38,드라고도프를 버리고 판처를 들라 이거야?
01:28:14.40,01:28:14.44,어?
01:28:14.54,01:28:15.29,M24다
01:29:30.26,01:29:53.70,침착했다 어디야
01:30:37.83,01:31:00.46,공수껌 뭐 또야 씨발
01:31:13.36,01:31:36.50,어디갔지?
01:31:36.52,01:31:36.68,아직 있을텐데?
01:31:36.70,01:31:36.76,없나?
01:31:56.61,01:32:26.05,아 개핀데 까비까비 그래도 2킬 했어 그런데 이분 왜 세배율 스코프 색을 연결
01:32:27.07,01:32:27.39,몰라요?
01:32:27.86,01:32:46.16,색약 보정하니까 이렇게 되던데 바꿔볼까?
01:32:46.18,01:32:46.38,청색맹?
01:32:46.40,01:32:46.54,녹색맹?
01:32:46.56,01:32:46.64,적색맹?
01:32:46.66,01:32:46.92,녹색맹 한번 해볼까?
01:32:53.89,01:33:15.40,아유 고마워요 아 진짜?
01:33:15.43,01:33:16.39,존나 처음 알았어
01:33:34.93,01:33:53.36,몰랐어 몰랐어 슈우우우우웃
01:34:11.46,01:34:32.74,오우 쉣!
01:34:32.76,01:34:37.40,"ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ, ㅈ,"
01:34:50.48,01:34:51.62,시발!
01:34:52.22,01:34:54.32,어?
01:34:58.47,01:34:58.61,그래도 헤드!
01:34:58.63,01:34:59.27,헤드 맞췄어!
01:35:05.67,01:35:08.25,아니 안에 뭐라도 있을 줄 알았어.
01:35:19.84,01:35:48.31,아니 안에 근전묵이라도 있을 줄 알았지 근전묵이 있었으면 내가 이겼어 방금 방금 방금 방금 방금 방금 방금
01:35:49.17,01:36:02.99,오 이게 할리 데이비슨이야?
01:36:03.01,01:36:05.26,테이고 날씨가 이렇게 어두컴컴했나?
01:36:37.52,01:36:53.65,간다 이번엔 멀리 가서 파밍 해봅시다
01:37:17.14,01:37:35.54,어허허 이 새끼 봐라 내꺼야 내꺼라고 분명히 말했다!
01:37:38.13,01:37:39.47,안돼에에 불편한 드라이브 뭐야
01:37:48.64,01:37:49.31,어!
01:37:50.41,01:37:54.73,어!
01:37:54.76,01:37:54.80,어!
01:37:54.81,01:37:54.94,오빠 달려!
01:37:54.96,01:37:55.80,고마워해요!
01:37:57.86,01:37:58.32,아!
01:37:59.02,01:37:59.12,아!
01:37:59.72,01:37:59.86,아!
01:38:00.31,01:38:00.36,씨발!
01:38:01.17,01:38:01.73,죽이라고!
01:38:02.53,01:38:02.97,아 개새끼!
01:38:05.67,01:38:12.85,나 이 씨발!
01:38:13.55,01:38:14.03,나 개 짜증나네
01:38:25.92,01:38:45.35,"아, 이럴 생각이 아니었는데"
01:38:56.50,01:39:14.03,그러면 이번에 차를 먼저 얻은 다음에 멀리 가서 파밍 하자
01:39:29.51,01:39:49.54,바로 내려서 여기 있는 차를 하나 얻은 다음에 저 멀리 가서 파밍하는 거야
01:40:09.21,01:40:22.16,차가 어디 있을까잉?
01:40:22.42,01:40:23.21,차 내 눈에만 안 보임?
01:40:43.76,01:40:53.65,로드킬 하러 간다 늦게 내려서 욕 같아 넌 죽었어
01:41:11.68,01:41:15.71,빨리빨리 빨리 한국인은 빨리빨리!
01:41:15.73,01:41:15.93,아!
01:41:32.93,01:41:41.20,아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아
01:41:43.60,01:42:10.36,야이 씩 오빠 하려고 해도 이러면 곤란한데 형 진짜 개그 재능있어 계속해 내가야 인벤을 열고 드래그하는 게 제일 빠르단다 그 상황은 절체절명의 순간이라서 잘 안 됐어 한 번씩 한 판 개그 방송하는데 클립 제공하는 리더 진짜 대단한 능력자다
01:42:19.91,01:42:43.96,그거 아시나요?
