시작 시간,종료 시간,내용,live_id
00:09:34.96,00:09:39.14,버튜버 공식 만화를 그리고 싶다는 건가?,
00:09:39.12,00:10:02.77,흐흐 그니까 거의 지금 거의 사람들이 그런 사고방식이라 진짜?,
00:10:07.88,00:10:08.00,뭐하는 거야,
00:10:08.57,00:10:32.69,니들이 아직 모르는 거다 배그 버튜버 합방은 그냥 함정이고 얘가 진짜 좋아하는 건 스텔라라고 어떻게 딱 스텔라 이벤트 할 때 들어가니 근데 합방 놀이고 개그 시작한 게 아니라고 해도 블루님이 합방 잡아본다니까 입꼬리 실룩실룩하고 가슴 콩닥콩닥하고 음흐흐음흐흐 콧소리 나왔을 거잖아 아니,
00:10:34.32,00:10:40.07,나만 하면 좋고 안 해도 어쩔 수 없다는 입장이야.,
00:10:40.09,00:10:45.24,진짜 서럽다.,
00:10:45.26,00:10:48.06,감독이에요.,
00:10:48.08,00:11:00.80,당신 같은 사람들을 덕분에 제가 내일을 살아갈 수 있게 되었어요.,
00:11:01.88,00:11:23.04,몇 개월 모지래 봐 왜 숨을 쉬지 버튜버를 보기 위해 사는 건가 거의 그 정도 레바식 던파에서는 총 준례 잘 쏴서 소폐왕까지 찍었었는데 배그에서는 준례 쳐맞는 거 보면 마음 아파서 안 해줬으면 하는 마음이 있음 그걸 보기엔 우리 마음이 너무 약함,
00:11:26.21,00:11:54.52,형 담주에 이원 출시하면 거추버들 많이 할 거 같은데 형 이원하면 이 새끼 또 또 또 거추버 합방 노린다라고 말 나올 거임 내가 지금까지 봤는데 청자가 통발 드립 칠 때마다 우쌍 깨진 적 없음 사실 내봐도 무의식적으로 좋아하는 게 틀림없어 아님 말고 정색하면 또 이 새끼 찔리니까 또 정색하는 거 봐 이 지랄할 거면서 개자식아,
00:11:54.85,00:12:12.91,나 살쪘어 딱 봐도 좀 살찌지 않았어요?,
00:12:17.02,00:12:28.74,뭐 사실 이렇게 업가에도 목적이 뭐든 형이 하는 게임 늘어나는 건 정말 공우적인 일인 맨날 던파 사포만 하는 거 솔직히 꼴받았어.,
00:12:28.76,00:12:33.74,배그 치킨 먹기 미션에 10만원 넣고 이번 반복하니까 응원금 때문에 5만원이 사라져버렸어.,
00:12:33.76,00:12:35.87,미션 성공해서 좀 먹어라.,
00:12:44.22,00:12:44.32,고마워요.,
00:12:46.56,00:12:50.90,4년 전 형 유튜브 보면 확실히 살찐 것 티남.,
00:12:50.92,00:12:51.92,왜 4년이나 지나야 돼?,
00:12:56.89,00:13:06.15,내가 옛날 영상 보면 좀 나 예전에 볼살이 좀 이렇게 들어가 있었는데 요즘 볼살이 좀 차오른 듯?,
00:13:06.17,00:13:11.42,그런 느낌이 있잖아요?,
00:13:13.37,00:13:14.75,나잇살은 어쩔 수 없지.,
00:13:22.76,00:13:23.22,고마워요.,
00:13:23.25,00:13:26.43,늙으면 살 안 빠지더라?,
00:13:26.45,00:13:26.53,그래요?,
00:13:26.91,00:13:31.30,"난 연재 들어가면, 만화 연재 들어가면 살 귀신같이 빠져.",
00:13:31.40,00:13:34.64,ㅈㄴ 안 먹거든.,
00:13:34.66,00:13:36.90,평도 마운자로 투여해볼래.,
00:13:37.02,00:13:39.63,효과 짱이더라.,
00:13:39.81,00:13:40.61,그 정도로 살을 빼야 돼?,
00:13:43.73,00:13:48.26,예전 같으면 방송이고 유튜브고 지랄하든 말든 이 씨발!,
00:13:48.28,00:13:52.29,내가 내 삶을 즐기겠다는데 뭔 상관이야!,
00:13:52.31,00:13:57.74,할 텐데 억울하다 울분투하는 거 보면 성격 참 많이 변했다 유유!,
00:13:57.76,00:14:02.97,아니 그 정도로 억울해 보인다라고 판단해주면 안 돼?,
00:14:05.51,00:14:14.81,저는 래바님이 버튜버를 그리셔도 즐겁고 버튜버랑 합방을 해도 즐겁고 게이밀을 해도 즐겁고 저체스 해도 즐겁고 뭐가 됐든 래바님이 행복하면 저도 행복해요.,
00:14:14.83,00:14:30.51,저를 위해 행복하게 살아주세요.,
00:14:30.53,00:14:30.63,고마워요.,
00:14:30.65,00:14:30.87,정말 좋은 말이네요.,
00:14:30.89,00:14:32.42,송프리를 하나 더 그리고 이제 추천을 받았거나,
00:14:33.78,00:14:44.38,오늘 왜 이렇게 목이 좀 잠긴 것 같지?,
00:14:44.78,00:14:51.13,일어난지 꽤 됐는데 그건 그렇죠,
00:14:53.61,00:15:10.59,레바 형 오늘 유튜브 봤는데 썸네일에 배그 합방 멤버 힌트가 있는 것 같은데 그 DM 공격은 더 이상 안 하면 좋을 것 같다고 소공지 많이 올라오던데 그러다가 형 골로가 진심으로... 씨발... 저런 걱정이나 듣고 앉아있는 내 인생이 매션드... 왜 투표를 받지?,
00:15:10.61,00:15:15.91,버튜버를 추천하라는 건가?,
00:15:15.93,00:15:19.94,현실에서 저렇게 좋은 말만 늘어놓는 애들이 제일 위험하더라 형 조심해,
00:15:25.64,00:15:48.39,솔직하게 말하면 버튜버랑 합방만 해도 되고 게임만 해도 되니까 평일에 좀 더 방송 켜주면 좋겠어 나는 형만 봐도 좋아 라이 고마워요 오늘 올라온 영상에도 블루님이 댓글 남기셨더라 미래를 위해 의전 대접해드려요,
00:15:50.27,00:16:12.28,아 한참 롤할 때도 자나 때 제이 들어왔었는데 그거 거절했었다고 그거 받았으면 또 이 새끼 또 멤버 중에 버티고 있는 거 보고 무조건 신청했네 그럴까봐 씨발,
00:16:13.95,00:16:26.38,근데 역으로 합방하라고 칼 들고 협박하면서 왜 우리 누구님이랑은 합방 안 해주냐 차별하냐 야랄 떨면 이쪽도 어지러울 거 같은데 이쪽으로 방향 틀어줄까?,
00:16:26.40,00:16:40.53,둘 다 싫어 오케이 자식아 당연하지 렛바형 형이 버튜버 합방하고 싶다는 사실을 그냥 인정하고 담담하게 넘기면 이런 음회도내나 댓글이 사라지지 않을까?,
00:16:40.55,00:16:43.20,형이 발작하니까 레꼬단들이 더 놀리는 거 같아,
00:16:43.94,00:16:49.24,아니 난 작가들하고 좀 더 다양한 컨텐츠를 하고 싶은 심정이 더 크거든?,
00:16:49.99,00:17:13.86,솔직히 말하면 근데 웹툰 작가 새끼들은 너무 바쁘고 시간도 안 되고 하고 싶어하는 새끼가 없어 음...,
00:17:20.52,00:17:41.64,아 진짜 아무튼 결론 씨발 뭘 해도 질환에선 서럽다,
00:17:50.02,00:18:09.70,우리도 결론 뭔가 야란할 건 덕지가 절대 안 사라져서 늘 즐겁다 개자식아,
00:18:12.13,00:18:36.54,근데 음회를 겁나해서 허투버 게이트 이전의 레바 합방은 레바가 일 때문에 합방 잘 안 하는 거 같았는데 지금 레바는 어떻게든 합방 각 잡으려고 온몸 비트는 모습임 그건 아닌데 그거에 비해 그런 거에 비해서 합방을 너무 안 하지 않나요 제가?,
00:18:36.56,00:18:41.84,근데 이래도 지랄 저래도 지랄 성향이 있긴 해 그래도 뭐래도 다들 재밌게 보긴 할 듯 난 그럼 힘내 형,
00:18:42.43,00:18:49.80,아이 고마워요 거참 진짜 세상 각박하다 그치?,
00:18:50.46,00:19:05.32,남자가 걍 자나태고 합방이고 할 수 있는 거지 걍 강행 돌파해 버튜버랑 커플링 생기면 쩔쑤지 뭐 평소 형처럼 강행 돌파하뎅,
00:19:09.50,00:19:16.25,레바야 32살인데 모솔리야 이번 생에는 연애고 결혼이고 포기하는 게 맞겠지?,
00:19:16.27,00:19:31.51,스스로를 그렇게 꽉 재단하지 마세요 김블루베그 합방 때 여자 버튜브 없으면 노슈얼 레바면 개추 자주 합방하던 작가들이 결혼해버려서 못 부르는 거잖아 이해해주자,
00:19:32.69,00:19:38.82,버티버 있는 스쿼드인데 합방 거절하면 이 새끼 원하는 멤버 아니라서 거절했는데 이 지랄하겠다.,
00:19:38.84,00:19:39.76,"벌써 2개월이야, 자기야.",
00:19:40.00,00:19:48.37,"뱀 해야겠는데, 이 지랄하는 새끼들.",
00:19:48.39,00:19:49.83,너무 서럽고 끔찍해요.,
00:19:51.62,00:19:59.91,살쪘다는 채팅 보니까 든 생각인데 확실히 예전에는 개웃기는 만화 그리는 존잘 남편은 배덕감과 정복감이 있었는데 지금은 좀 친숙해졌음.,
00:20:00.23,00:20:06.91,걍 좀 생긴 중년 느낌 빨리 연재해서 살 빼라.,
00:20:06.95,00:20:09.22,고마워요.,
00:20:09.24,00:20:12.24,아니 살... 살... 그 정도로 살쪘나?,
00:20:12.44,00:20:20.06,인상이 달라질 정도로?,
00:20:20.08,00:20:20.13,응?,
00:20:27.89,00:20:44.85,지금이 딱 좋다고?,
00:20:45.19,00:20:45.33,그래?,
00:20:51.04,00:20:51.48,그럼 다행이고.,
00:20:51.50,00:20:55.65,근데 형 살쪄도 못생겼다거나 인상 바뀐 생각은 안 드는데 신기하네.,
00:20:56.84,00:21:20.69,아니 뭐 내가 뭐 수십 킬로씩 찐 것도 아니기도 하고 뭐 아니 고마워요 요새 원고뱅 왜 안 켜져 하루종일 원고뱅 기다리는데 원고방 원고를 안 했으니까 아직 멀었다 살 좀 더 쪄라 내 봐도 몸무게 세 자릿수 되면 너랑 좀 더 친하게 지내고 싶어질 것 같아,
00:21:24.64,00:21:34.91,그래도 조까라 하고 그냥 막 합방할 수도 있는데 내심 우리 의견을 생각해주고 있는 것 같아서 감동이야 형떼하음.,
00:21:34.93,00:21:35.05,고맙습니다.,
00:21:35.07,00:21:37.44,레바야 여론 잠재우는 법 알려준다.,
00:21:37.62,00:21:39.40,냉장고에 캐나 무거라.,
00:21:39.42,00:21:41.00,꺼내서 악력으로 찌그러뜨려라.,
00:21:41.22,00:21:44.95,그럼 헉하고 조용해진다.,
00:21:46.91,00:21:47.47,별로?,
00:21:47.49,00:21:48.96,조용해지려면 시발 부검하고 벤 남발하면 되는데?,
00:21:53.17,00:22:18.10,나는 랩아형 커뮤니티 늘어나면 좋다고 생각해 요즘 작가님들도 다 결혼하시고 랩아형 살짝 쓸쓸해질 수도 있는데 유튜브에서 마크 가든 거에서 사람들 깔깔 내는 거에 형도 있음 좋을 것 같아 파이팅 음 그런 의견도 있군요 하지만 그런 쪽으론 걱정하지 마십시오 내가 외로움을 타는 인간 아니거든 적어도,
00:22:18.50,00:22:23.87,레바야 누군가 너를 아무 이유 없이 싫어한다면 그 이유를 만들어 주라 나는 격언이 있다.,
00:22:23.89,00:22:26.10,무슨 말을 하고 싶은지 알겠지?,
00:22:26.12,00:22:32.07,뻔뻔해지고 행복해지자.,
00:22:46.45,00:23:15.22,레바야 빨리 배그가서 꼴덕거리자 난 너의 그 꼴덕거리는 치같음이 너무 좋아 내가 언제 꼴덕거렸냐고 샹라는 레바 보고싶어도 운이 없어서 못보는데 졸라 슬프네 하여튼 존나 서럽다 이말이에요,
00:23:18.96,00:23:35.67,솔비 나이 36 먹고서 이제 결혼은 물 건너간 지 오래니까 버튜버한테 껄떡대는 노청각 이미지가 강한 걸지더라고 논리적으로 생각해봄 그건 아닌 것 같은데?,
00:23:35.69,00:23:48.78,넌 벤이나 먹어라 그리고 35이야 개자식아 어디보자,
00:23:53.81,00:23:56.39,그래도 이게 다 WWE라서 다행이지.,
00:23:56.41,00:24:00.42,UFC로 꿀 부러지니 뭐니 하는 사람은 안 나와서 다행인 것 같아.,
00:24:00.44,00:24:03.99,꿀 부러진단 말이 뭔 말이야?,
00:24:04.01,00:24:12.58,그래도 우리 방장 사랑하면 걔 주위 일단 나부터 크크.,
00:24:12.60,00:24:18.87,살고 싶으면 얼른 강동원을 외쳐.,
00:24:18.97,00:24:19.85,아직 투표 안 받는데요?,
00:24:30.56,00:24:36.03,제가 투표 받을 땐 투표 받는다고 얘기를 할게요.,
00:24:36.05,00:24:36.65,안녕하세요.,
00:24:36.97,00:24:40.82,신인 레꼬단입니다.,
00:24:44.46,00:24:44.86,반가워요.,
00:24:44.88,00:24:47.08,랩바님 강동원 닮았어요.,
00:24:47.10,00:24:47.54,아 오해를 하셨군요.,
00:24:47.82,00:24:50.05,저는 강동원이 아니라 이승권입니다.,
00:24:50.07,00:24:55.77,하지만 왜 그런 오해를 하시는지는 알겠네요.,
00:24:55.79,00:24:55.85,뭐지?,
00:24:55.87,00:24:56.23,이 새끼 나 대신 방송하고 있어.,
00:25:04.01,00:25:09.09,강동원은 좌우 얼굴 분위기 다르다던데 형도 그래.,
00:25:09.11,00:25:11.24,그거는 스스로가 자각하기 어렵지 않나요?,
00:25:11.46,00:25:13.24,형 저녁 먹었어?,
00:25:13.26,00:25:16.68,난 부대 볶음 시켰어.,
00:25:16.70,00:25:19.85,저는 제 오늘 저녁은 메가 커피 한 잔입니다.,
00:25:19.87,00:25:33.36,음...,
00:25:37.32,00:25:43.21,몸 상한다 너?,
00:25:43.23,00:25:58.52,괜찮아 나 생각보다 몸 굴리는 거에 비해서는 인자강인 것 같아 나도 좌우 분위기 다른데 색다르게 못생겼음 크크,
00:25:59.19,00:26:03.12,"오호, 스스로를 그렇게 깎아내리지 말아요.",
00:26:03.14,00:26:05.16,나 요즘 무서운 게 뭔지 아냐?,
00:26:05.18,00:26:06.02,레바가 갑자기 뭐지?,
00:26:06.56,00:26:12.10,이 새끼 이거부터 말하면 절반 이상이 벤 때리는 거라 입을 탁 틀어마금.,
00:26:12.27,00:26:15.63,"그런 말 안 하면 되잖아, 씨X놈아.",
00:26:15.65,00:26:15.97,"아, 아니다.",
00:26:15.99,00:26:21.55,넌 살려줄게.,
00:26:22.20,00:26:23.06,어이없네.,
00:26:23.08,00:26:24.34,"이 씨X, 내가 잘못한 거야?",
00:26:25.85,00:26:38.25,형 나 이번에 검진 받았는데 간이 포항을 하래 근데 레바야 슬슬 청자들이 너 패턴 모든 걸 알고 있는 거 무섭지 않냐?,
00:26:38.27,00:26:45.16,조만간 진짜 레바 AI 나오고 너 대신 방송하는 거 아니냐?,
00:26:45.18,00:26:54.26,그럼 좀 편할지도 우린 건강검진 가다가 지하철에서 쓰러지는 인간보고 인자강이라고 하진 않아요 음... 그것도 맞는 말이긴 해,
00:26:58.90,00:27:03.46,"레바 형, 나 최근에 두 여자를 사랑하게 돼버렸는데 어쩌면 좋을까?",
00:27:03.48,00:27:06.59,원넨 노아를 좋아했는데 최근엔 미카가 너무 좋아져버렸어.,
00:27:06.97,00:27:18.05,두 여자를 좋아하는 나 나쁜 남자일까?,
00:27:18.07,00:27:18.27,"아니, 정상이에요.",
00:27:22.25,00:27:29.16,형 솔직히 WWE이긴 한데 형이 우리 때문에 자나태제에 들어온 거 거절했다는 이야기 들으니까 찐으로 좀 미안해.,
00:27:29.18,00:27:31.15,그냥 좋은 제에 들어오면 좋게 고려해줘.,
00:27:31.17,00:27:34.42,우리도 재미있게 즐기고 싶어.,
00:27:35.04,00:27:35.14,고마워요.,
00:27:35.16,00:27:37.02,100% 그런 이유는 아니었어.,
00:27:37.04,00:27:39.99,요즘에 땡땡을 변기에 넣고 내려라는 말이 유행인데?,
00:27:40.01,00:27:42.45,이건 대체 무슨 의미냐?,
00:27:42.47,00:27:42.57,뭔가...,
00:27:44.42,00:28:09.89,그런거 하면 그 시간 딱딱 맞춰서 그 팀끼리 연습도 막 몇줄씩 하고 그러잖아 나 그런거 제대로 딱 지킬 자신이 없어서 반쯤 부담감 때문에 거절하기로 했죠,
00:28:13.23,00:28:34.16,맞아 나는 좀 내일보단 오늘이 더 중요한 사람이라서 뭔 소리야?,
00:28:47.93,00:29:09.18,그럼 센초가 내일 식사 같이 하시죠 이러면 난 내일이 오늘이 중요해서 고맨 이럴 거냐고?,
00:29:10.30,00:29:14.51,참 나 이 새끼 맥락을 이야기 맥락을 전혀 이해를 못하잖아,
00:29:21.24,00:29:48.36,흐흐흐흐흐흐흐흐흐흐흐흐,
00:29:51.85,00:30:00.18,형!,
00:30:00.56,00:30:07.79,나 여자 꼬시는 법 좀 알려줘!,
00:30:08.25,00:30:13.16,그때 호쇼가 제안한 걸 내가 봐가 거절하면 호쇼 시청자들이 내가 뭐 킹업 아티스트냐?,
00:30:13.30,00:30:14.92,이러면서 침공할 듯.,
00:30:18.90,00:30:38.53,참나 그런 소리 할 거면 아까 억울하다 뭐하다는 왜 울분포한 거냐 너 진짜 한결같은 놈 크크크크 그건 억울한 게 맞잖아 개자식아 레바야 오늘 부사관 만기전이었겠는데 왜 아직도 레바툰 시즌2 안 나왔냐 아 고마워요 고생 많이 하셨네요,
00:30:44.29,00:31:06.83,어디보자 이제 슬슬 그림 추첨을 받아볼까요 채팅을 아무거나 치시면 추첨에 들어갈 수 있답니다,
00:31:15.73,00:31:26.71,"130, 150에서 커트하겠습니다.",
00:31:26.73,00:31:26.81,추첨!,
00:31:26.83,00:31:37.07,사천당가당 소손님.,
00:31:37.09,00:31:38.45,"집이 은근히 딥다, 또.",
00:31:50.07,00:32:18.02,니케 릴리스 어디 보자 니케 릴리스 얘 말하는 건가 아 라피엘님,
00:32:27.67,00:32:34.28,어떤 그림을 원하시나요?,
00:32:51.40,00:32:52.48,순여 캐릭터인가요?,
00:32:57.98,00:33:14.79,어떤거 원하시나요?,
00:33:14.81,00:33:17.78,2011 프로야구 알아그려주세요 감사합니다,
00:33:24.79,00:33:35.32,절 살다살다 이런 캐릭터 추천을 받아보네.,
00:33:35.66,00:33:36.67,아 청은설님.,
00:33:42.15,00:33:47.66,무엇?,
00:33:47.68,00:33:47.75,물음표.,
00:33:47.77,00:33:49.58,우왕.,
00:33:49.60,00:33:49.70,축하해요.,
00:33:49.72,00:33:50.60,어떤 걸 원하시나요?,
00:34:01.19,00:34:29.83,젠제로 뱀 시렌 시시야 되나영 시시야 난 어제 스타레일 음랑 뽑았는데 아 복불... 복불 석포지털님 닉네임이 뭐가 이러냐?,
00:34:35.33,00:34:57.39,안녕하세요 원신 클로린드 부탁드립니다 원신 클로린드,
00:35:06.19,00:35:32.86,약간 3번이랑 비슷한 관상이네요 아 타만봇디님 병남항로 키사라기 유치원보 병남항로 키사라기 유치원,
00:35:34.02,00:35:52.01,"저번에도 항목이 올라왔던 애잖아 1, 2, 3, 4, 5, 6 구독자 추첨 오리 꾀 꽝님",
00:36:03.08,00:36:03.60,어떤 걸 원하시나요?,
00:36:23.50,00:36:24.02,패스할게요.,
00:36:24.08,00:36:30.53,자주 갈려서.,
00:36:30.55,00:36:31.07,OK.,
00:36:31.09,00:36:32.19,AL님.,
00:36:45.37,00:36:46.45,어떤 걸 원하시나요?,
00:36:47.11,00:37:14.09,알케이드 브륜스터드요 알케이드 브륜스터드 아 바른정님,
00:37:16.32,00:37:43.64,아 나도 이 캐릭터 좋아해요 예전에 낙서할 때 잠깐 그려봤었죠?,
00:37:49.80,00:38:14.97,"1, 2, 3, 4, 5, 6, 7, 8 타이머 150초 나도!",
00:38:14.99,00:38:17.07,얼마만에 펄이도 브라도 없는 시작이냐,
00:38:20.54,00:38:41.07,자 지금 균등하게 올라가고 있는데 5번 인기 씨발 뭐야 8번 제갈 공명이랑 춤추는 애 아니냐 밥상이 좀 슴슴하네,
00:39:05.72,00:39:30.61,불도 털도 없다니 유유에잇 농이나 먹어라 6번은 뽑은거지 그리는건 레바잖아 배도는 레바다,
00:39:34.63,00:40:02.49,레바 첫 배그 영상 봤는데 화염병 투시 날고 보니 사는 거더라 근데 뛰어내려가 낙사더라 안 뛰어내렸으면 살았는데요.,
00:40:12.21,00:40:19.01,6번 뽑히면 뽑은 놈들 박재정요?,
00:40:19.03,00:40:19.07,왜?,
00:40:19.09,00:40:31.14,아... 6번 그릴 생각에 신난 랩 하면 개추 크크 별로 안 신났는데?,
00:40:31.16,00:40:40.71,자 20초 10초 9 8 7 6 5 4 3 2 1,
00:40:41.99,00:41:11.32,6번~~ 애새끼를 골라주신 많은 여러분 복실복실했다니까님 조조님 가능성 탐구자님 코아루 정수리할끼님 베란 유도제님 아루의 비밀 정원님 봇불 속 호지털님 열리지 않은 거대 돈통님,
00:41:12.55,00:41:32.08,강민철의 창파분석님 구독자 비율이 높네요 얘 이름이 뭐였더라?,
00:41:32.10,00:41:42.15,경남항로 캐릭터잖아 레바 안보이는 팔이 무의식적으로 폰을 뜰 뻔했으면 레바는 개추 크크,
00:41:48.82,00:41:55.06,이런 그림자도 되게 클래식하다고 볼 수 있는데 얘도 평소처럼 그리는 거지?,
00:41:55.78,00:42:00.41,차리기만 해봐라 뒤진다 너 뭐 돼 개자식아?,
