시작 시간,종료 시간,내용
00:09:07.66,00:09:10.69,그거 드린 지가 몇 년 지났어요.
00:09:11.25,00:09:13.63,음...
00:09:16.06,00:09:19.10,아님 투표 후보수를 줄인다던가?
00:09:19.12,00:09:23.92,8명 받는 시간 생각하면 꽤 길다 보니.
00:09:23.95,00:09:26.67,한 4개만 투표를 받을까 그럴까?
00:09:26.69,00:09:27.67,주제넘은 말인데요.
00:09:27.69,00:09:37.82,여태 투표받으면서 그림 그리셔 놓으니까 이번엔 시청자한테 그림 그리게 하는 컨텐츠 어떤가요?
00:09:37.84,00:09:44.23,한도하니까 생각났는데 나취지직 1일 결제한도 초과되어서 오늘은 이제 돈에 못함 이 돈에는 마지막 남은 천원으로 보내는 거임 시옥 기억.
00:09:44.44,00:09:47.83,이 타이밍에 그림 피드백 방송이나 할까?
00:09:48.79,00:10:04.75,버튜버만 그릴 거면 그냥 기지문 같이 보기 하자 와 개부자 난 10만 원짜리 오마카세로 때웠는데 갑자기?
00:10:04.77,00:10:06.01,힘들면 낙서만 하고 가자 할라 했는데 버튜버 그릴 거면 투표해라
00:10:06.06,00:10:26.60,혹시 모르니까 희망하는 사람은 그럼 미리 글을 올려두세요 제가 한번 생각을 해볼게요 만에 하나 게이퍼리 쿠키 할매에게 점령당할 가능성이 떨 것인가?
00:10:26.62,00:10:29.96,오늘만 신중한 돈에 투표 가자 버투버 낙서로 해볼까 합니다 아이 왜 그래요?
00:10:30.14,00:10:33.47,알았어요 투표 방송할게요 버투버 투표합니다
00:10:37.26,00:10:40.42,평균 용기야?
00:10:40.44,00:10:41.10,왜 이렇게 오락가락해?
00:10:41.12,00:10:42.57,방금 자고 있나서 그래.
00:10:42.59,00:10:43.93,정신 하나도 없어 나 지금.
00:10:43.95,00:10:45.21,주제넘는 말인데요.
00:10:45.23,00:10:48.03,시청자들이 그려라 하면 좀 그리면 안 될까요?
00:10:48.05,00:10:48.95,주제넘어서 죄송.
00:10:51.28,00:10:56.14,이 새끼 주제 좀 넘는데.
00:10:56.16,00:11:01.27,오늘 배그하면서 스트레스 받았나요?
00:11:01.43,00:11:02.53,아주 주제넘어.
00:11:02.55,00:11:03.25,이렇게 주제넘는 자식은 간망이야.
00:11:06.30,00:11:25.87,귀여운 뽀로리 보고 싶은데 보여주실 수 있나요?
00:11:25.89,00:11:30.86,뽀로로 딱 보니까 너가 배그를 7에서 8시간 하고서 한숨 자고 오니까 텐션 뚝 떨어져서 그냥 방송이 하기 싫은가 보구나 약속은 했으니까 온 거고 그럴 거면 그냥 새벽까지 디지몬이나 보다 가라 크크
00:11:31.36,00:11:39.69,그렇게 말하지 마세요 이왕 왔는데 말이야 어?
00:11:39.71,00:11:54.94,어디 옆분이야 음?
00:11:56.50,00:12:06.56,버튜버 엑셀 투표 어때?
00:12:08.58,00:12:17.95,돈의 투표로 하면 탈락한 7명은 돈 없는 거지들이나 본다고 갈라치게 할 수 있잖아?
00:12:17.97,00:12:21.63,오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오
00:12:21.92,00:12:38.58,레바야 나 그저께 생일이었는데 너가 방송을 안 해줘서 생일 축하한다는 이야기 못 들어서 지금이라도 해주면 좋겠다 고마워 레바야 그러면 지금 그림 추첨을 받도록 하겠습니다 오늘은 그러면 8개 항목 대신에 4개 항목만 우선적으로 받아서 아무거나 빠르게 그려보도록 하죠
00:12:45.05,00:12:54.40,뭐든 빨리 그리고 시작 빨리빨리빨리 그리고 시작을 해야지 약간 정신이 돌아올 것 같은데.
00:13:05.72,00:13:05.80,오케이.
00:13:05.82,00:13:06.62,돌아왔나?
00:13:06.64,00:13:10.62,레바야 이럴 때 받는 게 구독자 전용임.
00:13:12.56,00:13:28.32,"그러면 추첨 후보수도 예전처럼 100명만 뽑아줘 150명, 200명은 너무 많은 것 같아 아 이래라 저래라 하지 말아요 당신 주제너무 어이없네 그러면 그럼 왜 뽑히는 사람만 뽑히는 거 같냐?"
00:13:28.42,00:13:34.99,이 지랄할 거면서 진짜 존나 나 현기증 나
00:13:41.03,00:13:43.03,나도 주제는 못 오겸.
00:13:43.05,00:13:50.16,"아니, 아가리에."
00:13:50.82,00:14:03.70,너 투표 주자 해명할 거면 일단 매번 발가락으로 익명 도매하는 것부터 해명해라.
00:14:10.85,00:14:26.37,아직 계시나요?
00:14:26.67,00:14:30.24,똑똑 다음 아 미소녀성애자님 닉네임은 아주 정상적이네요
00:14:47.52,00:14:57.41,원하시는 그림 없나요?
00:14:59.07,00:14:59.33,네 이거 어떻게 받아요?
00:14:59.39,00:15:14.65,아 그냥 채팅을 아무나 치면 되긴 합니다 원하는 캐릭터를 말씀해 주시면 됩니다 오징어소녀요 오징어소녀 진짜 오랜만에 본다
00:15:25.99,00:15:33.54,왜 그런 나쁜 말은 다 익명으로 하시는 거예요?
00:15:33.68,00:15:45.82,본인도 자각을 하고 있다는 암시인 것인가?
00:15:45.84,00:15:45.94,은혼카고라
00:15:54.15,00:16:15.72,자 이렇게 하고 하리보님 구독권 안 뿌릴 거면 구독자라도 챙겨주라는 나쁜 말은 하면 밴인가요?
00:16:15.74,00:16:18.02,토도로키 하지매 같은 버추얼도 되나요?
00:16:22.46,00:16:27.14,그래서 구독자 전용도 있지 않음?
00:16:27.36,00:16:40.11,그냥 노치핀치만 투표 가능한 것도 넣자 하자.
00:16:40.13,00:16:41.98,ㅇㅅㅅㅈㅇ 4개만 받으면 너무 적을 것 같기도 하네.
00:16:44.24,00:16:48.28,한 6개까지만 할까?
00:16:48.50,00:16:48.56,왔을?
00:16:51.77,00:17:17.23,어서오세요 그리고 구독자 추첨으로
00:17:17.40,00:17:44.59,두 명 김공깁님 남은 두 명은 구독자 추첨 디제이 맥스 다인 그려주세요 디제이 맥스 다인 아는 버튜버 아직 안 나왔다고 갑자기 추첨 개수 늘리는 거겠지?
00:17:44.61,00:17:45.37,괘씸하지?
00:17:46.09,00:17:46.19,꼴 봤지?
00:17:48.16,00:18:10.02,이렇게 하고 하나 더 깡총이님 랏샤이 와 나야?
00:18:10.04,00:18:15.91,맞아요 걍 패스할래 오케이 아주 쿨해 웃기면 봐줌님
00:18:20.63,00:18:29.82,아 암튼 나 안 걸렸으면 주작이라고 크크 아리스 무장?
00:18:30.15,00:18:39.32,무장 아리스 예전에 그리다가 낙서로 약간 그리다 말았나?
00:18:39.34,00:18:41.92,한참 컨디션 안 좋을 때 그리다가 말았던 것 같은데?
00:18:44.65,00:18:44.75,던짐 어어
00:18:55.38,00:19:25.25,1번 2번 3번 4번 5번 6번 무장 아리스 신청했던 사람인데 투표 받고 그렸는데 독감 때문에 던지셨어요 그럴만 했네 레바가 보고 싶은 거 정해졌네 자 타이머는 150초 1번부터 6번까지 항복 중에 원하는 그림을 골라주세요 레바 또 피곤할 때 왔구나 당첨되면 또 던져지겠군
00:19:27.42,00:19:40.68,결과는 여러분의 한 표 한 표에 걸려있습니다.
00:19:54.17,00:19:54.45,꿀을 비워야 밥이 없구나.
00:19:54.47,00:19:54.65,오늘 안 먹었어.
00:19:54.67,00:19:55.57,얘들아 방송 오래 보고 싶으면 뭐 뽑아야 할지 알겠지?
00:19:55.97,00:19:57.41,아이 씨발 폭령 쩔어졌네 씨발.
00:20:16.90,00:20:19.28,"에휴, 사족 보행 짐승이 없다니."
00:20:19.87,00:20:27.82,이번 판은 던진다.
00:20:27.84,00:20:34.38,아리스의 각오를 보고 안 꼴리면 고추 잘라라.
00:20:34.40,00:20:36.34,"4번 뽑고 자러 간다, 시옥기요."
00:20:39.12,00:21:00.52,내가 포켓몬 보기 싫다고 해서 내가 아리스 뽑아줄 것 같아.
00:21:04.22,00:21:29.57,솔직히 6번 로봇이잖아 기계박이잖아 이상성욕이잖아 오 텅텅텅텅 어차피 4번 뽑혀도 금방 그리고 나가리 된다 솔직히 눈코입 팔다리 다 똑같은 곳에 달려있는 걸 좋아하는 인간박이들이 진짜 이상성욕 아님?
00:21:40.94,00:22:01.38,뭐야?
00:22:03.94,00:22:07.82,압도적인 결과로 6번 아리스
00:22:11.95,00:22:15.68,솔직히 아리스 K 나오고 인기 밀렸잖아.
00:22:15.70,00:22:20.54,패배 히로인이잖아.
00:22:32.98,00:22:33.16,정의는 승리한다.
00:22:33.18,00:22:33.36,어디 보자.
00:22:33.38,00:22:34.44,4번 별거 아니네.
00:22:34.46,00:22:35.58,아리스가 정했다.
00:22:39.43,00:23:07.86,하도 분탕단에 당하다 보니 단일화에 예민해졌음 크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크크
00:23:13.26,00:23:31.15,4번만 아니었으면 표 골고루 분산됐을 텐데 아무튼 포켓몬 게이기 개퍼리 할매단들 내가 만든 세계야 음란한 레자바지 삼브랄 영포티 영서티 괴성 육숭배자 갑자기 이 씨발?
00:23:36.40,00:23:36.66,왜 갑자기 순수 비난함?
00:23:36.68,00:23:38.34,뽐논노 화장실 모래는 치워주셨나요?
00:23:39.13,00:23:45.62,저 이제 프로리 화장실은 자동 화장실이라서 자동으로 치워집니다.
00:23:45.64,00:23:46.10,여자는 자고로 가슴과 엉덩이가 커야 한다.
00:23:46.12,00:23:50.44,크게 그려라.
00:23:50.46,00:23:57.43,근데 군용 드론이 무장 아리사님 맞잖아.
00:23:57.45,00:24:03.52,우리 레바는 젖 주작은 절대 안 함 대신 골반 주작은 졸라 잘함.
00:24:03.54,00:24:07.58,골반은 최소한... 최소한의 조건이랄까?
00:24:13.91,00:24:35.63,어떤 똘개가 그래?
00:24:38.87,00:24:56.71,"아리스 무장 파츠 그리기 귀찮을 테니까 무장 해제 버전으로 그리는 게 나으실 겁니다, 행님."
00:24:56.73,00:25:03.72,근데 에바는 자기가 TS 되면 리오 닮을 것 같다고 하는데 농파가 아니라 빵파 아님?
00:25:03.74,00:25:08.37,그건 똘게이가 아니라 그냥 게이 아니냐.
00:25:12.43,00:25:34.74,뭘 레바가 찌찌 골반 추작을 안 해 리오 애새끼로 그리면서 자 이제 유선이 금방 발달하기 시작한 느낌으로 어떻게 그런 말을 할 수 있지?
00:25:41.19,00:25:51.74,자 부끄러운 표정으로 레바님 발박수 리액션은 얼마에요?
00:25:51.90,00:26:03.75,따로 단가가 존재하진 않습니다 아 크리스마스 이브인데도 선생님이 놀러와 주셨습니다 아리스는 30년 넘게 크리스마스에 아리스와 놀아주는 선생님이가 좋습니다
00:26:07.36,00:26:10.36,레바는 빵파가 맞아.
00:26:10.38,00:26:17.13,던속사만 봐도 주인공 청이가 빵캐잖아.
00:26:18.55,00:26:21.09,적어도 여리여리한 것보단 빵파만 그리는 게 낫지.
00:26:21.39,00:26:31.97,그려달라 한 지 이제 반년 다 돼가는데 농료는 그렸으면서 아로는 뒤져라고 말하는 게 나 죽길 바라는 거냐?
00:26:32.49,00:26:37.63,"아리스 선생님, 모모이가 준 이 게임을 줬는데 같이 하실래요?"
00:26:37.65,00:26:47.33,근데 이 게임기에 18 플러스 2라고 적혀있네요?
00:26:47.35,00:26:47.75,미돌이.
00:26:47.77,00:26:49.75,"자, 잠깐."
00:26:49.77,00:26:50.01,언기가 잘못 준 거야.
00:26:50.03,00:26:50.49,이제 얘도 딱 한 달 뒤면 한섭 실장이네.
00:26:50.51,00:26:59.18,형은 제 나올 때쯤 나오는 메인스가 1.5부 최종장 같은 거라던데 개인적으로든 방송으로든 볼 예정 있어?
00:26:59.20,00:26:59.42,"오, 그런 느낌이야?"
00:27:00.25,00:27:11.48,그렇게 말하니까 궁금하긴 하네?
00:27:11.50,00:27:19.00,근데 형 아리스는 로봇인데 센세는 그럼 아리스랑 자고 나면 태도 고르는 거 아니냐는 나쁜 말을 하면 안 될까?
00:27:22.88,00:27:37.09,레바가 빵만 그린 이유는 그건 그림이 왔군은 렛보단 저런 글이고 올리버만 지은 이유는 크게 그렸어 너넨 아리스가 꼴리냐?
00:27:37.11,00:27:50.47,난 꼴리니깐 꼴리게 그려줘라 아리스는 그냥... 귀염둥... 아이씨X 목이 아예 잠기다 못해 가라앉아버리네
00:27:55.26,00:28:11.39,자 아리스는 음... 약간... 성욕이 들게 하라는 판은 아닌데?
00:28:18.42,00:28:18.60,윤곽쌈 포너버
00:28:20.79,00:28:49.09,아리스 저번에 그리다 상태 안 좋아서 실패했는데 이번에도 상태 안 좋아서 실패하겠구나 옷 갈아입고 왔는데 케이한테 선생 주지 정자 다 뺏긴 불쌍한 아이입니다 존나 불쌍해요 유유유 씨발 오피셜처럼 얘기하지마 이수핵 숨이 넘어갈 정도로 아리스를 생각한 거냐 켁크컥 숨이 넘어가려 하네 이런 극악무도한 농농단 녀석
00:28:50.37,00:29:03.73,무장 아리스는 저등 뒤에 날개가 꼴린 포인트 같음 제작진 중에 건틀 딱 있나?
00:29:08.08,00:29:08.82,너무 좋다 뭐 약간 건담 좋아하는 사람은 세상 어디에든 있지 않나?
00:29:08.84,00:29:09.32,약간 그런 느낌인데?
00:29:09.34,00:29:18.77,아리스 겜 장보니까 자기한 개쩌는 플레일리 따라하고 있는 모습도 좋을 거 같아요 뽀르리
00:29:19.50,00:29:29.99,뽀로리가 왜 이렇게 울어대지?
00:29:30.01,00:29:30.11,뽀로리야.
00:29:30.13,00:29:30.51,뽀로리.
00:29:30.53,00:29:40.00,아리스 좋다고 하는 새끼들 옆에 개 있으면 개입할 거면서 너희 이중성이야.
00:29:40.02,00:29:47.46,아이돌 전에 첨이서 킬 트럭 쌓아놨는데 둘 다 뽑겠다고 0.7 트럭 써버리고 지금 겨우 0.5 트럭 정도 쌓아놨네 크크.
00:29:52.02,00:30:00.77,나 강민석인데 아리스 양갈래 머리는 손잡이로 쓰라고 만들었다고 생각된다.
00:30:00.79,00:30:19.37,아우... 그 악무도한 아리스파 존나 많네.
00:30:19.39,00:30:19.81,난 피자를 시켜도 두 개를 겹쳐 먹어.
00:30:19.83,00:30:20.43,인전 아리스 우주색이 틀딱들이 싫어하는 스타일 아니냐?
00:30:20.45,00:30:20.99,비우주색이 최고 기체 참조한 게 인전 아리스잖아.
00:30:22.66,00:30:28.57,렛바님 그림 1도 안 그려본 애가 풀컬러 일러스트 모작하는 거는 건방진 행동인가요?
00:30:43.60,00:30:43.78,왜 할 수 있지?
00:30:43.80,00:30:44.02,하고 싶으면 해야지.
00:30:44.04,00:30:44.26,못 할 건 또 뭐야.
00:30:44.28,00:30:44.36,그러게.
00:30:44.88,00:30:48.84,무장 아리스 보니까 아예 또 절벽은 아니네?
00:30:48.86,00:30:49.55,살짝 있어.
00:30:50.17,00:31:09.87,그래서 레바야 지금까지 나온 아리스 이야기 나온 것 중에 팩트랑 거짓이랑 몇 대 몇이야?
00:31:10.03,00:31:10.83,내가 오피셜이야?
00:31:10.85,00:31:17.62,날개하니 생각났는데 아리스도 무장 날개를 어떻게 할지 고민하다가 자기가 아는 사람 중에 생각하더니 나중에 히나한테 물어본다더라?
00:31:17.64,00:31:19.48,크크크크 제발 얼른 스토리 좀 나왔으면 좋겠슴.
00:31:20.64,00:31:33.12,드리블 치려는데 스포라서 못 치겠네.
00:31:33.14,00:31:33.42,그냥 성희롱이나 해야겠다.
00:31:33.44,00:31:33.86,냉각수 흘리지 마라 이년아.
00:31:33.88,00:31:40.75,아리스는 엉덩이 팡 때려주면 이게 새로운 인사법이냐고 하면서 내 엉덩이도 팡 때려주겠지?
00:31:40.77,00:31:45.10,바로 프로바이오틱스 선생 매치고.
00:31:45.12,00:31:48.22,아리스는 그러면 무슨 전력으로 움직이나?
00:31:49.57,00:31:57.16,태양열 같은 걸로 움직이나요?
00:32:00.08,00:32:07.31,아리스 손잡고 날고싶다 하아 아크리액터 있다고?
00:32:07.33,00:32:15.42,배터리 충전식이면 오다꼬즘
00:32:19.42,00:32:42.22,먹임 뭐야 선생님꺼로 돌아가지 크크 키보토스를 멸망시킬 목적으로 만들어진 플러스 기술력 총동원에서 만든 아비 애슈 플러스 K의 기술력으로 아리스에게 맞게 어레인지 이게 키보토스 최강의 결전병기 아니냐?
00:32:42.24,00:32:47.15,크크 난 솔직히 아리스는 K한테 센세 뺏기고 문 뒤에서 훔쳐보면서 패배 호나니 하는 그림도 맛있는 듯
00:32:47.33,00:32:51.56,참고로 게임스토리 안본지 오래된 개만부님.
00:32:51.74,00:32:54.80,그냥 성형이 그득한 오타쿠잖아.
00:32:54.82,00:33:00.15,오늘의 문학 단편집 한 줄 기억 안 난다니까 다시 말할게요.
00:33:00.17,00:33:14.69,저 진짜 누나 좋아해요.
00:33:14.71,00:33:15.73,아리스는 식사에서 거기서 미생물 분해를 통한 메탄가스를 사용한 열분에 전력을 쓴다고 합니다.
00:33:15.75,00:33:16.15,"즉, 선생체액을 섭취해서 움직입니다."
00:33:16.17,00:33:16.51,이거... 아리스... 어...
00:33:20.52,00:33:43.47,근데 아리스가 전기나 태양열로 움직이면 센세는 그럼 아리스랑 합체하다가 잘못하면 감전 당하거나 화상 입는 거 아니냐?
00:33:43.71,00:33:48.46,귀엽고 레바 오른손으로 펜 잡고 오른손으로 뭐 하고 있음 뭔가 흔들 하는 거 같은데
00:33:49.13,00:34:08.47,오른손으로 컨트롤 Z 누르죠 아리스 이번에 애용품 받았는데 나한테 개추 스티커 주더라 좀 귀엽긴 했음 무장 아리스 패스 기대할 때만 해도 아리스가 센세 독차지 할 줄 알았는데 현실은 K한테 다 뺏기는 게 미식임
00:34:12.65,00:34:28.29,저게 뭐가 좋다고 뭘 자꾸 아리스는 어떻다니 이렇다니 저렇다니 오 진짜 싫다 라고 말했으니 알고 터질 것 같은데 풀어주면 안 되겠니 미카엘?
00:34:28.31,00:34:39.20,근데 아리스 케이시켜서 그대 갓머시기들 다 화장실로 집합시켜서 니들은 왕녀나 즈으로 보이냐고 하던 자 있던데 음...
00:34:42.28,00:34:50.79,아리스는 주기적으로 요카가 방으로 데려가서 충전시켜준다네요.
00:34:50.81,00:34:57.40,어떻게 충전되는지는 쉽 북극 녹이는 중.
00:34:57.42,00:35:02.74,"레바용 검스, 쌀스, 힌스 중 취향이 뭐야?"
00:35:02.76,00:35:09.27,힌스는 좀 약간 어울리는 상이 있고 아니 검스는 좀 범용적으로 어울린달까?
00:35:10.68,00:35:32.71,흰수가 어울리는 그 상이 있어 아리스는 맨다리 파지 근데 뭐 굳이 한다면
00:35:34.48,00:35:46.73,신혈한 연희 왕녀가 옷 깔아입고 왔는데 몰래 센세 데려가서 아리스의 대신이라면서 옷 벗고 속옷 벗고 자기가 대신하겠다면서 각오의 복장을 입고 오는 게 걔 맞돌이야.
00:35:46.75,00:35:47.03,인정하지?
00:35:47.05,00:35:47.37,해.
00:35:47.63,00:35:50.58,"대체 누구한테 인정을 받고 싶은 거야, 이 새끼."
00:35:50.60,00:35:58.73,"그럼 열박 형은 무슨 새키버 검스야, 힌스야?"
00:35:58.75,00:35:59.67,"그럼 아루는 흰쇠야, 검스야?"
00:35:59.69,00:36:00.89,플러스 절대 영역 어떻다고 생각함?
00:36:01.88,00:36:31.18,아루는 검정 스타킹파지 아무리 생각해도 흰색 스타킹은 선... 선생이 입어주면 좋겠다고 얘기하면 헤헤헤 하고 그냥 입어줄 듯 아루는 맨다리 아니면 어 스타킹이지 검정 스타킹으로다가 음
00:36:34.18,00:37:03.07,저건 뭐야 우리 학교에 저런 로봇이 왜 있어 저게 왜 우리 학생이야 저거 누가 만들었어 위험하잖아 누가 가르쳤어 기계공학부 집합시켜 아론은 맨달이어야지 야벅지까 얼마나 맛돌이인데
00:37:05.23,00:37:30.60,솔직히 처음엔 아리스가 패배 히로인으로 표독해지는 거 보고 나의 아리스는 이렇지 않아 이유했는데 이게 먹다 보니 뼈 미식인 니들도 함 추라이 해봐라 아리스는 센세랑 같이 있을 때 지엔 트윈 터보가 충전되는데 근데 센세가 허그 폼에 잠은 잔 상태에 과충전이 되어서 아리스가 가끔 소리 질러줘야 센세가 깨어나서 충전 끝난다네요
00:37:31.76,00:38:00.89,다들 나름 세계관이 존재하는구나 각자가 해석하는 그 캐릭터상이 있네 이건 확실한데 이는 사람이 아니라서 기계니깐 뒤는 확실하게 강함 졸라 강함
00:38:02.15,00:38:18.53,난 거유춤이었는데 레바 방송 보다 보니 이것도 미식이구나 느끼고 있어.
00:38:18.55,00:38:19.37,우리 집 아리스는 거유임.
00:38:24.52,00:38:27.36,니들 아리스 팔이랑 팔이 분리 가능한 거 알제?
00:38:31.16,00:38:34.74,아리스 메모리얼 보니까 공중야살 각임.
00:38:35.25,00:38:40.98,시발 개발트리야 미친거냐고 미친 새끼.
00:38:41.00,00:38:44.12,이번 나리스도 헤일로 없애줘.
00:38:44.14,00:38:50.55,충전한다고 하면 다들 납득할거야.
00:38:50.57,00:38:50.65,음...
00:38:52.67,00:39:03.59,오늘 아리스가 유독 인기가 많은 것 같네 막상 그리면서도 느끼지만 3차 창작이 아리스가 생각보다 많네요?
00:39:03.61,00:39:10.92,K 영향이 좀 있나?
00:39:10.94,00:39:17.09,레바는 왜 음란하고 문란하고 호색하고 치녀일까?
00:39:17.11,00:39:18.69,K 없을 때도 많았다고?
00:39:18.71,00:39:21.75,그건 그런데...
00:39:23.79,00:39:32.94,살아남으려면 뽑아야 하거든요.
00:39:32.96,00:39:33.07,아무래도.
00:39:33.09,00:39:33.87,그걸 에바가 권장하던 거잖아.
00:39:33.89,00:39:39.96,캐릭터 자기 입맛대로 커스터마이징 능력하는 거.
00:39:39.98,00:39:41.24,권장까지 했나 내가?
00:39:41.76,00:39:43.58,뭐 하든 말든 상관없지만.
00:39:43.66,00:39:48.35,스윽 쨍그랑.
00:39:50.10,00:40:13.19,여자아이는 잘 씻고 다녀야 돼 라면서 유오카가 겜창부 애들 옷까지 매일같이 빨아줘서 뽀송한 냄새날 것 같은 못 참겠다 동서남북으로 찢어주마 리쿠 하지마 으흐흐흐흐흐흐 저 으흐흐흐흐는 쟤 누가 처음에 발견한거야 저 DTS 죽였어 가장 힘들었지만
00:40:17.25,00:40:38.50,땅땅간 새끼들이 제일 그가 고도한 사람이 아니라서 리미트가 없거든.
00:40:39.66,00:40:44.07,아리스 개같이 땀 대신 흐르는 기계 오일 개같이 맛있겠다.
00:40:44.09,00:40:44.47,"레자바지 형, 이제 만화 안 그려."
00:40:44.49,00:40:44.75,지금은 안 그리는 거죠.
00:40:44.77,00:40:45.87,근데 아리스도 아머드 코어 마냥 역각 사각 땅크 달이 되는 거냐.
00:40:45.89,00:40:45.99,고마워요.
00:40:58.01,00:41:26.73,얼굴을 좀 더 조그만하게 깎아도 될 것 같은데 이렇게 하고 뒤쪽에 약간 더 약간 아리스는
00:41:26.94,00:41:30.01,"프레그마타, 다이애나 같은 느낌이야."
00:41:30.03,00:41:39.96,아리스를 위해서라면 테를 희생해서라도 16박 17일 대방구불방구 해줄 수 있음.
00:41:46.97,00:41:47.41,확실히 정실불륜 구도가 인기가 많거든요.
00:41:47.43,00:41:47.67,유유카노와 아리스케이.
00:41:47.69,00:41:51.21,이렇게 순한 애가 크게 이한테 빼앗기기만 하고
00:41:57.20,00:42:00.71,레바님 교황청 블로그 시절에 올리던 만화는 왜 다 없어졌나요?
00:42:00.79,00:42:01.45,어디서 보나요?
00:42:01.53,00:42:07.78,너무너무 그립습니다.
00:42:07.80,00:42:09.54,혼자만 보지 말고 풀어주세요.
00:42:09.56,00:42:15.21,글쎄?
00:42:15.23,00:42:22.16,애초에 블로그 시절... 일단 지금 감성하고 안 맞아요.
00:42:23.88,00:42:42.90,아리스는 딸이지만 선생을 노린다는 게 존나 맛있다는 거야!
00:42:42.92,00:42:43.00,흐하하!
00:42:43.02,00:42:43.22,으하하하하하하하하!
00:42:43.24,00:42:43.78,각오를 다진 아리스는 히오미와 동급이라고 생각해!
