시작 시간,종료 시간,내용,live_id
00:21:34.15,00:21:56.99,그래도 하나 스펙업 했다 그리고 히트맨에도 마력 서약이 있는데요 이 새끼도 1군으로 올라갈 수 있는지 한번 봅시다,
00:22:12.53,00:22:37.79,아 아 아 아 아 아 아 아 아,
00:22:46.63,00:23:05.82,뭘 모아둔건 맞냐고 나 나오는 족족 까버려가지고 모아둔건 없는데,
00:23:12.06,00:23:33.14,와 아 전파 전문 스트리머 레바님이다 아 존나 안떠 오늘 뭐 있는거 같은데?,
00:23:33.16,00:23:33.48,라고 하니까 뜨나?,
00:23:33.50,00:23:33.60,아 개자식,
00:23:40.28,00:24:03.72,은근히 직장인 퇴근 시간대 돌리면 잘 된다는 소문이 있던데,
00:24:08.32,00:24:37.35,ㅎㅎㅎㅎㅎ,
00:24:37.91,00:25:07.20,할 수도 있지 직장인이면 그래도 던판을 한 번쯤 인생에서 경험해봤을 물격층인데 아 ㅈㄴ 또 미치겠네 그 다음,
00:25:09.17,00:25:37.75,헬 돌기 존나 편한 웨펀 애기잖아,
00:25:40.48,00:26:09.19,3라운드 2라운드 3라운드 2라운드 3라운드,
00:26:10.41,00:26:37.62,글쎄요 나와봐야지 알겠죠 아 존나 안뜨네 뭐야 진짜로 오늘 심한데 너무 빨리빨리 터지잖아 어어,
00:26:39.96,00:27:04.18,5 5 5 5,
00:27:06.30,00:27:35.36,시발 돈이 없잖아 뭐야 여기 왜 이렇게 골드가 없어 와 시발 존나 안 떠 존나 재밌고 존나 사기로 나와요 진짜 그런 개꿀잼 캐릭 처음 해본,
00:27:38.55,00:28:02.53,이제 됐나요?,
00:28:08.57,00:28:11.58,잉오팔 바네사처럼 씨발 어?,
00:28:11.60,00:28:14.66,궁극기 쓰면 존나 묶어놓고 패는데요?,
00:28:14.68,00:28:37.99,사격감이 미쳤습니다 나 그런 캐릭 처음 해봤어,
00:28:40.20,00:29:02.81,여인파 대비해서 12등 12장 준비해놔 아이소 나 목이 잠겨가지고 ㅅㅂ,
00:29:07.43,00:29:07.77,변해!,
00:29:07.79,00:29:08.97,X발 변해!,
00:29:10.04,00:29:32.87,아 개자식아.,
00:29:32.89,00:29:33.17,레마 왈 너흰 다 사기다.,
00:29:33.19,00:29:33.29,꼭 해라.,
00:29:37.15,00:29:41.31,안녕하세요.,
00:29:51.37,00:29:51.63,드롭스 타먹으러 왔어요.,
00:29:51.65,00:29:51.77,어서오세요.,
00:29:51.79,00:29:52.05,많이 드세요.,
00:29:52.07,00:29:54.73,옆구리에 12증 다 해놨다고?,
00:29:57.00,00:29:57.26,"아, 직병권 안 주는데?",
00:29:57.72,00:29:57.76,어?,
00:29:57.78,00:29:57.96,"아, 시X 뭐야.",
00:30:02.46,00:30:05.95,여인파 외전 캐릭으로 따로 별도로 나올 것 같지 않나요?,
00:30:06.53,00:30:12.05,이어플 2계열보단?,
00:30:12.07,00:30:25.73,모션이 너무 다르니까 이미 그렇다면 그런 거겠죠?,
00:30:25.75,00:30:27.79,아니야 그냥 개인적인 의견이에요,
00:30:30.54,00:30:47.47,와 오늘 진짜 존나 안뜨네,
00:30:57.20,00:31:23.72,레피셜 여인파는 개사기 개꿀잼이고 여프리 외전 캐릭이다 드드 아니야 아니 형 나 믿고 100회 4채널 가봐 나 거기서만 해초 3개 먹음 서약 포항 100회 4채널?,
00:31:23.74,00:31:25.12,믿어본다 근데 남프리 인파도 남프리 전체 도트의 40%가 인파 전용 도트라는 거 보면 여인파도 외전으로 나올 것 같진 않은데,
00:31:27.26,00:31:49.47,레바 형 남보적은 언제 나옹?,
00:31:49.49,00:31:49.69,왜 나와야 되는데?,
00:31:49.71,00:31:50.27,테러메딕 마냥 인게임 전용 도트에서 따로 나오겠지?,
00:31:50.29,00:31:50.77,전파 20년 한 녀석이 그래 감히 엄약했지?,
00:31:50.79,00:31:50.93,다 맞습니다.,
00:31:50.95,00:31:51.33,레바님이 하신 말씀이 다 옳습니다.,
00:31:51.35,00:31:51.51,네 그렇습니다.,
00:31:59.12,00:32:25.80,나도 비밀 테스터 해봤는데 레바 말이 다 맞다 그리고 남스킬 돌기형 콘돔 다시 생겼더라 진짜 테스터인가 봐 아 야 진짜 누가 잘뜸댔어,
00:32:30.54,00:32:33.72,감사합니다.,
00:33:06.47,00:33:29.05,띵왕 그래도 크발 바뀐지 이론은 좀 쓸만해 아 존나 안뜨잖아 오늘 전키링 망했는데?,
00:33:45.89,00:33:47.67,할 때마다 스트레스 받는 게임 왜 하냐구요?,
00:33:47.93,00:34:10.63,그러게 말이에요 나 미쳐버리겠다 우와,
00:34:13.58,00:34:15.20,헌터!,
00:34:15.34,00:34:27.76,헌터 함 믿어본다,
00:34:56.86,00:34:59.11,펀터 정화 소화 가능하냐고?,
00:34:59.13,00:35:25.86,뭐 할 거 있나?,
00:35:30.61,00:35:32.98,오늘 진짜 점빡았네?,
00:36:13.58,00:36:25.85,아 인생 아까워 겁나 안나와,
00:36:41.55,00:36:49.90,근데 야 아무것도 안되네 오늘?,
00:36:49.92,00:37:08.56,라고 하니까 주나?,
00:37:08.58,00:37:08.66,개자식아,
00:37:14.02,00:37:41.57,어 끝났다 어 힘이 하나 남았네 이 새끼 유독 그냥 캐릭이 운이 없던데 잠깐 구슬 여기에 2개 있던데,
00:37:46.71,00:38:14.37,붓을 총집합시키자 뭘 어떻게 생각해?,
00:38:24.58,00:38:48.83,아 저울도 그냥 씨발 어?,
00:38:53.34,00:38:53.42,통합하지,
00:38:54.56,00:39:15.27,저울도 단계발로 있는 건 존X 짜증나,
00:39:26.00,00:39:53.56,오케이 마지막 캐릭 너만 믿는다 야 잘생겼어요 고마워요 지금 얼굴에 좀 붓지 않았나요?,
00:39:54.14,00:39:54.88,자다 일어나서,
00:40:03.92,00:40:04.80,머리가 떡졌다고?,
00:40:05.52,00:40:26.01,그건 파마한거야 미친놈아 뒷머리가 뜬거 같다고?,
00:40:31.60,00:40:31.92,아니야 머리 감은거야 미친놈아,
00:40:34.03,00:41:01.98,인력 사무소야?,
00:41:02.12,00:41:02.24,활동 옵션?,
00:41:09.33,00:41:33.13,우와 나 이거 처음 써봐 이거 메카닉이 쓰는 스킬이랑 똑같은 거 아니야?,
00:41:55.87,00:42:03.90,캐미아도 대포살 먹었냐고?,
00:42:04.20,00:42:04.84,아니?,
00:42:04.86,00:42:20.05,이 새끼 아무것도 못 먹었을걸?,
00:42:29.37,00:42:56.65,아... 오늘 회의를 그냥 존망했다 새 초사양 모그네 있긴 하냐고?,
00:42:56.67,00:42:56.82,새 캐릭 있어요,
00:42:59.10,00:43:13.18,본캐는 못 먹었어요 이제 먹을 예정임 나와라 저울 변해 변해 변해 오!,
00:43:13.82,00:43:19.47,어?,
00:43:19.49,00:43:20.99,황금향?,
00:43:21.01,00:43:21.07,아니네,
00:43:37.37,00:43:37.87,황금향?,
00:43:39.05,00:43:39.09,어?,
00:43:40.14,00:43:42.28,씨발 오늘 운 좋은데 이거?,
00:43:42.30,00:43:43.40,저울 운 좋은데?,
00:43:43.42,00:43:47.36,제발 황금향 황금향!,
00:43:53.21,00:43:53.39,아 개자식아 어?,
00:43:53.69,00:43:54.78,오늘 뭐지?,
00:43:55.66,00:43:59.84,저울 운은 기가 막힌데?,
00:43:59.86,00:43:59.94,황금향?,
00:44:00.96,00:44:01.84,아 개자식아,
00:44:18.01,00:44:46.90,황금향 결정은 있어요 결정은 있는데 서약이 유니크야 본캐만 레이드 갈까?,
00:45:04.38,00:45:23.35,혹시 공대장 할 의향이 있으신 유저분 있으신가요?,
00:45:24.51,00:45:31.10,아니 나 공대장 트라우마 있단 말이야 이 트라우마는 평생 가 아,
00:45:36.21,00:46:05.77,와 명성 11만원으로 쩔 해 드릴게요 나도 개탄스럽긴 해 아이,
00:46:06.40,00:46:29.77,아니 개자식아 야 또 단 한자리 2만 오면 고 저 1조 딜러에요,
00:46:54.29,00:46:55.57,1조 딜로 널렸다고?,
00:46:55.90,00:47:01.09,알아요 그래도 그 널린 딜러 중에도 들어가기 힘들다고,
00:47:18.18,00:47:29.53,명성 12반이면 거의 준조로받이야?,
00:47:29.55,00:47:29.89,아닌가?,
00:47:29.91,00:47:47.75,나 공격 시작 안 했는데 터졌어 이 새끼 분명 공대장 한에서 대초드랍 확률 증가 기능 있으면 다 비켜 내가 공대장이야 빨리 넘겨 이러고 있을 듯 크크,
00:47:49.94,00:48:12.05,불쌍해,
00:48:20.79,00:48:47.32,오우 쉣 나도 이 정도일 줄은 몰랐는데 한 주차 한 주차 지날 때마다 뭔가 달라지고 있어,
00:49:02.40,00:49:31.13,ㅇㅇ,
00:49:38.55,00:49:41.19,스피스는 머스캣이 낫냐고요?,
00:49:41.21,00:50:02.33,머스캣... 태거시가 유독 옵션이 좋아서 머스캣 뜨는 게 맞긴 해 뭐야 죽었잖아 나벨보다 빠른 것 같은데 예전 나벨,
00:50:20.15,00:50:35.27,아차차상이다 레이드는 한 캐릭만 돌리죠?,
00:50:35.99,00:50:41.24,수고하셨어요 갑자기 험험,
00:50:54.57,00:51:08.60,짜라라라 여기서 황금향 여기서 황금향 여기서 황금향 여기서 황금향,
00:51:20.47,00:51:21.73,"아, 결투장 할까?",
00:51:22.26,00:51:25.80,결투장 하기 vs 사이퍼드 하기.,
00:51:25.82,00:51:26.90,둘 다 존X 별론데?,
00:51:27.42,00:51:28.78,내가 말하고 나서 깜짝 놀람.,
00:51:29.12,00:51:47.86,이렇게 별로일 수 있나?,
00:51:53.45,00:51:57.42,이내 가서 저울추나 먹으라고?,
00:51:57.44,00:52:06.81,저울에서 뭐 먹는 게 더 힘들 것 같은데?,
00:52:06.83,00:52:07.71,뒷던으로 플랫 찍은 거 절대 인정 못 해 정정당당하게 저격들 이기고 플랫 알아라,
00:52:09.14,00:52:34.52,그 저격들이 이미 다이아 테라나이트 이 새끼들이라고 아니 골드 플래그간이 그냥 그 씨발 원래 하던 테라나이트 다이아 이 새끼들 부캐들 밖에 없어 내가 존나 밤새 돌려보니까 현지인이 없어 그냥 아 막 전작 50판 막 30판인 부캐들 밖에 없다니까,
00:52:41.46,00:52:44.76,피해망상 오신다고?,
00:52:44.98,00:52:56.62,"아니 전작을 보면 다 가격이 나오잖아 부캔지, 공캔지 왜 갑자기 사이퍼즈 땡기지?",
00:52:56.64,00:53:08.05,나 진짜 똥먹는 장가 봐 사이퍼즈 켜고 던파드로스 켜면 안 되나요?,
00:53:08.24,00:53:09.12,같은 네오플 게임인데?,
00:53:18.94,00:53:42.77,어...,
00:53:44.72,00:53:50.13,그 놀리면 메이플키고 던파드롭스 켜도 되는거 아닌가요?,
00:53:50.15,00:53:50.37,같은 넥슨 게임인데?,
00:53:50.39,00:53:58.17,어... 아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아,
00:54:11.18,00:54:17.73,레바야?,
00:54:38.75,00:54:39.25,이때 15강 질러야 한다고 무조건 성공한다고?,
00:54:39.26,00:54:40.01,지랄 마 이 사람 걸어다니는 똥탱크임 진짜 가는 곳이 똥 그 자체네,
00:54:57.21,00:55:21.84,레바가 사이퍼즈 하는 건 1인 파업이라는 소문이 있던데 사실인가요?,
00:55:21.86,00:55:22.50,근데 던파 시위한다고 사이퍼즈 하는 건 무슨 의미가 있음?,
00:55:22.52,00:55:23.16,파리바게트 불매한다고 배스킨라빈스 사먹는 거랑 같은 거임?,
00:55:23.56,00:55:23.76,아이디가 뭐였더라?,
00:55:47.76,00:55:49.12,그로스 꺼라 정지당한다?,
00:55:50.16,00:55:51.23,아니 그 정도야?,
00:56:00.92,00:56:00.94,아,
00:56:12.97,00:56:18.94,헐 덤프하다가 사이펀시 하면 방제를 안 바꿔도 되잖아,
00:56:52.69,00:57:11.08,오 됐다 진짜 똥겜 와 바로 저격 들어간다?,
00:57:11.68,00:57:13.26,사이퍼즈도 저격 필요해,
00:57:25.14,00:57:49.70,야 근데 사이퍼즈 나름 계속 서비스 되는 게 그래도 놀랍지 않습니까?,
00:57:49.72,00:57:51.94,왜 이렇게 일러스트가 냄새날 것 같이 생겼지?,
00:58:00.53,00:58:08.06,아니 근데 나 난 왜 이런 똥캠을 씨발 하는거지?,
00:58:08.12,00:58:27.40,아니 난 왜 이렇게 똥 취향이지?,
00:58:27.42,00:58:28.24,아 화장실 다시 올게요,
00:59:05.55,00:59:16.38,"레바와일, 난 왜 개똥을 좋아하지?",
00:59:16.40,00:59:16.74,저 잠깐 화장실 좀 갔다 올게요,
00:59:55.90,00:59:57.09,어디 보자.,
00:59:59.29,01:00:19.94,"아니, 사이버지 보기만 해도 웃기다.",
01:00:19.96,01:00:21.66,"아, Q 바로바로 잡혀야 되는 거 아니야?",
01:00:25.16,01:00:26.03,근데 왜 하냐고?,
01:00:26.39,01:00:35.51,모르겠어요 붉은 사막 다 뽕 빠지지 않았어 다들?,
01:00:46.73,01:00:49.78,옛날 GTA가 이거보다 퀄 좋을 듯 당연한 거 아니야?,
01:00:50.54,01:01:11.03,어디 락스타일 게임 비벼 이 정도 퀄리티면 GTA 사난드레스급에서 컷트라고 웨슬리 렛츠고 난입이네?,
01:01:22.34,01:01:38.08,저번에 하던 좀비게임 이제 아나?,
01:01:38.10,01:01:38.20,좀비게임?,
01:01:38.22,01:01:38.30,뭐했지?,
01:01:38.32,01:01:45.61,사실 레버는 펀파 엠버서만으로 만족 못해서 네오플 엠버서도 하려고 사이퍼즈 재미있는 척 하는 거임 그게 아니면 그냥 대변 먹는 자라는 거잖아 아군이 타워를 부여쳤다,
01:01:52.26,01:02:00.91,"어, 저기 무슨 일 있다 아, 안 닿는다!",
01:02:01.41,01:02:01.47,씨발!,
01:02:13.06,01:02:15.13,"아니구나 아, 까비 다 살려버릴 테니까 아, 씨발",
01:02:24.71,01:02:25.23,잘 있어라!,
01:02:36.03,01:02:36.77,호호호!,
01:02:36.79,01:02:36.89,하하하하하,
01:02:57.02,01:03:22.90,광고로 이걸 왜 해 씨발 광고면 이거 하면서 우와 이런 팀워킹 는다고 하면서 막 씨발 호빌값 떨면서 게임하고 있겠지?,
01:03:35.06,01:03:36.04,악!,
01:03:36.30,01:03:38.68,"괜찮아, 팀은 구했어.",
01:03:38.70,01:03:39.54,엘리 살렸으면 됐지.,
01:03:55.05,01:03:55.23,작전을 개시하자.,
01:04:03.96,01:04:12.40,나도 간다!,
01:04:25.29,01:04:25.35,야호!,
01:04:45.55,01:05:07.11,밥 먹어다 얘들아 오우 쉣 호치다 한 새끼 맞은 것 같은데?,
01:05:27.80,01:05:50.97,헤쳤다!,
01:05:50.99,01:05:51.07,밥먹어!,
01:05:51.17,01:05:51.29,이거 뭐야?,
01:06:03.44,01:06:26.55,돌격소총 재밌다 돌격소총 너무 지속시간이 짧던데 웃으면 안돼?,
01:06:34.05,01:06:47.27,안 돼!,
01:07:01.67,01:07:02.71,씨발 팀이 잘 싸워주고 있어,
01:07:04.85,01:07:19.33,버시가 쭉쭉 들어오는데?,
01:07:32.88,01:07:47.51,다 살려버릴 테니까 이렇게 지레를 놔주면,
01:08:06.44,01:08:11.75,호치다!,
01:08:35.88,01:08:35.96,나이스!,
01:08:51.62,01:09:18.11,오우 쉣 얘들아 도망쳐 오우 쉣,
01:09:19.68,01:09:34.82,근데 나 순수 피지컬 자체는 나쁘지 않은 듯?,
01:09:34.84,01:09:35.36,아 살려줘!,
01:09:36.54,01:09:36.66,아 살려줘!,
01:09:37.99,01:09:38.43,내방!,
01:09:46.56,01:09:46.60,아!,
01:09:50.02,01:09:55.91,다 잡으면 그래도 어시가 쭉 들어올 것 같은데?,
01:09:55.93,01:09:57.89,어시 안 들어오네 살이 좀 찐 것 같다고요?,
01:09:57.91,01:10:19.03,자다 있나서 부었어요 적군을 제거했습니다 납전을 개시한다,
01:10:20.65,01:10:47.99,슈퍼 타임 벨저드 왓,
01:10:56.71,01:11:12.79,야아아아아아!,
01:11:22.05,01:11:26.41,어어어어 이지이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이이,
01:11:30.24,01:11:58.31,나 진짜 똥 좋아하나봐 샷건 카이는 진짜 너무 별로야 진짜 너무 초근접 그거야 봐봐 다 딜러 하잖아 탱커가 좀 있으면 괜찮은데,
01:12:00.03,01:12:06.87,아 탱크 할까?,
01:12:06.89,01:12:10.52,다들 너무 딜러만 하는데?,
01:12:10.54,01:12:22.69,아니야.. 씨발 다섯명 딜러다 오케이 딜러해,
01:12:49.34,01:12:51.87,상대도 딱히 탱이 없잖아?,
01:13:35.69,01:13:59.98,콩이 못 잡으면 판 터지는 거지 뭐 아니 여러분 이 똥겜에 대해서 생각보다 잘 알고 있는 사람들이 많은데?,
01:14:00.00,01:14:00.24,뭐지?,
01:14:00.26,01:14:02.00,원래 알던 맛이 좋은 것이여,
01:14:13.54,01:14:16.10,진캔 안하냐고요?,
01:14:16.14,01:14:39.85,할 줄 모르니까 그나마 대본 캐릭으로다가,
01:14:45.52,01:15:10.74,류탄 링이 없네?,
01:15:10.76,01:15:11.90,안돼 미아가 위험해,
01:15:15.30,01:15:40.87,아 이 자식 뭐야!,
01:15:52.23,01:15:53.09,나이스!,
01:16:14.44,01:16:15.70,그래도 돈 놔 때렸다.,
01:16:40.13,01:17:05.84,오오오 니게로오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오오,
01:17:24.36,01:17:27.05,아니야 쟤 탱이라서 노리면 안 돼,
01:17:51.16,01:18:18.38,아니 아니 진짜 이씨X 아니 소리가 안들렸는데?,
01:18:18.40,01:18:18.62,나군이 쓰러졌습니다.,
01:18:20.30,01:18:46.92,오케이 자네트 뒤에 숨어 있자 으아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아아,
01:18:53.55,01:18:56.97,아 내가 데미지가 조금만 더 쎄했다면 방금 두발로 잡았을텐데.,
01:18:57.00,01:19:10.22,전적인 할 수 있습니다.,
01:19:31.55,01:19:32.77,아 이 새끼 뭐야!,
01:19:52.10,01:19:52.16,씨발!,
01:19:52.18,01:19:52.38,나와!,
01:19:52.40,01:19:57.95,오케이 장갑 사자 선물해,
01:20:14.41,01:20:42.88,아 총알이 부족해 아 왜 이게 왜 이게 왜 맞아?,
01:20:42.90,01:20:43.90,렛바는 카인 궁극기는 딜러들 잡으라고 만든 궁극기에요 그걸로 CS 먹으면 안 돼요 알았죠?,
01:20:44.62,01:21:04.93,"아니, 갑자기 튀어나왔다니까?",
01:21:05.55,01:21:05.81,타라!,
01:21:05.83,01:21:08.44,타라 죽여!,
01:21:09.10,01:21:10.34,"아, ㅅㅂ 내가 죽이고 싶었는데",
01:21:18.74,01:21:47.77,아유 구독 고마워요 이 새끼 어디서 낙공을 쓸라고,
01:22:03.93,01:22:20.67,나이스!,
01:22:31.69,01:22:31.73,흠!,
01:22:35.15,01:23:02.05,오 오 온다 온다 오오오 맞췄나?,
01:23:08.73,01:23:17.00,망쳐!,
01:23:17.02,01:23:17.10,아닌가?,
01:23:17.12,01:23:36.95,아... 그래도 한 새끼 잡았다,
01:23:53.47,01:23:55.03,지금 까뮤 중이냐고요?,
01:23:55.05,01:24:03.07,까뮤가 뭐야?,
01:24:03.09,01:24:08.76,3킬 12어시 12어시가 더 중요한 거야 모든 싸움에 끼어들었다는 소리지,
01:24:31.39,01:25:00.94,뭐가 불길한데?,
01:25:00.97,01:25:01.02,아잇!,
01:25:01.05,01:25:01.10,씨발?,
01:25:18.38,01:25:19.28,리첼 잘하는데?,
01:25:26.07,01:25:43.82,공을 잡았어 살아야돼 죽었네,
