시작 시간,start_sec,종료 시간,end_sec,speaker,내용,live_id
00:21:58,1318.41,00:21:59,1319.91,UNKNOWN,일단 나도 차를 타야겠어,
00:22:15,1335.64,00:22:17,1337.14,UNKNOWN,차가 어디 가면...,
00:22:17,1337.14,00:22:19,1339.14,UNKNOWN,도로가에 가면 있겠죠?,
00:22:28,1348.92,00:22:29,1349.92,UNKNOWN,오케이,
00:22:32,1352.31,00:22:33,1353.31,UNKNOWN,갈 길이 멀다,
00:22:52,1372.56,00:22:54,1374.56,UNKNOWN,"잠깐, 라이딩샷 연습 좀",
00:22:55,1375.56,00:22:56,1376.56,UNKNOWN,키 바꾸고,
00:22:58,1378.56,00:22:59,1379.06,UNKNOWN,바꾸고?,
00:22:59,1379.06,00:22:59,1379.56,UNKNOWN,견착?,
00:22:59,1379.56,00:23:00,1380.06,UNKNOWN,어,
00:23:01,1381.06,00:23:02,1382.06,UNKNOWN,오케이,
00:23:02,1382.86,00:23:04,1384.06,UNKNOWN,박는 것까지 완벽해,
00:23:18,1398.18,00:23:19,1399.18,UNKNOWN,"와, 아!",
00:23:19,1399.18,00:23:19,1399.68,UNKNOWN,아이씨,
00:23:21,1401.18,00:23:22,1402.18,UNKNOWN,차 스킨 없냐고?,
00:23:22,1402.18,00:23:23,1403.18,UNKNOWN,뭔 스킨이요?,
00:23:42,1422.48,00:23:44,1424.48,UNKNOWN,"어, 911 스킨은 좀 하고 싶다",
00:23:44,1424.48,00:23:45,1425.48,UNKNOWN,다른 차는 모르겠는데,
00:24:02,1442.96,00:24:05,1445.96,UNKNOWN,자동차 스킨 하나 뽑으려면 그러면 얼마 들어?,
00:24:05,1445.96,00:24:17,1457.08,UNKNOWN,배그는,
00:24:17,1457.08,00:24:18,1458.08,UNKNOWN,30?,
00:24:18,1458.08,00:24:19,1459.08,UNKNOWN,"대충, 어",
00:24:19,1459.08,00:24:21,1461.08,UNKNOWN,다 차들을 대체로,
00:24:21,1461.08,00:24:22,1462.08,UNKNOWN,"2, 30 하는구나",
00:24:40,1480.82,00:24:41,1481.82,UNKNOWN,이런 못된 놈,
00:24:49,1489.8,00:24:51,1491.3,UNKNOWN,바퀴를 다 터뜨리고 다니잖아,
00:24:55,1495.5,00:24:57,1497.5,UNKNOWN,"아, 바퀴 미션 하나 봐",
00:24:57,1497.5,00:24:59,1499.0,UNKNOWN,저 사람 방송인가봐,
00:25:17,1517.16,00:25:17,1517.66,UNKNOWN,뭐지?,
00:25:28,1528.04,00:25:29,1529.54,UNKNOWN,바퀴에 미친 사람인가 봐,
00:25:56,1556.43,00:25:57,1557.43,UNKNOWN,헬라,
00:25:57,1557.93,00:26:14,1574.88,UNKNOWN,"어, 나 차에 기름 없다",
00:26:51,1611.42,00:26:52,1612.92,UNKNOWN,나란히 가는 사람 개많네,
00:26:53,1613.42,00:27:11,1631.18,UNKNOWN,"아, 기름 없잖아?",
00:27:12,1632.68,00:27:13,1633.68,UNKNOWN,누가 버린 차였어,
00:27:14,1634.18,00:27:41,1661.07,UNKNOWN,저 새끼 뭐야,
00:27:41,1661.57,00:27:42,1662.57,UNKNOWN,짱스러워,
00:27:54,1674.3,00:27:54,1674.8,UNKNOWN,"아, 또 렉!",
00:27:54,1674.8,00:27:56,1676.8,UNKNOWN,"씨발, 또 튕기려고, 개자식",
00:28:35,1715.45,00:29:04,1744.96,UNKNOWN,오케이,
00:29:05,1745.96,00:29:06,1746.96,UNKNOWN,알락해요,
00:29:14,1754.41,00:29:15,1755.91,UNKNOWN,이거 딱에 비하면 딱이지 않아?,
00:29:16,1756.41,00:29:17,1757.41,UNKNOWN,"아니, 집 들어갈까?",
00:29:17,1757.41,00:29:36,1776.94,UNKNOWN,"어, 뭐야?",
00:29:36,1776.94,00:29:40,1780.38,UNKNOWN,"아, 나 자동차 타고 싶은데",
00:29:40,1780.38,00:29:41,1781.38,UNKNOWN,오토바이 너무 위험해,
00:29:49,1789.88,00:29:50,1790.88,UNKNOWN,자동차다,
00:29:50,1790.88,00:30:17,1817.99,UNKNOWN,땅겜이다!,
00:30:22,1822.42,00:30:23,1823.42,UNKNOWN,"아, 왜 저쪽으로 내렸지?",
00:30:23,1823.42,00:30:24,1824.42,UNKNOWN,씨발,
00:30:24,1824.42,00:30:25,1825.42,UNKNOWN,병신인가 봐,
00:30:29,1829.11,00:30:32,1832.11,UNKNOWN,"아, 나 왼쪽으로 내리려고 했는데 왜",
00:30:39,1839.49,00:30:40,1840.49,UNKNOWN,그래도 1킬 했다,
00:30:40,1840.99,00:30:41,1841.99,UNKNOWN,기분 굿,
00:30:42,1842.99,00:30:44,1844.49,UNKNOWN,"아, 나 이런 넓은 배는",
00:30:44,1844.49,00:30:45,1845.49,UNKNOWN,취향이 아닌 것 같아,
00:30:45,1845.49,00:30:46,1846.49,UNKNOWN,카라킹 갈게요,
00:30:49,1849.78,00:30:51,1851.28,UNKNOWN,"아, 나 왼쪽에 내리려고 했는데",
00:30:51,1851.28,00:30:52,1852.28,UNKNOWN,왜 오른쪽에 내렸지?,
00:30:52,1852.28,00:30:59,1859.16,UNKNOWN,"아, 씨",
00:30:59,1859.16,00:31:01,1861.66,UNKNOWN,역시 아이템 배달은 이거 이거,
00:31:15,1875.67,00:31:16,1876.67,UNKNOWN,작은 거 좋아하던,
00:31:16,1876.67,00:31:18,1878.67,UNKNOWN,맵도 작은 것만 찾네?,
00:32:00,1920.22,00:32:01,1921.72,UNKNOWN,실력 다 죽었네,
00:32:02,1922.72,00:32:04,1924.22,UNKNOWN,물론 죽을 실력도 없었다는,
00:32:04,1924.22,00:32:05,1925.22,UNKNOWN,나쁜 말 노노,
00:32:23,1943.01,00:32:25,1945.01,UNKNOWN,임페리움 레이지,
00:32:35,1955.43,00:32:37,1957.43,UNKNOWN,그거 녹음 3트만에 끝냈음,
00:32:50,1970.12,00:32:51,1971.12,UNKNOWN,살 많이 쪘죠?,
00:32:51,1971.62,00:32:56,1976.93,UNKNOWN,"내가 먼저야, 개자식아",
00:32:57,1977.93,00:32:58,1978.93,UNKNOWN,내가 먼저 했다,
00:33:00,1980.43,00:33:01,1981.43,UNKNOWN,넌 날 이기지 못해,
00:33:01,1981.43,00:33:02,1982.43,UNKNOWN,왜냐?,
00:33:02,1982.43,00:33:02,1982.93,UNKNOWN,하!,
00:33:02,1982.93,00:33:04,1984.43,UNKNOWN,패배를 인정하고 오른쪽으로 가라,
00:33:06,1986.43,00:33:07,1987.43,UNKNOWN,그렇지,
00:33:15,1995.85,00:33:38,2018.65,UNKNOWN,최근에 방송 안 할 때,
00:33:38,2018.65,00:33:39,2019.65,UNKNOWN,에그 한 적 있음,
00:33:40,2020.15,00:33:40,2020.65,UNKNOWN,아니요?,
00:33:42,2022.15,00:33:43,2023.65,UNKNOWN,방송 때 말고 안 할 걸?,
00:33:43,2023.65,00:33:44,2024.65,UNKNOWN,지면 하벌게이,
00:33:45,2025.15,00:34:06,2046.54,UNKNOWN,"아, 뭐야",
00:34:32,2072.12,00:34:33,2073.62,UNKNOWN,이 근처에 내린 사람은 또 있나 본데?,
00:34:34,2074.12,00:35:33,2133.99,UNKNOWN,"어, 견착키가 이거구나",
00:35:45,2145.76,00:35:46,2146.76,UNKNOWN,이게 CC무빙이야?,
00:35:47,2147.26,00:35:48,2148.26,UNKNOWN,아닌가?,
00:35:57,2157.91,00:35:58,2158.91,UNKNOWN,여기 있던 새끼 갔나?,
00:36:18,2178.9,00:36:19,2179.9,UNKNOWN,합방 몇 시냐고?,
00:36:19,2179.9,00:36:20,2180.9,UNKNOWN,오늘 아니에요,
00:37:04,2224.69,00:37:05,2225.69,UNKNOWN,오케이 오케이 오케이,
00:37:17,2237.74,00:37:18,2238.74,UNKNOWN,뛰어이,
00:37:21,2241.74,00:37:22,2242.24,UNKNOWN,대탄?,
00:37:23,2243.24,00:37:23,2243.74,UNKNOWN,못 봤어,
00:37:23,2243.74,00:37:24,2244.24,UNKNOWN,그냥 가,
00:37:46,2266.5,00:37:48,2268.0,UNKNOWN,"어, 데킹이 나왔어 대신에",
00:37:48,2268.0,00:37:54,2274.01,UNKNOWN,"아, 총알 너무 없는데?",
00:37:54,2274.01,00:38:01,2281.98,UNKNOWN,화면 멋있었는데,
00:38:02,2282.48,00:38:03,2283.48,UNKNOWN,몰라,
00:38:16,2296.84,00:38:18,2298.84,UNKNOWN,근데 W 떼고 CC하는 거랑,
00:38:18,2298.84,00:38:20,2300.84,UNKNOWN,그냥 달려가면서 CC하는 거랑,
00:38:21,2301.84,00:38:22,2302.84,UNKNOWN,차이가 큰가요?,
00:38:22,2302.84,00:38:23,2303.84,UNKNOWN,난 잘 모르겠는데?,
00:38:46,2326.02,00:38:47,2327.02,UNKNOWN,이 집엔 없겠지?,
00:38:47,2327.02,00:39:01,2341.85,UNKNOWN,아이씨,
00:39:02,2342.85,00:39:03,2343.85,UNKNOWN,레벨 500?,
00:39:04,2344.35,00:39:05,2345.85,UNKNOWN,500인 새끼가 나랑 왜 잡혀?,
00:39:20,2360.96,00:39:27,2367.46,UNKNOWN,아이씨,
00:39:27,2367.46,00:39:29,2369.46,UNKNOWN,상대도 뭔 저 싼 놈이 나랑 잡혀,
00:39:37,2377.44,00:39:38,2378.44,UNKNOWN,이번에도 바로 내려주지,
00:39:38,2378.44,00:39:39,2379.44,UNKNOWN,다 죽여버리겠어,
00:40:10,2410.34,00:40:11,2411.34,UNKNOWN,그니까 CC하고,
00:40:11,2411.84,00:40:12,2412.84,UNKNOWN,CC하고,
00:40:12,2412.84,00:40:13,2413.84,UNKNOWN,뛰고,
00:40:13,2413.84,00:40:14,2414.34,UNKNOWN,뛰고?,
00:40:14,2414.34,00:40:15,2415.34,UNKNOWN,CC하고?,
00:40:15,2415.34,00:40:15,2415.84,UNKNOWN,아니에요,
00:40:15,2415.84,00:40:25,2425.26,UNKNOWN,씨발 이..이..이건가?,
00:40:25,2425.26,00:40:26,2426.26,UNKNOWN,아닌데?,
00:40:37,2437.99,00:40:38,2438.49,UNKNOWN,뭐지?,
00:40:38,2438.49,00:40:39,2439.49,UNKNOWN,모르겠다,
00:40:40,2440.49,00:40:41,2441.99,UNKNOWN,할아버지가 손자랑 놀려고,
00:40:41,2441.99,00:40:42,2442.99,UNKNOWN,게임 배우는 것 같다고?,
00:40:50,2450.99,00:40:52,2452.99,UNKNOWN,블루랑 하면 무조건 그렇게 해야 되는데?,
00:41:03,2463.74,00:41:06,2466.24,UNKNOWN,하나 둘 셋 넷 다 열 일곱 여덟 아홉 열,
00:41:06,2466.24,00:41:07,2467.24,UNKNOWN,오케이,
00:41:07,2467.24,00:41:08,2468.24,UNKNOWN,모의값 10개,
00:41:08,2468.24,00:41:14,2474.13,UNKNOWN,아 씨발,
00:41:14,2474.13,00:41:17,2477.4,UNKNOWN,인생 망함,
00:41:17,2477.9,00:41:18,2478.9,UNKNOWN,인생 망함,
00:41:31,2491.18,00:41:32,2492.18,UNKNOWN,씨발,
00:41:32,2492.18,00:41:33,2493.18,UNKNOWN,아이 난,
00:41:43,2503.54,00:41:45,2505.04,UNKNOWN,가짜 게임 오케이,
00:41:50,2510.72,00:41:52,2512.22,UNKNOWN,탭 드래그 파밍 하라고?,
00:41:52,2512.22,00:41:54,2514.22,UNKNOWN,아 그래서 너 늦었을 것 같은데 방금은?,
00:42:09,2529.78,00:42:10,2530.78,UNKNOWN,너도 알잖아,
00:42:10,2530.78,00:42:11,2531.78,UNKNOWN,왜 그런지,
00:42:28,2548.78,00:42:30,2550.28,UNKNOWN,좋아 이번엔 여기 내린다,
00:42:30,2550.28,00:42:31,2551.78,UNKNOWN,아무도 날 막을 수 없어,
00:42:31,2551.78,00:42:41,2561.71,UNKNOWN,하야,
00:42:42,2562.71,00:42:43,2563.71,UNKNOWN,하야,
00:42:44,2564.71,00:42:45,2565.71,UNKNOWN,하야,
00:42:46,2566.21,00:42:48,2568.49,UNKNOWN,하야,
00:42:48,2568.49,00:42:49,2569.99,UNKNOWN,오 나 잘 맞추는데?,
00:43:26,2606.85,00:43:28,2608.85,UNKNOWN,뭔 소울쿼드야,
00:43:29,2609.85,00:43:31,2611.85,UNKNOWN,한 사람 잡기도 존나 힘든데,
00:43:48,2628.35,00:43:49,2629.85,UNKNOWN,슈우웃,
00:44:11,2651.21,00:44:15,2655.93,UNKNOWN,임페리움 레이지,
00:44:29,2669.73,00:44:31,2671.23,UNKNOWN,오케이 뮤턴트,
00:44:58,2698.58,00:45:14,2714.66,UNKNOWN,뮤턴트를 DM 알로 쓰는 건 어떨까요?,
00:45:14,2714.66,00:45:40,2740.98,UNKNOWN,어 스카다,
00:45:40,2740.98,00:45:43,2743.48,UNKNOWN,아래층으로 가서,
00:45:43,2743.48,00:45:49,2749.64,UNKNOWN,레바님 오늘 안에 치킨 먹을 수 있을까요?,
00:45:49,2749.64,00:45:50,2750.64,UNKNOWN,네에?,
00:45:50,2750.64,00:45:52,2752.64,UNKNOWN,오늘이 뭐야,
00:45:52,2752.64,00:45:56,2756.64,UNKNOWN,레바야 단수급으로 파워레인저 모으기하냐 크크,
00:45:56,2756.64,00:45:58,2758.64,UNKNOWN,그러네,
00:45:58,2758.64,00:46:00,2760.64,UNKNOWN,알려줘서 고마워요,
00:46:00,2760.64,00:46:46,2806.0,UNKNOWN,아 에이스들까,
00:46:46,2806.0,00:47:13,2833.67,UNKNOWN,소영이도 AR주라고 오케이,
00:47:13,2833.67,00:47:44,2864.08,UNKNOWN,틸티드 그림,
00:47:44,2864.08,00:47:55,2875.85,UNKNOWN,개머리판 하나 나왔으면 좋겠는데,
00:47:55,2875.85,00:48:35,2915.55,UNKNOWN,라고 하니까 나오네,
00:48:35,2915.55,00:48:38,2918.55,UNKNOWN,중량형 개머리판을 껴주고,
00:48:38,2918.55,00:48:44,2924.04,UNKNOWN,일단 한,
00:48:44,2924.04,00:48:47,2927.04,UNKNOWN,정보없이 이렇게 도망가면 되냐고?,
00:48:47,2927.04,00:48:50,2930.04,UNKNOWN,좀 쫄보처럼 여기 가만히 계시고 있으란 소리냐?,
00:48:50,2930.04,00:50:16,3016.59,UNKNOWN,하하하 시X 사건이네,
00:50:16,3016.59,00:50:18,3018.59,UNKNOWN,아 나 처음,
00:50:18,3018.59,00:50:25,3025.15,UNKNOWN,55555 버튜버랑 합방하는 날임?,
00:50:25,3025.15,00:50:34,3034.82,UNKNOWN,아 좀 더 뜨거운 혈투를 바라는데,
00:50:34,3034.82,00:50:37,3037.82,UNKNOWN,눈 깜빡거렸는데 애가 죽어있어,
00:50:37,3037.82,00:50:39,3039.82,UNKNOWN,아 처음 발견했을 때 죽였어야 됐는데,
00:50:39,3039.82,00:50:41,3041.82,UNKNOWN,시X 내가 에이스가 아니라 웅프같은 걸 들었으면,
00:50:41,3041.82,00:50:57,3057.29,UNKNOWN,잡았을 수 있을까?,
